date,disco,share,allocated_mw,allocated_energy_mwh,provenance,sources
2024-01-01,AEDC,0.10917,445.0,10679.4,synthetic_fabricated,NESO (context); TCN
2024-01-13,BEDC,0.08043,279.5,6707.6,synthetic_fabricated,NESO (context); TCN
2024-01-13,EEDC,0.07121,247.4,5938.7,synthetic_fabricated,NESO (context); TCN
2024-01-13,EKEDC,0.10049,349.2,8379.9,synthetic_fabricated,NESO (context); TCN
2024-01-13,IBEDC,0.13957,485.0,11638.8,synthetic_fabricated,NESO (context); TCN
2024-01-13,IKEDC,0.11957,415.5,9971.4,synthetic_fabricated,NESO (context); TCN
2024-01-13,JED,0.06943,241.3,5790.3,synthetic_fabricated,NESO (context); TCN
2024-01-13,KAEDCO,0.07904,274.6,6591.2,synthetic_fabricated,NESO (context); TCN
2024-01-13,KEDCO,0.08876,308.4,7402.2,synthetic_fabricated,NESO (context); TCN
2024-01-13,PHED,0.07956,276.4,6634.7,synthetic_fabricated,NESO (context); TCN
2024-01-13,YEDC,0.06091,211.7,5079.9,synthetic_fabricated,NESO (context); TCN
2024-01-14,AEDC,0.11132,415.4,9970.3,synthetic_fabricated,NESO (context); TCN
2024-01-14,BEDC,0.07897,294.7,7073.1,synthetic_fabricated,NESO (context); TCN
2024-01-14,EEDC,0.06984,260.6,6255.0,synthetic_fabricated,NESO (context); TCN
2024-01-14,EKEDC,0.099,369.4,8866.4,synthetic_fabricated,NESO (context); TCN
2024-01-14,IBEDC,0.13946,520.4,12490.5,synthetic_fabricated,NESO (context); TCN
2024-01-14,IKEDC,0.12171,454.2,10900.5,synthetic_fabricated,NESO (context); TCN
2024-01-14,JED,0.07034,262.5,6300.3,synthetic_fabricated,NESO (context); TCN
2024-01-14,KAEDCO,0.08042,300.1,7202.7,synthetic_fabricated,NESO (context); TCN
2024-01-14,KEDCO,0.08955,334.2,8020.5,synthetic_fabricated,NESO (context); TCN
2024-01-14,PHED,0.08011,299.0,7175.3,synthetic_fabricated,NESO (context); TCN
2024-01-14,YEDC,0.05927,221.2,5308.7,synthetic_fabricated,NESO (context); TCN
2024-01-15,AEDC,0.10941,424.9,10197.2,synthetic_fabricated,NESO (context); TCN
2024-01-15,BEDC,0.07945,308.5,7404.8,synthetic_fabricated,NESO (context); TCN
2024-01-15,EEDC,0.07047,273.7,6568.1,synthetic_fabricated,NESO (context); TCN
2024-01-15,EKEDC,0.10056,390.5,9372.4,synthetic_fabricated,NESO (context); TCN
2024-01-15,IBEDC,0.14109,547.9,13150.5,synthetic_fabricated,NESO (context); TCN
2024-01-15,IKEDC,0.11869,460.9,11062.3,synthetic_fabricated,NESO (context); TCN
2024-01-15,JED,0.07029,273.0,6551.2,synthetic_fabricated,NESO (context); TCN
2024-01-15,KAEDCO,0.07929,307.9,7390.5,synthetic_fabricated,NESO (context); TCN
2024-01-15,KEDCO,0.09038,351.0,8423.5,synthetic_fabricated,NESO (context); TCN
2024-01-15,PHED,0.08023,311.6,7478.2,synthetic_fabricated,NESO (context); TCN
2024-01-15,YEDC,0.06014,233.6,5605.3,synthetic_fabricated,NESO (context); TCN
2024-01-16,AEDC,0.10957,460.4,11050.3,synthetic_fabricated,NESO (context); TCN
2024-01-16,BEDC,0.07976,335.2,8044.2,synthetic_fabricated,NESO (context); TCN
2024-01-16,EEDC,0.06936,291.4,6994.7,synthetic_fabricated,NESO (context); TCN
2024-01-16,EKEDC,0.10254,430.9,10341.8,synthetic_fabricated,NESO (context); TCN
2024-01-16,IBEDC,0.13828,581.1,13946.4,synthetic_fabricated,NESO (context); TCN
2024-01-16,IKEDC,0.12175,511.6,12278.3,synthetic_fabricated,NESO (context); TCN
2024-01-16,JED,0.07018,294.9,7078.1,synthetic_fabricated,NESO (context); TCN
2024-01-16,KAEDCO,0.08097,340.2,8165.9,synthetic_fabricated,NESO (context); TCN
2024-01-16,KEDCO,0.08803,369.9,8878.3,synthetic_fabricated,NESO (context); TCN
2024-01-16,PHED,0.07953,334.2,8020.4,synthetic_fabricated,NESO (context); TCN
2024-01-16,YEDC,0.06003,252.3,6054.5,synthetic_fabricated,NESO (context); TCN
2024-01-17,AEDC,0.10957,448.3,10759.2,synthetic_fabricated,NESO (context); TCN
2024-01-17,BEDC,0.08071,330.2,7925.3,synthetic_fabricated,NESO (context); TCN
2024-01-17,EEDC,0.07032,287.7,6905.1,synthetic_fabricated,NESO (context); TCN
2024-01-17,EKEDC,0.1008,412.4,9897.6,synthetic_fabricated,NESO (context); TCN
2024-01-17,IBEDC,0.13896,568.5,13644.5,synthetic_fabricated,NESO (context); TCN
2024-01-17,IKEDC,0.12048,492.9,11830.6,synthetic_fabricated,NESO (context); TCN
2024-01-17,JED,0.06951,284.4,6825.8,synthetic_fabricated,NESO (context); TCN
2024-01-17,KAEDCO,0.07832,320.4,7690.5,synthetic_fabricated,NESO (context); TCN
2024-01-17,KEDCO,0.09024,369.2,8860.6,synthetic_fabricated,NESO (context); TCN
2024-01-17,PHED,0.08015,327.9,7870.0,synthetic_fabricated,NESO (context); TCN
2024-01-17,YEDC,0.06095,249.4,5984.5,synthetic_fabricated,NESO (context); TCN
2024-01-18,AEDC,0.10806,467.5,11219.2,synthetic_fabricated,NESO (context); TCN
2024-01-18,BEDC,0.08091,350.0,8400.9,synthetic_fabricated,NESO (context); TCN
2024-01-18,EEDC,0.06972,301.6,7238.9,synthetic_fabricated,NESO (context); TCN
2024-01-18,EKEDC,0.09998,432.5,10379.9,synthetic_fabricated,NESO (context); TCN
2024-01-18,IBEDC,0.14158,612.5,14699.6,synthetic_fabricated,NESO (context); TCN
2024-01-18,IKEDC,0.11949,516.9,12405.7,synthetic_fabricated,NESO (context); TCN
2024-01-18,JED,0.07027,304.0,7296.0,synthetic_fabricated,NESO (context); TCN
2024-01-18,KAEDCO,0.07961,344.4,8265.1,synthetic_fabricated,NESO (context); TCN
2024-01-18,KEDCO,0.09023,390.3,9368.2,synthetic_fabricated,NESO (context); TCN
2024-01-18,PHED,0.07987,345.5,8292.7,synthetic_fabricated,NESO (context); TCN
2024-01-18,YEDC,0.06027,260.7,6257.9,synthetic_fabricated,NESO (context); TCN
2024-01-19,AEDC,0.11015,461.5,11075.5,synthetic_fabricated,NESO (context); TCN
2024-01-19,BEDC,0.07931,332.2,7973.9,synthetic_fabricated,NESO (context); TCN
2024-01-19,EEDC,0.07016,293.9,7054.2,synthetic_fabricated,NESO (context); TCN
2024-01-19,EKEDC,0.09984,418.3,10038.5,synthetic_fabricated,NESO (context); TCN
2024-01-19,IBEDC,0.13897,582.2,13972.4,synthetic_fabricated,NESO (context); TCN
2024-01-19,IKEDC,0.12146,508.8,12211.8,synthetic_fabricated,NESO (context); TCN
2024-01-19,JED,0.06964,291.7,7001.5,synthetic_fabricated,NESO (context); TCN
2024-01-19,KAEDCO,0.07963,333.6,8006.3,synthetic_fabricated,NESO (context); TCN
2024-01-19,KEDCO,0.09067,379.8,9116.3,synthetic_fabricated,NESO (context); TCN
2024-01-19,PHED,0.07948,333.0,7991.4,synthetic_fabricated,NESO (context); TCN
2024-01-19,YEDC,0.06071,254.3,6103.8,synthetic_fabricated,NESO (context); TCN
2024-01-20,AEDC,0.10832,404.8,9715.2,synthetic_fabricated,NESO (context); TCN
2024-01-20,BEDC,0.07927,296.2,7109.8,synthetic_fabricated,NESO (context); TCN
2024-01-20,EEDC,0.06924,258.8,6210.6,synthetic_fabricated,NESO (context); TCN
2024-01-20,EKEDC,0.09954,372.0,8928.3,synthetic_fabricated,NESO (context); TCN
2024-01-20,IBEDC,0.13831,516.9,12405.8,synthetic_fabricated,NESO (context); TCN
2024-01-20,IKEDC,0.12105,452.4,10857.7,synthetic_fabricated,NESO (context); TCN
2024-01-20,JED,0.07087,264.9,6356.6,synthetic_fabricated,NESO (context); TCN
2024-01-20,KAEDCO,0.08114,303.2,7277.8,synthetic_fabricated,NESO (context); TCN
2024-01-20,KEDCO,0.09089,339.7,8152.1,synthetic_fabricated,NESO (context); TCN
2024-01-20,PHED,0.0813,303.8,7292.1,synthetic_fabricated,NESO (context); TCN
2024-01-20,YEDC,0.06006,224.5,5386.8,synthetic_fabricated,NESO (context); TCN
2024-01-21,AEDC,0.10936,389.5,9347.0,synthetic_fabricated,NESO (context); TCN
2024-01-21,BEDC,0.08088,288.0,6912.5,synthetic_fabricated,NESO (context); TCN
2024-01-21,EEDC,0.07005,249.5,5987.0,synthetic_fabricated,NESO (context); TCN
2024-01-21,EKEDC,0.10155,361.6,8679.0,synthetic_fabricated,NESO (context); TCN
2024-01-21,IBEDC,0.13875,494.1,11859.2,synthetic_fabricated,NESO (context); TCN
2024-01-21,IKEDC,0.11711,417.1,10009.4,synthetic_fabricated,NESO (context); TCN
2024-01-21,JED,0.07122,253.6,6087.5,synthetic_fabricated,NESO (context); TCN
2024-01-21,KAEDCO,0.08,284.9,6837.7,synthetic_fabricated,NESO (context); TCN
2024-01-21,KEDCO,0.09036,321.8,7722.6,synthetic_fabricated,NESO (context); TCN
2024-01-21,PHED,0.08014,285.4,6849.5,synthetic_fabricated,NESO (context); TCN
2024-01-21,YEDC,0.06058,215.7,5177.5,synthetic_fabricated,NESO (context); TCN
2024-01-22,AEDC,0.1083,426.3,10231.7,synthetic_fabricated,NESO (context); TCN
2024-01-22,BEDC,0.0801,315.3,7567.5,synthetic_fabricated,NESO (context); TCN
2024-01-22,EEDC,0.06953,273.7,6568.5,synthetic_fabricated,NESO (context); TCN
2024-01-22,EKEDC,0.10093,397.3,9534.9,synthetic_fabricated,NESO (context); TCN
2024-01-22,IBEDC,0.1402,551.9,13244.6,synthetic_fabricated,NESO (context); TCN
2024-01-22,IKEDC,0.11982,471.6,11319.4,synthetic_fabricated,NESO (context); TCN
2024-01-22,JED,0.07074,278.5,6683.1,synthetic_fabricated,NESO (context); TCN
2024-01-22,KAEDCO,0.08049,316.8,7603.7,synthetic_fabricated,NESO (context); TCN
2024-01-22,KEDCO,0.09054,356.4,8553.7,synthetic_fabricated,NESO (context); TCN
2024-01-22,PHED,0.07927,312.0,7489.0,synthetic_fabricated,NESO (context); TCN
2024-01-22,YEDC,0.06007,236.5,5675.0,synthetic_fabricated,NESO (context); TCN
2024-01-23,AEDC,0.10961,460.6,11054.9,synthetic_fabricated,NESO (context); TCN
2024-01-23,BEDC,0.07992,335.8,8060.2,synthetic_fabricated,NESO (context); TCN
2024-01-23,EEDC,0.0695,292.1,7009.4,synthetic_fabricated,NESO (context); TCN
2024-01-23,EKEDC,0.10152,426.6,10238.8,synthetic_fabricated,NESO (context); TCN
2024-01-23,IBEDC,0.13805,580.1,13922.5,synthetic_fabricated,NESO (context); TCN
2024-01-23,IKEDC,0.1202,505.1,12122.8,synthetic_fabricated,NESO (context); TCN
2024-01-23,JED,0.06907,290.2,6965.7,synthetic_fabricated,NESO (context); TCN
2024-01-23,KAEDCO,0.07884,331.3,7951.5,synthetic_fabricated,NESO (context); TCN
2024-01-23,KEDCO,0.09186,386.0,9264.7,synthetic_fabricated,NESO (context); TCN
2024-01-23,PHED,0.08089,339.9,8157.7,synthetic_fabricated,NESO (context); TCN
2024-01-23,YEDC,0.06053,254.4,6104.5,synthetic_fabricated,NESO (context); TCN
2024-01-24,AEDC,0.11059,451.4,10834.4,synthetic_fabricated,NESO (context); TCN
2024-01-24,BEDC,0.07902,322.6,7741.8,synthetic_fabricated,NESO (context); TCN
2024-01-24,EEDC,0.06991,285.4,6848.7,synthetic_fabricated,NESO (context); TCN
2024-01-24,EKEDC,0.10163,414.9,9956.9,synthetic_fabricated,NESO (context); TCN
2024-01-24,IBEDC,0.14034,572.9,13748.8,synthetic_fabricated,NESO (context); TCN
2024-01-24,IKEDC,0.11908,486.1,11666.1,synthetic_fabricated,NESO (context); TCN
2024-01-24,JED,0.06926,282.7,6785.4,synthetic_fabricated,NESO (context); TCN
2024-01-24,KAEDCO,0.08086,330.1,7922.2,synthetic_fabricated,NESO (context); TCN
2024-01-24,KEDCO,0.09082,370.7,8897.5,synthetic_fabricated,NESO (context); TCN
2024-01-24,PHED,0.07894,322.2,7733.9,synthetic_fabricated,NESO (context); TCN
2024-01-24,YEDC,0.05956,243.1,5834.7,synthetic_fabricated,NESO (context); TCN
2024-01-25,AEDC,0.11103,457.5,10980.0,synthetic_fabricated,NESO (context); TCN
2024-01-25,BEDC,0.08084,333.1,7994.4,synthetic_fabricated,NESO (context); TCN
2024-01-25,EEDC,0.06962,286.9,6884.8,synthetic_fabricated,NESO (context); TCN
2024-01-25,EKEDC,0.09997,411.9,9886.1,synthetic_fabricated,NESO (context); TCN
2024-01-25,IBEDC,0.13879,571.8,13724.4,synthetic_fabricated,NESO (context); TCN
2024-01-25,IKEDC,0.12016,495.1,11882.2,synthetic_fabricated,NESO (context); TCN
2024-01-25,JED,0.06997,288.3,6919.7,synthetic_fabricated,NESO (context); TCN
2024-01-25,KAEDCO,0.08043,331.4,7954.1,synthetic_fabricated,NESO (context); TCN
2024-01-25,KEDCO,0.08912,367.2,8812.7,synthetic_fabricated,NESO (context); TCN
2024-01-25,PHED,0.08063,332.2,7973.3,synthetic_fabricated,NESO (context); TCN
2024-01-25,YEDC,0.05944,244.9,5877.9,synthetic_fabricated,NESO (context); TCN
2024-01-26,AEDC,0.11024,443.6,10646.0,synthetic_fabricated,NESO (context); TCN
2024-01-26,BEDC,0.07934,319.3,7662.6,synthetic_fabricated,NESO (context); TCN
2024-01-26,EEDC,0.06975,280.7,6736.3,synthetic_fabricated,NESO (context); TCN
2024-01-26,EKEDC,0.09997,402.3,9654.1,synthetic_fabricated,NESO (context); TCN
2024-01-26,IBEDC,0.13899,559.3,13422.4,synthetic_fabricated,NESO (context); TCN
2024-01-26,IKEDC,0.12027,484.0,11615.1,synthetic_fabricated,NESO (context); TCN
2024-01-26,JED,0.07147,287.6,6902.3,synthetic_fabricated,NESO (context); TCN
2024-01-26,KAEDCO,0.08073,324.9,7796.5,synthetic_fabricated,NESO (context); TCN
2024-01-26,KEDCO,0.08953,360.3,8646.1,synthetic_fabricated,NESO (context); TCN
2024-01-26,PHED,0.07987,321.4,7713.4,synthetic_fabricated,NESO (context); TCN
2024-01-26,YEDC,0.05984,240.8,5778.9,synthetic_fabricated,NESO (context); TCN
2024-01-27,AEDC,0.10954,416.3,9990.7,synthetic_fabricated,NESO (context); TCN
2024-01-27,BEDC,0.08009,304.3,7304.3,synthetic_fabricated,NESO (context); TCN
2024-01-27,EEDC,0.07022,266.8,6403.8,synthetic_fabricated,NESO (context); TCN
2024-01-27,EKEDC,0.10209,387.9,9310.7,synthetic_fabricated,NESO (context); TCN
2024-01-27,IBEDC,0.13753,522.6,12542.9,synthetic_fabricated,NESO (context); TCN
2024-01-27,IKEDC,0.12068,458.6,11006.6,synthetic_fabricated,NESO (context); TCN
2024-01-27,JED,0.07009,266.3,6392.4,synthetic_fabricated,NESO (context); TCN
2024-01-27,KAEDCO,0.08006,304.2,7301.2,synthetic_fabricated,NESO (context); TCN
2024-01-27,KEDCO,0.09121,346.6,8318.2,synthetic_fabricated,NESO (context); TCN
2024-01-27,PHED,0.07826,297.4,7137.5,synthetic_fabricated,NESO (context); TCN
2024-01-27,YEDC,0.06024,228.9,5494.1,synthetic_fabricated,NESO (context); TCN
2024-01-28,AEDC,0.11026,426.5,10235.1,synthetic_fabricated,NESO (context); TCN
2024-01-28,BEDC,0.08163,315.7,7577.7,synthetic_fabricated,NESO (context); TCN
2024-01-28,EEDC,0.0708,273.9,6572.5,synthetic_fabricated,NESO (context); TCN
