date,avg_generation_mw,energy_mwh,provenance
2024-03-08,4329.3,103903.4,synthetic_fabricated
2024-03-09,3837.1,92091.5,synthetic_fabricated
2024-03-10,3941.9,94605.8,synthetic_fabricated
2024-03-11,3979.4,95506.4,synthetic_fabricated
2024-03-12,4517.8,108427.0,synthetic_fabricated
2024-03-13,4558.4,109400.6,synthetic_fabricated
2024-03-14,4342.6,104221.6,synthetic_fabricated
2024-03-15,4529.6,108709.9,synthetic_fabricated
2024-03-16,3811.4,91473.0,synthetic_fabricated
2024-03-17,4109.2,98619.8,synthetic_fabricated
2024-03-18,4295.5,103091.7,synthetic_fabricated
2024-03-19,4623.6,110966.7,synthetic_fabricated
2024-03-20,4266.2,102390.0,synthetic_fabricated
2024-03-21,4401.6,105639.6,synthetic_fabricated
2024-03-22,4289.9,102958.3,synthetic_fabricated
2024-03-23,4080.4,97929.3,synthetic_fabricated
2024-03-24,3949.0,94776.4,synthetic_fabricated
2024-03-25,4622.3,110935.3,synthetic_fabricated
2024-03-26,4235.9,101662.4,synthetic_fabricated
2024-03-27,4344.6,104269.9,synthetic_fabricated
2024-03-28,4076.2,97827.9,synthetic_fabricated
2024-03-29,4415.8,105979.8,synthetic_fabricated
2024-03-30,3967.3,95214.3,synthetic_fabricated
2024-03-31,3986.9,95684.9,synthetic_fabricated
2024-04-01,4790.3,114966.7,synthetic_fabricated
2024-04-02,4215.3,101167.6,synthetic_fabricated
2024-04-03,4456.5,106957.2,synthetic_fabricated
2024-04-04,4400.6,105614.1,synthetic_fabricated
2024-04-05,4486.7,107681.1,synthetic_fabricated
2024-04-06,3935.4,94450.5,synthetic_fabricated
2024-04-07,3805.3,91326.8,synthetic_fabricated
2024-04-08,4379.2,105100.2,synthetic_fabricated
2024-04-09,4423.9,106172.9,synthetic_fabricated
2024-04-10,4278.4,102681.5,synthetic_fabricated
2024-04-11,4399.1,105577.9,synthetic_fabricated
2024-04-12,4117.0,98808.7,synthetic_fabricated
2024-04-13,3727.7,89464.9,synthetic_fabricated
2024-04-14,3944.9,94678.3,synthetic_fabricated
2024-04-15,4425.5,106212.2,synthetic_fabricated
2024-04-16,4332.3,103974.2,synthetic_fabricated
2024-04-17,4284.4,102826.0,synthetic_fabricated
2024-04-18,4205.5,100931.1,synthetic_fabricated
2024-04-19,4188.1,100515.4,synthetic_fabricated
2024-04-20,3896.9,93526.2,synthetic_fabricated
2024-04-21,3964.8,95154.8,synthetic_fabricated
2024-04-22,4302.3,103254.1,synthetic_fabricated
2024-04-23,4405.7,105736.9,synthetic_fabricated
2024-04-24,4339.7,104153.2,synthetic_fabricated
2024-04-25,4316.7,103600.0,synthetic_fabricated
2024-04-26,4385.9,105260.4,synthetic_fabricated
2024-04-27,4038.4,96921.0,synthetic_fabricated
2024-04-28,3743.6,89846.6,synthetic_fabricated
2024-04-29,4202.8,100867.8,synthetic_fabricated
2024-04-30,4240.1,101763.3,synthetic_fabricated
2024-05-01,4071.1,97705.8,synthetic_fabricated
2024-05-02,4349.0,104375.8,synthetic_fabricated
2024-05-03,4266.1,102387.0,synthetic_fabricated
2024-05-04,3862.9,92710.7,synthetic_fabricated
2024-05-05,4125.7,99016.1,synthetic_fabricated
2024-05-06,4292.1,103010.9,synthetic_fabricated
2024-05-07,4325.1,103803.1,synthetic_fabricated
2024-05-08,4277.1,102649.8,synthetic_fabricated
2024-05-09,4294.0,103055.6,synthetic_fabricated
2024-05-10,4136.4,99273.9,synthetic_fabricated
2024-05-11,3773.1,90553.6,synthetic_fabricated
2024-05-12,3656.5,87756.7,synthetic_fabricated
2024-05-13,4177.4,100258.2,synthetic_fabricated
2024-05-14,4329.1,103897.5,synthetic_fabricated
2024-05-15,4287.9,102909.2,synthetic_fabricated
2024-05-16,3995.5,95891.4,synthetic_fabricated
2024-05-17,4350.6,104413.9,synthetic_fabricated
2024-05-18,3864.0,92736.8,synthetic_fabricated
2024-05-19,3843.8,92252.3,synthetic_fabricated
2024-05-20,4323.0,103751.1,synthetic_fabricated
2024-05-21,4234.1,101618.5,synthetic_fabricated
2024-05-22,4167.6,100023.0,synthetic_fabricated
2024-05-23,4106.0,98543.3,synthetic_fabricated
2024-05-24,4081.3,97951.2,synthetic_fabricated
2024-05-25,3920.6,94093.7,synthetic_fabricated
2024-05-26,3951.1,94825.3,synthetic_fabricated
2024-05-27,4368.1,104834.4,synthetic_fabricated
2024-05-28,4226.2,101427.9,synthetic_fabricated
2024-05-29,4082.3,97974.5,synthetic_fabricated
2024-05-30,4266.1,102386.3,synthetic_fabricated
2024-05-31,4028.5,96684.9,synthetic_fabricated
2024-06-01,3511.9,84285.8,synthetic_fabricated
2024-06-02,3835.0,92039.2,synthetic_fabricated
2024-06-03,4046.4,97113.8,synthetic_fabricated
2024-06-04,4074.3,97782.7,synthetic_fabricated
2024-06-05,4334.3,104023.8,synthetic_fabricated
2024-06-06,4134.5,99227.0,synthetic_fabricated
2024-06-07,4101.6,98438.4,synthetic_fabricated
2024-06-08,3674.8,88195.7,synthetic_fabricated
2024-06-09,3747.2,89931.9,synthetic_fabricated
2024-06-10,4286.0,102864.4,synthetic_fabricated
2024-06-11,4147.4,99538.5,synthetic_fabricated
2024-06-12,4168.9,100054.1,synthetic_fabricated
2024-06-13,4019.5,96468.8,synthetic_fabricated
2024-06-14,4143.1,99434.6,synthetic_fabricated
2024-06-15,3781.9,90766.7,synthetic_fabricated
2024-06-16,3773.5,90563.5,synthetic_fabricated
2024-06-17,4229.2,101499.7,synthetic_fabricated
2024-06-18,3939.7,94553.2,synthetic_fabricated
2024-06-19,4223.9,101374.4,synthetic_fabricated
2024-06-20,3984.3,95622.9,synthetic_fabricated
2024-06-21,4092.5,98219.1,synthetic_fabricated
2024-06-22,3726.9,89445.0,synthetic_fabricated
2024-06-23,3675.1,88201.4,synthetic_fabricated
2024-06-24,4135.2,99243.6,synthetic_fabricated
2024-06-25,4167.2,100012.1,synthetic_fabricated
2024-06-26,4051.1,97225.2,synthetic_fabricated
2024-06-27,3970.0,95279.0,synthetic_fabricated
2024-06-28,3992.9,95830.0,synthetic_fabricated
2024-06-29,3551.5,85234.8,synthetic_fabricated
2024-06-30,3602.2,86452.2,synthetic_fabricated
2024-07-01,4024.2,96580.7,synthetic_fabricated
2024-07-02,3999.8,95994.6,synthetic_fabricated
2024-07-03,4085.3,98047.7,synthetic_fabricated
2024-07-04,4001.6,96039.6,synthetic_fabricated
2024-07-05,3866.7,92800.9,synthetic_fabricated
2024-07-06,3403.1,81675.4,synthetic_fabricated
2024-07-07,3558.1,85394.3,synthetic_fabricated
2024-07-08,3924.9,94198.7,synthetic_fabricated
2024-07-09,3982.6,95583.0,synthetic_fabricated
2024-07-10,3998.5,95964.2,synthetic_fabricated
2024-07-11,3846.9,92326.4,synthetic_fabricated
2024-07-12,3946.0,94703.9,synthetic_fabricated
2024-07-13,3634.5,87226.8,synthetic_fabricated
2024-07-14,3554.2,85301.1,synthetic_fabricated
2024-07-15,3924.5,94187.9,synthetic_fabricated
2024-07-16,4039.7,96953.7,synthetic_fabricated
2024-07-17,4048.8,97171.4,synthetic_fabricated
2024-07-18,3894.9,93477.4,synthetic_fabricated
2024-07-19,3869.3,92863.3,synthetic_fabricated
2024-07-20,3559.1,85418.4,synthetic_fabricated
2024-07-21,3525.5,84612.7,synthetic_fabricated
2024-07-22,3969.8,95274.9,synthetic_fabricated
2024-07-23,3857.4,92578.3,synthetic_fabricated
2024-07-24,4020.3,96486.8,synthetic_fabricated
2024-07-25,3958.8,95010.2,synthetic_fabricated
2024-07-26,3647.0,87528.2,synthetic_fabricated
2024-07-27,3527.3,84656.2,synthetic_fabricated
2024-07-28,3498.7,83969.5,synthetic_fabricated
2024-07-29,3793.6,91047.1,synthetic_fabricated
2024-07-30,3840.4,92170.2,synthetic_fabricated
2024-07-31,3714.3,89142.4,synthetic_fabricated
2024-08-01,3880.7,93137.0,synthetic_fabricated
2024-08-02,3642.4,87416.8,synthetic_fabricated
2024-08-03,3483.9,83613.2,synthetic_fabricated
2024-08-04,3517.8,84426.4,synthetic_fabricated
2024-08-05,3763.7,90329.1,synthetic_fabricated
2024-08-06,3605.2,86525.2,synthetic_fabricated
2024-08-07,3903.8,93691.1,synthetic_fabricated
2024-08-08,3771.2,90508.0,synthetic_fabricated
2024-08-09,3699.5,88787.1,synthetic_fabricated
2024-08-10,3408.1,81794.4,synthetic_fabricated
2024-08-11,3431.5,82357.1,synthetic_fabricated
2024-08-12,3746.4,89914.5,synthetic_fabricated
2024-08-13,3791.8,91002.1,synthetic_fabricated
2024-08-14,3784.9,90837.4,synthetic_fabricated
2024-08-15,3459.2,83019.7,synthetic_fabricated
2024-08-16,3776.8,90643.5,synthetic_fabricated
2024-08-17,3289.1,78939.5,synthetic_fabricated
2024-08-18,3279.2,78700.2,synthetic_fabricated
2024-08-19,3730.0,89520.8,synthetic_fabricated
2024-08-20,3605.8,86538.0,synthetic_fabricated
2024-08-21,3689.3,88542.1,synthetic_fabricated
2024-08-22,3559.5,85428.8,synthetic_fabricated
2024-08-23,3572.3,85735.3,synthetic_fabricated
2024-08-24,3245.0,77879.4,synthetic_fabricated
2024-08-25,3204.5,76907.9,synthetic_fabricated
2024-08-26,3576.1,85825.9,synthetic_fabricated
2024-08-27,3622.0,86926.9,synthetic_fabricated
2024-08-28,3442.1,82609.5,synthetic_fabricated
2024-08-29,3699.4,88785.3,synthetic_fabricated
2024-08-30,3656.2,87750.0,synthetic_fabricated
2024-08-31,3235.5,77652.3,synthetic_fabricated
2024-09-01,3205.0,76920.8,synthetic_fabricated
2024-09-02,3803.4,91282.7,synthetic_fabricated
2024-09-03,3414.2,81941.6,synthetic_fabricated
2024-09-04,3582.7,85984.2,synthetic_fabricated
2024-09-05,3552.3,85255.6,synthetic_fabricated
2024-09-06,3632.9,87189.7,synthetic_fabricated
2024-09-07,3285.7,78855.7,synthetic_fabricated
2024-09-08,3283.6,78806.6,synthetic_fabricated
2024-09-09,3404.7,81714.0,synthetic_fabricated
2024-09-10,3865.0,92759.0,synthetic_fabricated
2024-09-11,3538.0,84911.4,synthetic_fabricated
2024-09-12,3545.0,85080.7,synthetic_fabricated
2024-09-13,3557.5,85378.9,synthetic_fabricated
2024-09-14,3275.7,78616.4,synthetic_fabricated
2024-09-15,3213.0,77111.7,synthetic_fabricated
2024-09-16,3725.7,89418.0,synthetic_fabricated
2024-09-17,3748.9,89972.6,synthetic_fabricated
2024-09-18,3695.0,88680.4,synthetic_fabricated
2024-09-19,3721.5,89315.4,synthetic_fabricated
2024-09-20,3484.0,83616.5,synthetic_fabricated
2024-09-21,3001.6,72037.6,synthetic_fabricated
2024-09-22,3227.3,77454.4,synthetic_fabricated
2024-09-23,3586.8,86084.0,synthetic_fabricated
2024-09-24,3671.1,88106.1,synthetic_fabricated
2024-09-25,3676.6,88239.3,synthetic_fabricated
2024-09-26,3642.2,87413.8,synthetic_fabricated
2024-09-27,3548.8,85170.1,synthetic_fabricated
2024-09-28,3179.1,76297.6,synthetic_fabricated
2024-09-29,3135.4,75250.1,synthetic_fabricated
2024-09-30,3651.1,87626.5,synthetic_fabricated
2024-10-01,3502.4,84056.6,synthetic_fabricated
2024-10-02,3471.9,83325.6,synthetic_fabricated
2024-10-03,3500.0,84000.9,synthetic_fabricated
2024-10-04,3341.3,80190.3,synthetic_fabricated
2024-10-05,3229.6,77510.8,synthetic_fabricated
2024-10-06,3200.7,76815.6,synthetic_fabricated
2024-10-07,3518.1,84433.8,synthetic_fabricated
2024-10-08,3715.1,89162.2,synthetic_fabricated
2024-10-09,3522.3,84536.0,synthetic_fabricated
2024-10-10,3391.5,81395.6,synthetic_fabricated
2024-10-11,3815.3,91566.5,synthetic_fabricated
2024-10-12,3278.7,78687.7,synthetic_fabricated
2024-10-13,3305.7,79336.7,synthetic_fabricated
2024-10-14,3481.8,83564.0,synthetic_fabricated
2024-10-15,3760.8,90260.1,synthetic_fabricated
2024-10-16,3559.2,85420.8,synthetic_fabricated
2024-10-17,3816.3,91592.2,synthetic_fabricated
2024-10-18,3556.0,85343.3,synthetic_fabricated
2024-10-19,3220.0,77281.2,synthetic_fabricated
2024-10-20,3186.3,76471.4,synthetic_fabricated
2024-10-21,3604.5,86507.5,synthetic_fabricated
2024-10-22,3520.9,84502.7,synthetic_fabricated
2024-10-23,3698.8,88772.4,synthetic_fabricated
2024-10-24,3363.6,80727.5,synthetic_fabricated
2024-10-25,3640.3,87366.6,synthetic_fabricated
2024-10-26,3258.7,78209.6,synthetic_fabricated
2024-10-27,3523.6,84566.3,synthetic_fabricated
2024-10-28,3536.7,84880.4,synthetic_fabricated
2024-10-29,3678.3,88279.6,synthetic_fabricated
2024-10-30,3719.0,89256.1,synthetic_fabricated
2024-10-31,3634.4,87225.2,synthetic_fabricated
2024-11-01,3508.8,84211.6,synthetic_fabricated
2024-11-02,3253.6,78085.5,synthetic_fabricated
2024-11-03,3312.8,79507.7,synthetic_fabricated
2024-11-04,3579.9,85917.8,synthetic_fabricated
2024-11-05,3583.4,86002.2,synthetic_fabricated
2024-11-06,3584.3,86024.3,synthetic_fabricated
2024-11-07,3522.2,84533.9,synthetic_fabricated
2024-11-08,3613.3,86719.9,synthetic_fabricated
2024-11-09,3436.3,82472.3,synthetic_fabricated
2024-11-10,3313.7,79528.4,synthetic_fabricated
2024-11-11,3718.2,89235.6,synthetic_fabricated
2024-11-12,3562.9,85509.3,synthetic_fabricated
2024-11-13,3870.5,92891.9,synthetic_fabricated
2024-11-14,3712.6,89101.6,synthetic_fabricated
2024-11-15,3560.9,85461.3,synthetic_fabricated
2024-11-16,3396.2,81509.2,synthetic_fabricated
2024-11-17,3089.0,74134.9,synthetic_fabricated
2024-11-18,3583.5,86002.9,synthetic_fabricated
2024-11-19,3687.1,88491.0,synthetic_fabricated
2024-11-20,3708.7,89008.8,synthetic_fabricated
2024-11-21,3653.8,87691.6,synthetic_fabricated
2024-11-22,3957.6,94982.6,synthetic_fabricated
2024-11-23,3442.3,82615.0,synthetic_fabricated
2024-11-24,3328.3,79879.9,synthetic_fabricated
2024-11-25,3907.8,93787.4,synthetic_fabricated
2024-11-26,3875.9,93022.4,synthetic_fabricated
2024-11-27,3784.4,90824.6,synthetic_fabricated
2024-11-28,3611.2,86669.4,synthetic_fabricated
2024-11-29,3853.3,92478.7,synthetic_fabricated
2024-11-30,3376.3,81030.2,synthetic_fabricated
2024-12-01,3463.4,83121.1,synthetic_fabricated
2024-12-02,3825.4,91809.3,synthetic_fabricated
2024-12-03,3976.7,95440.4,synthetic_fabricated
2024-12-04,3831.8,91962.7,synthetic_fabricated
2024-12-05,3932.3,94376.1,synthetic_fabricated
2024-12-06,3861.0,92664.2,synthetic_fabricated
2024-12-07,3470.9,83301.3,synthetic_fabricated
2024-12-08,3504.6,84109.8,synthetic_fabricated
2024-12-09,4062.6,97503.6,synthetic_fabricated
2024-12-10,3795.6,91094.4,synthetic_fabricated
2024-12-11,3708.2,88995.7,synthetic_fabricated
2024-12-12,3728.4,89480.6,synthetic_fabricated
2024-12-13,3930.7,94337.9,synthetic_fabricated
2024-12-14,3734.1,89619.2,synthetic_fabricated
2024-12-15,3481.6,83559.5,synthetic_fabricated
2024-12-16,3987.2,95692.9,synthetic_fabricated
2024-12-17,3941.5,94595.6,synthetic_fabricated
2024-12-18,3902.4,93658.2,synthetic_fabricated
2024-12-19,3895.3,93486.6,synthetic_fabricated
2024-12-20,4026.6,96638.8,synthetic_fabricated
2024-12-21,3470.9,83302.3,synthetic_fabricated
2024-12-22,3465.7,83177.7,synthetic_fabricated
2024-12-23,3917.7,94024.7,synthetic_fabricated
2024-12-24,4225.5,101412.8,synthetic_fabricated
2024-12-25,3934.8,94434.1,synthetic_fabricated
2024-12-26,3817.7,91625.0,synthetic_fabricated
2024-12-27,3883.7,93209.6,synthetic_fabricated
2024-12-28,3485.0,83639.3,synthetic_fabricated
2024-12-29,3690.7,88577.0,synthetic_fabricated
2024-12-30,3751.4,90033.5,synthetic_fabricated
2024-12-31,4031.2,96747.7,synthetic_fabricated
