period,state,petrol_price,diesel_price,unit,provenance,sources
2023-01-01,Abia,170.35,660.44,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-01-01,Ondo,197.56,788.89,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-01-01,Osun,178.29,765.16,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-01-01,Oyo,188.54,684.23,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-01-01,Plateau,163.56,612.24,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-01-01,Rivers,170.5,703.7,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-01-01,Sokoto,182.4,622.79,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-01-01,Taraba,161.8,672.15,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-01-01,Yobe,191.65,763.68,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-01-01,Zamfara,199.83,781.55,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-01-01,FCT Abuja,159.37,583.57,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-02-01,Abia,185.71,675.82,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-02-01,Adamawa,167.26,732.17,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-02-01,Akwa Ibom,170.18,646.76,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-02-01,Anambra,176.93,663.51,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-02-01,Bauchi,191.27,720.6,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-02-01,Bayelsa,182.21,707.04,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-02-01,Benue,161.03,606.57,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-02-01,Borno,157.63,676.59,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-02-01,Cross River,174.04,709.73,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-02-01,Delta,177.54,654.27,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-02-01,Ebonyi,197.95,773.59,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-02-01,Edo,188.72,813.3,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-02-01,Ekiti,170.9,688.38,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-02-01,Enugu,173.43,684.65,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-02-01,Gombe,171.11,689.75,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-02-01,Imo,166.47,739.2,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-02-01,Jigawa,172.24,627.28,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-02-01,Kaduna,171.55,705.67,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-02-01,Kano,195.73,782.81,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-02-01,Katsina,173.11,753.48,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-02-01,Kebbi,176.78,774.87,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-02-01,Kogi,180.87,753.35,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-02-01,Kwara,171.43,627.06,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-02-01,Lagos,184.97,830.1,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-02-01,Nasarawa,160.87,663.41,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-02-01,Niger,192.23,802.91,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-02-01,Ogun,190.26,691.45,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-02-01,Ondo,183.59,664.6,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-02-01,Osun,167.05,737.3,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-02-01,Oyo,161.99,703.88,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-02-01,Plateau,200.67,757.33,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-02-01,Rivers,194.17,697.14,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-02-01,Sokoto,187.09,784.0,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-02-01,Taraba,203.15,762.24,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-02-01,Yobe,191.38,841.88,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-02-01,Zamfara,168.87,707.5,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-02-01,FCT Abuja,191.69,862.38,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-03-01,Abia,185.53,812.46,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-03-01,Adamawa,171.66,615.75,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-03-01,Akwa Ibom,196.65,869.0,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-03-01,Anambra,198.78,733.78,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-03-01,Bauchi,159.19,630.93,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-03-01,Bayelsa,159.49,680.69,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-03-01,Benue,191.35,854.82,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-03-01,Borno,183.44,759.27,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-03-01,Cross River,161.97,754.19,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-03-01,Delta,161.03,665.83,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-03-01,Ebonyi,176.36,689.77,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-03-01,Edo,176.63,691.07,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-03-01,Ekiti,194.83,776.18,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-03-01,Enugu,205.59,745.59,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-03-01,Gombe,168.06,705.47,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-03-01,Imo,197.22,797.2,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-03-01,Jigawa,177.05,642.37,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-03-01,Kaduna,163.05,709.32,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-03-01,Kano,186.93,838.8,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-03-01,Katsina,183.63,782.92,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-03-01,Kebbi,180.49,665.66,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-03-01,Kogi,169.21,674.5,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-03-01,Kwara,168.49,727.02,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-03-01,Lagos,172.14,802.75,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-03-01,Nasarawa,167.55,706.2,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-03-01,Niger,188.57,785.5,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-03-01,Ogun,190.81,885.42,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-03-01,Ondo,173.13,755.97,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-03-01,Osun,176.76,659.23,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-03-01,Oyo,169.31,672.53,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-03-01,Plateau,161.31,637.51,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-03-01,Rivers,188.31,734.69,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-03-01,Sokoto,159.2,654.12,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-03-01,Taraba,181.11,733.75,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-03-01,Yobe,189.52,823.68,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-03-01,Zamfara,188.37,810.06,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-03-01,FCT Abuja,178.89,769.54,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-04-01,Abia,184.39,680.57,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-04-01,Adamawa,161.2,704.97,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-04-01,Akwa Ibom,195.17,741.16,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-04-01,Anambra,195.47,728.77,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-04-01,Bauchi,168.19,704.78,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-04-01,Bayelsa,175.43,823.62,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-04-01,Benue,167.35,758.08,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-04-01,Borno,169.82,726.76,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-04-01,Cross River,161.38,646.16,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-04-01,Delta,188.26,757.37,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-04-01,Ebonyi,182.48,826.77,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-04-01,Edo,166.25,781.79,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-04-01,Ekiti,184.57,757.94,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-04-01,Enugu,199.19,852.45,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-04-01,Gombe,179.84,820.28,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-04-01,Imo,171.94,791.82,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-04-01,Jigawa,202.76,758.32,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-04-01,Kaduna,169.79,654.67,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-04-01,Kano,183.97,693.63,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-04-01,Katsina,163.45,696.53,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-04-01,Kebbi,194.32,817.19,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-04-01,Kogi,181.51,752.17,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-04-01,Kwara,167.24,717.91,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-04-01,Lagos,181.25,679.08,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-04-01,Nasarawa,175.19,752.65,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-04-01,Niger,173.18,739.99,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-04-01,Ogun,196.33,809.69,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-04-01,Ondo,180.25,669.25,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-04-01,Osun,169.94,749.78,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-04-01,Oyo,188.26,746.07,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-04-01,Plateau,187.12,813.89,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-04-01,Rivers,172.59,660.08,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-04-01,Sokoto,174.76,693.25,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-04-01,Taraba,183.03,718.93,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-04-01,Yobe,196.75,851.53,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-04-01,Zamfara,185.95,887.26,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-04-01,FCT Abuja,173.74,711.7,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-05-01,Abia,173.74,733.7,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-05-01,Adamawa,163.54,666.6,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-05-01,Akwa Ibom,159.85,705.17,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-05-01,Anambra,192.39,892.74,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-05-01,Bauchi,164.55,691.6,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-05-01,Bayelsa,167.49,698.52,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-05-01,Benue,193.06,846.46,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-05-01,Borno,170.67,747.26,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-05-01,Cross River,184.57,691.31,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-05-01,Delta,195.61,908.07,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-05-01,Ebonyi,198.71,848.68,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-05-01,Edo,188.64,796.0,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-05-01,Ekiti,167.86,691.97,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-05-01,Enugu,187.05,783.6,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-05-01,Gombe,193.49,850.64,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-05-01,Imo,191.29,814.71,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-05-01,Jigawa,169.13,693.26,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-05-01,Kaduna,206.64,890.02,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-05-01,Kano,186.96,866.79,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-05-01,Katsina,171.81,729.52,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-05-01,Kebbi,182.97,740.06,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-05-01,Kogi,194.82,827.52,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-05-01,Kwara,184.84,771.96,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-05-01,Lagos,166.69,695.64,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-05-01,Nasarawa,170.09,755.95,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-05-01,Niger,159.79,768.87,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-05-01,Ogun,169.97,759.76,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-05-01,Ondo,175.51,726.79,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-05-01,Osun,176.51,810.43,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-05-01,Oyo,177.88,665.72,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-05-01,Plateau,168.16,674.18,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-05-01,Rivers,171.54,768.84,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-05-01,Sokoto,183.83,772.35,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-05-01,Taraba,168.4,741.07,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-05-01,Yobe,162.92,738.69,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-05-01,Zamfara,170.68,684.3,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-05-01,FCT Abuja,173.0,716.65,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-06-01,Abia,518.48,815.53,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-06-01,Adamawa,573.03,772.91,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-06-01,Akwa Ibom,516.16,683.24,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-06-01,Anambra,516.59,715.41,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-06-01,Bauchi,507.16,742.16,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-06-01,Bayelsa,480.13,701.24,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-06-01,Benue,536.47,866.09,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-06-01,Borno,543.11,772.38,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-06-01,Cross River,505.23,772.79,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-06-01,Delta,557.43,830.75,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-06-01,Ebonyi,529.34,780.79,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-06-01,Edo,511.8,774.54,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-06-01,Ekiti,522.37,693.5,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-06-01,Enugu,546.42,750.19,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-06-01,Gombe,560.2,895.99,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-06-01,Imo,542.01,762.97,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-06-01,Jigawa,585.78,736.96,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-06-01,Kaduna,532.86,746.04,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-06-01,Kano,559.32,743.41,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-06-01,Katsina,515.53,815.48,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-06-01,Kebbi,599.9,758.6,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-06-01,Kogi,542.3,752.69,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-06-01,Kwara,539.6,714.65,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-06-01,Lagos,521.53,770.93,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-06-01,Nasarawa,559.33,815.76,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-06-01,Niger,551.05,827.26,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-06-01,Ogun,561.67,784.52,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-06-01,Ondo,607.75,945.84,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-06-01,Osun,513.84,795.93,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-06-01,Oyo,589.61,932.95,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-06-01,Plateau,547.23,755.49,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-06-01,Rivers,586.04,867.21,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-06-01,Sokoto,610.09,895.35,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-06-01,Taraba,514.58,699.51,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-06-01,Yobe,551.14,819.87,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-06-01,Zamfara,501.9,719.87,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-06-01,FCT Abuja,606.4,889.76,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-07-01,Abia,524.34,685.35,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-07-01,Adamawa,567.23,728.57,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-07-01,Akwa Ibom,557.82,820.6,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-07-01,Anambra,582.04,774.21,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-07-01,Bauchi,515.65,770.44,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-07-01,Bayelsa,582.49,886.09,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-07-01,Benue,547.58,690.23,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-07-01,Borno,582.73,956.91,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-07-01,Cross River,629.69,797.73,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-07-01,Delta,514.21,728.06,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-07-01,Ebonyi,554.43,747.36,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
2023-07-01,Edo,624.32,895.92,NGN_per_litre,synthetic_fabricated,NNPC; NBS; PPPRA; media tracking
