Temperature_C,Temperature_K,Density,Sintering_Stress_Pa,Shear_Viscosity_Pa_s,Bulk_Viscosity_Pa_s,Densification_Rate_1per_s
825.0,1098.15,0.8610526315789473,237406.16372691674,3.149018533568613e+33,9.447055600705839e+33,2.618828798969493e-30
825.0,1098.15,0.8868421052631579,152877.8092012374,4.747950150688982e+33,1.4243850452066946e+34,9.108841969772115e-31
825.0,1098.15,0.9126315789473685,88559.37008799365,7.964653640426712e+33,2.3893960921280137e+34,2.4286342769291853e-31
825.0,1098.15,0.9384210526315789,42784.6335068559,1.6032872796814828e+34,4.809861839044449e+34,4.1081731394689184e-32
825.0,1098.15,0.9642105263157894,14065.649527572947,4.7464099419463125e+34,1.4239229825838938e+35,2.6514892296259183e-33
825.0,1098.15,0.99,1069.5124444177025,6.079612069684152e+35,1.8238836209052454e+36,4.3979469091079144e-36
850.0,1123.15,0.5,5402489.399395712,7.186786018230166e+31,2.1560358054690497e+32,9.39656716105717e-27
850.0,1123.15,0.5257894736842105,4621196.245633887,7.989734407142543e+31,2.396920322142763e+32,6.856986077946293e-27
850.0,1123.15,0.5515789473684211,3939020.3545389157,8.935168261165008e+31,2.6805504783495024e+32,4.942099583610003e-27
850.0,1123.15,0.5773684210526315,3342679.8322074083,1.0058907957942155e+32,3.0176723873826464e+32,3.511121836754423e-27
850.0,1123.15,0.6031578947368421,2821164.3826461397,1.1408780722886823e+32,3.4226342168660464e+32,2.4532788386773464e-27
850.0,1123.15,0.6289473684210526,2365269.5826775194,1.3049795043413756e+32,3.9149385130241264e+32,1.6813281360481554e-27
850.0,1123.15,0.6547368421052632,1967241.2237082012,1.5072116628524513e+32,4.521634988557354e+32,1.1266100408763421e-27
850.0,1123.15,0.6805263157894736,1620500.5224227225,1.7603723667190636e+32,5.281117100157191e+32,7.35224095127611e-28
850.0,1123.15,0.7063157894736842,1319429.5312208377,2.0831163466080622e+32,6.249349039824187e+32,4.650431802004934e-28
850.0,1123.15,0.7321052631578947,1059201.9040333275,2.5034928773058324e+32,7.510478631917497e+32,2.833587204460429e-28
850.0,1123.15,0.7578947368421052,835648.2141170567,3.0652525432196223e+32,9.195757629658868e+32,1.6500665763556565e-28
850.0,1123.15,0.7836842105263158,645147.8645755353,3.8397087286084755e+32,1.1519126185825427e+33,9.086344793104523e-29
850.0,1123.15,0.8094736842105263,484541.66097762744,4.949539377196e+32,1.4848618131588e+33,4.66295600848817e-29
850.0,1123.15,0.8352631578947368,351060.58035313146,6.620537498037871e+32,1.9861612494113614e+33,2.1838336922098745e-29
850.0,1123.15,0.8610526315789473,242267.34087008363,9.306236199283628e+32,2.7918708597850887e+33,9.042970957167283e-30
850.0,1123.15,0.8868421052631579,156008.166476381,1.403152921893504e+33,4.209458765680512e+33,3.1453370842144618e-30
850.0,1123.15,0.9126315789473685,90372.72985476117,2.3537793516666895e+33,7.061338055000068e+33,8.386218007260972e-31
850.0,1123.15,0.9384210526315789,43660.700409320736,4.7381652286162044e+33,1.4214495685848614e+34,1.4185765179400304e-31
850.0,1123.15,0.9642105263157894,14353.660642844094,1.4026977468539579e+34,4.208093240561874e+34,9.155749358714894e-33
850.0,1123.15,0.99,1091.4119998779236,1.796696504557538e+35,5.390089513672614e+35,1.5186371169385395e-35
875.0,1148.15,0.5,5508247.613230037,2.239690961822069e+31,6.719072885466207e+31,3.074223021794087e-26
875.0,1148.15,0.5257894736842105,4711659.997542552,2.489921905792697e+31,7.469765717378091e+31,2.2433622938712034e-26
875.0,1148.15,0.5515789473684211,4016129.9472018243,2.7845570392840065e+31,8.35367111785202e+31,1.6168794470919866e-26
875.0,1148.15,0.5773684210526315,3408115.5642078854,3.1347594296053823e+31,9.404278288816147e+31,1.1487143547069587e-26
875.0,1148.15,0.6031578947368421,2876391.016885356,3.5554339597204257e+31,1.0666301879161277e+32,8.026256988827445e-27
875.0,1148.15,0.6289473684210526,2411571.697833657,4.0668398833950335e+31,1.2200519650185101e+32,5.5007084762302285e-27
875.0,1148.15,0.6547368421052632,2005751.603390557,4.697076454315738e+31,1.4091229362947216e+32,3.685867897161679e-27
875.0,1148.15,0.6805263157894736,1652223.165097077,5.486026812515211e+31,1.6458080437545633e+32,2.4053920976442385e-27
875.0,1148.15,0.7063157894736842,1345258.4593660338,6.491826585746644e+31,1.9475479757239933e+32,1.5214561085942888e-27
875.0,1148.15,0.7321052631578947,1079936.6603982379,7.801888571699265e+31,2.3405665715097794e+32,9.270490881303238e-28
875.0,1148.15,0.7578947368421052,852006.7214616057,9.55255715049346e+31,2.865767145148038e+32,5.398431756597803e-28
875.0,1148.15,0.7836842105263158,657777.1694704544,1.196607344879806e+32,3.589822034639418e+32,2.972729281677168e-28
875.0,1148.15,0.8094736842105263,494026.9661406589,1.5424751175516758e+32,4.627425352655027e+32,1.5255535841127988e-28
875.0,1148.15,0.8352631578947368,357932.8825792018,2.063225196791247e+32,6.189675590373741e+32,7.144728172842493e-29
875.0,1148.15,0.8610526315789473,247009.92513941647,2.900196701452616e+32,8.700590104357848e+32,2.958538903138248e-29
875.0,1148.15,0.8868421052631579,159062.1558154356,4.372787653963043e+32,1.3118362961889128e+33,1.029042575853511e-29
875.0,1148.15,0.9126315789473685,92141.8510472693,7.335321138933151e+32,2.2005963416799452e+33,2.743672664901729e-30
875.0,1148.15,0.9384210526315789,44515.39485639579,1.4766024494443835e+33,4.429807348333151e+33,4.641078507586693e-31
875.0,1148.15,0.9642105263157894,14634.64546286818,4.3713691458572886e+33,1.3114107437571867e+34,2.995435990388971e-32
875.0,1148.15,0.99,1112.7772956020294,5.599227404555163e+34,1.679768221366549e+35,4.968441247344e-35
900.0,1173.15,0.5,5611437.673604709,7.335371662522587e+30,2.200611498756776e+31,9.562292702690015e-26
900.0,1173.15,0.5257894736842105,4799926.995279468,8.154920880149979e+30,2.4464762640449937e+31,6.977921491088031e-26
900.0,1173.15,0.5515789473684211,4091367.068120081,9.119901426947137e+30,2.735970428084141e+31,5.02926249281493e-26
900.0,1173.15,0.5773684210526315,3471962.303775253,1.0266874261101555e+31,3.0800622783304663e+31,3.5730468523650784e-26
900.0,1173.15,0.6031578947368421,2930276.568794943,1.1644655428214219e+31,3.4933966284642654e+31,2.4965468702198843e-26
900.0,1173.15,0.6289473684210526,2456749.4470146494,1.3319597455714766e+31,3.9958792367144297e+31,1.7109814138072826e-26
900.0,1173.15,0.6547368421052632,2043326.8257813125,1.5383730214127182e+31,4.6151190642381545e+31,1.1464798567392054e-26
900.0,1173.15,0.6805263157894736,1683175.4788146554,1.7967677820883305e+31,5.390303346264992e+31,7.481911084313113e-27
900.0,1173.15,0.7063157894736842,1370460.1771152688,2.1261844418194257e+31,6.378553325458277e+31,4.732450619728913e-27
900.0,1173.15,0.7321052631578947,1100167.909429174,2.555252189634374e+31,7.665756568903123e+31,2.8835626653041815e-27
900.0,1173.15,0.7578947368421052,867967.9910341795,3.128626146231867e+31,9.385878438695601e+31,1.6791684996867758e-27
900.0,1173.15,0.7836842105263158,670099.7937598398,3.919094088613395e+31,1.1757282265840185e+32,9.246598999400285e-28
900.0,1173.15,0.8094736842105263,503281.9372389674,5.05187030724538e+31,1.5155610921736142e+32,4.745195713358208e-28
900.0,1173.15,0.8352631578947368,364638.3029518654,6.757416045306814e+31,2.027224813592044e+32,2.2223495688352714e-28
900.0,1173.15,0.8610526315789473,251637.34403522988,9.49864113496704e+31,2.8495923404901118e+32,9.202460187027479e-29
900.0,1173.15,0.8868421052631579,162041.98435881792,1.4321628827315592e+32,4.296488648194677e+32,3.20081082084241e-29
900.0,1173.15,0.9126315789473685,93868.01222233425,2.4024433609473943e+32,7.207330082842183e+32,8.53412420509717e-30
900.0,1173.15,0.9384210526315789,45349.334542004835,4.836126032162051e+32,1.4508378096486152e+33,1.443595693321181e-30
900.0,1173.15,0.9642105263157894,14908.807057428332,1.4316982970213258e+33,4.295094891063977e+33,9.317227640678974e-32
900.0,1173.15,0.99,1133.6237724453977,1.8338429156306435e+34,5.501528746891931e+34,1.5454210428589991e-34
925.0,1198.15,0.5,5712134.850147886,2.51701566710806e+30,7.55104700132418e+30,2.8367596817101246e-25
925.0,1198.15,0.5257894736842105,4886061.6231862465,2.798230895952362e+30,8.394692687857087e+30,2.070077434723221e-25
925.0,1198.15,0.5515789473684211,4164786.5972898267,3.129348563398224e+30,9.388045690194671e+30,1.4919862330025603e-25
925.0,1198.15,0.5773684210526315,3534266.6224526316,3.522913978503749e+30,1.0568741935511247e+31,1.059983789117766e-25
925.0,1198.15,0.6031578947368421,2982860.3439576337,3.9956775879043406e+30,1.1987032763713021e+31,7.40628186684462e-26
925.0,1198.15,0.6289473684210526,2500835.784095797,4.570407201981838e+30,1.3711221605945514e+31,5.075815227323554e-26
925.0,1198.15,0.6547368421052632,2079994.2992665765,5.278681401428243e+30,1.5836044204284727e+31,3.401159046904788e-26
925.0,1198.15,0.6805263157894736,1713380.0410323925,6.165321766553915e+30,1.8495965299661747e+31,2.2195915107418522e-26
925.0,1198.15,0.7063157894736842,1395053.067284843,7.29566243870526e+30,2.188698731611578e+31,1.4039337145530458e-26
925.0,1198.15,0.7321052631578947,1119910.4083477734,8.767939909005383e+30,2.630381972701615e+31,8.55440694292734e-27
925.0,1198.15,0.7578947368421052,883543.6654176125,1.073538109435266e+31,3.220614328305798e+31,4.981438705980116e-27
925.0,1198.15,0.7836842105263158,682124.7258999905,1.3447745629998778e+31,4.0343236889996335e+31,2.7431056599073685e-27
925.0,1198.15,0.8094736842105263,512313.32509943156,1.7334686361565769e+31,5.20040590846973e+31,1.407714687262345e-27
925.0,1198.15,0.8352631578947368,371181.73258656746,2.318699424884426e+31,6.956098274653279e+31,6.592845305565989e-28
925.0,1198.15,0.8610526315789473,256152.97292234437,3.2593070471261217e+31,9.777921141378366e+31,2.7300113939995165e-28
925.0,1198.15,0.8868421052631579,164949.82567426906,4.914238268393777e+31,1.474271480518133e+32,9.495558615135174e-29
925.0,1198.15,0.9126315789473685,95552.47248872397,8.243600811311605e+31,2.4730802433934814e+32,2.5317421476667093e-29
925.0,1198.15,0.9384210526315789,46163.12776436783,1.659439432803728e+32,4.978318298411184e+32,4.282585972663102e-30
925.0,1198.15,0.9642105263157894,15176.345407425835,4.9126441167063496e+32,1.473793235011905e+33,2.7640584259628343e-31
925.0,1198.15,0.99,1153.9666363935146,6.292539167770139e+33,1.8877617503310416e+34,4.584662111854768e-34
950.0,1223.15,0.5,5810413.026926387,9.022752688001768e+29,2.70682580640053e+30,8.049667917104901e-25
950.0,1223.15,0.5257894736842105,4970127.08041923,1.0030825659147493e+30,3.0092476977442477e+30,5.874109118107907e-25
950.0,1223.15,0.5515789473684211,4236442.404477674,1.1217784033317898e+30,3.365335209995369e+30,4.233701497520844e-25
950.0,1223.15,0.5773684210526315,3595074.234495397,1.2628599012919476e+30,3.788579703875843e+30,3.007839386228439e-25
950.0,1223.15,0.6031578947368421,3034180.9244200257,1.432331596810221e+30,4.296994790430663e+30,2.101627075178764e-25
950.0,1223.15,0.6289473684210526,2543863.056338329,1.6383550728678823e+30,4.915065218603647e+30,1.4403274007302417e-25
950.0,1223.15,0.6547368421052632,2115780.927699605,1.89225031159875e+30,5.67675093479625e+30,9.651223202783169e-26
950.0,1223.15,0.6805263157894736,1742859.0136019874,2.2100845166960945e+30,6.630253550088284e+30,6.298374405239037e-26
950.0,1223.15,0.7063157894736842,1419055.1743006567,2.615278035007772e+30,7.845834105023315e+30,3.983841230063836e-26
950.0,1223.15,0.7321052631578947,1139178.6427251245,3.143045727367732e+30,9.429137182103196e+30,2.4274222297473455e-26
950.0,1223.15,0.7578947368421052,898745.1728783806,3.848314887013984e+30,1.1544944661041953e+31,1.4135468573911513e-26
950.0,1223.15,0.7836842105263158,693860.788887938,4.8206169161451765e+30,1.446185074843553e+31,7.783912668440687e-27
950.0,1223.15,0.8094736842105263,521127.7562798859,6.213969583438843e+30,1.864190875031653e+31,3.994570223044711e-27
950.0,1223.15,0.8352631578947368,377567.97256322845,8.311847932429231e+30,2.4935543797287694e+31,1.8708040614373477e-27
950.0,1223.15,0.8610526315789473,260560.12503195342,1.1683646552056915e+31,3.5050939656170746e+31,7.746756016484558e-28
950.0,1223.15,0.8868421052631579,167787.8133185522,1.761608285759133e+31,5.284824857277399e+31,2.694486037434218e-28
950.0,1223.15,0.9126315789473685,97196.46777756533,2.955085752983598e+31,8.865257258950795e+31,7.184141706416661e-29
950.0,1223.15,0.9384210526315789,46957.37162416705,5.948596903295779e+31,1.7845790709887338e+32,1.2152384683360829e-29
950.0,1223.15,0.9642105263157894,15437.456812518796,1.7610368297840758e+32,5.2831104893522274e+32,7.843368818279087e-31
950.0,1223.15,0.99,1173.8208135204843,2.255688172000438e+33,6.767064516001313e+33,1.3009564310472626e-33
975.0,1248.15,0.5,5906344.530451509,3.3700820800542095e+29,1.0110246240162629e+30,2.190727254615006e-24
975.0,1248.15,0.5257894736842105,5052185.233828637,3.7466067142673185e+29,1.1239820142801956e+30,1.5986461894007853e-24
975.0,1248.15,0.5515789473684211,4306387.22381767,4.189946710927236e+29,1.2569840132781708e+30,1.1522071909096878e-24
975.0,1248.15,0.5773684210526315,3654429.890453302,4.716899232561772e+29,1.4150697697685317e+30,8.18587274502748e-25
975.0,1248.15,0.6031578947368421,3084276.078877717,5.3498917836066606e+29,1.6049675350819982e+30,5.719604535297178e-25
975.0,1248.15,0.6289473684210526,2585862.929088449,6.11940863588134e+29,1.835822590764402e+30,3.919869148444785e-25
975.0,1248.15,0.6547368421052632,2150713.047771518,7.067730975909347e+29,2.120319292772804e+30,2.626592541262753e-25
975.0,1248.15,0.6805263157894736,1771634.091179492,8.254871304438126e+29,2.476461391331438e+30,1.714110521256044e-25
975.0,1248.15,0.7063157894736842,1442484.1621927235,9.768306796061604e+29,2.930492038818481e+30,1.0842074046575952e-25
975.0,1248.15,0.7321052631578947,1157986.7927609126,1.173956823251772e+30,3.521870469755316e+30,6.60626014877694e-26
975.0,1248.15,0.7578947368421052,913583.700762822,1.437381416469245e+30,4.3121442494077347e+30,3.846985562698748e-26
975.0,1248.15,0.7836842105263158,705316.6197224557,1.8005452710136237e+30,5.401635813040871e+30,2.118401629222614e-26
975.0,1248.15,0.8094736842105263,529731.7176432054,2.320975456525232e+30,6.962926369575696e+30,1.0871273136004016e-26
975.0,1248.15,0.8352631578947368,383801.7227498452,3.104552539322565e+30,9.313657617967695e+30,5.0914167983581346e-27
975.0,1248.15,0.8610526315789473,264862.04374877684,4.3639506962363994e+30,1.30918520887092e+31,2.108289399628948e-27
975.0,1248.15,0.8868421052631579,170558.03587076132,6.579770853972792e+30,1.9739312561918376e+31,7.333077662549994e-28
975.0,1248.15,0.9126315789473685,98801.20796522894,1.103752023968982e+31,3.311256071906946e+31,1.9551732070611625e-28
975.0,1248.15,0.9384210526315789,47732.65063456076,2.221856291364543e+31,6.665568874093629e+31,3.3072867860590495e-29
975.0,1248.15,0.9642105263157894,15692.333434157596,6.577636412735539e+31,1.9732909238206617e+32,2.1345826952301544e-30
975.0,1248.15,0.99,1193.2009152427313,8.425205200135509e+32,2.5275615600406526e+33,3.540569300387904e-33
1000.0,1273.15,0.5,6000000.0,1.3083946763757321e+29,3.9251840291271965e+29,5.732215313482537e-24
1000.0,1273.15,0.5257894736842105,5132296.507033352,1.4545759310829847e+29,4.363727793248954e+29,4.182987247006297e-24
1000.0,1273.15,0.5515789473684211,4374672.559260747,1.6266974633410177e+29,4.880092390023053e+29,3.01484344530963e-24
1000.0,1273.15,0.5773684210526315,3712377.2969342237,1.8312805736723556e+29,5.493841721017067e+29,2.1418999103798545e-24
1000.0,1273.15,0.6031578947368421,3133182.6949572884,2.0770324765338146e+29,6.2310974296014436e+29,1.4965808562077898e-24
1000.0,1273.15,0.6289473684210526,2626866.3290024227,2.375788331430205e+29,7.127364994290614e+29,1.0256655141450598e-24
1000.0,1273.15,0.6547368421052632,2184816.3817904885,2.7439633110618174e+29,8.231889933185453e+29,6.872692141656545e-25
1000.0,1273.15,0.6805263157894736,1799726.4623275131,3.2048565620454876e+29,9.614569686136463e+29,4.485109024067978e-25
1000.0,1273.15,0.7063157894736842,1465357.2829241506,3.792430067153231e+29,1.1377290201459692e+30,2.8369164965091115e-25
1000.0,1273.15,0.7321052631578947,1176348.7078587918,4.557749103288539e+29,1.3673247309865617e+30,1.7285814795015885e-25
1000.0,1273.15,0.7578947368421052,928070.1754385973,5.580464061574185e+29,1.6741392184722554e+30,1.0065949335680005e-25
1000.0,1273.15,0.7836842105263158,716500.6539182075,6.990404955151213e+29,2.0971214865453636e+30,5.542969456172779e-26
1000.0,1273.15,0.8094736842105263,538131.5447265757,9.01091385663669e+29,2.703274156991007e+30,2.84455667477442e-26
1000.0,1273.15,0.8352631578947368,389887.5733757836,1.2053059594658493e+30,3.615917878397548e+30,1.332210446434587e-26
1000.0,1273.15,0.8610526315789473,269061.8967957795,1.694252461302079e+30,5.082757383906237e+30,5.516509988337086e-27
1000.0,1273.15,0.8868421052631579,173262.53318756842,2.554518540679498e+30,7.663555622038494e+30,1.9187591692975453e-27
1000.0,1273.15,0.9126315789473685,100367.87470406109,4.2851872384565947e+30,1.2855561715369784e+31,5.115869067870952e-28
1000.0,1273.15,0.9384210526315789,48489.53567317061,8.626095371678703e+30,2.587828611503611e+31,8.653783770293115e-29
1000.0,1273.15,0.9642105263157894,15941.162951045795,2.5536898690075563e+31,7.661069607022669e+31,5.585308526069089e-30
1000.0,1273.15,0.99,1212.1212121212143,3.270986690939324e+32,9.812960072817972e+32,9.264186365224345e-33
1025.0,1298.15,0.5,6091448.293005856,5.2682150233608425e+28,1.5804645070082528e+29,1.445330217634092e-23
1025.0,1298.15,0.5257894736842105,5210519.799494705,5.85680980755525e+28,1.757042942266575e+29,1.0547052993379609e-23
1025.0,1298.15,0.5515789473684211,4441348.61559474,6.5498524027738665e+28,1.9649557208321598e+29,7.601675957100033e-24
1025.0,1298.15,0.5773684210526315,3768959.0580672785,7.373600645436337e+28,2.2120801936309013e+29,5.400621739274777e-24
1025.0,1298.15,0.6031578947368421,3180936.7298121774,8.363113894038445e+28,2.5089341682115336e+29,3.773503639198933e-24
1025.0,1298.15,0.6289473684210526,2666903.4026260613,9.566046091410208e+28,2.8698138274230624e+29,2.5861299335569323e-24
1025.0,1298.15,0.6547368421052632,2218116.0032314835,1.1048492477002066e+29,3.3145477431006196e+29,1.7328919249541774e-24
1025.0,1298.15,0.6805263157894736,1827156.7811370664,1.2904266421087204e+29,3.871279926326161e+29,1.1308827821979456e-24
1025.0,1298.15,0.7063157894736842,1487691.3532853362,1.5270114909183983e+29,4.581034472755195e+29,7.153048015599025e-25
1025.0,1298.15,0.7321052631578947,1194277.8880776803,1.8351650868196276e+29,5.505495260458883e+29,4.358473834871421e-25
1025.0,1298.15,0.7578947368421052,942215.2476608482,2.246958439784101e+29,6.740875319352302e+29,2.538045057346823e-25
1025.0,1298.15,0.7836842105263158,727421.1142079408,2.81466724598076e+29,8.44400173794228e+29,1.3976134552353524e-25
1025.0,1298.15,0.8094736842105263,546333.4132562174,3.628219574023352e+29,1.0884658722070057e+30,7.172312087011325e-26
1025.0,1298.15,0.8352631578947368,395829.9988840188,4.8531311522860896e+29,1.4559393456858268e+30,3.3590573786557713e-26
1025.0,1298.15,0.8610526315789473,273162.77199159487,6.821860736029551e+29,2.0465582208088654e+30,1.3909419214017407e-26
1025.0,1298.15,0.8868421052631579,175903.29367121402,1.0285698341986281e+30,3.0857095025958843e+30,4.837990996649047e-27
1025.0,1298.15,0.9126315789473685,101897.61983977977,1.7254188048276835e+30,5.17625641448305e+30,1.2899236593332424e-27
1025.0,1298.15,0.9384210526315789,49228.58321749695,3.4732734740179406e+30,1.0419820422053823e+31,2.1819793039974444e-28
1025.0,1298.15,0.9642105263157894,16184.12830777935,1.028236171838915e+31,3.084708515516745e+31,1.4082888981071034e-29
1025.0,1298.15,0.99,1230.59561474866,1.3170537558402082e+32,3.951161267520625e+32,2.335887220418745e-32
1050.0,1323.15,0.5,6180756.419451605,2.1954197271844887e+28,6.586259181553466e+28,3.519120024589844e-23
1050.0,1323.15,0.5257894736842105,5286912.430395906,2.440704438383299e+28,7.322113315149897e+28,2.5680183626250748e-23
1050.0,1323.15,0.5515789473684211,4506464.250608274,2.7295156160924873e+28,8.188546848277462e+28,1.8508718460798404e-23
1050.0,1323.15,0.5773684210526315,3824216.6349087665,3.0727956709413183e+28,9.218387012823954e+28,1.314954594876437e-23
1050.0,1323.15,0.6031578947368421,3227573.17586199,3.4851548659738707e+28,1.0455464597921611e+29,9.187805013379651e-24
1050.0,1323.15,0.6289473684210526,2706003.4876704994,3.986451996949852e+28,1.1959355990849556e+29,6.2967628603717725e-24
1050.0,1323.15,0.6547368421052632,2250636.312845765,4.604230888849646e+28,1.3812692666548937e+29,4.219281240475771e-24
1050.0,1323.15,0.6805263157894736,1853945.1475479505,5.377586324793935e+28,1.6132758974381804e+29,2.75349687963432e-24
1050.0,1323.15,0.7063157894736842,1509502.738870601,6.363504784702155e+28,1.9090514354106466e+29,1.7416389833565334e-24
1050.0,1323.15,0.7321052631578947,1211787.471268638,7.647671206240522e+28,2.2943013618721566e+29,1.0612102592066583e-24
1050.0,1323.15,0.7578947368421052,956029.2824239479,9.363734895009451e+28,2.8091204685028354e+29,6.179684805345764e-25
1050.0,1323.15,0.7836842105263158,738086.0027077056,1.1729544010419074e+29,3.5188632031257225e+29,3.402938260715236e-25
1050.0,1323.15,0.8094736842105263,554343.3332630319,1.5119855192027117e+29,4.5359565576081354e+29,1.7463294394637288e-25
1050.0,1323.15,0.8352631578947368,401633.35366779723,2.022442102893773e+29,6.067326308681319e+29,8.178702652687807e-26
1050.0,1323.15,0.8610526315789473,277167.6743083899,2.8428694670913666e+29,8.5286084012741e+29,3.386694271610086e-26
1050.0,1323.15,0.8868421052631579,178482.25237491837,4.2863521985592216e+29,1.2859056595677664e+30,1.1779640934209888e-26
1050.0,1323.15,0.9126315789473685,103391.56431397331,7.190326258470034e+29,2.15709787754101e+30,3.140732909592457e-27
1050.0,1323.15,0.9384210526315789,49950.33481469614,1.4474149344612465e+30,4.34224480338374e+30,5.312728515776446e-28
1050.0,1323.15,0.9642105263157894,16421.407540533397,4.284961729636665e+30,1.2854885188909996e+31,3.428931050683219e-29
1050.0,1323.15,0.99,1248.637660495276,5.488549317961211e+31,1.6465647953883634e+32,5.687466706407854e-32
1075.0,1348.15,0.5,6267989.500169794,9.450840453189467e+27,2.83525213595684e+28,8.290254093293993e-23
1075.0,1348.15,0.5257894736842105,5361530.10297386,1.050674181111318e+28,3.1520225433339544e+28,6.049672814125733e-23
1075.0,1348.15,0.5515789473684211,4570066.9446878815,1.1750015854718383e+28,3.525004756415515e+28,4.360237158979647e-23
1075.0,1348.15,0.5773684210526315,3878190.319642073,1.3227767461377696e+28,3.968330238413309e+28,3.097736830939911e-23
1075.0,1348.15,0.6031578947368421,3273126.039017664,1.5002890875548787e+28,4.500867262664636e+28,2.1644399050991533e-23
1075.0,1348.15,0.6289473684210526,2744195.0947561264,1.7160874219613682e+28,5.148262265884104e+28,1.4833754948094682e-23
1075.0,1348.15,0.6547368421052632,2282401.0234769573,1.9820288121383044e+28,5.946086436414913e+28,9.939676206039502e-24
1075.0,1348.15,0.6805263157894736,1880111.094841097,2.314942776070363e+28,6.944828328211089e+28,6.486618421013131e-24
1075.0,1348.15,0.7063157894736842,1530807.3438943191,2.7393608474337095e+28,8.218082542301128e+28,4.102909139194456e-24
