Temperature_C,Temperature_K,Density,Sintering_Stress_Pa,Shear_Viscosity_Pa_s,Bulk_Viscosity_Pa_s,Densification_Rate_1per_s
875.0,1148.15,0.9642105263157894,7317.322731434093,6.549061228603709e+26,1.9647183685811128e+27,9.996972092417404e-26
875.0,1148.15,0.99,556.3886478010148,8.388603634643657e+27,2.516581090393097e+28,1.658168248357852e-28
900.0,1173.15,0.5,2805718.8368023545,1.5360787586496642e+24,4.6082362759489926e+24,2.2831827640699927e-19
900.0,1173.15,0.5257894736842105,2399963.4976397343,1.7076981670154652e+24,5.123094501046396e+24,1.666114034869891e-19
900.0,1173.15,0.5515789473684211,2045683.534060041,1.9097719253252798e+24,5.72931577597584e+24,1.200833920964213e-19
900.0,1173.15,0.5773684210526315,1735981.1518876266,2.149956157065614e+24,6.449868471196842e+24,8.53134205590626e-20
900.0,1173.15,0.6031578947368421,1465138.2843974715,2.43847328779018e+24,7.31541986337054e+24,5.960989650709405e-20
900.0,1173.15,0.6289473684210526,1228374.723507325,2.7892180065013255e+24,8.367654019503977e+24,4.0852998283036704e-20
900.0,1173.15,0.6547368421052632,1021663.4128906563,3.221462019634244e+24,9.664386058902732e+24,2.737442922578611e-20
900.0,1173.15,0.6805263157894736,841587.7394073277,3.7625589421638316e+24,1.1287676826491494e+25,1.7864513209475742e-20
900.0,1173.15,0.7063157894736842,685230.0885576345,4.4523807494807436e+24,1.335714224844223e+25,1.1299643320620994e-20
900.0,1173.15,0.7321052631578947,550083.9547145871,5.350878990282273e+24,1.605263697084682e+25,6.885064891065448e-21
900.0,1173.15,0.7578947368421052,433983.99551708973,6.55156464877751e+24,1.965469394633253e+25,4.009340328366643e-21
900.0,1173.15,0.7836842105263158,335049.8968799199,8.206860483192271e+24,2.4620581449576813e+25,2.2078047721503582e-21
900.0,1173.15,0.8094736842105263,251640.9686194837,1.0578974082608302e+25,3.1736922247824907e+25,1.1330074702514035e-21
900.0,1173.15,0.8352631578947368,182319.15147593274,1.415050760629711e+25,4.245152281889133e+25,5.306290435844608e-22
900.0,1173.15,0.8610526315789473,125818.67201761497,1.98908270156296e+25,5.967248104688879e+25,2.197265774990425e-22
900.0,1173.15,0.8868421052631579,81020.99217940896,2.9990504698352007e+25,8.997151409505602e+25,7.64255636636207e-23
900.0,1173.15,0.9126315789473685,46934.00611116714,5.030886484545374e+25,1.5092659453636121e+26,2.0376876024751862e-23
900.0,1173.15,0.9384210526315789,22674.66727100242,1.0127190296452052e+26,3.0381570889356157e+26,3.446864583374842e-24
900.0,1173.15,0.9642105263157894,7454.403528714169,2.9980775944665158e+26,8.994232783399547e+26,2.224668729511947e-25
900.0,1173.15,0.99,566.811886222699,3.8401968966241535e+27,1.1520590689872462e+28,3.689992345971722e-28
925.0,1198.15,0.5,2856067.425073943,7.265042187734558e+23,2.1795126563203675e+24,4.914058568537618e-19
925.0,1198.15,0.5257894736842105,2443030.8115931237,8.076733798591574e+23,2.423020139577472e+24,3.5859511897411036e-19
925.0,1198.15,0.5515789473684211,2082393.2986449138,9.032462384048633e+23,2.70973871521459e+24,2.584536074626709e-19
925.0,1198.15,0.5773684210526315,1767133.311226316,1.0168438366137007e+24,3.050531509841102e+24,1.8361874130574992e-19
925.0,1198.15,0.6031578947368421,1491430.1719788169,1.1533009755979496e+24,3.459902926793849e+24,1.2829744832961007e-19
925.0,1198.15,0.6289473684210526,1250417.8920478988,1.3191892911685402e+24,3.9575678735056206e+24,8.792726952149279e-20
925.0,1198.15,0.6547368421052632,1039997.1496332883,1.5236235347334268e+24,4.5708706042002804e+24,5.891755605933484e-20
925.0,1198.15,0.6805263157894736,856690.0205161963,1.779540879315845e+24,5.338622637947535e+24,3.844951249250346e-20
925.0,1198.15,0.7063157894736842,697526.5336424216,2.1057991850151082e+24,6.317397555045325e+24,2.4320045663858314e-20
925.0,1198.15,0.7321052631578947,559955.2041738868,2.5307531522691506e+24,7.592259456807451e+24,1.4818617526074013e-20
925.0,1198.15,0.7578947368421052,441771.83270880627,3.0986297610729845e+24,9.295889283218954e+24,8.629240507962048e-21
925.0,1198.15,0.7836842105263158,341062.36294999527,3.881518919749728e+24,1.1644556759249183e+25,4.751823694965105e-21
925.0,1198.15,0.8094736842105263,256156.66254971578,5.003434399461586e+24,1.5010303198384757e+25,2.4385542651351934e-21
925.0,1198.15,0.8352631578947368,185590.86629328376,6.692627845982339e+24,2.0077883537947016e+25,1.1420645948171695e-21
925.0,1198.15,0.8610526315789473,128076.48646117222,9.407570842559734e+24,2.82227125276792e+25,4.72914077614119e-22
925.0,1198.15,0.8868421052631579,82474.91283713453,1.4184317089086937e+25,4.255295126726081e+25,1.6448954585968467e-22
925.0,1198.15,0.9126315789473685,47776.236244362,2.379409411536669e+25,7.138228234610007e+25,4.385683170232228e-23
925.0,1198.15,0.9384210526315789,23081.56388218392,4.789758619643829e+25,1.4369275858931487e+26,7.418632755587297e-24
925.0,1198.15,0.9642105263157894,7588.17270371292,1.4179715775152284e+26,4.253914732545685e+26,4.7881197267485795e-25
925.0,1198.15,0.99,576.9833181967574,1.8162605469336365e+27,5.44878164080091e+27,7.941912838040633e-28
950.0,1223.15,0.5,2905206.5134631936,3.542870962939076e+23,1.0628612888817229e+24,1.025018460964885e-18
950.0,1223.15,0.5257894736842105,2485063.5402096156,3.938700548598137e+23,1.181610164579441e+24,7.479898984389742e-19
950.0,1223.15,0.5515789473684211,2118221.2022388373,4.404771214998838e+23,1.3214313644996515e+24,5.391057417352825e-19
950.0,1223.15,0.5773684210526315,1797537.1172476988,4.958741338989555e+23,1.4876224016968664e+24,3.8300845826821223e-19
950.0,1223.15,0.6031578947368421,1517090.4622100128,5.624188314933118e+23,1.6872564944799356e+24,2.676143379212393e-19
950.0,1223.15,0.6289473684210526,1271931.5281691647,6.433159386454435e+23,1.9299478159363305e+24,1.8340659400929e-19
950.0,1223.15,0.6547368421052632,1057890.4638498025,7.430103556412935e+23,2.2290310669238804e+24,1.2289552880466327e-19
950.0,1223.15,0.6805263157894736,871429.5068009937,8.678110251493465e+23,2.6034330754480395e+24,8.020144564871257e-20
950.0,1223.15,0.7063157894736842,709527.5871503284,1.0269141724966655e+24,3.0807425174899966e+24,5.072893501223018e-20
950.0,1223.15,0.7321052631578947,569589.3213625624,1.2341472528099382e+24,3.7024417584298146e+24,3.091000304199442e-20
950.0,1223.15,0.7578947368421052,449372.5864391903,1.5110779981344586e+24,4.533233994403376e+24,1.7999644695727214e-20
950.0,1223.15,0.7836842105263158,346930.394443969,1.892861778021984e+24,5.678585334065952e+24,9.911780542817352e-21
950.0,1223.15,0.8094736842105263,260563.87813994294,2.4399751564760823e+24,7.319925469428247e+24,5.086555450990648e-21
950.0,1223.15,0.8352631578947368,188783.98628161426,3.2637273464591e+24,9.791182039377302e+24,2.3822208811205752e-21
950.0,1223.15,0.8610526315789473,130280.06251597674,4.587696631158909e+24,1.3763089893476728e+25,9.864466473970181e-22
950.0,1223.15,0.8868421052631579,83893.9066592761,6.917125027696085e+24,2.0751375083088256e+25,3.4310706474156293e-22
950.0,1223.15,0.9126315789473685,48598.23388878268,1.1603429540036722e+25,3.481028862011017e+25,9.148051759523146e-23
950.0,1223.15,0.9384210526315789,23478.685812083528,2.335774011288272e+25,7.007322033864816e+25,1.5474450341886607e-23
950.0,1223.15,0.9642105263157894,7718.728406259401,6.91488115063258e+25,2.074464345189774e+26,9.987490065035972e-25
950.0,1223.15,0.99,586.9104067602423,8.857177407347675e+26,2.6571532222043026e+27,1.6565954924685087e-27
975.0,1248.15,0.5,2953172.2652257546,1.778141558371809e+23,5.334424675115426e+23,2.0760244391972696e-18
975.0,1248.15,0.5257894736842105,2526092.616914319,1.976805592048491e+23,5.9304167761454726e+23,1.5149437483986853e-18
975.0,1248.15,0.5515789473684211,2153193.6119088354,2.210723121005749e+23,6.632169363017248e+23,1.0918795492721955e-18
975.0,1248.15,0.5773684210526315,1827214.9452266512,2.4887567580951213e+23,7.466270274285364e+23,7.7572741376344435e-19
975.0,1248.15,0.6031578947368421,1542138.0394388584,2.822739828660156e+23,8.468219485980468e+23,5.420135606934423e-19
975.0,1248.15,0.6289473684210526,1292931.4645442248,3.22875661471869e+23,9.686269844156069e+23,3.714631355173822e-19
975.0,1248.15,0.6547368421052632,1075356.523885759,3.7291157524133644e+23,1.1187347257240093e+24,2.489068548349719e-19
975.0,1248.15,0.6805263157894736,885817.045589746,4.3554813730816393e+23,1.3066444119244917e+24,1.6243625609332589e-19
975.0,1248.15,0.7063157894736842,721242.0810963619,5.154008672905531e+23,1.5462026018716594e+24,1.0274401181097144e-19
975.0,1248.15,0.7321052631578947,578993.3963804564,6.194096658691903e+23,1.858228997607571e+24,6.260367415279236e-20
975.0,1248.15,0.7578947368421052,456791.850381411,7.583992232658584e+23,2.275197669797575e+24,3.64556383209154e-20
975.0,1248.15,0.7836842105263158,352658.30986122787,9.500137676372724e+23,2.850041302911817e+24,2.0074856625976153e-20
975.0,1248.15,0.8094736842105263,264865.8588216027,1.224606053257347e+24,3.6738181597720414e+24,1.0302071455033464e-20
975.0,1248.15,0.8352631578947368,191900.86137492262,1.6380413767932275e+24,4.914124130379682e+24,4.824838729360009e-21
975.0,1248.15,0.8610526315789473,132431.02187438842,2.3025320770640434e+24,6.90759623119213e+24,1.9979028924344197e-21
975.0,1248.15,0.8868421052631579,85279.01793538066,3.471655503365185e+24,1.0414966510095554e+25,6.949129979514841e-22
975.0,1248.15,0.9126315789473685,49400.603982614484,5.823678169656549e+24,1.7471034508969647e+25,1.8528036076476336e-22
975.0,1248.15,0.9384210526315789,23866.325317280385,1.1723082448904644e+25,3.5169247346713934e+25,3.1341227808385486e-23
975.0,1248.15,0.9642105263157894,7846.1667170788005,3.4705293175401203e+25,1.041158795262036e+26,2.0228195150491947e-24
975.0,1248.15,0.99,596.6004576213658,4.4453538959295134e+26,1.333606168778854e+27,3.355191012844088e-27
1000.0,1273.15,0.5,3000000.0,9.169277897092416e+22,2.7507833691277247e+23,4.089744080271716e-18
1000.0,1273.15,0.5257894736842105,2566148.2535166764,1.0193721493476732e+23,3.05811644804302e+23,2.9844216233571187e-18
1000.0,1273.15,0.5515789473684211,2187336.279630374,1.1399955506686705e+23,3.419986652006012e+23,2.150990055171208e-18
1000.0,1273.15,0.5773684210526315,1856188.648467112,1.2833681450050951e+23,3.850104435015285e+23,1.5281740130045129e-18
1000.0,1273.15,0.6031578947368421,1566591.3474786442,1.4555919801950879e+23,4.366775940585264e+23,1.0677604316306237e-18
1000.0,1273.15,0.6289473684210526,1313433.1645012116,1.6649611794428654e+23,4.994883538328596e+23,7.317780710273357e-19
1000.0,1273.15,0.6547368421052632,1092408.1908952442,1.9229795560041238e+23,5.7689386680123717e+23,4.903436187360065e-19
1000.0,1273.15,0.6805263157894736,899863.2311637566,2.2459752373126006e+23,6.737925711937802e+23,3.199975415684662e-19
1000.0,1273.15,0.7063157894736842,732678.6414620754,2.65774890550157e+23,7.97324671650471e+23,2.0240451227528131e-19
1000.0,1273.15,0.7321052631578947,588174.353929396,3.194087293983698e+23,9.582261881951093e+23,1.2332851238911307e-19
1000.0,1273.15,0.7578947368421052,464035.08771929867,3.910809689095416e+23,1.1732429067286247e+24,7.181718490421064e-20
1000.0,1273.15,0.7836842105263158,358250.32695910375,4.8989014403927894e+23,1.4696704321178367e+24,3.954723484861054e-20
1000.0,1273.15,0.8094736842105263,269065.77236328786,6.314881491808787e+23,1.894464447542636e+24,2.0294961346433245e-20
1000.0,1273.15,0.8352631578947368,194943.78668789184,8.446828386658947e+23,2.534048515997684e+24,9.504876368071882e-21
1000.0,1273.15,0.8610526315789473,134530.9483978898,1.187338341099331e+24,3.562015023297993e+24,3.935845538721515e-21
1000.0,1273.15,0.8868421052631579,86631.26659378421,1.7902159658465989e+24,5.370647897539797e+24,1.3689705506428753e-21
1000.0,1273.15,0.9126315789473685,50183.93735203056,3.003074939078935e+24,9.009224817236805e+24,3.650001629659502e-22
1000.0,1273.15,0.9384210526315789,24244.76783658531,6.04519928564972e+24,1.8135597856949162e+25,6.174185547996433e-23
1000.0,1273.15,0.9642105263157894,7970.5814755229,1.7896352296985027e+25,5.368905689095508e+25,3.984930996443073e-24
1000.0,1273.15,0.99,606.0606060606073,2.2923194742731e+26,6.8769584228193e+26,6.60968740245937e-27
1025.0,1298.15,0.5,3045724.146502928,4.8504545795064625e+22,1.4551363738519387e+23,7.84906882586671e-18
1025.0,1298.15,0.5257894736842105,2605259.899747353,5.3923748036829e+22,1.61771244110487e+23,5.727725321526371e-18
1025.0,1298.15,0.5515789473684211,2220674.3077973705,6.030460306052291e+22,1.8091380918156875e+23,4.128196937367276e-18
1025.0,1298.15,0.5773684210526315,1884479.5290336395,6.788886721501377e+22,2.0366660164504132e+23,2.932883518026008e-18
1025.0,1298.15,0.6031578947368421,1590468.3649060887,7.699933261341075e+22,2.3099799784023225e+23,2.0492541716324453e-18
1025.0,1298.15,0.6289473684210526,1333451.701313031,8.807474992212828e+22,2.642242497663848e+23,1.4044341973524973e-18
1025.0,1298.15,0.6547368421052632,1109058.0016157418,1.0172365914087091e+23,3.051709774226127e+23,9.410713081899631e-19
1025.0,1298.15,0.6805263157894736,913578.3905685332,1.1880980157374782e+23,3.564294047212435e+23,6.141417845666673e-19
1025.0,1298.15,0.7063157894736842,743845.6766426682,1.405922090545016e+23,4.217766271635048e+23,3.884563230198787e-19
1025.0,1298.15,0.7321052631578947,597138.9440388402,1.689639633166686e+23,5.068918899500058e+23,2.36693045563279e-19
1025.0,1298.15,0.7578947368421052,471107.6238304241,2.0687784773178544e+23,6.206335431953563e+23,1.3783210297004545e-19
1025.0,1298.15,0.7836842105263158,363710.5571039704,2.5914689458412995e+23,7.774406837523899e+23,7.589936243121489e-20
1025.0,1298.15,0.8094736842105263,273166.7066281087,3.3405079652670735e+23,1.002152389580122e+24,3.895024854852914e-20
1025.0,1298.15,0.8352631578947368,197914.99944200943,4.4682861497050916e+23,1.3404858449115274e+24,1.824183306584641e-20
1025.0,1298.15,0.8610526315789473,136581.38599579746,6.280898843555696e+23,1.8842696530667088e+24,7.553705541240896e-21
1025.0,1298.15,0.8868421052631579,87951.64683560701,9.470060049766535e+23,2.8410180149299607e+24,2.627338987887645e-21
1025.0,1298.15,0.9126315789473685,50948.8099198899,1.5885960436945078e+24,4.765788131083524e+24,7.0051116753055345e-22
1025.0,1298.15,0.9384210526315789,24614.291608748477,3.1978488260680695e+24,9.593546478204208e+24,1.184954519371194e-22
1025.0,1298.15,0.9642105263157894,8092.064153889678,9.466988014715759e+24,2.8400964044147274e+25,7.647910735610926e-24
1025.0,1298.15,0.99,615.2978073743301,1.2126136448766135e+26,3.637840934629841e+26,1.2685363758976562e-26
1050.0,1323.15,0.5,3090378.2097258023,2.628332413768446e+22,7.884997241305338e+22,1.469742846042296e-17
1050.0,1323.15,0.5257894736842105,2643456.2151979534,2.9219845792577517e+22,8.765953737773256e+22,1.0725200023302286e-17
1050.0,1323.15,0.5515789473684211,2253232.1253041374,3.2677461529706715e+22,9.803238458912014e+22,7.73007352891863e-18
1050.0,1323.15,0.5773684210526315,1912108.3174543835,3.678717268875003e+22,1.103615180662501e+23,5.491841980909248e-18
1050.0,1323.15,0.6031578947368421,1613786.587930995,4.172389173613447e+22,1.251716752084034e+23,3.837240729184891e-18
1050.0,1323.15,0.6289473684210526,1353001.74383525,4.772536599619781e+22,1.4317609798859342e+23,2.6298114592823164e-18
1050.0,1323.15,0.6547368421052632,1125318.1564228826,5.512134712006484e+22,1.6536404136019453e+23,1.762161669763591e-18
1050.0,1323.15,0.6805263157894736,926972.5737739753,6.43798735625832e+22,1.931396206877496e+23,1.1499841756360666e-18
1050.0,1323.15,0.7063157894736842,754751.3694353006,7.61831812099672e+22,2.2854954362990163e+23,7.273867950766996e-19
1050.0,1323.15,0.7321052631578947,605893.7356343191,9.155708073637287e+22,2.7467124220911864e+23,4.432091476611292e-19
1050.0,1323.15,0.7578947368421052,478014.64121197397,1.1210160696720326e+23,3.363048209016098e+23,2.5809143962095446e-19
1050.0,1323.15,0.7836842105263158,369043.0013538528,1.4042481416910992e+23,4.212744425073298e+23,1.4212201144781223e-19
1050.0,1323.15,0.8094736842105263,277171.66663151595,1.8101324772030946e+23,5.430397431609284e+23,7.2934574056877e-20
1050.0,1323.15,0.8352631578947368,200816.67683389864,2.4212454995212994e+23,7.263736498563897e+23,3.415794184256635e-20
1050.0,1323.15,0.8610526315789473,138583.83715419497,3.403452139901888e+23,1.0210356419705664e+24,1.414435893817372e-20
1050.0,1323.15,0.8868421052631579,89241.12618745919,5.131573831100101e+23,1.5394721493300303e+24,4.919708015363817e-21
1050.0,1323.15,0.9126315789473685,51695.78215698667,8.608179719211876e+23,2.582453915763563e+24,1.3117113633375222e-21
1050.0,1323.15,0.9384210526315789,24975.167407348075,1.7328292814858803e+24,5.19848784445764e+24,2.2188344456757786e-22
1050.0,1323.15,0.9642105263157894,8210.703770266702,5.129909176959372e+24,1.5389727530878118e+25,1.432075872973765e-23
1050.0,1323.15,0.99,624.3188302476381,6.570831034421103e+25,1.971249310326331e+26,2.3753419734017016e-26
1075.0,1348.15,0.5,3133994.750084897,1.4569588958481971e+22,4.370876687544591e+22,2.6888153459713603e-17
1075.0,1348.15,0.5257894736842105,2680765.0514869303,1.6197385855683816e+22,4.859215756705145e+22,1.9621175560692395e-17
1075.0,1348.15,0.5515789473684211,2285033.472343941,1.8114039921298104e+22,5.434211976389432e+22,1.4141753018912305e-17
1075.0,1348.15,0.5773684210526315,1939095.1598210367,2.0392168898123285e+22,6.117650669436986e+22,1.0047028999448241e-17
1075.0,1348.15,0.6031578947368421,1636563.019508832,2.3128731706812086e+22,6.938619512043626e+22,7.020025160593126e-18
1075.0,1348.15,0.6289473684210526,1372097.5473780634,2.6455518404567122e+22,7.936655521370137e+22,4.811098368514283e-18
1075.0,1348.15,0.6547368421052632,1141200.5117384787,3.0555319645648934e+22,9.16659589369468e+22,3.2237798282207164e-18
1075.0,1348.15,0.6805263157894736,940055.5474205485,3.5687582365619057e+22,1.0706274709685718e+23,2.1038340873036627e-18
1075.0,1348.15,0.7063157894736842,765403.6719471597,4.22304891863863e+22,1.2669146755915891e+23,1.3307149494387612e-18
