sample_id,thermal_cycle_min_temp_C,thermal_cycle_max_temp_C,thermal_cycle_rate_C_per_min,thermal_cycle_dwell_time_min,thermal_stress_MPa,cycles_to_failure,resistance_degradation_percent_per_1000cycles,strength_degradation_percent_per_1000cycles,primary_failure_mode,crack_propagation_rate_um_per_cycle,permanent_deformation_um,MTBF_hours,reliability_10years_percent,corrosion_resistance_score,vibration_resistance_score,shock_resistance_score,quality_class,overall_performance_score
WS_00015,-49.38667360849354,148.0925374165802,5.740640343976227,20.94959660902476,0.0,969,7.4043533858976485,2.2213060157692945,1,0.0001,0.0,1803.9224227151344,8.133777659052053e-20,7.709227890326498,5.09188644100844,4.248887395763963,Poor,29.845
WS_00016,-53.425325373668805,125.84135653052846,16.10639295060824,11.277427344360394,0.0,1891,7.560676148156148,2.268202844446844,1,0.0001,0.0,1787.8885262033718,5.2620924539309464e-20,5.01075517176606,5.1969213967654175,5.828630162606631,Acceptable,34.455
WS_00017,-47.601895214445996,123.7659646233877,14.693882644698228,25.684770627269035,0.11310278749297019,1148,28.175010199446657,8.452503059833997,1,0.0001,100.0,3090.8510145054897,4.9130612200018257e-11,7.8353895929450434,5.521649388398207,5.003674335407091,Poor,27.564989800565623
WS_00018,-49.671359617540354,92.52785308049974,10.005988339871735,11.371542319025373,0.09385148038070644,2108,22.98792284335241,6.896376853005723,5,0.0001,100.0,4071.262935186089,4.523047999217232e-08,5.724573634263706,6.30436985047578,4.937990247903884,Poor,35.54000001130762
WS_00019,-44.539218261605555,129.12427062064927,18.499573827675434,18.536377139993263,0.05383568155349901,265,14.624890213913536,4.387467064174061,3,0.0001,100.0,5897.239023760744,3.5384427308660466e-05,4.884338870869926,4.417724959219826,3.106038125801179,Poor,26.325008846106826
WS_00020,-54.187190535283186,120.02301053768824,16.948236842057547,23.631811344713977,0.0,1126,8.565403029502328,2.5696209088506983,5,0.0001,0.0,1525.000233305583,1.1297689717243175e-23,6.740537662739423,5.6056623324193575,4.002097485826581,Acceptable,30.63
WS_00021,-54.20927259931294,108.85380463135166,19.476254406821546,18.683200398697686,0.10762163097223858,4010,24.410630431702703,7.32318912951081,3,0.0001,100.0,7867.951342977882,0.001461042848227635,6.5611490875013505,4.228849572134436,3.884514633605583,Poor,45.050365260712056
WS_00022,-50.005269454291096,131.87199570452782,16.575964078229397,24.590706478017594,0.05638195219923388,1039,15.190735515489576,4.557220654646873,3,0.0001,100.0,5603.039884471453,1.6221061786640802e-05,4.676604101364746,4.212450436825504,3.3232469332625136,Acceptable,30.195004055265446
WS_00023,-51.936505916134294,114.87705178891426,14.570071950579383,27.171425225139313,0.110096948085332,1067,27.549795626502664,8.2649386879508,1,0.0001,100.0,2442.601204009132,2.6590128519913578e-14,6.376647781383334,5.4675746799538905,3.477383803637201,Poor,27.785204373497344
WS_00024,-41.35371389372647,108.61579093508297,10.447402250925357,25.06822034192385,0.04649054649693094,2328,16.43544623464203,4.930633870392609,5,0.0001,100.0,5519.27040364294,1.2794529761876571e-05,5.627952277659694,4.844572958292295,4.842365893859389,Acceptable,36.64000319863244
WS_00025,-42.29577428982932,92.77301169820647,13.62323183484602,14.98864769188668,0.0,433,8.329986261141233,2.49899587834237,5,0.0001,0.0,1810.560473173408,9.718817022356908e-20,8.841775039439101,6.36631992591908,4.353196828381442,Poor,27.165
WS_00026,-45.857914711189025,146.60069773577862,12.111537340518034,26.15736316528898,0.0,1659,7.814527352540111,2.3443582057620334,4,0.0001,0.0,5706.838331054909,2.155645275526459e-05,4.2724001794887805,4.103614745850556,3.455442777167068,Acceptable,33.29500538911319
WS_00027,-44.28341393678795,129.9076396937859,8.595881484583131,24.588066510096542,0.1149660953961787,1163,26.145160532906264,7.843548159871879,1,0.0001,100.0,1498.6481876686785,4.114570209623976e-24,5.935442980965642,5.412870396455957,4.645588107916765,Poor,29.669839467093738
WS_00028,-42.19480751509183,135.5090443573631,18.352257818211946,24.666758591810883,0.0,4812,6.7501264891198165,2.025037946735945,1,0.0001,0.0,2429.4012228495867,2.1882314083257658e-14,8.485361136388002,4.924724218034997,4.5783537434558825,Acceptable,49.06000000000001
WS_00029,-44.01010810345439,121.0668898774759,6.972832758975846,15.680540690676798,0.0,524,7.337384198146009,2.201215259443803,1,0.0001,0.0,3045.2593500031517,3.214215688598821e-11,8.002261957369777,4.342702964390604,4.937593431119983,Poor,27.620000000008037
WS_00030,-43.16108388245701,96.24927505607806,7.320591416346893,27.56782698739086,0.09201083689943311,302,21.634681065415254,6.490404319624576,3,0.0001,100.0,1659.4056129825676,1.1846774969150276e-21,5.153184082130238,5.319360173698295,3.5869133497116334,Poor,26.51
WS_00031,-51.12454046524943,122.00850437697028,8.455428281655742,10.659587642821961,0.11426780959586498,829,26.059912929827373,7.817973878948211,1,0.0001,100.0,3789.54839279959,9.136022237567262e-09,8.078196645475938,4.786985929106738,5.602006855805264,Poor,28.08508707245663
WS_00032,-48.630629938731374,139.58553203529246,12.940328763436002,22.30574687528538,0.12422266690285569,2630,32.322577137705025,9.696773141311507,4,0.0001,100.0,1395.3246244077532,5.426493681317248e-26,5.667872148291448,4.679349136164979,3.215264186478773,Poor,30.827422862294974
WS_00033,-53.44215529738681,90.04757205647714,9.873801417609808,17.008094832409036,0.13918503553324799,637,36.61923157785954,10.98576947335786,4,0.0001,100.0,1855.727629851785,3.1553002964447075e-19,6.408320599618055,4.911104478973178,4.502477459596654,Poor,16.56576842214046
WS_00034,-54.77673559579419,90.24569867174289,7.719359184969291,28.842728570496313,0.011601794741402953,390,9.150038977092972,2.7450116931278914,4,0.0001,100.0,2862.1272435158226,5.101760130642018e-12,5.354851891527451,5.083463500071368,4.01538261847792,Poor,26.950000000001275
WS_00035,-48.46273450037756,131.96818443331202,9.62341403332175,10.924180841099318,0.05593358486944378,3298,16.340500302762337,4.902150090828701,5,0.0001,100.0,2782.1281949420363,2.1159506313183477e-12,7.461183136835232,5.721131183025833,4.727304202264811,Acceptable,41.49000000000052
WS_00036,-42.56456080282988,96.17612663248924,5.367257091838666,13.122156123463082,0.09156885370731059,6360,30.752021556510147,9.225606466953044,4,0.0001,100.0,2052.5488013029963,2.916757528771654e-17,4.101160600134819,4.560715472529433,3.311144012631092,Poor,51.04797844348985
WS_00037,-49.35545605753788,130.33371750699422,11.807135822774157,19.827826964003673,0.05570364380500497,3119,18.946398432620203,5.683919529786061,3,0.00017169797612605437,100.0,5446.75041956723,1.0357353146439679e-05,2.1255054004439407,0.17008607627450534,1.5271482703272845,Acceptable,40.595002589338286
WS_00038,-54.715743312794146,130.30599504497133,14.416855549020179,27.272245722628647,0.0,1073,9.077099662042885,2.7231298986128656,1,0.0001,0.0,2972.138130280291,1.5838761840562575e-11,7.013141434834938,5.840474580099246,4.4294343427116765,Acceptable,30.365000000003963
WS_00039,-53.807995878070706,86.041934624373,15.475944915603208,21.060957025992842,0.04335347845575756,1515,17.287753298133886,5.186325989440165,3,0.0001,100.0,6039.1335086028685,5.0163544561472495e-05,6.97785564987265,4.60804678306998,4.800566990925827,Acceptable,32.57501254088614
WS_00040,-41.80326496973936,96.05630055728682,11.543622458418218,10.298339201904788,0.09098731324783725,3239,21.06797562129937,6.320392686389812,3,0.0001,100.0,9721.034848126304,0.012201259582985163,7.182491868270052,4.844362490833901,3.5329742209969774,Poor,41.198050314895745
WS_00041,-49.07198941928969,141.3471660473151,13.20944378494941,17.487954257704114,0.12567664260795913,1284,25.763838329594005,7.729151498878201,3,0.0001,100.0,2419.5107936137774,1.888334746911164e-14,8.802250896683486,5.20968247829626,4.8348122242967015,Poor,30.656161670405996
WS_00042,-51.215972961118254,120.10325999278726,17.1521601503095,15.587024150933244,0.0,7284,5.981592338925926,1.7944777016777775,1,0.0001,0.0,3196.400385090722,1.252564258907901e-10,8.033040530653185,4.982137770832917,4.1563092455441195,Good,61.420000000031315
WS_00043,-43.04899870181756,117.282941446753,19.042542249433936,29.957078462490717,0.15552198194411343,671,29.705384858211136,8.911615457463341,4,0.0001,100.0,1141.7649361562262,4.780619545943243e-32,8.41387727848803,3.9334591902072193,5.11057607829254,Poor,23.649615141788864
WS_00044,-42.48918806127147,137.2689008507932,7.897966084913007,28.17439409385415,0.11864033868196265,6613,24.59879167399854,7.379637502199562,3,0.0001,100.0,5683.44955514826,2.02368702576487e-05,6.965488141559567,4.118183999017964,4.7680496520567,Poor,58.06500505921756
WS_00045,-45.644711632051845,88.80472818339649,14.35933233383414,17.700940234374304,0.0,2731,8.043458152112342,2.4130374456337025,4,0.0001,0.0,4294.603245125994,1.384823229715317e-07,6.199356937506878,4.963945644248709,3.742742653656939,Acceptable,38.655000034620585
WS_00046,-45.45650377476225,120.99483562933662,12.032814038743528,12.255379158104223,0.10985788400670522,1083,29.577799914652385,8.873339974395716,4,0.0001,100.0,3439.290917956949,8.676816236921934e-10,5.344969064661241,4.511071407210657,4.44484627711013,Poor,25.837200085564536
WS_00047,-50.148918721555226,119.1300698729759,10.985322352378383,21.644503544305433,0.0,1431,9.4258325650469,2.8277497695140696,4,0.0001,0.0,3751.14036713478,7.210494904685215e-09,6.603872119660855,5.689943887665405,3.727167084653199,Acceptable,32.15500000180263
WS_00048,-40.07183152258246,93.1996062170481,18.033339220033326,22.14168832420217,0.08795914890815613,2436,18.430726221763333,5.529217866529,5,0.0001,100.0,1623.8162803714897,3.7249470069116754e-22,8.107574373931717,4.986942920993231,4.243590433111413,Acceptable,37.18
WS_00049,-42.87777842604695,106.0564809739702,12.608745709807485,16.32899981625534,0.09829661120401127,1211,25.69496602151862,7.708489806455586,5,0.0001,100.0,2592.225369630269,2.1073228889595625e-13,8.237246651885124,5.3567046410627945,4.95723938393207,Poor,30.360033978481432
WS_00050,-46.21458129332409,87.51813946516376,13.268192591240064,11.389920413793487,0.010698617660679016,1365,10.442319990652745,3.1326959971958233,3,0.0001,100.0,5203.1150929209925,4.877401755765052e-06,7.231550501963073,5.785705592957436,4.922110561846654,Acceptable,31.825001219350437
WS_00051,-53.67613879055057,126.63789722505894,11.159359817298926,23.25474480528838,0.0,6160,8.110230255226824,2.433069076568047,4,0.0001,0.0,3194.9975039178576,1.2375818073642849e-10,5.027406808839896,4.602170054101815,4.77391351739701,Good,55.800000000030934
WS_00052,-49.372153450818494,128.14438289523432,9.527199489161784,24.951037164983216,0.05503012626727639,2430,18.61590047123835,5.584770141371505,3,0.0001,100.0,3654.621351563294,3.89146061700895e-09,8.207760506330635,4.763520325898199,5.182101754349331,Acceptable,37.15000000097287
WS_00053,-46.45569681765788,112.49402410724721,7.270189073742513,19.522590411418356,0.04927441348672059,752,12.526757595574145,3.7580272786722433,1,0.0001,100.0,2747.8915425241803,1.4293272102553722e-12,8.446116967885144,5.372269097744673,4.687290984978658,Poor,28.760000000000357
WS_00054,-47.21091435379177,90.75180345085339,9.834850519039927,12.623336183052125,0.0,290,6.136241647620717,1.8408724942862151,5,0.0001,0.0,2343.6356313476217,5.848134048656917e-15,6.577363584316434,4.449649460127684,4.034631801803523,Poor,26.45
WS_00055,-52.450873580157705,130.5010824022461,6.9278171614397674,21.0795832278675,0.1774633973029317,4395,39.67543303242352,11.902629909727056,3,0.0001,100.0,2649.062171583254,4.3512790213621744e-13,8.419258582911397,3.7320962618051494,4.374312856960455,Poor,32.29956696757659
WS_00056,-42.68795975770759,107.33286122060733,12.53797309701799,22.02064115652309,0.09901374184568781,5191,27.073424325050155,8.122027297515046,3,0.0001,100.0,9229.904320732758,0.007553689973296886,6.485888945609919,3.923155508215916,3.7561894846173463,Poor,48.88346409744317
WS_00057,-43.23645673850556,134.2983869577263,19.63843218855699,20.28096455991518,0.0,516,7.418444937264416,2.225533481179325,1,0.0001,0.0,2193.7294374739213,4.547299091362041e-16,7.018610861559953,5.759958339591266,3.5240205915207254,Poor,27.58
WS_00058,-49.22282705522291,134.53760345150675,9.405721460255215,16.34255124481304,0.12128188413444153,2618,27.319477361539338,8.1958432084618,5,0.0001,100.0,1842.1399977153674,2.227540140579968e-19,5.242275444215829,5.069508164934517,4.42278047514334,Poor,35.77052263846066
WS_00059,-40.44700243885144,133.1685829272274,14.752378157631254,18.38480301290584,0.0,1111,5.852571256827693,1.7557713770483077,5,0.0001,0.0,1651.9822993729704,9.34498354961222e-22,8.998275717442558,4.133650422128841,5.399726528626724,Acceptable,30.555
WS_00060,-49.69084274945178,136.1328228093774,18.885701551153126,13.981843908064276,0.05760533632323706,383,14.3406144147519,4.30218432442557,3,0.0001,100.0,3947.1675654035175,2.2995688926232913e-08,5.876300728545985,5.129981544717216,3.680200324181632,Poor,26.915000005748922
WS_00061,-48.48762925309804,92.02600066944603,17.266770151343202,28.098858650755258,0.043559225275988676,5649,12.632035251959637,3.789610575587891,3,0.0001,100.0,3816.9220146990956,1.0783383877746967e-08,7.416307380142932,4.678179661244659,3.8282369828495106,Acceptable,53.24500000269585
WS_00062,-44.42508664074943,129.7331689173912,18.518287141499627,24.59293512579407,0.1689335078913964,1096,43.48515779362804,13.045547338088411,3,0.0001,100.0,6154.654303780507,6.586122657914309e-05,6.735595206793082,4.121274054832169,3.3000279782872424,Poor,11.994858671678605
WS_00063,-48.76461486281692,93.51532622832416,10.13666238487599,11.391063762158385,0.0,1042,8.728441593192148,2.618532477957644,4,0.0001,0.0,10290.321923400146,0.020086988289751116,6.16980236950699,4.817605056887477,5.001715378293957,Acceptable,30.215021747072438
WS_00064,-47.55125261376945,112.98104977066689,18.506429146037124,24.939349535526436,0.10595131957372794,109,27.992496414832832,8.39774892444985,1,0.0001,100.0,2220.3438650141816,7.338858459585907e-16,8.105042965862374,4.523365592102698,4.909502071570685,Poor,22.55250358516717
WS_00065,-45.650518257601945,145.75273759828315,9.962885400813063,28.528154602756185,0.12632614886488414,3792,53.68018927702477,16.10405678310743,3,0.00016653257227468827,100.0,5281.909488916215,6.269957107307575e-06,3.7281265195332476,1.0586942664538754,1.3789261528137946,Poor,18.96000156748928
WS_00066,-44.472834728390566,94.12621872751177,17.65033457052103,29.683893589814904,0.0914753752808955,2884,23.1104158567757,6.93312475703271,1,0.0001,100.0,3780.522252177183,8.645459366756382e-09,7.255483326700572,5.1239730366630525,4.161622351127047,Poor,39.420000002161366
WS_00067,-41.85319354705245,104.93236817706337,14.132050267967104,20.6363080703751,0.04550352413447591,1984,14.92494056605961,4.477482169817883,5,0.0001,100.0,3008.497130519074,2.261612425248194e-11,6.275036421911867,5.684605972687806,4.371293464502647,Acceptable,34.92000000000566
WS_00068,-43.03379828532337,88.63244670124526,14.094996064281627,19.185337647801912,0.04081653594583629,1002,14.141498644164324,4.242449593249297,5,0.0001,100.0,3942.0196704675027,2.2338791321918268e-08,6.635085521641634,6.360606746396525,5.225037159358328,Acceptable,30.010000005584697
WS_00069,-49.96643160543882,86.70989474111997,6.521668260645015,29.55308134157589,0.010934106107724691,583,8.359739008239881,2.507921702471964,5,0.0001,100.0,3732.6030758300335,6.42090893541909e-09,8.384978983102938,7.052504377435554,5.289274896398829,Poor,27.915000001605225
WS_00070,-43.12486507287909,147.7592497751852,6.164124051250992,20.564786306205228,0.0,575,6.8257404885861135,2.047722146575834,1,0.0001,0.0,2609.5471967644025,2.6372433442407067e-13,8.788695908709688,4.853713878132643,5.288897023246984,Poor,27.875000000000068
WS_00071,-53.18972012223913,124.18041334428045,15.114784587060404,15.093391818921969,0.11706428808790288,1983,24.299695128782513,7.289908538634753,1,0.0001,100.0,1546.2221991145032,2.485354978923816e-23,6.599549406812874,4.943816159220167,4.625365097844969,Poor,34.915
WS_00072,-47.550741411240985,86.31683253283303,14.73440357180084,22.06547405604021,0.08835259880308882,247,22.529380582610678,6.758814174783203,5,0.0001,100.0,1152.616545876973,9.844391746947239e-32,6.139995468825477,5.190363099692969,4.268863754745301,Poor,26.235
WS_00073,-46.447534872970984,122.67109763887906,8.402285546041497,27.1346188957707,0.05242677607867353,2709,19.620811708506086,5.886243512551825,3,0.0001,100.0,3768.821146444043,8.045345424840625e-09,6.7692497296220555,4.7852147833693275,3.805251023103665,Acceptable,38.545000002011335
WS_00074,-50.729865418688824,99.07234470201173,5.981410522450307,15.09949164900464,0.14530814381707952,1468,23.521072241902168,7.05632167257065,5,0.0001,100.0,1465.3882629645818,1.0918064951303222e-24,9.37245253340188,5.244289739638488,4.788091768967792,Poor,32.34
WS_00075,-54.75660804666413,136.56540954505476,17.72918986233244,21.122301044380052,0.0,3248,7.51022762245883,2.253068286737649,1,0.0001,0.0,1775.1088308035967,3.6979740540729715e-20,7.873248151422502,4.570909664778986,4.774497934522687,Acceptable,41.239999999999995
WS_00076,-49.762988621044464,122.15112318609415,5.397986162064469,19.75969902774613,0.0,752,7.532424955687733,2.25972748670632,1,0.0001,0.0,1470.7434479356652,1.3573019036629323e-24,5.295600736371009,5.187640345997777,5.080394663597717,Poor,28.759999999999998
WS_00077,-53.776432857008196,125.35142338203876,14.235758229338755,19.366935712454634,0.0,2623,7.6428406715448345,2.2928522014634503,4,0.0001,0.0,2817.4475303872778,3.1399887112219836e-12,5.645709176916629,4.976482757874963,3.749807230426558,Acceptable,38.115000000000784
WS_00078,-40.50866875768203,139.37697077433458,17.122740641345967,29.368269264600027,0.11872452209113094,644,24.9287540169688,7.47862620509064,5,0.0001,100.0,1766.3695741639292,2.896857443355111e-20,8.010906942986006,4.331319672304281,3.6510684962729902,Poor,28.22
WS_00079,-54.29973105316286,85.17320854805432,10.639762962719157,15.098560629633502,0.09205214013680331,1563,25.5191671602055,7.65575014806165,3,0.0001,100.0,4520.830525156589,3.843161270078243e-07,7.059031083102862,4.052541807053855,3.78117128607039,Poor,32.295832935873534
WS_00080,-42.94125738991382,111.78254731663128,16.194094207072244,11.03180839120633,0.047964379459029,197,12.744465565327262,3.8233396695981785,1,0.0001,100.0,2898.9401323721677,7.525151560110955e-12,5.617696578743129,4.797380315576173,4.975605849794735,Poor,25.985000000001882
WS_00081,-48.228881492076184,91.7571124643375,18.87032339637022,17.952240509083307,0.09239075601123298,1043,27.026034823678298,8.107810447103489,3,0.0001,100.0,4813.0444085371855,1.2462540055550168e-06,4.433455139059394,4.790503950559095,3.9466705484668454,Poor,28.188965487885202
WS_00082,-50.22103056532973,135.75693538761834,14.40954737985686,15.135653128256482,0.1227454575289457,1886,23.88054288967969,7.164162866903906,3,0.0001,100.0,5437.200543972193,1.0068871476574914e-05,8.714819753573243,6.09249755475884,4.809521343095299,Poor,34.43000251721787
WS_00083,-49.87955769462526,99.73989944174082,8.520364006401756,14.156768932926177,0.0,2539,7.338769787767338,2.201630936330201,4,0.0001,0.0,5590.512193077098,1.5662599801659963e-05,6.121191635043476,5.324219240740484,4.1343640032718465,Acceptable,37.69500391564995
WS_00084,-53.702253526419156,113.25434818973895,9.235522944789203,27.93885940838962,0.0,6690,7.753740932890299,2.3261222798670897,4,0.0001,0.0,3089.445130841929,4.850103421966849e-11,5.0593164338936,1.461554431231654,3.680756792816758,Good,58.450000000012125
WS_00085,-53.596608117503166,118.73081590580514,15.421552896456928,18.047090200988116,0.11373609985538344,934,21.00246550193267,6.300739650579801,5,0.0001,100.0,2479.295270872613,4.521033189852251e-14,6.306926441220828,4.609493381044533,5.01519221635072,Poor,29.670000000000012
WS_00086,-41.93868811116624,111.93562675001134,13.694335941378421,10.920232886270373,0.0,2322,8.584248989172663,2.5752746967517988,1,0.0001,0.0,2966.762402601493,1.5015068611086527e-11,7.699837762138751,5.355671592538346,4.8533904218836135,Acceptable,36.61000000000375
WS_00087,-54.6742266389191,89.85284217443149,14.593653138247797,11.043467062887744,0.09538786541681135,428,19.50430754213666,5.851292262640999,1,0.0001,100.0,1518.8660555126082,8.958540166826969e-24,8.244694650034546,5.203230009668208,4.070484476793051,Poor,27.14
WS_00088,-41.41231640568076,147.18569990178605,6.378689542626073,19.471107432722377,0.18294007581824281,1750,30.77826107973434,9.233478323920302,1,0.0001,100.0,2274.3584464242376,1.8730917398413024e-15,8.352676072673376,4.721920439165979,5.027469093367947,Poor,27.97173892026566
WS_00089,-40.13226756074191,142.43070528227207,16.56439580685796,25.773389261064104,0.0,359,9.524640367305482,2.8573921101916446,1,0.0001,0.0,2255.999491912436,1.3690959092759287e-15,7.705183101654816,5.271464328539094,3.982128374048545,Poor,26.795
WS_00090,-40.1676715709634,134.80937248100096,5.676911224041443,28.168387670927814,0.0,2705,7.0062401698489145,2.1018720509546744,1,0.0001,0.0,1455.142970826577,7.167287903469593e-25,8.724626414042508,5.504394369464409,5.213683508948028,Acceptable,38.525
WS_00091,-51.11633221166496,90.51331543794149,19.556742749845924,20.132267923917734,0.09347556744874022,864,22.93405076637651,6.880215229912953,1,0.0001,100.0,2502.877645740539,6.306924761536512e-14,8.181725230251015,6.052553333527664,3.8100423152808682,Poor,29.320000000000014
WS_00092,-54.41355286026292,99.70507679787296,13.882774941410116,22.209911030327735,0.0,922,7.934756116151586,2.380426834845476,4,0.0001,0.0,1814.676949574668,1.0846225646694662e-19,8.122348676798557,5.120551430871684,4.597982879677538,Poor,29.61
WS_00093,-48.837400108096595,99.22126513477639,8.512572327559628,26.508024059750714,0.09771871906029614,3766,19.7194349489722,5.91583048469166,4,0.0001,100.0,2309.2281078723227,3.3507783709436803e-15,4.726784639514827,4.958909362889706,3.930466817058511,Acceptable,43.83
WS_00094,-53.05012273366237,86.04948299905347,13.615789402596018,26.89044929746211,0.09180573978359242,881,18.981739630322853,5.694521889096856,1,0.0001,100.0,2239.3572624695994,1.0259091964587333e-15,7.907582346032789,5.21295900131141,4.957811368976042,Poor,29.405
WS_00095,-40.89162483387008,117.63569863346441,8.129448399940426,24.466572655838494,0.10462803348844076,588,20.75563576133344,6.226690728400032,3,0.0001,100.0,3139.1667940106418,7.599726440789316e-11,7.048595805683981,3.955704184217675,4.501618793633795,Poor,27.940000000019
WS_00096,-40.27785600495197,87.33652193076928,13.401608584846462,28.963314894496392,0.0,865,7.9520459719501595,2.385613791585048,5,0.0001,0.0,2874.156486654025,5.798990287152566e-12,7.975434563990708,5.244383854471122,4.442282994578613,Poor,29.32500000000145
WS_00097,-50.902788390174706,132.0969949447965,13.441681325121378,17.467425179661205,0.0,1681,8.693219548439917,2.607965864531975,5,0.0001,0.0,1975.7619728574487,5.553216008166817e-18,7.094315044800539,5.025665415903219,3.7468301849266723,Acceptable,33.405
WS_00098,-52.78978927453919,93.62781646298097,13.67382689966831,26.85238663040657,0.09663561978676327,1445,28.090628187122636,8.42718845613679,3,0.0001,100.0,3165.348584829637,9.572832197264334e-11,5.096019220508125,4.52638798169838,3.292081078773411,Poor,29.134371812901293
WS_00099,-53.7314447467886,148.37462790680075,17.50097934902292,23.054997708731705,0.0,1496,7.537329007051292,2.2611987021153874,1,0.0001,0.0,2458.8542732045835,3.370336806765932e-14,5.933986040289396,4.602000296038481,4.057198900232182,Acceptable,32.48000000000001
WS_00100,-40.61134570463301,100.91969653093578,5.589431804298854,14.388778479071737,0.09341048787547539,2350,24.90048971792361,7.470146915377082,1,0.0001,100.0,3325.809572741062,3.638493046531612e-10,7.4558494443096395,5.6576675839243915,3.7753830508728523,Poor,36.750000000090964
WS_00101,-49.469534398069364,116.0060243090731,15.44579551015226,29.007672766014487,0.0,954,8.537671516554784,2.561301454966435,4,0.0001,0.0,776.3612805095238,9.926307981455944e-48,6.757471900948412,5.0126209677664555,3.804154275828037,Poor,29.77
