sample_id,collection_date,anode_material,cathode_material,anode_thickness_um,cathode_thickness_um,anode_surface_roughness_um,cathode_surface_roughness_um,anode_coating,cathode_coating,welding_technique,power_W,pulse_energy_J,amplitude_um,clamping_force_N,pressure_MPa,weld_time_ms,welding_speed_mm_s,pulse_frequency_Hz,ultrasonic_frequency_kHz,preheat_temperature_C,ambient_temperature_C,ambient_humidity_percent,shielding_gas,cleaning_method
WS_00011,2024-01-02,Steel_304,Aluminum,378.06518427327234,127.14449201362314,0.6647335695284867,1.327929355398831,Nickel,Silver,Ultrasonic,872.0797788285943,,34.98599005437546,1073.5023148822593,134.00887397119016,908.0850566307558,,,20.0,141.58678210237125,23.58721354129867,68.8266061138764,None,Chemical
WS_00012,2024-01-02,Nickel,Aluminum,467.5145277414633,492.97159067837146,1.43619681093131,1.5962136845403678,None,Nickel,Ultrasonic,1372.9696216756706,,43.39229958245229,437.1723496033038,12.401058860281676,1376.7184747504098,,,40.0,70.16020649282805,22.418886531355522,65.85532532241658,None,Chemical
WS_00013,2024-01-02,Copper,Aluminum,199.69546991940115,260.8461274061625,0.8666234576449315,0.766003428142367,None,None,Ultrasonic,1041.6931166461018,,10.974175936009042,376.7804259518991,7.5448436279981745,671.5039800490362,,,60.0,120.37783937006131,31.516722994585592,27.206257201051997,None,Chemical
WS_00014,2024-01-02,Copper,Copper,276.4442375381944,440.3054771159506,0.48756781228760293,0.8894224043089358,Tin,Oxide,Ultrasonic,1235.360490214683,,42.62272222835576,1704.108963269575,135.82531558889414,946.0133980438906,,,20.0,117.72750470681049,30.614863915982383,49.92780077529822,None,None
WS_00015,2024-01-02,Copper,Copper,56.3358484773008,431.9386100009795,1.3172287028750993,0.7535161225524597,Nickel,Silver,Resistance_Spot,3902.8404183056214,,,1747.9804175647678,48.92001805101902,85.92366686540947,,,,122.43945388153111,21.42570558271207,78.95277121908676,None,None
WS_00016,2024-01-02,Copper,Copper,53.130914286481044,280.1838008582931,0.5472819423097532,0.5139266537530754,None,Tin,Resistance_Spot,4081.7164167592846,,,1477.8414491915266,35.11008998361784,117.03374208107239,,,,71.93413644627093,20.322726145879233,66.92655932049539,None,Mechanical
WS_00017,2024-01-02,Aluminum,Copper,158.05697920318397,368.00946880724456,0.5617883584866162,0.8959489222846174,Nickel,Tin,Ultrasonic,2375.528432776421,,47.57770942773279,238.25449751414854,5.543021475909099,257.8339101759045,,,20.0,103.82171778823869,27.699107173727818,60.720335829184535,None,Plasma
WS_00018,2024-01-02,Copper,Aluminum,95.36323871258837,136.73840468572052,1.8153950500976563,0.8624623612973404,Tin,Oxide,Ultrasonic,2450.1301223396877,,15.464344985605512,1827.370132956808,49.60459130701519,274.6931322156489,,,20.0,30.962082907310215,20.29222704700915,50.09841276143393,None,Mechanical
WS_00019,2024-01-02,Copper,Nickel,167.09511557108914,359.77851721710874,0.5498169086145074,0.5324203031772753,Tin,Tin,Resistance_Spot,6957.50681000662,,,1963.4301962308325,42.735280958991176,288.9417194643896,,,,50.45260956814813,23.57123220573072,66.33425191384569,None,Chemical
WS_00020,2024-01-03,Aluminum,Aluminum,129.66948253777883,172.57306066848028,0.3140439205589778,1.3813212502140018,Tin,None,Ultrasonic,501.3177126159211,,24.64991436832862,1573.6664652704478,244.20538845904363,178.1202639700897,,,40.0,61.76908020182541,24.831393786860595,53.42322244828306,None,Plasma
WS_00021,2024-01-03,Copper,Aluminum,62.83401117739171,424.42794353936785,1.3653772205100454,1.2733616084756019,Silver,None,Friction_Stir,3671.3658181662668,,,771.4840696687103,97.80996556685882,923.4596444634697,,,,123.31193706229199,31.467840089198095,65.79427026543982,None,Plasma
WS_00022,2024-01-03,Copper,Nickel,459.1868658827222,87.67585989900945,0.8590469389814491,1.416033779296734,None,Tin,Ultrasonic,1882.4994166419892,,47.01639511112136,870.9720674706688,78.79035939994147,1487.0577086545159,,,40.0,107.26208116784102,33.8274376649819,66.25165723316017,None,None
WS_00023,2024-01-03,Copper,Aluminum,53.70040912500119,397.91240279837484,0.8968850625142031,0.6811074669420556,Tin,Tin,Laser,1616.1115221299428,30.745739875772333,,1752.3097808819389,252.16321592207234,58.779833467569,130.4100947796119,195.5300299739284,,75.24340582552131,25.70140041490864,33.58672882934224,Helium,None
WS_00024,2024-01-03,Copper,Nickel,381.23696495168844,94.9716079558788,0.8544902414532867,0.37091296519531625,None,Tin,Laser,131.09840865450195,38.153596932335496,,632.3536043583042,60.81695377871699,42.31872648961177,31.947367214992177,189.16744120838422,,72.07167889412848,26.91996775913769,30.82253232617424,Nitrogen,Chemical
WS_00025,2024-01-03,Aluminum,Aluminum,118.46654911378243,446.53515660243903,1.122810558865084,1.263221955697614,Nickel,None,Ultrasonic,624.1023040407968,,22.452334773313382,369.5294611201012,8.848296624523163,1219.3858786305857,,,40.0,78.2793198428325,22.554228158629385,49.35611267158501,None,None
WS_00026,2024-01-03,Copper,Copper,460.50332989982,186.89203316075168,0.6863554608508338,0.7174468883348847,Tin,Oxide,Ultrasonic,2689.7043485743443,,38.21361958602962,1663.3281541758222,36.68519466220341,979.0268129268716,,,60.0,90.2791351215775,23.002370979927917,62.26988131839438,None,None
WS_00027,2024-01-03,Aluminum,Copper,451.75817281544863,344.4770141737586,2.0918679803056444,0.64061023378476,None,Tin,Laser,1249.562582788937,17.008676596539907,,467.331845530131,23.228071740254297,39.47079394066665,100.30198810833977,24.226636997858463,,91.4704293785448,29.016174479702563,63.82525400483594,Nitrogen,Chemical
WS_00028,2024-01-03,Aluminum,Aluminum,344.2555158661658,269.37602537912596,0.4780140086338692,0.5333771335854746,Nickel,Tin,Ultrasonic,768.4330361206432,,58.11037222441045,1823.869674625726,37.93935683356115,892.2938106591732,,,20.0,83.91373728984635,34.45135420406498,52.08984840179825,None,Plasma
WS_00029,2024-01-03,Copper,Copper,352.5053674102723,214.83641536805254,1.2491176953116685,0.8713938141757531,Silver,None,Laser,1574.723392974947,16.36242321978971,,1231.796041330569,51.69128707378358,93.90866599321164,135.52534935259962,161.9619174477966,,97.32620592792588,16.152322428421748,57.83776144004459,Nitrogen,Mechanical
WS_00030,2024-01-04,Aluminum,Copper,52.402613886359845,340.4488249325734,1.3785889856763942,2.200453880767631,None,Oxide,Ultrasonic,2389.5639776919975,,36.18451456759967,1155.2027195057078,90.68173764004861,505.8921111311321,,,60.0,49.965484574570326,30.407944124999535,67.52329571969497,None,None
WS_00031,2024-01-04,Copper,Aluminum,493.1922047511209,476.3853412480571,0.6839804932431005,0.776681625731289,Nickel,Tin,Laser,1645.8793608091057,13.51783648137592,,1573.9237296603244,44.13870573025749,77.90289370821878,30.118970809060073,117.0946082026914,,95.17028317132572,22.53959680054691,71.6732895835755,None,None
WS_00032,2024-01-04,Copper,Aluminum,445.02467160911647,68.57138631857984,0.5993753660417359,0.5798988877623047,Oxide,Tin,Laser,1605.3528496520441,29.04078211382154,,131.2840475936373,5.489794974256865,55.40399886706512,165.1754374493216,142.82732861503973,,147.31869172095756,23.243112743678328,50.021579207570994,Helium,Chemical
WS_00033,2024-01-04,Nickel,Aluminum,452.7978015785414,463.48378514739693,1.6629399782151335,1.385369236022614,Nickel,Oxide,Laser,1840.5982782303367,34.95325858254141,,1455.7240931977506,247.80239351192455,76.54059766117761,121.3485931128922,41.0849383610313,,68.26843443557071,21.477967497871223,29.954486196223762,Nitrogen,Chemical
WS_00034,2024-01-04,Steel_304,Copper,346.66004167289236,324.0867447594561,0.6093086184384409,1.0902490320164104,Tin,Oxide,Ultrasonic,1323.911831627839,,30.175301090882584,1237.1385133480571,25.515367736973662,388.31229910271634,,,20.0,29.466022143218215,25.816994080703363,61.273213422777545,None,Chemical
WS_00035,2024-01-04,Nickel,Copper,205.15411789454143,413.2914353460735,0.7383539440451825,0.34657685408194805,Silver,None,Laser,1106.4577077227636,39.36565227129359,,1095.1833068775454,34.32591561861694,39.650894112502264,93.57473857315738,186.9590547934277,,132.94296030023548,26.713618641362586,30.999371559455682,None,Plasma
WS_00036,2024-01-04,Copper,Aluminum,452.14189209071634,222.7437290454249,1.5583919389221643,1.3926009140337752,None,Oxide,Laser,159.83829614352138,46.34243934613409,,512.9196343188676,15.733758799395195,79.80769123267294,147.76115652587092,86.19482572701487,,110.9865234417128,28.2994352391478,33.231753610417655,Argon,Plasma
WS_00037,2024-01-04,Copper,Nickel,181.18261766803656,262.32933867692617,1.0175223633032642,2.898617456710255,None,Tin,Friction_Stir,1635.7939012907816,,,1675.9254450418453,34.04929092151072,3953.159105336261,,,,137.47264372730072,27.20881318091955,67.01913037236478,None,Plasma
WS_00038,2024-01-04,Aluminum,Aluminum,303.22019450399125,440.9828383105238,0.40715072360979004,0.27245877418606645,Silver,None,Resistance_Spot,6093.689080650578,,,576.2356135238122,13.556026541234589,182.23345870711327,,,,131.73028266716136,30.491192794035804,48.61993471712041,None,Mechanical
WS_00039,2024-01-04,Copper,Nickel,94.87893755474707,236.6815864144204,2.395350513332922,0.5391006385715802,Silver,None,Ultrasonic,2180.1120330703397,,15.236616574729075,1030.568462800763,48.33824770597976,882.7568070904804,,,40.0,126.9880444750871,27.45896863468283,43.417581131288344,None,Chemical
WS_00040,2024-01-05,Copper,Aluminum,464.88003355973757,290.59680503708825,0.7672018228869542,0.24068565226870028,None,Nickel,Ultrasonic,2993.0344036726174,,46.924567997685365,400.3526572932148,58.17189713327582,943.8518998309718,,,40.0,21.328571384009244,34.608640920795764,42.25292578933713,None,Chemical
WS_00041,2024-01-05,Copper,Aluminum,113.346705997046,59.08771538794981,0.8176027917649561,0.963047820698793,Nickel,Tin,Ultrasonic,1531.2775800673362,,23.38830592521432,1950.0493934597444,129.9414895809097,695.6393772782741,,,60.0,127.86441859463828,21.406704238443577,65.60437391667469,None,Chemical
WS_00042,2024-01-05,Copper,Copper,151.20356257868326,121.36910262711903,1.1364304049765752,1.6408150798903336,Nickel,Tin,Ultrasonic,750.7763672298933,,29.0621657987619,469.6124801947666,22.557188870880587,986.5542653584654,,,40.0,49.05798434401022,27.63545906720563,44.400864501746184,None,Mechanical
WS_00043,2024-01-05,Nickel,Aluminum,301.1603711576968,338.7589285886599,1.3668904267109405,1.0541664658612295,Silver,None,Ultrasonic,1294.1827986821709,,59.40423514162571,1626.1149627115794,33.728843640482815,368.20335567912593,,,20.0,31.45415201533956,17.24304034601721,47.19465714133884,None,None
WS_00044,2024-01-05,Copper,Aluminum,393.8418500958417,372.6396054787447,2.665927816065886,2.0057094710309675,Nickel,Silver,Ultrasonic,2728.766248912705,,43.76057114080968,599.8505765763373,13.332932706833164,817.633363613955,,,60.0,50.50835431735029,22.749273426176337,36.54496605101549,None,Chemical
WS_00045,2024-01-05,Aluminum,Aluminum,328.7080876713345,312.17042155302477,0.43603442832481937,1.5147874698073402,Oxide,Silver,Ultrasonic,2414.402560259803,,45.95561598541494,586.482151075197,98.25847221955367,1103.5222039706946,,,40.0,129.76230837087343,17.467038525910343,54.842843253932735,None,Plasma
WS_00046,2024-01-05,Copper,Aluminum,154.46026076007027,114.4895163240248,1.511308911964449,2.3421601902581384,Oxide,Tin,Ultrasonic,1080.5291547306433,,40.11954680872685,901.2497389171585,18.23460386751744,615.194290999544,,,20.0,128.91832984235586,26.452196142192165,64.39788014163267,None,Plasma
WS_00047,2024-01-05,Aluminum,Aluminum,50.42436913737065,250.43244286002567,1.4499148738580825,1.7862266606377373,Silver,Oxide,Ultrasonic,2883.9967984133136,,26.118174852136786,1707.1104318309524,103.02177860417768,675.6048824345407,,,40.0,72.00808988279731,32.85534634374278,39.08374254206156,None,Mechanical
WS_00048,2024-01-05,Aluminum,Copper,390.71776113834767,209.7926448634354,0.9337164669299443,0.8175268486990145,Tin,Silver,Ultrasonic,2055.4698367327624,,43.75579416531656,1406.3590932110908,35.25438798078701,329.88556939467117,,,20.0,100.23285295365588,28.692370719599964,72.01987657293287,None,None
WS_00049,2024-01-05,Copper,Aluminum,493.3432966599922,273.0476048157898,1.4823621272674705,1.0339260220467605,Nickel,None,Ultrasonic,920.1235007938092,,32.863416112231675,1756.106204309341,171.38050760944037,963.0287601251631,,,60.0,107.61869633662064,34.84361163337942,20.810472960932863,None,Chemical
WS_00050,2024-01-06,Steel_304,Copper,414.46090413774067,441.64806554934245,1.5954199750489693,0.6476930016734934,None,Silver,Laser,1758.2714733253483,31.393917141898534,,189.70337805372878,12.719584580107151,88.83264667658327,15.407285813454086,20.10606853024079,,102.40374511365087,31.507739316648518,21.456871027417225,Argon,Mechanical
WS_00051,2024-01-06,Aluminum,Aluminum,257.0929781704769,399.13764739639333,0.5010840675397447,0.8910737485178098,Tin,Oxide,Ultrasonic,1628.1921691599848,,38.552857997772556,1915.816183302189,69.05219614025233,801.1314794888928,,,60.0,96.50303035564572,32.64283006202582,36.13407984696074,None,None
WS_00052,2024-01-06,Nickel,Copper,456.69526762959794,87.79527562512152,2.3985952486777666,1.0313986936031199,Nickel,None,Ultrasonic,2549.24418693391,,48.56180005485218,246.56010055242928,6.725123750769216,394.5894184731855,,,60.0,128.51358249974447,29.522329532850414,71.690504031383,None,Mechanical
WS_00053,2024-01-06,Nickel,Copper,234.4314529032575,450.63913899855396,0.45868979441005286,0.9584348766699535,Nickel,Oxide,Ultrasonic,1360.4000740297797,,52.425405404966,1470.0242393497376,71.55858823804762,371.77983287571004,,,60.0,67.07638007941146,19.595661731484594,41.67008675334771,None,Plasma
WS_00054,2024-01-06,Aluminum,Aluminum,286.2203379095604,262.2952180174206,0.5668513717214888,1.9564405242499405,Tin,None,Laser,1848.6301496284202,12.38350026123468,,493.6289938946036,11.14374786242597,1.1817991194407604,157.29631023336424,82.41843265383226,,64.87862852776794,23.00087798291226,24.511677354381035,None,None
WS_00055,2024-01-06,Nickel,Aluminum,264.70839532805746,384.7379651986993,0.8773109075700711,0.8478224575107098,Nickel,Nickel,Resistance_Spot,2512.609363897812,,,1697.6052275686159,35.88352457074619,445.24237914457586,,,,65.7941561161533,28.84750410002357,57.73356727076893,None,Mechanical
WS_00056,2024-01-06,Copper,Aluminum,251.43074269948622,113.01765406895846,2.618156008927207,0.6274801720647147,Silver,Silver,Ultrasonic,2186.5086278999997,,28.437828791356598,1738.4872252862008,165.32730699615703,1314.374878125339,,,20.0,54.004667041932706,26.96802859275168,39.032471428127764,None,Plasma
WS_00057,2024-01-06,Copper,Copper,398.83584618225757,351.8237865681716,0.8571620273148535,0.6473905610016701,Nickel,Silver,Laser,968.077747302416,29.84255954949442,,1147.3745116626444,30.7314824471742,2.94590187136015,37.89596210149554,131.6679583316805,,139.39400821167817,26.014910744138767,28.138471523476273,Nitrogen,Mechanical
WS_00058,2024-01-06,Copper,Aluminum,287.0460082712714,156.34670792425607,0.9841598508964976,1.3875646162318285,None,Tin,Laser,515.7345369129913,47.24897205752416,,865.4543666081347,79.13838061805615,57.6886636874238,97.45339303707,187.52406593199728,,47.50235146783315,19.427412095472327,55.36657080360731,Nitrogen,None
WS_00059,2024-01-06,Copper,Copper,192.52270491134723,247.2714037134192,2.046312313863462,0.49580667120074157,Nickel,Nickel,Laser,335.50941989092587,8.204161873180038,,1607.4052926721877,79.04839338263334,93.17726650705796,131.1316919033854,181.67383146637695,,113.0026879138366,33.93619001354071,25.8281792977134,Argon,None
WS_00060,2024-01-07,Copper,Nickel,166.17117544631526,57.58829153694698,0.8605710733921457,0.9043009315743884,Oxide,Tin,Resistance_Spot,3102.822478687118,,,1760.659590535941,42.04034978729748,441.9415487332507,,,,109.63663096785866,15.972704121669459,46.983355658219864,None,Chemical
WS_00061,2024-01-07,Copper,Nickel,66.98629263534502,118.2247870687142,0.5547607404545682,1.9420616650303726,Silver,Tin,Resistance_Spot,5138.335224343062,,,1502.6933362805908,74.6276617816498,410.9591092140309,,,,117.63018559022706,34.00949785578888,77.84156065859997,None,Chemical
WS_00062,2024-01-07,Nickel,Aluminum,312.4378228473707,91.4362219056289,0.8117057205537094,1.1575424994253762,None,Nickel,Ultrasonic,2958.4457552138965,,40.79305286175142,1823.1418408526117,39.77802936594964,1304.0127407958933,,,20.0,105.53648013854756,19.818682905936058,52.56422580395068,None,Chemical
WS_00063,2024-01-07,Copper,Copper,153.4826369304654,157.8848778222163,1.9845573998371546,0.9633844799693568,Nickel,Tin,Ultrasonic,2540.148072361913,,55.03902723035843,1290.410015405615,54.87313693300464,1030.157602609062,,,40.0,27.96005384755515,25.001047782924093,48.1544387861359,None,None
WS_00064,2024-01-07,Copper,Aluminum,116.6602649073724,95.00814051094503,1.036067709671675,0.9822050323713413,Oxide,Silver,Laser,1744.826847788079,45.03328897714023,,1373.8966700399765,72.53621219389125,64.53168821352168,165.38118554965058,147.9832242741771,,48.52716218660822,24.679981271194578,21.98460430117896,Nitrogen,Mechanical
WS_00065,2024-01-07,Aluminum,Copper,344.22348372245494,361.35951197880286,2.6256516937796874,0.5976306869801129,None,Nickel,Friction_Stir,2954.990039684849,,,1186.5377270599095,23.965348071642637,3246.212980324524,,,,144.35561144152194,16.102349472414136,58.22043769220741,None,Chemical
WS_00066,2024-01-07,Copper,Aluminum,356.544166019697,63.06795599414872,1.4462405467701012,0.6514417110784537,None,Nickel,Resistance_Spot,5567.455913771056,,,1027.5082507366135,41.319073045003066,171.6344122647277,,,,46.89257654387848,31.512630694731925,39.93680855098037,None,Mechanical
WS_00067,2024-01-07,Nickel,Copper,388.4697015159497,327.9832252812491,0.724405132230014,0.9070199473349528,None,None,Ultrasonic,744.0848045840191,,40.90694575717224,1344.2351364354713,35.05814490139111,1343.6531050739763,,,60.0,63.43692452685279,16.648035243959978,62.76548742378597,None,Plasma
WS_00068,2024-01-07,Copper,Nickel,276.6096033523662,113.3185238715084,1.0258670446418732,1.1452655311497006,Tin,Tin,Ultrasonic,842.4240163978027,,48.18708636760122,1166.195252170279,36.47166191175362,851.5375247780353,,,60.0,143.96126454101451,17.265848878267402,77.54324976723174,None,Plasma
WS_00069,2024-01-07,Steel_304,Copper,452.32457234174893,475.3226557300536,0.652718676801256,1.6065274815498276,Nickel,None,Resistance_Spot,2990.5253732159726,,,1489.3559533704824,105.53935530589932,132.36832722166804,,,,140.50579507468967,18.87691528220509,38.837431576153605,None,Chemical
WS_00070,2024-01-08,Aluminum,Aluminum,471.3542390292025,469.8923328994344,0.7158987623929629,1.0473679560438953,None,Nickel,Laser,1255.2514748279625,28.246965493386014,,1875.0453334822187,68.14859956141524,86.77493878972712,140.02128238529795,97.44924981301524,,55.70530198308944,26.349423846251334,64.57863799901746,Helium,Chemical
WS_00071,2024-01-08,Copper,Aluminum,413.3169229066202,151.47639613443317,9.389031305198388,1.9667591525872552,Tin,None,Laser,752.4260297617827,46.95330858880984,,808.7896445592614,95.3329380799759,40.352798945747566,86.78933764406452,164.4346510563196,,90.91363536905534,25.162995428883903,61.6088330531914,Helium,None
WS_00072,2024-01-08,Copper,Aluminum,336.0170669036842,326.48958420036325,1.664146293026574,2.231332649393484,None,None,Laser,752.016638299356,46.99097271858505,,881.219995029393,23.88548487187916,35.830377347402035,55.96608439612822,39.07439085958494,,44.96126914869423,31.036085541041686,64.06680138002818,Nitrogen,Mechanical
WS_00073,2024-01-08,Nickel,Copper,186.6744291160349,62.6023937626063,1.53810170118216,1.4882986266690197,Tin,Nickel,Ultrasonic,2886.433297094937,,13.973557501707319,128.56379728985337,4.534499367602347,976.2844245416087,,,60.0,92.93649061972182,25.861709822318524,67.55905645059617,None,Chemical
WS_00074,2024-01-08,Aluminum,Nickel,492.3252147290995,469.30484437302835,0.7322815867391889,1.845021082078356,Nickel,Nickel,Resistance_Spot,5582.218939155047,,,1101.3656716970618,104.82294979803969,63.09082690274775,,,,46.49402419076803,25.349354799562946,30.33038024518195,None,Chemical
WS_00075,2024-01-08,Aluminum,Aluminum,173.36127523637225,285.34428868626935,2.1919510401548408,0.6093534751442802,Nickel,Nickel,Resistance_Spot,7290.680004774226,,,349.6618171493245,8.851261591000338,92.45863935023243,,,,101.88168477339175,18.96284861390134,58.56930163177428,None,Mechanical
WS_00076,2024-01-08,Aluminum,Aluminum,141.19561489569398,69.45041813800054,1.7327466368750202,0.5629302956249729,None,None,Laser,1888.645464057905,42.35165864254488,,1460.4013504216207,35.442095398564014,51.93228553883013,157.3572580763062,79.26258421194039,,34.43895638414408,20.738086475480628,53.99327310771229,Argon,Chemical
WS_00077,2024-01-08,Copper,Copper,248.96935120396225,204.12499685366183,2.5620574950106527,1.295616557653609,Tin,Oxide,Laser,1581.2239658993678,21.480471437008514,,1581.2151695325626,41.58648181077952,52.117883442120466,189.21328052539263,125.6810655135989,,67.14945557667123,24.42821403176137,33.753387853282405,None,Plasma
WS_00078,2024-01-08,Copper,Aluminum,75.57825682057481,84.58225783755539,2.5006659444933397,0.5113991358326772,Nickel,None,Laser,678.2568452640447,18.102303054222407,,1473.2070766513164,74.37596149641557,20.9788592774874,180.8056878631441,99.69968965451321,,121.03381677445194,31.669822005809053,38.523987214139765,Nitrogen,Chemical
WS_00079,2024-01-08,Copper,Aluminum,490.32250910230584,226.82499771801196,0.4773312216539514,0.8648614813787535,Nickel,Silver,Ultrasonic,2991.472387797435,,44.59774204878588,1138.6242617873424,30.32888134435467,1226.9471416378742,,,60.0,84.76194045681028,23.612259264115927,33.422478422705275,None,Mechanical
WS_00080,2024-01-09,Nickel,Copper,314.7951003873912,351.4668539725954,0.5741183354241486,1.4704904030379897,Tin,Tin,Ultrasonic,1312.7271001540912,,50.10792694929315,1115.0128521415118,35.9717458929449,556.1507942759062,,,60.0,143.75588024512223,22.318293834304868,52.55919101465432,None,Chemical
WS_00081,2024-01-09,Aluminum,Copper,300.62844124887886,261.4504586186478,0.6053830336985432,2.0272627058293415,Tin,None,Ultrasonic,2179.2643739192963,,21.626124185338462,1328.452487567643,45.07112917121933,1110.7075323385288,,,40.0,70.18764787657173,30.0366673950209,24.493294631954353,None,Mechanical
WS_00082,2024-01-09,Copper,Aluminum,345.108325954874,222.6749786237545,0.6237720251574107,0.8806387124816908,None,Nickel,Resistance_Spot,2948.4181949609833,,,1153.9315503922965,33.74716884447842,342.8728005746667,,,,137.06242142624478,29.746379105437754,26.928885498062712,None,Chemical
WS_00083,2024-01-09,Copper,Copper,273.66064149974295,103.62067049320916,1.1755383138512914,0.7225474780042862,None,Oxide,Ultrasonic,937.8774860616409,,16.359858759997838,1525.552698853686,45.738231357967344,1314.406584603962,,,60.0,121.70581675807817,31.49618884495191,66.26521445805835,None,Mechanical
WS_00084,2024-01-09,Copper,Copper,64.42858269254371,160.22257056214534,0.753217140128128,1.1737817611838555,None,Tin,Ultrasonic,2022.6041998620215,,18.25819817529438,1799.6028478928258,43.933954477070394,1460.7440213962964,,,20.0,118.32779751073387,31.392143299183527,36.51115780522947,None,Chemical
WS_00085,2024-01-09,Copper,Aluminum,325.54007997817854,95.06447948225801,2.818766196900884,0.5846325657828878,Tin,None,Laser,921.9873257208761,29.939729741721084,,1118.6460377898154,22.658735297590223,48.017846193588085,105.82264619543807,22.201987255773986,,81.6927366199505,22.212057902836754,78.58510981103086,Argon,Chemical
WS_00086,2024-01-09,Aluminum,Aluminum,372.2782446303938,413.3744292454973,2.5917671517910503,0.9170077785578962,Tin,Nickel,Ultrasonic,1110.722674097909,,47.375901827522426,309.64907425458847,8.21732107698193,775.6460633970768,,,60.0,85.21143846766911,20.106355158676067,71.21177683950768,None,Plasma
WS_00087,2024-01-09,Aluminum,Copper,237.53707728082392,110.85792259312515,0.9967744163692356,0.9960079653022108,Silver,Nickel,Ultrasonic,529.42953189078,,54.24623411203316,348.9624788638483,14.025951870745109,962.9118212817292,,,60.0,59.56760337712734,32.678215661994614,73.16030888463172,None,None
WS_00088,2024-01-09,Nickel,Aluminum,390.7830074320368,317.91801494700206,2.6582369653717626,0.9861054366884557,Tin,Silver,Laser,1524.432051189386,14.610870738151501,,814.2450490980573,31.590422755795718,65.76656841684195,43.820569964604424,10.08284271836791,,138.3286410082591,29.058524727623094,27.472567048655307,None,None
