sample_id,min_temperature_c,max_temperature_c,cycle_count,ramp_rate_c_per_min,thermal_stress_mpa,fatigue_life_cycles,resistance_change_percent,strength_retention_percent,failure_mode,mttf_hours,reliability_95_percent,thermal_resistance_k_w,thermal_resistance_change_percent,creep_resistance_hours,corrosion_resistance_index,performance_score,pass_fail
WS_000066,-23.496722528935152,67.11162754876402,638,8.13742701678208,1.5901765438636204,1475.1382195960125,8.774960525731826,95.06092162765138,Thermal_Fatigue,1639.0926053648163,0.95,6.372547836077707,2.6324881577195476,38436.74026663032,86.40373077307385,93.02006924511811,PASS
WS_000067,-38.14378688606063,75.64078601598592,1658,6.672062176680933,2.0765684554623496,1714.5255216377357,0.8202156317671921,94.26900162243012,Thermal_Fatigue,1762.4161911141719,0.95,5.8337621523688785,0.24606468953015764,24802.14861189925,40.23031963177532,90.6307675981334,PASS
WS_000068,-23.228927059587726,80.11281502280367,550,1.3002126692572267,1.8136475735459687,2800.2244326458836,2.077802141235819,96.75039737996926,Thermal_Fatigue,2880.3340194684547,0.95,5.986221338002558,0.6233406423707457,51308.96434197829,55.49316482407974,92.27605531603108,PASS
WS_000069,-35.20261940291613,72.67966146319013,439,7.642432316620043,1.3701049669995495,23504.464181460833,12.386097267847319,93.36904259057506,Thermal_Fatigue,27265.574851134,0.95,15.043379083581438,3.7158291803541954,28377.830997733305,50.385820156844375,87.99656135344526,PASS
WS_000070,-26.469664722847465,65.47093508459753,943,7.6755660668576065,1.1538545275834349,1579.2506616915634,6.588673055385379,94.48393907872118,Thermal_Fatigue,1313.4039102086938,0.95,4.109845598385037,1.9766019166156137,154275.47720635682,42.10775034751668,89.13096093388027,PASS
WS_000071,-26.84757871407693,65.61864292016102,480,1.6780220710181952,1.1604510815096865,1232.400988270299,0.10587027067722961,96.92420259890346,Thermal_Fatigue,1470.1481229735002,0.95,4.957721597179022,0.03176108120316888,102906.66942252265,42.19078015830996,91.57215745440853,PASS
WS_000072,-39.185300762717496,80.5608303763234,1506,9.656349738062392,1.5028139457949634,1224.117598452835,12.359722240620766,93.34052113128898,Thermal_Fatigue,1322.862288276536,0.5,4.526113716850241,3.7079166721862293,113038.75134218317,42.628425064287214,69.22303006050029,FAIL
WS_000073,-36.99004338935052,77.50529553459512,1687,1.229763766719322,1.7117053169129874,22028.503963314986,10.318654122649473,94.40720543316091,Thermal_Fatigue,18874.629600801713,0.95,4.351089820611373,3.095596236794842,11443.355297384047,76.89499319702492,91.47534416953982,PASS
WS_000074,-25.48288034246434,81.55546623330798,894,4.775008210938576,1.3593870015123086,3466.470222368104,4.160587380918336,97.27807529500552,Thermal_Fatigue,2943.6229069085193,0.95,14.492907001240898,1.2481762142755006,75470.26252985823,86.33194701845187,94.84063354657079,PASS
WS_000075,-30.403824993021324,77.30059824952336,792,6.197777393912991,1.3678461751803175,1045.9021609918698,4.672935781749576,95.70641200347733,Thermal_Fatigue,1137.7835357369006,0.95,15.29926018387608,1.4018807345248727,70255.8273340347,50.26290892362601,90.7656925585332,PASS
WS_000076,-35.366067675277776,66.96357508262577,776,6.723091527768103,1.125626070336939,2691.5942703520686,3.0027650985609284,98.1787530409375,Thermal_Fatigue,3015.6174109813087,0.95,16.94201421864631,0.9008295295682784,230998.61511842906,62.21423677329519,92.95634475594873,PASS
WS_000077,-32.463877785500785,64.8220372321362,371,2.3391334044894654,1.386324289001327,2350.8648425784518,1.799430452162459,98.63060797603472,Thermal_Fatigue,2489.7371588957453,0.95,5.351808493058198,0.5398291356487377,62050.75504405198,89.21765840332196,96.1080582998904,PASS
WS_000078,-32.5535970855786,66.60523228968734,500,5.272566871905799,1.5716674455979651,3545.9924893008915,3.629283509640292,97.29200300858652,Thermal_Fatigue,2928.9844136030943,0.95,7.944367129258034,1.0887850528920875,63559.32956359246,78.48845263128864,94.21846081195407,PASS
WS_000079,-25.853431809866215,78.20548827890383,1260,5.4099789950725485,1.8990752916200533,987.2844355567978,13.253963808025173,92.21817973231067,Thermal_Fatigue,792.0155871379835,0.5,5.115946778891165,3.9761891424075517,24712.975020689642,71.78218345522346,71.64566514957693,PASS
WS_000080,-20.30535752440071,82.74646275160649,1657,6.707077965175927,1.633371351374714,4742.009772793833,1.2766583091101407,98.26803185937533,Thermal_Fatigue,5266.6539344947705,0.95,9.508677338215328,0.3829974927330422,59152.544345610906,75.09100744300025,94.77970962344206,PASS
WS_000081,-28.0333861841494,72.28878258722979,450,2.2980613332527406,1.0333183383452054,1173.88627609499,5.01561228340137,93.67070684534076,Thermal_Fatigue,1016.2200000568122,0.95,23.70738438351577,1.5046836850204108,351033.55992355203,62.099144894904406,91.43937217353819,PASS
WS_000082,-25.306170692012106,82.07772105208412,1360,2.075957665735197,1.5302204573533713,788.3572244221175,0.5481205004129457,96.89459032380813,Thermal_Fatigue,804.8349468834384,0.5,4.374483122194986,0.1644361501238837,35657.34526856106,45.30388621750588,73.74487053638832,PASS
WS_000083,-39.293284660824476,74.09895469662446,446,9.668085834289277,1.167940065381724,1993.0227341604154,3.7252268879369934,94.0256787791439,Thermal_Fatigue,1962.4520885218997,0.95,26.235292358064342,1.117568066381098,237390.4266833341,56.7682890745919,91.36439659690689,PASS
WS_000084,-32.4515905183765,83.27786543507136,1951,5.146931620592547,1.7301553665040457,1659.9289000033118,0.7465605115036755,96.32659124807664,Thermal_Fatigue,1440.6952383513867,0.5,4.633627606239661,0.22396815345110266,15960.711812107147,70.64390978243748,76.10574107440797,PASS
WS_000085,-36.46134476029859,63.41417900315189,261,2.664563610615497,1.4931390802635847,1642.46258733776,0.92584369959258,97.7202268006971,Thermal_Fatigue,1619.1568324337948,0.95,4.831204668723561,0.27775310987777396,27400.167381594874,81.36637798175673,95.40293004843731,PASS
WS_000086,-27.353749422482522,70.69703931047798,635,6.373428249927668,1.230537398598654,2794.261245376336,13.696736048183169,92.0376231313207,Thermal_Fatigue,2774.3986953491935,0.95,5.1696493830789585,4.109020814454951,288471.1674212911,55.44463908349759,87.84296772015894,PASS
WS_000087,-27.481768483059803,77.38282438249365,371,1.707185898958784,2.076318938737958,1673.0812604635291,13.439081476215256,90.50760538744453,Thermal_Fatigue,1596.8256821994003,0.95,3.1364495173008144,4.031724442864577,17439.8149447259,71.84397913447552,89.2541945480719,PASS
WS_000088,-22.526626350532155,78.73812004915439,1770,6.211136945987796,1.7771962993144987,21866.876487201207,0.8599028355143574,98.5750233173385,Thermal_Fatigue,22664.96732936566,0.95,6.295472699906028,0.2579708506543072,68926.04641739161,55.788797308704716,93.03591354368386,PASS
WS_000089,-24.499030947124645,76.43314164131755,1697,9.369148915415176,1.2666987659849496,2378.236686395518,0.9222206222424406,98.59664175589195,Thermal_Fatigue,2834.764274466376,0.95,4.147001034775036,0.2766661866727322,251948.38204923776,83.55487089176974,95.79814925368264,PASS
WS_000090,-27.532160288970037,84.68302710901995,737,4.918695267926638,2.047927170013317,2849.518784427021,0.5700235118213595,98.52213229683463,Thermal_Fatigue,2765.0989880766274,0.95,5.731494550824721,0.17100705354640783,31976.90159637391,79.53352086338677,95.48677149215919,PASS
WS_000091,-29.54122236446738,75.53927742771256,1230,8.054450863816559,1.3187602723918583,1477.1184425745698,2.456734683124688,98.65083889721106,Thermal_Fatigue,1270.1145746251973,0.95,4.465853135571525,0.7370204049374064,180863.92044617145,76.80442302499158,94.67358967700396,PASS
WS_000092,-21.694420482574845,78.12520405584064,347,1.7477198697352145,1.9764285658606267,3823.185039574136,3.851085352371316,96.66305080437971,Thermal_Fatigue,3382.186252935622,0.95,3.108595035533361,1.1553256057113948,9913.404708134227,62.09247527554443,92.38653208271899,PASS
WS_000093,-25.48375311635641,81.9051003873174,321,2.0571210886797715,1.3477301114711062,591.0425581839719,6.493065629944903,94.29335717764056,Thermal_Fatigue,553.020420361407,0.95,4.536769306467845,1.947919688983471,177852.39082715788,55.231068161826386,90.43385856272727,PASS
WS_000094,-34.525224938582895,75.21584133664675,1631,8.58602802796694,1.2071517290275262,627.1152136509357,0.2485866114140825,96.1783748440054,Thermal_Fatigue,691.545030625676,0.5,20.8640363957712,0.07457598342422475,219027.15125522402,54.18148306297128,74.57924729167398,PASS
WS_000095,-38.58292560755728,77.73182373176012,1501,9.44780497259129,2.0413238509050204,1840.1081453543159,1.9678190076861621,98.93880046781413,Thermal_Fatigue,1518.8539240649238,0.95,5.898590642974725,0.5903457023058486,28677.169486999974,59.41460016836871,93.13887440809384,PASS
WS_000096,-20.066178350870103,65.71278861683241,646,7.798141077936007,1.3595966264380848,16644.261091379856,10.815251736574323,93.53383493877108,Thermal_Fatigue,13603.720069739731,0.95,8.901890789601302,3.244575520972297,106546.8029345887,78.86402651459214,91.34859411824115,PASS
WS_000097,-32.50744694767638,69.33280710683175,1319,1.8835068060991929,1.5225117981148968,3404.346484083857,1.9450343301164679,98.60310925677095,Thermal_Fatigue,2748.935484046683,0.95,4.5328814043767345,0.5835102990349403,23955.183698064204,83.68461936560796,95.50557348888005,PASS
WS_000098,-38.40781846653764,68.89353459112165,1504,9.272303220226606,1.5290442810716451,1648.8694325917822,9.702001674103816,94.58385733766346,Thermal_Fatigue,1810.6661298316367,0.95,4.58194825652813,2.9106005022311447,70336.40891030575,77.45453241049695,91.75162420635124,PASS
WS_000099,-21.277767388933803,77.50404932796218,474,8.033623234240865,1.0174527121840284,7599.695976941223,3.605512633242275,96.32356702887773,Thermal_Fatigue,7937.99305361882,0.95,24.03547305027182,1.0816537899726826,145867.93646436927,51.82570150247406,91.36562976605028,PASS
WS_000100,-34.06899502136454,74.19753732550977,1444,8.213800365401905,1.975864215330456,2094.684032066193,1.0233823722169704,96.31088669351931,Thermal_Fatigue,2455.522287368298,0.95,5.532043811234758,0.3070147116650911,28379.559555793738,57.15227014390089,92.67038964142887,PASS
