min_temp_C,max_temp_C,cycle_count,thermal_fatigue_life_cycles,resistance_drift_percent,mechanical_degradation_percent,crack_propagation_rate_mm_cycle,thermal_shock_resistance_J_m2,long_term_reliability_score,temperature_range_C
-39.98312733621852,115.52446669332349,6421,11328.72692933367,1.7813765197592475,7.161741117358309,2.8535872197812726e-07,10.0,36.76832545672819,155.50759402954202
-37.5137615012802,136.94105675766752,5977,815083.1432488873,1.421868951510304,5.9289197048348985,2.958390023465193e-08,4072.019225251219,100.0,174.45481825894774
-30.434662043975788,126.85981069726239,827,1261025.306961343,0.9582626672637149,0.853963242178441,4.129136879578342e-08,10183.678967554362,92.28139736246031,157.29447274123817
-37.09640190289688,140.64408245121956,7650,494985.7250515427,0.43640904698132127,9.286559800095898,1.5405684828727058e-07,7990.468395638841,66.59422068324386,177.74048435411643
-27.72480915956668,102.25155822510587,8506,674140.892393906,1.1564585965921437,6.9927599167757934,7.177594295628043e-08,8505.939198121849,80.82371270226515,129.97636738467256
-20.979754864578936,149.87160845510243,9324,1411677.6713670169,1.4779844800416915,5.364301096021705,2.4387320492039316e-08,4483.151294506033,78.54432640548472,170.85136331968135
-38.50684873410408,130.00479344893523,2327,445467.2870113552,1.478266614853989,2.452626866248354,1.4313407325937768e-07,32876.16640185043,55.60882603953943,168.51164218303933
-33.84009720797236,96.17314960878714,2083,465303.05200938066,1.6411265131738884,1.7950508779137175,5.984397070383856e-08,4959.552494326399,75.379868328818,130.0132468167595
-36.39346645997738,135.90940890868677,8050,1589660.617436333,1.5247011729434854,3.411626473087096,2.4993376061410188e-08,2677.1563695079794,90.36708305026478,172.30287536866416
-23.235855432611924,135.33195027624132,5500,538689.3009000913,1.1806369386942859,6.261429926700306,2.151621509293279e-08,242.75349726362933,85.11511368376271,158.56780570885323
-24.31824769078672,92.35594418593269,6163,348969.6716035505,1.3002406075979032,4.839748425453693,7.919865514107859e-08,3772.7766947589707,70.81719926625087,116.6741918767194
-38.91672309573708,111.84542762119854,4564,40134.66482577435,2.3762810159988748,5.683411730431373,1.5036435645949619e-07,10.0,41.79978116218662,150.76215071693562
-29.64694142408826,132.0945532645355,2270,508197.9999000348,1.566497687609396,1.45986248426188,4.6527156874914605e-08,10346.362885806377,87.18496743952556,161.74149468862376
-31.389557219143626,117.67828371491612,5487,566336.8504432753,0.49519392913008536,3.711677604900791,2.834167639598167e-08,416.6635275076383,89.54896381917801,149.06784093405975
-39.14804758138811,94.48595717721521,581,114188.53632058621,1.0604317585117407,0.45717811425532506,3.6974737314885945e-08,12.141349604217082,50.771554232612345,133.63400475860334
-37.06626125902515,107.87119170105116,8989,289256.0210258031,2.222681838164085,4.70609430972329,8.458038984301645e-08,2513.097359096769,47.46495150142298,144.9374529600763
-31.77485698552637,88.23730461601401,3879,83575.4975135097,1.8050815234968902,3.5216070784264604,1.2393446832413323e-07,15.218902066556694,47.46436607389039,120.01216160154038
-33.17435640341208,88.53235927142742,4707,62856.12172062077,1.3936084511982623,2.914196229316137,1.8235497963225276e-07,10.0,51.597869667326016,121.7067156748395
-34.262020943884046,88.5612456172275,3030,650080.6670411988,1.6224643711925528,2.511876660186197,4.004289100064788e-08,10130.815621555908,71.88854664488535,122.82326656111155
-38.43596880626626,85.20085798564703,3012,55857.64783655781,1.3130381139737886,0.5995954788639771,1.7824711116370246e-07,57.6725119065064,37.473874798553965,123.6368267919133
-22.43688764935148,144.61478427889813,1673,1956199.1382354514,0.9456056864709987,1.7422985305582548,1.3868811798426773e-08,9008.673130750698,80.75578160654877,167.05167192824962
-33.1241019163312,83.84153045985163,5722,314645.32514142623,1.000762608317776,4.987209087853899,3.856342697259647e-08,4894.610205465609,73.56248979041,116.96563237618282
-30.86757320072116,98.94725447088987,7282,123718.39785586148,1.1408656338966976,4.918997631337552,4.898743123247761e-08,15.476550901699099,61.648312166767674,129.81482767161103
-31.01825612014809,130.81181654540796,7154,783725.1026746195,1.4000284123929394,5.877055337777753,1.854391549646213e-08,11469.571269844157,90.67168297072816,161.83007266555606
-39.09829860833842,114.42281714153351,726,2901090.7944818665,0.9401700276894907,0.5777595012952473,2.1303841772656254e-08,19707.727056441745,100.0,153.52111574987194
-31.1694750530849,139.0560787929881,8047,4199475.16362812,1.209178491200018,9.02476447170334,3.139897566346638e-08,88575.15982783317,100.0,170.225553846073
-30.31985473055525,88.28276847392112,1468,853812.4882972812,0.7505540552312593,0.7385089486222782,2.5391771153461303e-08,3939.9499101265137,97.67565003818912,118.60262320447637
-33.37057032662198,136.08924509648327,9827,245279.90067524547,1.2803712829240863,10.818053248998822,2.1002457273142137e-08,470.5498570300538,76.41074521448427,169.45981542310525
-26.27152697505204,86.23532667497298,8007,22627.33973870807,2.208783987191819,8.136065176022408,1.810012455550901e-07,10.0,27.980782245974506,112.50685365002502
-22.0432706826105,144.96323419004113,5164,485842.0514495376,1.532757907667474,4.004695171019333,1.219939869579688e-07,3094.6338200244872,64.61866698593512,167.00650487265165
-37.100579454240844,137.57072881797075,9807,344703.8786512763,1.4435179756397987,15.388186260884876,7.450993019338906e-08,353.1411810372355,64.94823897579673,174.6713082722116
-22.026922470469046,82.37639585487405,8143,1871143.7118457474,1.1432776441234787,2.170928661197399,1.3562382790235997e-08,5496.28732917618,81.4892387240507,104.4033183253431
-31.93185133991262,101.49240909406005,8961,367051.84484836314,1.887208702484031,3.8959130124217327,1.169727743105347e-07,360.65044592311057,46.61578067403897,133.42426043397268
-39.24981583941647,102.02568346456027,7025,1545267.4720741983,1.2886428309967974,5.788778416422357,5.210290864294903e-08,41718.91982684861,69.12747046321918,141.27549930397674
-29.491971240992996,126.18542918173739,5568,649349.5337463394,1.303064835862251,5.796725507726871,7.152193916141943e-08,3551.9460450130314,81.25412394559436,155.6774004227304
-30.197533906946546,135.71458739800389,6468,35046.02689411943,1.9954135928518235,6.441866154324725,2.384479737522977e-07,10.0,35.19053525067681,165.91212130495043
-21.50691793696739,94.96288570926217,4309,1235189.8451817245,1.1684132820204574,1.93474642277361,8.386720852472438e-09,21714.98838868097,62.50041890729627,116.46980364622956
-32.75981829256403,110.31895496311847,1462,134678.31067680923,1.1581603075845768,1.0755140045426708,6.036845880423652e-08,160.1847068517573,67.13583981291879,143.0787732556825
-33.797796482625905,141.87222884740942,6304,116148.02583918419,1.2573037897596648,5.768772970407279,1.0495163824064977e-07,116.74010714429193,57.51409415855308,175.67002533003532
-25.55431096369211,123.81893901216618,5328,158170.01993199383,2.086886215123125,6.394668251526857,3.65701240633824e-08,113.410431188903,50.324417271315426,149.3732499758583
-31.83276125028593,101.7831287893884,2472,291923.0713255798,1.3780016817532756,1.0889758852037643,9.576588171323303e-08,2083.3786214914494,52.858301043871826,133.61589003967433
-21.541246329788372,125.87676851656073,8365,1506801.3185196493,0.9940176616873966,6.759034301159064,6.7047067041567475e-09,32007.463781353217,79.5952386771287,147.4180148463491
-20.39765027050458,139.10836226123345,7544,2146280.4638998243,1.003443288100947,5.392612165504339,4.897984354622329e-08,59266.04122621854,91.51741294908985,159.50601253173804
-37.83958106095059,143.49678460212684,9937,696709.0910898767,1.468464643994619,13.342406869257063,9.164415314653704e-08,13914.253019251637,57.7919061732426,181.33636566307743
-33.80720387403723,105.79491086921335,9702,17713.338265704217,1.3670645233142351,4.675371763638088,3.9736866587166513e-07,10.0,22.516712831246892,139.60211474325058
-39.49183780069198,85.22463965695776,4901,4466286.908196334,1.2065028899984438,4.473066830337245,2.0830711602022838e-08,13245.782136459087,100.0,124.71647745764975
-27.887273266703147,136.29777041430478,7418,82383.95350952112,1.8586987827935262,10.166665114701305,5.181653375204065e-07,16.084329282012963,61.921751656687626,164.18504368100793
-29.456632763518492,146.01313741614547,9034,990910.7254749248,1.1277546739974347,5.510180913251714,3.284220228666037e-08,773.7663143609263,69.47246317017418,175.46977017966395
-35.91913047170558,106.86081445571217,7375,2850941.708243071,0.9906271069297926,8.604039319311196,5.4862760629298836e-08,12518.442825477758,97.00910509257935,142.77994492741774
-32.964474753802975,107.35029334952351,6296,310080.83475404326,1.7028096784998599,4.959985180300491,2.932635642740334e-08,1500.9134425080567,71.07788984976584,140.3147681033265
-37.42603959914533,118.91107401075865,9797,842938.2276670287,1.6266165628882285,6.362545134535231,5.609883889089594e-08,7494.812106266838,78.81641586409894,156.33711360990398
-37.01388015634622,130.90711834076652,4620,1168101.4156268053,0.9001665692106843,3.4099833051504875,3.040181577255422e-08,4343.065717730349,84.16049483630505,167.92099849711275
-30.207739317760556,111.00674370287845,6872,517029.45758948487,1.536398340292654,6.4676462212138714,4.2969197861597744e-08,3120.5688051399766,85.82338207585673,141.21448302063902
-22.396156334673794,97.09152517189568,7018,281331.1260572609,1.6085914200323477,5.039749094476725,7.610491492329991e-08,478.06099375085046,63.874348780967715,119.48768150656947
-30.049233022473167,145.10241229507773,6431,25329.526432196624,3.0426290137872085,8.15065757423102,3.0278818377419965e-07,10.0,12.161314729006378,175.1516453175509
-35.24041576983968,128.95583754045632,1118,201440.50495613663,1.1315364804851245,1.3661764958639466,1.8470766057348775e-08,249.7058514231004,65.6558956549607,164.196253310296
-24.268156191303195,102.60823557524742,2344,551787.5243486637,1.5520427461308426,2.4236459463419595,1.0399403503835922e-07,1122.2926605949394,77.33693870179573,126.87639176655061
-23.831626057510952,144.42361374643153,6777,997120.4083444856,1.755090361265606,3.1515492187879626,4.302434043489024e-08,782.6279457411695,84.6366723288765,168.2552398039425
-25.758469621409088,82.17903286944,6164,28471.356714025307,2.0935067153185223,3.9563611605617726,9.96152609575042e-08,10.0,30.668560031632165,107.93750249084908
-34.31935083844071,113.7826302194286,3058,560191.8149124066,1.890220293502629,3.0432635276344295,5.6953389256587795e-08,991.4974932011544,75.90585915670111,148.1019810578693
-29.453853831149566,121.59794950095281,4114,47456.84009750617,1.8426092442172912,3.480304756028621,7.969619773068356e-08,10.714858466398082,39.27780920535077,151.05180333210237
-35.64409768163674,140.3669040639861,618,1409074.4372972972,0.6990364639904667,0.7284517473002291,2.7904772610567763e-08,2523.6114862170793,86.72115779864068,176.01100174562285
-21.548078951004634,91.1648948952447,8265,78382.8004540366,2.229110020017293,5.662663020899845,1.7836954032474748e-07,200.06082461250372,42.45788993542556,112.71297384624933
-35.641135278900904,112.30862913979004,2922,91437.47806187074,2.0324701405551107,2.887407579347251,2.867792259325432e-07,106.28766375368669,61.48142187387084,147.94976441869096
-35.04722578844781,94.83274839975286,6460,109198.98480819607,1.6675199376514571,4.122122764731347,9.133996986161204e-08,197.28322926561404,52.981865145270696,129.87997418820066
-33.25583774344972,106.6572018523917,5157,266991.28919790854,1.327932618019667,4.3030527087448585,1.1055109085767652e-07,671.3502166136166,67.41604224455132,139.9130395958414
-25.484420303120654,85.03103588481764,7971,214779.12073613107,1.6084494395217146,2.4307934281314925,9.521206418461354e-08,4968.041863549115,64.187813267483,110.5154561879383
-27.399668014783458,98.03928747461299,2019,101593.44981903365,1.1905323682359616,2.1165481973866855,1.6558774090333684e-07,77.38866135890122,51.94620250007884,125.43895548939645
-34.75727053633419,145.52941778543402,7725,1724781.947934817,1.205504621962381,7.746328304725903,2.6345618290463513e-08,5543.913719834494,90.21448291825311,180.28668832176822
-35.77443471878265,117.87650399426941,4520,70949.03278607095,1.660187927942415,4.06638423932461,6.688237438377874e-08,73.73358249732043,53.726902368855214,153.65093871305206
-32.28880025904411,108.13474358414518,9842,7640449.651317403,0.9974941808493422,12.3618819439935,5.845356672072104e-08,64975.420753780294,97.77644817658033,140.4235438431893
-37.83531306455516,87.20278948967068,3936,598616.9341485363,1.2545538961168587,3.002663220399287,5.732866142154519e-08,2392.557597315881,73.44502003482393,125.03810255422584
-27.01303235301858,130.4746326775095,7267,69193.44278085255,1.2680683067039666,6.5606483902508606,6.482960918425726e-08,138.4873720861054,53.243351366648156,157.4876650305281
-27.12290025570799,91.83829430910053,7330,1525248.4042270323,0.8251503502523472,4.64947798039842,2.553825520936538e-08,38223.90230590724,79.9651975409974,118.96119456480852
-38.51128068055152,137.8279476826874,9577,427588.41651170363,1.7721845567738932,11.399345635024353,4.4461307673943914e-08,3765.44428593872,69.47114675998868,176.33922836323893
-33.455168108957295,97.33396051642328,3311,429492.4946730077,0.9511051898392816,2.8610748309967913,1.6290381278639173e-07,3241.0217557625797,59.494224553873096,130.78912862538056
-21.836410592737085,111.79170471745431,3059,280574.6129993221,0.8535139649795188,2.6614966847661026,5.385896627113888e-08,448.55692950853415,73.15261118886768,133.6281153101914
-39.73364564833554,80.7593409447571,7480,1062677.873425781,1.1396618681833377,4.276700461385133,4.2346062217474625e-08,1339.7653674937835,77.2794139608854,120.49298659309264
-20.881171779964603,141.0213546847874,1003,535716.7302467478,1.3726263430821979,1.223074868197386,1.2674774897883628e-07,4159.384512334329,71.99661841667995,161.90252646475201
-37.900228859918876,141.41409218345797,696,1261197.2278121023,1.2372460947218755,0.7922570754077644,4.7405781785945647e-08,13741.608610424215,58.37226562444926,179.31432104337685
-31.99767043421311,111.81724624377888,1732,150639.8171733376,1.312601091307286,1.2543187172894144,3.1128713695854856e-08,273.03066658680325,71.37172165349473,143.814916677992
-35.44810331334663,128.9753787635982,6436,748212.0905420824,0.8775848411587329,5.830188699824333,3.5287172525473405e-08,11747.352651292364,75.08017478751746,164.42348207694482
-25.955649010317767,104.62489486606486,6949,423357.19447413355,1.5208095981766852,7.040767934232132,3.749760166264048e-08,2725.146558138501,85.9740942290585,130.58054387638262
-27.24565496909671,121.64822332299076,5517,421431.6638884383,1.049268096371011,5.416935763803645,2.0984648058178064e-08,526.1059457263524,87.74327622013368,148.89387829208746
-23.384268735524586,125.09418400925973,2568,456829.78148200817,1.3561472265275096,1.8200903998380895,5.935144311963413e-08,3047.762676847538,66.15914838943809,148.4784527447843
-26.81888249789246,98.64542109758611,9477,4248701.026387746,1.1693506615558433,9.530254967391235,1.173561820107814e-08,18055.000548097472,78.05991481112281,125.46430359547857
-21.931451675011857,100.46248911869131,4055,673277.2799622584,1.1789246189125884,2.83884089592677,1.8088089014623053e-08,27211.553655283053,80.4894702414578,122.39394079370317
-34.22500620396269,135.67191199138267,4331,538406.844964195,0.651063199388683,3.876489366917866,7.402466310062318e-08,6261.395260745301,64.69271205287791,169.89691819534536
-34.35827731604644,103.39246421031679,9592,636026.284573788,1.6673275362528142,10.773606076221125,4.964188749272637e-08,3469.4737804595347,69.19318445521506,137.75074152636324
-24.75902504808529,105.93984972739278,542,288923.37744040653,0.755333471137336,0.5326246421703653,3.289508706177784e-08,342.94739710291753,58.8438180222021,130.6988747754781
-23.83026680154874,83.34911719805643,6221,155667.91885309157,1.9587238059774916,4.187489631116243,7.344897730115513e-08,12.262427831992285,57.12603381402498,107.17938399960516
-34.42604242312751,111.64346175416502,7955,161310.62548628385,2.2680043761438684,5.6754565936666,5.5459941389764314e-08,10562.209377527735,48.832073788446614,146.06950417729252
-27.564398232332046,81.4888534439867,5099,285210.18326809094,1.354954667692395,2.537076077659869,9.784573867920949e-08,820.4013794191267,62.125700017602256,109.05325167631875
-36.19114666759643,107.54322350459132,3709,73042.73633163968,2.10850323313431,3.5857963140689137,9.660043069274742e-08,12.567713777600934,49.58612107713342,143.73437017218777
-20.35000200293024,102.00433265010719,5647,1390420.81155141,1.3522151735480215,4.655607348983183,1.2357867401121281e-08,10863.137461158372,75.34427045626632,122.35433465303743
-33.517374597757524,141.23369247731412,1571,69127.64204840835,1.520642464244821,2.0343036815222053,1.3644619063517175e-07,55.22066990651483,43.6139920403414,174.75106707507166
-23.49277818342341,120.50075533448017,3572,1704238.4533897461,0.5484013398582209,3.4285245087148097,1.609074840114332e-08,16162.073375972885,93.44132862887581,143.9935335179036
-26.03799671348432,99.32217572495922,6114,668379.2987486221,1.797898949463006,4.621558664224675,1.3701139925163692e-07,8738.931941367315,63.88290790502273,125.36017243844354
-39.211920930552864,94.29759811115936,7935,344439.10002044984,0.8948971224330343,5.104546197093812,3.242962278586759e-08,1663.3921722608818,64.71300871278967,133.50951904171222
-20.129414758715495,93.78769316339373,6662,106378.69011580064,2.01276418332223,3.4015818197119163,4.9099105683797395e-08,17.681188829654918,59.57395880351327,113.91710792210922
-30.913083500020768,102.96464941275377,2239,53173.72712656477,2.5501966730286707,1.7762353357868648,7.54744609312844e-08,11.51918760883395,40.07663157456753,133.87773291277455
-37.485633718807385,108.68866769687854,4403,300322.6224897309,1.4464708152415116,3.037029628344188,7.065986255249872e-08,169.1705190339953,79.30013803025506,146.17430141568593
-26.66754806252852,82.46324144957572,2879,34557.57342253141,1.3543421882306181,2.0212430020030134,1.2459845211056415e-07,10.0,35.20492928347432,109.13078951210424
-33.031739689400304,89.96481836502791,1334,142626.14808144732,1.5913895999190966,1.4684608221542634,1.9888607905394223e-07,399.1989902650866,60.02574433861329,122.99655805442822
-30.373121852169565,112.23798360957733,617,1689641.228195607,1.8444010164380251,0.3478197616437124,3.9386758422904475e-08,6177.020219447157,72.01627630276568,142.6111054617469
-32.23262690793293,135.6596046482352,8712,92793.08396393094,1.5644543734461833,7.671757572142369,9.212511191259796e-08,101.40190532697434,49.14159549682733,167.89223155616813
-37.253791693808445,102.0143895647754,6310,351935.20975848584,1.6007966499334831,7.490603476755397,1.1744341723871642e-07,6029.676966747049,58.57331181823381,139.26818125858384
-27.913602771062312,118.34620181110299,8022,381631.22737779666,1.2160659216465701,6.425774393092223,1.3784112377825489e-08,6672.748765995368,100.0,146.2598045821653
-30.46354705286049,93.21185016990955,7261,5701680.128550872,1.0676227586833602,8.216299365879635,1.2850569866072139e-08,16280.195756476414,100.0,123.67539722277004
-34.07343015422869,118.86369476754177,9290,177448.6880058635,2.0850856985468984,7.191250061355237,3.3515155771156774e-08,175.06471401070706,74.02854603254146,152.93712492177048
-31.992793857170863,140.42367790085433,9887,493362.84004135506,1.3474737902527243,7.7284106476980305,3.6960619652013415e-08,434.90260191559577,73.46065834965351,172.41647175802518
-39.39995527458679,139.80973584342473,9782,126141.64206706684,2.3818987368192825,13.079560715118962,4.39384148190862e-08,683.4829294907804,59.55491724346014,179.2096911180115
-22.11425991279824,101.62470669771426,2420,110562.61082592193,1.8033607432853604,2.999630158214881,1.5057170562397552e-07,98.1376701575419,56.83018146929951,123.7389666105125
-24.57178869678479,110.47312076534458,1782,61621.16227974965,2.2784139477329743,1.6944871104638113,1.5854671043070448e-07,13.269317287935397,47.42660964984707,135.04490946212937
-39.7201579802192,134.50920761974388,3827,96882.13714067842,1.1708730727265722,6.6782072399183585,9.462088908562188e-08,13.050880433255719,58.834315340977874,174.22936559996307
-35.59907352139031,94.3296344640072,9853,1087840.4805625838,1.9793410179267439,8.52607620497454,3.23178200616612e-08,4052.7823252757357,70.23654247458147,129.92870798539752
-22.504688623302933,114.07474218179848,3955,2208400.2919868617,0.88666566707017,3.943548871081229,1.833972003175945e-08,12419.453047121619,100.0,136.57943080510142
-30.906685639141102,82.0407984182769,6459,243701.57270620082,1.7513816717204118,3.6211741612780095,4.624594426825578e-08,21.51648394685043,52.26776703724683,112.94748405741801
-33.45980385143956,98.0689197653779,5829,2858114.7770043514,1.1216983607193436,6.089822513656956,1.809979232689445e-08,18945.467941692426,100.0,131.52872361681744
-24.583160430357527,93.72667464842617,5005,1531915.6969662632,1.004313407099789,5.392233187102192,5.672542907557864e-08,8676.502187528265,92.25451832666086,118.30983507878369
-39.1582256179712,127.3032053796184,7038,15955.018400498011,1.911874337601498,8.616859835136236,2.7504457511228346e-07,10.0,22.759003515193967,166.46143099758962
-21.868546640113028,112.64182428367377,1921,961970.5353125394,0.9299502370420676,1.0205240754639506,3.018718127258236e-08,48278.34143083673,98.56357460102414,134.5103709237868
-39.99626855444089,108.23587206864366,9334,2129274.3204887067,0.8667737249281922,8.81381719729192,1.605302008979086e-08,20997.612455336453,100.0,148.23214062308455
-20.120672862008334,112.0294617999651,744,30833.197702047346,2.1507023105523135,0.363556840298257,2.8666683067511724e-07,10.0,10.622946389788764,132.15013466197342
-20.878813982962395,80.95011276349436,3673,26497.30933321193,1.6382661621813848,1.8749801296091118,9.0833054875023e-08,10.0,35.095382228237774,101.82892674645676
-33.66928618255018,143.33579647892861,9858,544282.8614275161,1.1116743099901008,15.561371962077649,3.020460021807131e-08,403.58133046282484,99.85840183109359,177.0050826614788
-30.848835927164757,106.10833271426279,4609,939831.9564058292,0.9185062883453525,3.1813050995489904,2.7097055808758674e-08,41021.00864430256,100.0,136.95716864142753
-35.93422360532169,96.65387416433198,3497,4405925.700374189,0.5039248014029686,2.335972412929363,1.485412874732974e-08,19383.73921136337,100.0,132.58809776965367
-21.303732635694647,144.65127679591023,532,39989.89133961313,1.2965427062971093,0.38500010480520025,8.117976649179751e-08,82.41019482240605,37.39335103934741,165.95500943160488
-37.142580350464605,103.37332388347238,5258,477078.7894018975,0.7430930802184943,4.5156510417226015,1.742695969043871e-08,522.7916695406319,92.90866625801903,140.515904233937
-31.674109159687898,108.06158391591201,9219,411372.3659571527,2.0775351837089224,8.688423699194951,5.5937171076675856e-08,14341.538536343181,58.28378366666642,139.7356930755999
-30.504134384327177,86.95118174044433,4607,1454840.921428431,1.1833266072877753,3.3723306749618667,1.4188849102708282e-08,17591.95824413801,88.45337949801511,117.4553161247715
-23.239205344461155,126.15652129319423,2902,891502.4082080752,1.2578986023972787,2.549978898043002,3.674871932576153e-08,20499.064374561338,97.4367523327064,149.3957266376554
-29.453464117890665,136.42542718539954,6659,105977.64106478801,2.0151810375680745,6.028592356928496,1.0699249375815521e-07,279.6363207976689,54.02831355221958,165.8788913032902
-28.553360537126856,147.99275131864496,3229,96229.7684145187,1.6387552404536947,4.405725936080755,1.7289394370649797e-07,10.0,65.09522924182627,176.5461118557718
-21.21123497686883,90.48496985513718,4977,42440.29547660653,1.0177838932999326,5.223335938839582,1.7027211038458724e-07,10.0,61.1375665006773,111.696204832006
-37.47840400280644,121.77231509910283,1888,23279.918128862973,2.9535078103742256,1.5953767646098522,1.9681188573307126e-07,10.0,10.484729808005888,159.25071910190928
-34.89443419704345,134.08723509786662,7962,2145799.8093579616,0.9476239272524292,6.786402616831207,9.85608227417689e-09,19606.076642559085,89.13344680280704,168.9816692949101
-24.75773154874266,82.277484260131,928,188143.37946500944,1.6550331738081592,0.3994381320920004,8.41303492280212e-08,184.36537519146282,65.51738425153316,107.03521580887366
-21.473976972434468,135.52015747676455,6018,742774.7804297953,1.2302342466420249,4.636766605531171,2.1499809312679492e-08,17177.936620477794,76.9900313445509,156.994134449199
-28.374082774771736,112.41135204464881,9129,1040007.863886153,1.6960683274931831,5.282232094495028,5.347073825223627e-08,19195.65154088645,68.40624954184416,140.78543481942054
-24.908333589090077,123.54616006070236,7712,36201.9605360137,1.7995733293101155,5.564034370427397,2.560405338548838e-07,20.6191224743314,38.681855007473516,148.45449364979243
-29.307169083199945,114.48986192448574,2794,277218.75884562015,0.8747875103231001,3.90517430946919,3.506573567256618e-08,3359.7150208292255,69.53717889370795,143.7970310076857
-22.239032092767086,135.0914785302458,270,338737.58324412466,1.2975330457294592,0.263341411571921,8.568368435527215e-08,1560.668465393469,61.639227762780806,157.33051062301288
-27.629032912114912,84.01062724165021,9445,2466620.561357444,1.3288137654449885,5.789624060386755,1.9125897137200215e-08,14725.80601696268,88.619827372804,111.63966015376512
-36.116450077994145,82.87680064186878,7309,6485205.232504181,1.1001296148188748,7.568544224735694,1.7389913345515722e-08,55754.65603376396,100.0,118.99325071986293
-36.66123086964048,81.88607181167872,8196,24846.11001488987,2.0686556065989925,7.122070692179849,1.8413561428450315e-07,10.0,33.99070856347486,118.5473026813192
-36.91220976803415,84.92826514013174,7623,29460.1023381224,2.191042319771661,5.579325430431235,1.311692563919825e-07,10.0,24.139075039762194,121.8404749081659
-31.065936240345543,119.28624071138232,5799,206728.93310153813,0.9006612110436255,7.0283728314193095,2.5962081346537078e-08,256.035572939385,84.18800972687168,150.35217695172787
-27.482664189062753,86.12076850855588,8125,858997.2404800868,1.1546471063026806,4.634771078697462,3.709343691178914e-08,16266.101840353982,75.89713457760024,113.60343269761864
-34.817602807585864,136.37660909721765,1493,109560.6828051442,1.1041298355394034,1.711460792209518,1.7777260125609207e-07,269.2926612806895,57.328461433498525,171.19421190480352
-27.635944884504475,137.17667155831433,5660,120988.76724049696,1.7029656355868132,3.5269949782479983,3.346232312470861e-08,315.19913183162805,48.83931033940401,164.8126164428188
-23.589377240671432,147.66146695378586,2495,242516.72982344768,1.3967149494407867,2.5500825554649884,3.753560649406626e-08,356.24303616104766,71.41476919065576,171.2508441944573
-24.67428742077551,140.69750326915738,6367,22928.953759949385,3.889628303042378,2.1319899259187594,4.0907641896993905e-07,34.49816494555824,6.626760134165358,165.37179068993288
-24.060137469802417,139.67085425390718,3286,2606492.5517136534,1.1358249585982423,3.275351103326707,2.5578174737025528e-08,4928.251004893939,90.62602717617898,163.7309917237096
-34.669065506958574,83.40154429833815,7385,4250541.970144546,1.049421314509348,5.32799636848459,1.8555676887230868e-08,16822.039491734595,89.27138809960806,118.07060980529673
-29.068820637229365,102.06828170094806,4068,49331.84832498058,1.5485750957205444,3.3467326517163203,3.614510619780782e-07,10.0,35.195678958427926,131.13710233817744
-33.87417344861905,130.392553442422,3921,163458.17937903522,1.297759391527842,3.8777304673497373,1.144094439090988e-07,401.39646878039605,70.57930671774635,164.26672689104106
-24.28747093444296,134.68115377266358,4156,524276.5872136623,1.043566402361412,6.401058794719326,6.718904272291063e-08,4901.33692788306,77.93350153542416,158.96862470710653
-29.58290745542301,86.19017922580197,7326,532525.4684415655,1.4197388658324481,4.5696274401490244,6.554057088199126e-08,6566.587951339705,60.16631145024105,115.77308668122498
