sample_id,thermal_cycles_to_failure,max_operating_temp_c,resistance_degradation_rate,strength_retention_percent,failure_mode,joint_thermal_conductivity,stress_concentration_factor,thermal_fatigue_life,electrical_stability_score,thermal_stability_score
WS_000017,100,294.2417958155104,1.4680555147434606e-11,54.277047105246325,Thermal_Fatigue,315.28166584047733,1.3698060959802358,117.41064503090104,82.1547541858984,82.42101791012198
WS_000018,669,626.703846950718,7.307575205269103e-12,58.651779106130974,General_Degradation,233.83485369149417,1.522123556251741,562.1692676990186,56.38072748211609,89.90822853752742
WS_000019,100,619.7708414126186,4.926035867375221e-12,51.575017863044984,Thermal_Fatigue,209.7531725887078,1.2824767590522945,94.57761714383214,55.75605442235306,77.23140133499328
WS_000020,7527,575.5535379428078,4.805090408628027e-12,82.43066027844053,Crack_Propagation,320.0,2.2638321236959116,7802.070934083863,61.38306240437201,90.98061189040983
WS_000021,7242,293.03963917042086,8.650330803358729e-13,90.70224461153057,Crack_Propagation,223.17977067022042,2.4108203113970728,7417.422542298358,69.22946522950197,90.49152021148117
WS_000022,2248,908.2429307964281,6.405783184467435e-12,50.0,General_Degradation,54.05680680449046,2.1727798654355936,1966.7798552772747,75.96541169728788,70.13165702645931
WS_000023,206,307.9130031995411,2.1614931445108576e-11,50.0,Thermal_Fatigue,159.96137957988424,2.546018589934577,235.01849996849865,62.55010658116262,72.96006517372474
WS_000024,164,294.93249382864155,1.0752811493702163e-11,50.677486063889695,Thermal_Fatigue,162.98100000779863,1.4199703729926116,163.60357286389188,55.35852032678707,74.49382705679722
WS_000025,100,630.2115897772721,8.241771160400527e-12,50.0,Thermal_Fatigue,210.85437990885043,1.0476838673374549,114.42141146416549,51.46634514604261,72.99821009997348
WS_000026,6353,624.3582212956767,4.5056089050543425e-12,59.00854818196925,Crack_Propagation,221.8941239803845,2.5069284790761417,5990.507403211449,61.610138945954546,87.77743245511823
WS_000027,100,923.0100613795431,5.772352667000562e-12,50.0,General_Degradation,56.3356373508036,1.2719073667499659,109.49425154637491,57.48126699289127,62.08860750475442
WS_000028,100,556.8268556793137,5.372662162367006e-12,66.13580668157954,General_Degradation,245.141463785367,1.255419686870142,118.95975452764272,71.5606213954637,80.44806843688255
WS_000029,717,587.593762866583,7.310984485763965e-12,50.0,Thermal_Fatigue,206.6801512963624,2.771291128526376,737.324179370087,61.312051278900924,84.0044655846333
WS_000030,100,618.5526237242249,4.4044898619047804e-12,65.32812394208933,General_Degradation,241.76408405670233,1.4626194668406893,93.84054497934422,48.84143057522763,79.33978133793242
WS_000031,754,335.0321545298867,5.286400550487689e-12,50.0,Thermal_Fatigue,317.86921056613187,1.3416379209852867,671.5175463223841,78.29793651129731,92.89780661560789
WS_000032,100,613.1443832834634,9.64430246316454e-12,50.0,Thermal_Fatigue,210.77900389150193,1.0293370559459682,82.674307940629,69.22484004459912,73.64721381935423
WS_000033,182,584.3126112293693,5.069230333430402e-12,59.70003279691431,General_Degradation,237.04114749856382,1.3905727258110456,184.41348138706343,60.29508195671702,81.7837750976636
WS_000034,303,724.7168933648067,4.952992469702869e-12,50.0,General_Degradation,56.09258349100945,1.519035666438358,261.46575642395567,56.20723350587217,71.35707879314398
WS_000035,100,336.45004455969104,1.238744076083916e-11,53.427966730435884,Thermal_Fatigue,163.64742258922485,1.227322778552051,119.9072458912171,56.24095148852096,67.76729107875609
WS_000036,591,590.3056675337214,4.492670906315511e-12,67.11239436156372,General_Degradation,240.87931667753026,1.3251774778902836,499.15385443114775,71.89268461807538,91.23115870525695
WS_000037,587,344.9726156614212,9.705401328493775e-12,52.47441900637373,Thermal_Fatigue,253.78438461063087,2.6585311313744096,517.3983084987746,57.51138615340746,84.30125185909081
WS_000038,436,562.6344836215148,9.788375459817243e-12,50.0,Thermal_Fatigue,189.84251596583064,1.680275419631012,497.68857745012383,21.75148736043165,80.17630513060145
WS_000039,489,347.7696120688796,9.57078648864201e-12,51.338607012901896,Thermal_Fatigue,163.28840089991712,1.1253546301860438,564.0679860685374,89.52418841155414,72.99929181793364
WS_000040,278,562.7012662766418,1.1331429116087705e-11,50.0,Thermal_Fatigue,201.28369071060112,3.0489723683111607,223.08070754347142,43.34547695656802,82.70032214627044
WS_000041,100,525.6356580949374,1.6179874690766152e-11,50.434076073700496,Thermal_Fatigue,208.3920977475894,1.4291699261208226,116.05070801855008,47.95916138186764,72.82879294237408
WS_000042,100,785.2951849822081,7.204875783591361e-12,51.61533363276145,General_Degradation,55.87869335410845,1.0658398397958995,93.27261392876588,68.59489752741638,59.366121786423605
WS_000043,557,512.0636092528845,4.780678086196891e-12,63.72760136161296,General_Degradation,240.13551723248165,1.4884540432462023,481.10345566347695,48.13757489571832,91.01975758273406
WS_000044,100,505.9241574133332,7.469327505317702e-12,53.34546712226478,Thermal_Fatigue,210.64623267941525,1.4158735315961022,84.59109533190579,51.16918699743191,73.57803327187474
WS_000045,100,693.3673343763412,6.897605728727207e-12,63.84228196301361,General_Degradation,243.276828699249,1.2068442668346286,94.5470506908473,50.70587065981051,79.32648332481415
WS_000046,104,328.67256118764635,1.968319182525591e-11,52.42006788789708,Thermal_Fatigue,124.56944595514076,1.5132760872124038,94.81341348952637,58.53635851955608,65.27163351869977
WS_000047,100,337.29281947088873,1.1974516043092025e-11,50.08525985278002,Thermal_Fatigue,317.6387376598939,1.1039546901344306,86.0684700827915,78.18498123172496,84.97854812927204
WS_000048,378,622.3152555500103,3.856892208523803e-12,50.885492654216776,Thermal_Fatigue,199.8406961073914,1.291451800605456,379.47134259167484,36.29391072356103,82.33327528319592
WS_000049,100,354.82839535684013,2.9131052543883462e-12,50.0,Thermal_Fatigue,313.3866016286644,1.179987993054041,107.87408765923038,68.44057442809297,82.80087862370411
WS_000050,1129,617.0831321944681,1.356439002863199e-11,55.85291182961733,Thermal_Fatigue,191.95164089790433,2.2223262162330157,1196.4910971303445,51.222425680549534,80.90453804595126
WS_000051,100,279.2673891406629,1.0329886605263378e-11,50.0,Thermal_Fatigue,163.79084563181317,1.110978312283107,95.62368440769588,56.478639200714355,66.4270961856476
WS_000052,344,606.3358457618923,8.537748144904239e-12,51.95471268299765,Thermal_Fatigue,204.71539181868692,1.4125574073487668,328.9867059820904,57.14847429595207,83.40132107444538
WS_000053,107,339.9608825911931,1.0491695088236245e-11,50.86286718287092,Thermal_Fatigue,127.32783601124162,1.2313622881721082,109.40756969799918,61.23317596557687,65.65281707801395
WS_000054,7448,887.5328594051911,2.1330829782767695e-12,94.18722733743684,General_Degradation,21.398406579404657,1.5994678086378507,7710.857446861302,51.79645335551804,70.7648049737277
WS_000055,100,529.8627816928899,3.645274271931261e-12,65.85601580923523,General_Degradation,243.00223718295564,1.0908267639681477,115.39043375521901,50.397683093739175,79.88077650395118
WS_000056,108,602.0717936480896,1.3600858541287749e-11,50.0,Thermal_Fatigue,208.43359210693728,1.3711276173599216,116.44022661580834,48.055588919994776,79.39509542864232
WS_000057,100,768.071387830552,2.0527479992488903e-12,50.0,General_Degradation,55.97788597472835,1.1222087325064343,90.86190935679397,55.499259631914896,60.827384577086214
WS_000058,100,523.31099695737,1.0840203223093179e-11,50.0,Thermal_Fatigue,210.7831251158976,1.284041143026669,106.80569401662837,51.36082740522074,72.7219023678232
WS_000059,190,854.6814495125767,3.5837838810958903e-12,50.49236072231451,General_Degradation,56.39200184904105,1.2486688269912787,211.35555192041963,57.81749279397367,71.45733261151818
WS_000060,337,832.6493158449545,2.1020746642937362e-11,50.0,Crack_Propagation,44.981163336690436,3.2015437023333924,359.3055858800435,28.26,62.69104570014381
WS_000061,105,605.8478013284046,4.1554698282305165e-12,66.26527817802233,General_Degradation,245.24071898577796,1.1834782169319473,109.77907710856702,81.14556129685835,80.73481466828565
WS_000062,571,970.7304718407246,7.089500760113505e-12,50.7066287426715,General_Degradation,56.10868219298765,1.3206258035312077,598.7604681270548,56.4352195397437,71.42798926999349
WS_000063,100,259.66208568101933,1.893291348232352e-11,50.0,Thermal_Fatigue,129.3450710893821,1.2791983614128652,98.4116635468298,54.75524189304067,59.29709956482019
WS_000064,317,630.0843803792967,8.14362372229412e-12,50.0,Thermal_Fatigue,209.5792015230018,1.573404301914922,367.2416199661242,65.64197215890084,84.47160299892927
WS_000065,956,587.4164942759663,1.2704270299881248e-11,50.0,Thermal_Fatigue,209.31429488397546,1.2827651003080898,884.2247784410222,80.32122485622736,84.42801280001383
WS_000066,579,291.58112359595214,8.025957564737675e-12,50.0,Thermal_Fatigue,317.51988961010056,1.314038677302434,514.3234897073646,89.19572950246828,90.43493189507224
WS_000067,947,630.5935532562713,5.131315443264321e-12,70.20441737574227,Crack_Propagation,230.38619752895175,1.8258408167078302,954.6602729538063,35.67135130102844,89.31587961119149
WS_000068,100,524.1296871479678,9.513597780835517e-12,50.0,Thermal_Fatigue,210.13646366630766,1.2415405925085266,82.32767743447643,50.48654589131751,72.43656037363023
WS_000069,100,354.1405051905623,1.0397741704825338e-11,51.55810798201852,Thermal_Fatigue,317.02262876562577,1.0600435586350083,80.04331846159958,78.61908178482003,82.77172122104062
WS_000070,296,356.4317103184244,1.9580500125400545e-11,51.52514431255746,Thermal_Fatigue,159.0735811403232,1.6866195816039937,325.2363943816896,71.22308784328013,75.20530448388443
WS_000071,861,599.2021320502988,4.3678615293884e-12,67.60155962754347,General_Degradation,244.33396148457055,1.531206567378957,930.4017025105803,58.87325129363276,91.81858006923248
WS_000072,293,347.42807095495016,1.1705897629138579e-11,53.53736228316026,Thermal_Fatigue,311.1114889420643,1.4175685684552914,270.3634666254096,78.637072610931,86.82908196922602
WS_000073,579,583.1374747590945,4.515394100486205e-12,68.84014024675926,General_Degradation,244.7727349260947,1.2781039129313718,469.70136538258475,70.4332920423158,91.90715695975032
WS_000074,100,612.736227893389,8.685300871736679e-12,50.828995699280455,Thermal_Fatigue,210.2764294981692,1.210544147411795,102.74507507840592,50.64822321452892,72.51421350339078
WS_000075,100,350.54875575110896,1.4579556407807818e-11,52.33534699756965,Thermal_Fatigue,159.12514216268534,1.379866887664613,85.30911830795472,48.05001088549453,65.97869231989006
WS_000076,1901,580.9111389051873,1.1624623534064643e-11,50.0,Thermal_Fatigue,210.26373044039437,1.3557660029834477,1804.44558397084,83.15530374697444,84.64347415933219
WS_000077,100,291.36342510058796,3.48892143011561e-11,51.27280911715736,Thermal_Fatigue,142.42257937317328,3.108828363834327,84.87087276651732,26.849999999999998,69.34429762393721
WS_000078,100,355.36643570558465,1.1978001175926747e-11,51.91993720899074,Thermal_Fatigue,162.00278538056102,1.1846967558094463,84.52797311499296,71.72325793599825,66.23182998262435
WS_000079,2177,603.3940703233473,3.5719765259256275e-12,64.43560772553401,General_Degradation,244.93765574703912,1.4019489846946223,2547.9823758656157,75.07955146032529,91.96025315015237
WS_000080,7578,793.8954753942031,1.3580402846188424e-12,94.54372911090823,General_Degradation,90.87096912889663,1.3934022606386487,8419.401213283963,90.0244239794348,79.01470557635311
WS_000081,309,291.9190813565118,6.10740207898243e-11,50.0,Thermal_Fatigue,103.40686209009243,2.499361611852211,329.16007306329584,56.80566280234509,59.45253657072713
WS_000082,117,342.253652333727,1.1598949100382912e-11,51.6717559376691,Thermal_Fatigue,155.65599136431848,1.4326317331630318,138.3206340896904,63.27536141261356,71.59689493994004
WS_000083,502,275.9485787834584,9.084805134457422e-12,50.0,Thermal_Fatigue,159.7584989290946,2.3860599279410195,518.3516252226821,78.49463727180606,74.58763673137952
WS_000084,748,274.3688872926567,1.9171522175726714e-11,50.0,Thermal_Fatigue,253.4572907616912,2.8516205351434616,768.465992245998,60.176282866724065,80.08487205657045
WS_000085,3648,513.3236253080806,3.3706578991665126e-12,65.96937268510563,General_Degradation,245.12408385186748,1.105999927391361,3445.2120124042244,86.46985436938218,91.98801263302767
WS_000086,2040,595.9345131132734,5.016941307692564e-12,69.95918111367322,General_Degradation,239.98824413448227,1.8947488140892708,2098.6377111591305,69.27323353361967,91.11479935877026
WS_000087,225,859.9711594774732,8.122093182413765e-12,50.0,General_Degradation,56.297654877339454,1.3247190615709985,264.0783985545329,57.30324402668445,71.43417953681177
WS_000088,100,900.0307352977071,2.9450311534828313e-12,50.19196049630887,General_Degradation,56.3400958282648,1.4133731341444018,87.90773852295324,57.41569603784782,65.86532180669602
WS_000089,3699,893.0682098664955,1.3600728184121002e-12,86.4148128927017,Crack_Propagation,82.92048277186291,2.5323068320507396,3386.797447687913,33.491531599653754,75.01492076876761
WS_000090,158,610.4024196038065,9.118959706492557e-12,50.37824072781212,Thermal_Fatigue,205.39510585549235,1.5682172263553777,164.86626467055956,43.835450252488286,83.50756182535503
WS_000091,677,855.0294511501507,3.9781284497727855e-12,50.0,General_Degradation,55.302161227713135,1.5239557918363287,700.0277283859699,51.974719467751356,70.7490629703135
WS_000092,112,294.792583168792,2.920324427726706e-11,51.57719078439851,Thermal_Fatigue,103.276504920794,2.6757247865180984,125.60486293595304,42.21421553576183,59.578225032573165
WS_000093,100,636.5474448576975,1.5136997623792003e-12,66.71528205567824,General_Degradation,245.12628635290807,1.408582688406881,113.24513830981009,52.94992165436674,80.11284562859686
WS_000094,100,578.2605834037392,4.448483400241741e-12,67.89679704101793,General_Degradation,244.99552874220151,1.1453011090704839,96.55438520269863,52.881385880852115,82.56319711763658
WS_000095,100,563.3643320188169,7.317128961730196e-12,50.0,Thermal_Fatigue,210.79752939807497,1.3667505463663543,95.52792607146283,51.39188932132208,73.19619426750947
WS_000096,100,301.9524806133202,1.5227266664152084e-11,50.0,Thermal_Fatigue,128.07874346936518,1.369250770468923,112.20278585113009,51.82388307230897,58.77192774869763
WS_000097,100,904.0709409590696,1.010983362078602e-11,50.0,General_Degradation,55.984140859454534,1.4531185356097205,108.87377177842504,69.66840026615348,59.881841705776246
WS_000098,182,592.1622821988051,5.533547869663671e-12,63.78464250478862,General_Degradation,244.18335349722,1.4149326317146518,163.13187880314888,70.51329463044269,81.59671606185302
WS_000099,100,613.6590618720062,1.0276898013735006e-12,88.3774121955271,General_Degradation,399.3367778123502,1.4125941568884626,112.3829726549264,93.6497956956086,88.03816522154352
WS_000100,100,289.08659717384523,2.0984675352849615e-11,51.62691341948039,Thermal_Fatigue,126.09148057862764,1.3605559441950177,93.6781082119771,47.26274342506544,67.54010241364242
WS_000101,100,273.6707869094173,1.9360231735488277e-11,50.0,Thermal_Fatigue,127.91500836769485,1.4844417534668786,98.20371219136207,51.46328711967501,58.79453672164855
WS_000102,100,325.4830167592054,8.950714410165336e-12,50.0,Thermal_Fatigue,163.4036644439366,1.2144982204549688,84.91888806806155,55.98913879833606,67.02376759722114
WS_000103,842,758.5998137168541,1.2928460439840337e-11,50.0,Crack_Propagation,44.816305783861644,2.6199915161147427,735.1548759226285,32.9148439859415,62.73047339896837
WS_000104,100,369.96535757634774,1.673680417158865e-11,50.0,Thermal_Fatigue,128.5621208992222,1.2970441591232797,84.67840699766856,53.00017866710982,58.60961803289407
WS_000105,600,688.6738536010137,2.4638212923222983e-11,50.85132588617536,Thermal_Fatigue,187.11076582292583,2.8740016206068493,700.0649467239226,30.736351497586302,79.94754838913414
WS_000106,278,889.0789285991269,3.986374876853813e-12,50.23779652430469,General_Degradation,54.39150393345231,1.3860442566590736,257.45010045928854,56.57048010095565,70.09636614152426
WS_000107,1303,653.8682494937622,6.911586799486652e-12,63.25214790966855,Crack_Propagation,232.36377255738947,2.0209474010368367,1043.4250520775215,54.57484622136905,89.68139935954645
WS_000108,346,532.7542861537625,6.150142173236215e-12,62.848598530410335,General_Degradation,243.44539929212678,1.4591230415348642,363.027628463928,51.0724493377545,91.61558631459548
WS_000109,100,587.4293390337428,5.174058823566403e-12,65.42704987887016,General_Degradation,244.98311717580654,1.301784943391888,101.50569486022805,62.24917733232708,81.09085378128142
WS_000110,2160,593.124696203066,1.4595656004466917e-11,61.03490362644553,Crack_Propagation,195.72298736514935,2.205190765121674,2136.2982360685696,45.06690515040505,83.02875053658842
WS_000111,7314,346.0698776147706,9.639657270402466e-13,99.6564686775322,General_Degradation,232.7647385733977,1.9322707994427286,6892.3597566490935,91.38589506065016,90.64275512723579
WS_000112,100,942.8433587424398,5.375480333922254e-12,52.492652387695905,General_Degradation,56.435424083892336,1.2899413576106316,98.86843263898155,57.92608295417731,59.695159495657194
WS_000113,100,354.51840231006395,1.696717805419144e-11,50.0,Thermal_Fatigue,126.55651495640365,1.562093502157016,104.58757999859898,48.41636484594542,66.41181221467797
WS_000114,100,523.6115894055654,9.113108457223797e-12,50.0,Thermal_Fatigue,208.78718132089352,1.0495884653809255,93.50677284221199,48.52789817876263,72.08847665765103
WS_000115,100,326.01090998126335,2.2992504139288753e-11,51.63170594039613,Thermal_Fatigue,129.24831027259134,1.3675505940990702,82.21979462797214,54.68199316330586,64.31445138603442
WS_000116,372,329.6944525716518,2.614796149711453e-12,50.0,Thermal_Fatigue,316.60417593153267,1.4092423220544374,387.4591624263043,78.7697468975898,88.57174291933609
WS_000117,343,383.9398956296477,1.3359470652069715e-11,50.0,Thermal_Fatigue,163.34212309161427,1.472994283346878,339.78083195491075,72.48248935036808,76.00368879357094
WS_000118,100,265.07863674316184,1.213674613221233e-11,51.520703109735344,Thermal_Fatigue,129.28264090765308,1.2854953588611688,95.21984570199244,54.675721535717926,58.94690258594515
WS_000119,100,304.0552731734841,7.226413715615309e-12,52.08950263648388,Thermal_Fatigue,314.763712293346,1.1773536342967592,94.80864991668507,77.59998832085095,83.00981041348747
WS_000120,707,644.6242491428446,3.838425516300198e-12,67.9651024012334,General_Degradation,244.29562290161795,1.3716593543898368,598.3534176419362,75.71260740867544,87.92803540972795
WS_000121,846,277.0934570495432,1.1344382100549209e-11,50.74122650158914,Thermal_Fatigue,316.7788692997505,1.556089296475875,858.3986998724174,87.71883770958753,90.90882658241914
WS_000122,436,867.0663256587883,4.5603755496972546e-12,51.71724628888342,General_Degradation,56.40664057855837,1.1402016951858327,434.0032212206708,71.34120279938251,71.69515922572614
WS_000123,100,570.4552056358044,1.9459909305223216e-12,59.486283005309204,General_Degradation,244.7272752484765,1.255639724504916,96.78982327236977,52.481605724647814,79.85735808974678
WS_000124,100,300.0992208472708,2.2520365653131444e-11,50.0,Thermal_Fatigue,129.3400105631931,1.267714750851105,90.19536248872683,75.65934706130025,59.37830563000184
WS_000125,536,362.6252543287734,3.63179992929159e-11,52.36118512641331,Thermal_Fatigue,105.66197285057802,2.6225102435020577,566.3464417762548,57.609535873796666,61.95489536480224
WS_000126,100,322.1403834383831,1.627894251486935e-11,50.0,Thermal_Fatigue,162.2388906564669,1.3780515537790705,104.45463944901093,79.28706073429962,66.41693312270615
WS_000127,564,315.2480178149898,1.120789390683451e-11,50.0,Thermal_Fatigue,307.9457273491833,1.95451111708738,525.7604171876857,71.47308469316509,92.79301554056096
WS_000128,521,306.183488979288,8.093946635465485e-12,50.749118397670834,Thermal_Fatigue,317.94657008900145,1.2539106027631337,602.7005867644227,87.47781937287573,89.88196314631944
WS_000129,100,342.4930795245217,8.704956992714e-12,50.0,Thermal_Fatigue,163.94259996383676,1.2914460621588328,89.47568860024924,56.75596711709218,66.9093471443581
WS_000130,100,356.59162494708175,9.245068889311615e-12,53.10150561317146,Thermal_Fatigue,127.31850204958228,1.600404280085205,84.15160964099465,61.232621055020815,64.2103848256947
WS_000131,223,301.1943929453538,3.113448459735332e-11,50.0,Thermal_Fatigue,141.95875685161246,3.0865827245404023,246.67177052162478,49.01210551888181,69.29605869036229
WS_000132,1019,588.0941243985714,4.557189079554539e-12,65.01842698792828,General_Degradation,244.72605248091318,1.634912177964101,896.3408000317531,81.47810951168789,91.93914044069783
WS_000133,692,585.7672999185558,3.0058264236212116e-11,51.640469059594686,Thermal_Fatigue,179.49858091577855,2.1167105083423965,616.8706116883797,34.3340823517796,78.0319669064303
WS_000134,835,325.6974361419052,8.82664510869142e-12,50.0,Thermal_Fatigue,305.37685842008426,1.404565332942345,787.4667984278271,82.22042896235776,88.57294384838414
WS_000135,101,315.3873298939411,3.30118125231705e-11,50.58753674072424,Thermal_Fatigue,120.5177694793362,3.426508062167829,93.76472208472939,37.88787462584101,65.52438786249041
WS_000136,100,768.7973436705348,8.419930882057222e-12,50.0,General_Degradation,55.719325966723815,1.3129008335847587,108.20122527142304,54.1232161993119,59.307620811111896
WS_000137,100,842.4797207571377,4.35443022129773e-12,50.0,General_Degradation,56.3950725479522,1.3050456243274045,88.7660736564745,59.272715592417455,61.06941371692271
WS_000138,157,615.058084496757,1.0661476055623802e-11,50.034413206225906,Thermal_Fatigue,208.94194285329755,1.409218628861142,138.5038672861757,48.84709125146962,84.1783659325774
WS_000139,108,326.14333396281336,1.1094031186115246e-11,50.0,Thermal_Fatigue,163.6630204679714,1.0791135876818083,115.42554845972009,91.31275050663763,68.93691362601183
WS_000140,577,550.853747395885,1.265731088019699e-11,50.0,Thermal_Fatigue,168.18306591017836,2.336582148691453,480.07931259331144,39.696764059082376,75.73058271913294
WS_000141,100,291.3351778352385,1.4970499471304273e-11,50.0,Thermal_Fatigue,162.95028288119377,1.2283232334917116,88.03245483222359,63.41119340624748,70.88993358058782
WS_000142,100,747.126660664331,6.230265261699212e-12,50.0,General_Degradation,56.38767511534562,1.3813025273115893,99.42059119081267,57.82045368797368,60.8830379819717
WS_000143,100,637.7322577053407,4.1467372961772795e-12,67.40088764803414,General_Degradation,241.44965814172096,1.3993890001270592,95.84603956484882,58.275757757989986,80.15034403223088
WS_000144,100,608.1846359185304,1.2876593780400941e-11,50.0,Thermal_Fatigue,209.2284170935755,1.1334820973243747,96.55460848379877,49.18009163651594,73.83513208535395
WS_000145,100,604.3897815418931,1.0723513336228196e-11,52.009934705517914,Thermal_Fatigue,207.1972843440741,1.4575579262896627,102.96573291818277,46.502487332272466,73.8693849915504
WS_000146,344,562.2353121046548,1.3144910740699148e-11,50.0,Thermal_Fatigue,206.05035717762954,2.1545898087553317,372.52321314009845,45.48296187840056,83.7517939906945
WS_000147,100,334.895465178578,2.073421215607551e-11,50.0,Thermal_Fatigue,128.75363525109003,1.145245128664731,108.05168753487071,62.19012803622029,65.16390533824651
WS_000148,987,627.0168778648227,1.2003354838873492e-12,98.12629264532625,General_Degradation,397.48469899508837,1.2917137621815815,898.6898377605056,83.92913402628729,90.32361487747752
WS_000149,170,316.867537384354,1.2914698373003337e-11,50.29064482814398,Thermal_Fatigue,163.79212080476591,1.1798893208132875,137.10899898864724,75.84241500430448,73.01890740069334
WS_000150,100,721.4940184347369,1.1379434319351774e-11,52.67664876728044,Thermal_Fatigue,210.6964936802871,1.2378646124665924,98.2690791224683,51.23212025226253,74.21348768995884
WS_000151,206,277.17348414519665,7.734746317363773e-12,50.0,Thermal_Fatigue,130.64666110204433,2.7478992519992227,238.74009004494914,33.55396685168035,67.09136281096981
WS_000152,100,321.6214402045283,1.530326960295868e-11,50.0,Thermal_Fatigue,163.69879915235623,1.542561072728004,99.63187556050707,56.503993762141505,69.37589731780663
WS_000153,2046,587.3074356291826,1.4668312701135168e-11,57.54996851338483,Crack_Propagation,196.0841143249702,2.8372047774657494,2124.0761007783726,47.248162839182946,83.03365836638817
WS_000154,2404,338.4259656077278,1.2502153707690193e-11,50.0,Thermal_Fatigue,313.5768597132899,1.6621693019017587,2017.5220537076348,89.26605071915135,92.74742509248378
WS_000155,232,604.3491927042734,1.1586649161306751e-11,50.0,Thermal_Fatigue,210.2599170205758,1.3383093925814329,242.94839836673424,50.74348896288527,84.53359439344858
WS_000156,252,395.09675568731575,8.296926359801907e-12,52.6823273103584,Thermal_Fatigue,160.42105266160948,2.2517158282017484,230.5149016600083,57.39540729497175,74.45826321421657
WS_000157,102,311.88099177332253,1.9518538372077443e-11,50.95526403671726,Thermal_Fatigue,128.39391674769263,1.1791947395131503,89.55767409861512,69.15274196389333,66.39809610010661
WS_000158,100,323.8418759772503,2.818548143519201e-11,51.7220090609855,Thermal_Fatigue,128.20626576876944,1.479184357195387,109.08748943046018,52.120803439716006,58.794753346633215
WS_000159,193,547.8888285482963,7.193346683216713e-12,50.0,Thermal_Fatigue,205.67476074187164,1.4037752702453872,207.45014779315468,44.30034421529006,83.53132495492116
WS_000160,100,351.92355924878234,1.5974107562327206e-11,50.0,Thermal_Fatigue,156.7372688793516,1.6590365903593611,92.09114886115228,43.6893574449224,70.34886761696791
WS_000161,100,319.85989582165325,4.94972534099756e-12,51.20840142700751,Thermal_Fatigue,317.7586332696567,1.0552497985904958,87.92838391039191,55.882023254536875,82.56757415258136
WS_000162,100,590.5368535073748,5.665931168043708e-12,53.38117008761114,Thermal_Fatigue,208.78013334774892,1.3736724048296909,86.45722172661317,48.519070085091954,72.29399139387775
