sample_id,anode_material,cathode_material,tab_thickness_um,surface_finish,welding_technique,power_w,amplitude_um,force_n,time_s,speed_mm_s,pulse_frequency_hz,preheat_temp_c,weld_angle_deg,overlap_ratio,atmosphere,material_compatibility,process_intensity,energy_density,thermal_mass_anode
WS_000015,aluminum,nickel,138.95204073862655,Rough,Friction_Stir,9217.610550793011,,5766.855205204059,8.0137164361131,27.68952588312085,,181.49883643159882,40.51881257234987,0.6064811658186143,Air,87.07499999999999,73867.31717257948,477406.68499180605,337653458.99486256
WS_000016,copper,nickel,103.31511903555536,Polished,Friction_Stir,13062.069833977665,,9420.714947988528,23.774878882304364,137.10776839570343,,124.52359185856184,16.75272449527844,0.8521067539662227,Air,94.02700000000002,310549.1282550204,1223726.1495646928,356395834.62505174
WS_000017,copper,aluminum,103.22378281144877,Rough,Laser,1414.6008756161173,,329.46101715627424,0.02320266163659542,35.896781846029256,238.01183840930327,78.57194566866819,33.592113230311085,0.6197063192377718,Nitrogen,91.20800000000001,32.82250546775238,132762.18199812062,356080761.1863737
WS_000018,nickel,copper,120.95786657909169,Oxidized,Resistance_Spot,9028.41899659402,,3340.123816987683,0.7968631905062319,,,110.47467675893458,25.96067480818616,0.49401415505509116,Air,94.02700000000002,7194.414766852984,617082.8396557283,477977105.5739387
WS_000019,titanium,copper,250.50997755775163,Coated,Resistance_Spot,7916.986128756781,,696.2169728949518,0.9946050056893676,,,104.59001251836973,12.580215380854137,0.8067952178130072,Vacuum,88.124,7874.274033634782,126156.55699055853,589575232.1821684
WS_000020,copper,copper,115.25435555076243,Anodized,Friction_Stir,13089.122921075681,,3650.040028626271,12.167834129455832,171.7159675882028,,77.04596092812997,7.627173600874162,0.5454410099666801,Nitrogen,100.0,159266.2766037073,985362.097390416,397581424.90791005
WS_000021,aluminum,aluminum,97.83882796327717,Rough,Friction_Stir,10724.865718712657,,4227.821031665475,8.370745823022425,66.10521179959835,,78.0591375629481,38.19014077161035,0.20929706515362306,Argon,100.0,89775.12491739038,1120390.4032909865,237748351.95076352
WS_000022,titanium,nickel,116.70866259584422,Polished,Friction_Stir,13872.127183234126,,5602.08158974844,15.543972545928789,161.67608400368727,,136.99350753999772,31.588509476596652,0.7366341355488809,Vacuum,94.09700000000001,215627.9640898237,1018443.3509083989,274673837.41931933
WS_000023,nickel,aluminum,116.66492898168823,Rough,Friction_Stir,9517.641832950261,,1323.4804641706787,14.502342525841344,113.10248059443956,,71.5774253830912,26.587496725605483,0.12440019995123955,Vacuum,87.07499999999999,138028.10189972114,699276.1488410943,461013133.36403924
WS_000024,aluminum,nickel,101.94711431512464,Oxidized,Friction_Stir,4805.673357458962,,6606.014282371002,3.475076484819272,19.819527022035462,,115.64383368226665,24.328580472454792,0.6099439211985652,Vacuum,87.07499999999999,16700.082478228116,462385.6781238319,247731487.7857529
WS_000025,titanium,copper,72.37397349211032,Rough,Laser,178.028281858964,,205.42224170794933,0.04391855302049347,37.458089506956654,251.60966681931453,53.18006137964661,3.6392834977738953,0.44265157995208626,Vacuum,88.124,7.818744535970265,33987.88706286483,170332146.61368167
WS_000026,copper,nickel,110.00219231379552,Polished,Friction_Stir,14149.981965416226,,6744.435344590153,15.984191465370433,134.85115241503172,,98.42112176202039,32.85176924528184,0.13817290215331904,Argon,94.02700000000002,226176.0209667516,1169373.3851609067,379463562.605669
WS_000027,titanium,nickel,61.65177333999903,Polished,USW,790.1816012672906,14.140237781957747,177.38472440604326,1.7253751096209138,,,146.65841468840426,21.337822308929635,0.17826732852080118,Vacuum,94.09700000000001,1363.3596669069807,207891.03773071698,145097448.55568773
WS_000028,copper,nickel,188.5010982395406,Rough,Laser,1903.3768900236332,,444.4733897760433,0.026828468710829684,1.7499224742288528,933.5028717714035,110.18717910474666,24.271985178002815,0.6471710155185129,Vacuum,94.02700000000002,51.064687338915355,53566.96272517533,650253388.4871192
WS_000029,titanium,copper,86.11195045389601,Coated,Friction_Stir,10273.246766798147,,8208.543652141598,20.63788192910647,118.93973791766733,,43.13006358210383,36.50418795312014,0.7565115805951643,Vacuum,88.124,212018.05380175496,1385418.1334503668,202664475.39324427
WS_000030,nickel,copper,86.4218343417476,Oxidized,Laser,1395.0659710483005,,176.9060390374776,0.02680875829535441,25.305835260376902,693.1974683332475,82.70058880157552,42.149166833506825,0.13134906134051702,Air,94.02700000000002,37.399986423907784,186787.4894990289,341504520.58484983
WS_000031,copper,aluminum,106.42597407625475,Oxidized,USW,1921.3007093748959,61.83321177322762,1490.1307350693164,0.3426104859026846,,,65.00296085889883,26.124480555475944,0.7936932857677776,Vacuum,91.20800000000001,658.2577696041058,169628.98971736015,367127040.1734484
WS_000032,copper,titanium,128.09793527289,Polished,Laser,1814.8505226911766,,257.57366249945,0.08281928914466642,16.682430450499975,895.6277052677043,90.05630217214936,0.4876943166134262,0.824305581135411,Vacuum,88.124,150.30463019310955,110600.37550847215,441886637.51736134
WS_000033,copper,nickel,127.64118391476927,Coated,Resistance_Spot,5437.230919946244,,874.7798503786685,0.10078710578589627,,,128.43936666220142,24.916637355561033,0.27018231601938314,Air,94.02700000000002,548.0027679109681,333730.6777281899,440311028.03238803
WS_000034,nickel,titanium,99.63327091428857,Rough,USW,2342.588891977522,59.132419314849,1441.0798193695196,1.9404386935508564,,,143.84540183150705,37.66337434068182,0.7934949642486732,Argon,94.09700000000001,4545.650129075611,235986.5782506558,393710833.3449027
WS_000035,nickel,aluminum,76.40085403223125,Rough,USW,2554.6501482258905,73.56180044408467,254.56268321960954,0.2611916567618646,,,197.5951241302116,16.842185809025416,0.39651371765351273,Vacuum,87.07499999999999,667.2533046620633,437658.1362928379,301905614.793765
WS_000036,copper,nickel,59.27482098224803,Coated,Resistance_Spot,5335.002891677038,,2200.9441555501453,0.7080335206536933,,,64.77034779745183,14.861363805859433,0.4475614755906171,Air,94.02700000000002,3777.3608800917273,1518427.837436337,204474422.4603628
WS_000037,copper,aluminum,137.8289703991364,Rough,Friction_Stir,3544.632911484935,,2057.736220993944,19.827098761365843,151.74852706043043,,125.00637771748873,43.29776468135439,0.39989646361896325,Air,91.20800000000001,70279.78680879956,186590.80642779573,475454816.288861
WS_000038,copper,titanium,150.3273389342327,Oxidized,Friction_Stir,9228.065502353598,,3904.177494498253,2.25862271564701,185.68223274248325,,185.4408287501587,11.38455755951585,0.6563288984853181,Air,88.124,20842.718365094373,408352.03958604275,518569188.38752913
WS_000039,aluminum,nickel,91.76823659283212,Polished,USW,2242.312639659537,44.57816482412979,1500.4913411017365,1.838983249171302,,,192.5664333334123,2.603875399096833,0.41561743888650393,Vacuum,87.07499999999999,4123.575383738975,266263.3502062617,222996814.92058206
WS_000040,titanium,copper,95.37848210059148,Rough,Friction_Stir,9587.529454061336,,1699.6117326848635,29.257449422318828,197.38004145112455,,145.66910852355414,24.12433648548542,0.3476220930290622,Vacuum,88.124,280506.6580871916,1053915.757841826,224473257.62374204
WS_000041,copper,titanium,66.59655166024736,Oxidized,Laser,244.78072123841,,470.86059529633786,0.04224726671610944,29.47696843786049,919.2573752837241,34.894715606355106,39.449766866660674,0.5412702980352561,Air,88.124,10.341316417120742,55191.69420950582,229731464.60718927
WS_000042,nickel,titanium,109.2690777358506,Polished,Laser,1675.4120193423773,,288.84991989121636,0.0072876711294101336,2.8042715141635775,134.71826668183255,22.46095366885951,3.391157715860804,0.6533715177351296,Air,94.09700000000001,12.209851803228176,140322.42186492335,431787687.5809872
WS_000043,nickel,copper,71.94963968139763,Oxidized,Resistance_Spot,7920.886736624595,,4751.445784470926,0.8511509167706374,,,64.52265831377558,20.27448608895421,0.203327532121196,Nitrogen,94.02700000000002,6741.870007514406,1530088.5191740226,284316196.16501087
WS_000044,copper,titanium,63.11357838614283,Rough,Laser,1088.5846317172072,,388.43601195046324,0.05249618661008735,42.75689351560847,552.3549319357111,120.96883487636953,39.44941211962553,0.42278629296991765,Vacuum,88.124,57.14654196749972,273285.50043652544,217716600.0008383
WS_000045,nickel,copper,146.71225691686718,Oxidized,Laser,1437.7515593885248,,114.35243913936625,0.014500776083090208,1.7126886177262146,351.2369712477904,126.18518363383396,17.650982029487956,0.44997993761898325,Nitrogen,94.02700000000002,20.84851342580677,66796.09154754288,579748154.4326923
WS_000046,aluminum,titanium,129.66981577019962,Rough,Resistance_Spot,7278.77684344117,,4084.1229905324476,0.46475333986671075,,,171.57645470336774,34.60129835919289,0.1529887822814927,Air,81.172,3382.835848133758,432893.0537405862,315097652.32158506
WS_000047,aluminum,copper,96.94049687697374,Anodized,Resistance_Spot,3161.310569003738,,841.3849764889876,0.13759092469154274,,,43.048251012399035,6.8356212080532455,0.2110617381195281,Vacuum,91.20800000000001,434.9676444263714,336400.5370549425,235565407.4110462
WS_000048,titanium,copper,98.13719580187332,Oxidized,Friction_Stir,4240.158325621188,,2730.6011692780367,2.185189871727887,42.09766198371126,,70.14626102575255,7.965471792453607,0.1709620270056445,Air,88.124,9265.551027670095,440265.6320012787,230965890.31970885
WS_000049,copper,aluminum,133.18150300550943,Rough,USW,1758.5431771371423,72.13553457664287,174.693065698088,1.618879757927181,,,133.02207010836338,3.679156437699236,0.7988628992854218,Nitrogen,91.20800000000001,2846.869952908273,99143.72050807587,459422912.76780534
WS_000050,titanium,copper,105.48921431579987,Rough,Friction_Stir,6795.877314407041,,5162.812445198331,22.67665720587894,16.969808549213603,,65.43864998192373,32.10073136480486,0.8161654701497595,Argon,88.124,154107.78027201764,610702.1016244247,248268865.89223498
WS_000051,nickel,aluminum,101.0747987008875,Rough,Laser,1111.972806264544,,128.81054678101754,0.027655079863988716,19.48692399212651,21.051126579948644,77.97424980497209,9.51516031484451,0.3619978817423317,Vacuum,87.07499999999999,30.751696763829617,108844.97811739112,399407174.5464271
WS_000052,copper,titanium,149.62016233421986,Rough,Resistance_Spot,6257.795362427523,,3815.701139277108,0.5621648432909331,,,125.57637823893664,25.40063441351886,0.4030181007610315,Air,88.124,3517.9125492657963,279538.1675160104,516129711.9881248
WS_000053,aluminum,titanium,67.55033782695719,Rough,Resistance_Spot,4204.870533080616,,4939.318619568408,0.6097170711633183,,,62.70082251247901,4.580211267918168,0.22228731134746563,Nitrogen,81.172,2563.781346050854,921504.7493640183,164147320.91950595
WS_000054,titanium,titanium,105.35757962454424,Anodized,Friction_Stir,2068.9000831688704,,9775.604466506282,15.23171459850475,147.35025835813738,,167.75506516760345,32.33057718764491,0.5280293856359285,Argon,100.0,31512.895599650976,186383.70776801865,247959063.6463649
WS_000055,nickel,copper,131.30616978123103,Rough,Laser,1450.8097097898217,,107.75839439577668,0.07388847118615033,26.962161135874716,707.5228655488,158.200310259711,3.928058081535395,0.5048831650874777,Nitrogen,94.02700000000002,107.19811143839236,84147.30035346285,518869460.50751257
WS_000056,titanium,copper,95.64130280699274,Rough,USW,658.4374261819194,99.09642091509507,712.4723054519736,1.6387614471238063,,,65.83531785747749,30.667622500076817,0.7081822879117493,Nitrogen,88.124,1079.0218693703566,71981.93911310431,225091806.15625742
WS_000057,nickel,titanium,88.49376917185165,Anodized,Laser,302.7285752155285,,426.8564554080628,0.0748514780293231,21.01739635385993,933.0051290328547,198.36730576233032,9.225081452395676,0.4033828679710404,Air,94.09700000000001,22.659681296593416,38656.98960454216,349691978.259489
WS_000058,titanium,copper,110.65873263384616,Coated,Laser,1667.7520857163147,,101.33844352619062,0.02433348286043498,32.05416962228868,907.9582643320534,76.91538481336903,26.47380041077755,0.6463856507337059,Vacuum,88.124,40.58221679323263,136194.6689981397,260435327.2537569
WS_000059,nickel,titanium,88.37658828399377,Anodized,USW,1253.4446854103553,77.2848442158626,1055.1687411757102,0.5412041207789529,,,181.92342318942232,17.275104961794515,0.5348422888911909,Vacuum,94.09700000000001,678.3694289125625,160483.61902167276,349228926.26302975
WS_000060,titanium,nickel,57.10916650850981,Anodized,Friction_Stir,11018.3288962434,,2500.5768399404487,26.48024434582971,104.13048901675347,,153.46296400502817,25.79178821658249,0.8981540927390746,Air,94.09700000000001,291768.0414552414,3378345.70146225,134406423.37777784
WS_000061,copper,nickel,79.49807200855173,Polished,Laser,488.6347270219802,,359.8914002895709,0.049904167225955406,37.97712930114571,103.81311471340086,116.56664326722705,17.046970450061206,0.4656001754253427,Vacuum,94.02700000000002,24.38490912971397,77316.31313632838,274236549.20070004
WS_000062,titanium,nickel,87.96577366984866,Coated,USW,2300.091341365186,67.70328695967676,1418.5020444874901,1.1311764423604327,,,65.3238306032515,15.556319707676375,0.24527817344114056,Argon,94.09700000000001,2601.8091406295066,297247.1023231683,207027448.3319888
WS_000063,titanium,aluminum,84.7220970739219,Rough,Laser,1268.4054999900434,,456.8076803330527,0.014772503220163127,5.9389355477784385,256.7595163218085,150.69720549123213,26.68333073664697,0.18177013138015968,Vacuum,81.172,18.737524333075537,176711.46299038822,199393455.46347517
WS_000064,titanium,copper,78.88789936457302,Coated,Resistance_Spot,6460.435417445703,,2408.588020860737,0.7390797932684756,,,188.18606265842268,41.650583080804935,0.4606714971233057,Argon,88.124,4774.777272750108,1038104.337876578,185662671.1545226
WS_000065,copper,titanium,115.19319704956645,Polished,USW,2674.740905155321,56.69542514134649,1223.4233279153655,0.8581051373532474,,,29.857094987965638,15.08387587406554,0.7422827588784092,Air,88.124,2295.208911802656,201571.00258696193,397370452.5421844
WS_000066,aluminum,copper,137.09926508079144,Rough,Resistance_Spot,4122.578817066049,,3818.755616493868,0.45769576148090907,,,60.42886812919675,20.3597782259712,0.2126856163038399,Vacuum,91.20800000000001,1886.8868509421106,219330.3410208491,333151214.1463232
WS_000067,copper,nickel,92.84763912669064,Oxidized,Friction_Stir,6049.151224725847,,8024.461367914789,9.050028006253125,51.81847067540844,,58.28254118142073,23.182815708306567,0.8804330525462051,Air,94.02700000000002,54744.98799782931,701701.9949449676,320287215.93143207
WS_000068,copper,titanium,216.41072937597147,Oxidized,Laser,1524.9248937584377,,112.85374061683703,0.08990737465463067,11.051842383618352,191.4970329430029,26.57894021265708,21.243012529949965,0.5518729066100931,Argon,88.124,137.10199374331273,32560.48585599774,746530452.0553511
WS_000069,copper,aluminum,101.79242759098985,Rough,Laser,1115.4661933887692,,245.7330947099171,0.05020418293330366,38.50245777224579,103.8784978519842,80.18530603588678,3.397651371175015,0.7025969765979607,Argon,91.20800000000001,56.00106882880564,107652.83445748503,351143158.2178786
WS_000070,aluminum,nickel,89.71185244513175,Coated,Friction_Stir,11307.638975016167,,6930.315477191362,1.7857837826010212,52.17471076726039,,61.59346338585285,30.23517346194278,0.11576843020349133,Argon,87.07499999999999,20192.998301091106,1404986.933238954,217999801.44167015
WS_000071,copper,nickel,97.93394679381896,Anodized,USW,1891.8039619584151,74.8731786679456,1630.0984379800198,1.9785846857153413,,,128.5755323918563,36.30825670331637,0.8701194548438997,Vacuum,94.02700000000002,3743.0943475065283,197246.6410749964,337832942.8599579
WS_000072,copper,aluminum,119.47421372738343,Rough,Resistance_Spot,7623.1415187640205,,4316.576429600976,0.1315491207660814,,,177.7599336575529,28.931650362641395,0.6631569081108075,Air,91.20800000000001,1002.8175642688174,534054.5507729279,412138247.6739819
WS_000073,nickel,copper,91.13174931964203,Rough,Resistance_Spot,4417.231673505403,,3156.3272413166346,0.2753830044146475,,,132.3468034128441,18.42352434860582,0.5416377446815842,Argon,94.02700000000002,1216.4305294454591,531876.4530354561,360116220.6114974
WS_000074,copper,titanium,105.11917753179229,Anodized,Laser,995.0243601182474,,99.2324980225758,0.048993058347884276,26.110425138214158,741.9452572844369,145.7922535689628,18.114751961864126,0.2744184859952692,Argon,88.124,48.74928653283951,90047.11534092556,362619114.8136707
WS_000075,nickel,aluminum,74.61758800028291,Rough,USW,929.1982146207588,34.50765938674321,134.9422854401868,1.837167732464948,,,41.195194920225404,25.94324139814141,0.3192441765497648,Air,87.07499999999999,1707.0929769652976,166888.32421662338,294858860.74191797
WS_000076,copper,titanium,107.9835721986049,Coated,USW,2162.5916863656385,25.783415076110465,1837.3826972574236,0.8956639972949388,,,88.96493508490954,23.35129673772769,0.13757277342004404,Vacuum,88.124,1936.9555143270504,185463.79775378032,372500130.65630746
WS_000077,aluminum,nickel,134.28675567049922,Oxidized,Friction_Stir,12022.81703196122,,1614.2473481868242,25.27529073038785,93.06674530787627,,184.79246191254452,32.46897875048575,0.5883237336063661,Argon,87.07499999999999,303880.1958810786,666714.4606833695,326316816.2793131
WS_000078,aluminum,nickel,102.90090400438525,Polished,Laser,159.2479566164409,,138.5093817069143,0.05991271513932523,3.519864860728267,496.8698809540351,127.43171280504006,15.040975086763236,0.7167297629966576,Air,87.07499999999999,9.540977461280445,15039.572379649548,250049196.73065615
WS_000079,copper,nickel,105.51796522931228,Rough,USW,1116.005083097767,83.71920859067798,1618.8901700410606,1.4199232946234108,,,68.9861247013933,26.56038000910892,0.38877911755202144,Vacuum,94.02700000000002,1584.6416144086547,100233.60651245766,363994772.85503566
WS_000080,nickel,nickel,122.03298171875937,Polished,Resistance_Spot,1780.3469067596525,,4811.768568517687,0.7608084898062246,,,135.01088936016714,34.15661304924824,0.6792826634185108,Vacuum,100.0,1354.5030414629946,119550.16743037946,482225530.55984956
WS_000081,aluminum,titanium,135.39719232576383,Polished,Friction_Stir,4875.722743654829,,9889.012071969823,28.377720850911786,17.49109416001612,,147.00353105282392,41.63617428370496,0.24446027610186682,Air,81.172,138361.89896587847,265962.0576783666,329015177.3516061
WS_000082,aluminum,nickel,72.30210357747595,Rough,Resistance_Spot,9498.398402020905,,2633.963974958587,0.8634222244794203,,,172.01889173631267,14.359521295946504,0.7631323793205419,Air,87.07499999999999,8201.128277264661,1816973.1757718548,175694111.69326654
WS_000083,aluminum,nickel,137.15559920877865,Coated,Friction_Stir,8253.804489973125,,8964.98520870953,16.377688846412106,93.79611073215071,,92.80738094273313,25.759249174505957,0.7431815835207182,Vacuum,87.07499999999999,135178.241735899,438760.0666013405,333288106.07733214
WS_000084,copper,aluminum,129.73575049485586,Rough,Friction_Stir,5028.473171797239,,1219.6070340088422,26.232867343126966,14.041188061573557,,177.4463010831559,23.80217103122454,0.851254158810317,Nitrogen,91.20800000000001,131911.26965422987,298756.11305464746,447536444.9070548
WS_000085,nickel,copper,108.86187182031418,Polished,USW,593.9919330156522,53.18031941708543,1203.4386937319227,0.6162052450311077,,,91.69172911561441,4.126470080014356,0.3690963710627376,Vacuum,94.02700000000002,366.0209446304113,50122.064597072495,430178572.6851535
WS_000086,copper,nickel,57.21210574460199,Rough,Friction_Stir,11302.193098045145,,6301.976810238054,9.040703725206434,182.9644293909315,,28.11812189965817,4.926041940560182,0.4133041124322848,Vacuum,94.02700000000002,102179.7792444992,3452922.7129340596,197358879.97657904
WS_000087,titanium,nickel,91.4002864978827,Oxidized,USW,723.5275057806488,47.58226982064355,1770.324784368113,1.8949908423536796,,,104.13227202497654,27.603512514481846,0.2336271568736602,Vacuum,94.09700000000001,1371.0779976453284,86608.38332186027,215110574.27276695
WS_000088,titanium,nickel,86.68292108106294,Anodized,USW,800.8469050874899,14.22508214330317,829.7721618333742,0.1697906811105659,,,192.3086473369986,37.17925631072846,0.7406157497039001,Argon,94.09700000000001,135.97634148009362,106581.64665146683,204008254.76428166
WS_000089,nickel,nickel,119.62501778280377,Anodized,Friction_Stir,14933.801694403659,,2565.0572429753856,12.491018548177104,154.06531038377736,,145.2837112496826,6.925315785293478,0.7526664999924942,Argon,100.0,186538.39395959477,1043581.4465973288,472710220.2705273
WS_000090,copper,titanium,96.08687792303697,Anodized,Resistance_Spot,2165.634291545238,,4499.366359410397,0.9560949832474558,,,175.1829711077811,36.42822336261951,0.6241935845112174,Air,88.124,2070.5520816950598,234561.62127203002,331461294.08330834
WS_000091,nickel,titanium,140.17250200412792,Anodized,USW,621.9589541829328,57.93422674606859,1928.0317479248945,0.3079908341034624,,,181.00638757425213,44.616390081527165,0.14921362099138805,Air,94.09700000000001,191.55765707691862,31654.544895861844,553905658.9195119
WS_000092,titanium,aluminum,86.34391673934809,Rough,Friction_Stir,9354.515531945284,,3403.254431524792,26.480269604299583,161.51094410531633,,138.52133023851658,38.276177809240885,0.7938353607678419,Air,81.172,247710.09330351904,1254751.7494708481,203210408.04605573
WS_000093,copper,nickel,136.78610783373458,Oxidized,Laser,301.0847782743096,,352.50546163939794,0.019732932438715586,44.20021950574716,961.3539728967226,103.78460157859705,39.55821661026592,0.10411613660377182,Vacuum,94.02700000000002,5.941285588012613,16091.807012452995,471857357.5832508
WS_000094,nickel,copper,111.6950263973376,Oxidized,USW,1146.72082674477,27.381957812856374,259.7866264891708,0.7202237953562566,,,120.7719762155893,5.212973555111595,0.40135628958943903,Vacuum,94.02700000000002,825.8956260521826,91915.7700631931,441374066.31171924
WS_000095,titanium,copper,88.86945918677091,Anodized,Laser,135.0126656026132,,221.79798410733102,0.08417202877138066,20.215409360814633,180.31782610040958,155.66579012909347,35.49631418418349,0.23900278024605345,Vacuum,88.124,11.364289973603954,17095.013071310354,209154272.19606534
WS_000096,aluminum,titanium,89.68315890212453,Rough,Laser,757.1778082106177,,314.24860370606376,0.005528461347438772,43.70530350146644,973.5154802082195,194.39801395142447,33.734332428431614,0.20406899210450558,Air,81.172,4.1860282458308085,94140.40947423666,217930076.1321626
WS_000097,titanium,nickel,105.37885157684084,Polished,Laser,806.4837055535767,,411.20496524497594,0.025998366219149843,1.0504445124360364,159.77934499347975,104.33709501834518,42.493663573102346,0.1817548957549752,Air,94.09700000000001,20.967258726758896,72625.42294548413,248009127.1860949
WS_000098,nickel,copper,128.43152739440214,Coated,Laser,349.5367401778183,,435.3466180408235,0.09636042869057306,2.5338133736282957,731.5387969067119,183.7144119706073,38.58120414416244,0.8716163778161669,Nitrogen,94.02700000000002,33.68151012664002,21190.906566173955,507510023.6517195
WS_000099,copper,copper,86.2076719382232,Polished,Laser,1798.7884869903553,,122.67775688663222,0.022097365698483248,2.5255700613410568,652.0151585505091,86.334741870277,38.896121242783664,0.47856792535324577,Vacuum,100.0,39.748487011247256,242040.62472908376,297381985.11809474
WS_000100,titanium,aluminum,162.89829149584003,Anodized,USW,828.112194205969,12.927356154212672,1849.6109108498051,1.2716355975894023,,,163.37671237571175,21.66850581806475,0.1938465511699156,Air,81.172,1053.0569449501786,31207.294620927656,383381129.0354595
WS_000101,aluminum,titanium,47.502469065621156,Polished,Laser,528.5262706430974,,88.80447984831314,0.06550042721342421,16.97034773365167,590.6736749467368,97.984414814898,44.295813333130674,0.21966451413405264,Air,81.172,34.618696520640746,234225.51977317999,115430999.8294594
WS_000102,aluminum,nickel,62.17788183158429,Oxidized,USW,2650.3059929730116,80.18658900040148,175.27576816187857,1.012963199789875,,,38.88743211527148,10.892025713813736,0.8893300746137172,Vacuum,87.07499999999999,2684.6624390642237,685526.3809164725,151092252.85074982
WS_000103,nickel,titanium,125.62415882008263,Coated,Friction_Stir,6498.215379382915,,7982.242622136605,28.295887622739208,23.759091707804885,,116.16359707576012,39.714006861882,0.16600682755233703,Air,94.09700000000001,183872.7721233746,411763.4255045346,496416425.9934385
WS_000104,titanium,aluminum,106.03754945094201,Rough,Laser,1660.7373832187463,,30.17991268684312,0.06736816037708682,47.62594874341102,125.09574676133128,181.3198344833069,26.764948681962125,0.5932836654899792,Nitrogen,81.172,111.88082237690399,147700.37456012663,249559372.632792
WS_000105,titanium,copper,72.70283304506839,Rough,Friction_Stir,12422.465079907293,,4055.0517328852548,24.629928298648856,25.22182081308828,,181.06699809089497,24.64165692691813,0.753838215969995,Argon,88.124,305964.4242105859,2350201.588718015,171106117.57156846
WS_000106,nickel,titanium,89.5067195238581,Coated,Resistance_Spot,6852.647672861085,,2656.755178593293,0.6195846017228204,,,79.2231388066392,21.15821667134993,0.6954232524759645,Air,94.09700000000001,4245.794979136447,855356.426578839,353694752.8704777
