anode_material_encoded,cathode_material_encoded,surface_coating_encoded,welding_technique_encoded,tab_thickness_um,power_W,amplitude_um,force_N,time_s,speed_mm_s,pulse_frequency_Hz,preheat_temp_C,humidity_percent,atmospheric_pressure_Pa,thermal_fatigue_life_cycles,long_term_reliability_score,resistance_drift_percent,mechanical_degradation_percent,weld_strength_MPa,electrical_resistance_uOhm,thermal_fatigue_life_cycles_uncertainty,long_term_reliability_score_uncertainty,resistance_drift_percent_uncertainty,mechanical_degradation_percent_uncertainty,weld_strength_MPa_uncertainty,electrical_resistance_uOhm_uncertainty,anode_material,cathode_material,surface_coating,welding_technique
2,2,2,2,121.94190811763482,3975.9283233823094,48.454120793631674,312.59884708366434,1.0163872856703529,1463.5972115198585,34201.26652559707,75.65179164662926,73.93665915072702,99882.69196522824,1014557.2542620777,64.34006779938946,1.6525696795508922,5.112307729132333,151.4963604657193,4.766591064787429,62216.66463636956,0.910745583072007,0.11023667691128702,0.8235760379546893,6.900781008261035,1.0517294824432097,Cu,Al-5052,Oxide-removed,RSW
4,4,1,3,420.6946067161868,3257.006894378719,14.866096960826653,3773.954789710375,4.302513553324305,2959.1446848252945,36135.01123396709,78.50330561571498,78.62250579078608,104488.56709369441,2490207.651949128,87.73002370432047,0.8916052562773302,5.116873121715763,523.1467674146152,16.398069533251437,238077.21228403272,1.5292953450572284,0.020720799474388762,0.6055794878659984,1.858546113479008,0.5635018572651296,Cu-Ni,Al-Mg,Ni-plated,TIG
0,3,1,4,358.4685935806804,3083.3444701790722,11.258338729734795,3524.626644294343,2.1237004542706845,144.52625900405658,27058.613821432475,3.509399155512373,54.51935703734432,98069.7867570041,1137227.9634510032,85.79727598640127,1.0676367456780496,5.242663390241251,389.4077175258865,10.172509467012954,129170.18749531708,1.5254450844635414,0.0007505009010239094,0.6596633010472179,19.664822575742562,0.25725329002136466,Brass,Al-6061,Ni-plated,USW
2,4,3,3,398.55810417480586,5852.330354011652,7.672514985848106,64.17917632357938,3.542976950076413,1098.5631681777554,9415.4471106319,-9.668350491559599,37.00191318197942,98700.84412838139,426795.9401942508,60.32940560832466,1.5296416134635809,5.656249468938491,145.82556637454078,18.95434377925638,42104.46109792113,0.8471129004593685,0.06301350271318307,0.46316121240802977,9.958666663779255,0.4588286371107628,Cu,Al-Mg,Sn-plated,TIG
1,1,3,2,452.5770437231113,2311.6500689043432,8.497590550470441,3697.69816977305,1.3924620391015305,1742.1219663546542,24672.3987191942,45.847115639233905,26.262435734485017,97168.25648552063,377944.3912256765,59.56244392730609,1.8248435039152202,4.950119746981482,167.76272935576105,40.189122781812294,63002.91225191901,2.264578301771202,0.08807183650522155,0.3054721078208784,17.11676514316133,0.5860881290678108,Bronze,Al-1100,Sn-plated,RSW
0,3,4,3,466.67596120381717,3826.3002691162137,49.38453596527175,1788.7800966507561,9.688259002787373,1838.625879055244,12638.46719621311,75.60392942347924,30.10137107676067,96860.32143177923,2284386.045826519,81.65674121817095,1.3415820056208387,5.845355122723702,317.011344456755,18.33333023452478,892599.7605559297,4.6546220878134505,0.10556214334256542,0.4216456590539672,4.213979365929504,0.24262801853603122,Brass,Al-6061,,TIG
0,3,4,0,339.0887692545307,6176.4163468594625,42.82585876540352,842.7675115674499,2.421629093873404,2352.6290478649667,9102.616256590381,-2.2331818434299997,74.22783363080373,96526.72916068838,1317807.2779493944,73.24261414275762,1.4686494183564247,5.175108497560269,243.90571023005182,14.726450112012778,370208.61670141143,1.1405807043217706,0.051488263911872334,0.695379789829428,1.5149049234532157,1.23182176846477,Brass,Al-6061,,Friction
1,1,1,3,152.70303222578679,3181.2019578595223,3.8232461764051373,4608.3909566004595,1.8757954340120575,1221.0924130976287,26679.126910220275,-8.57390859319048,49.218579966677,99052.19400218445,733298.5632777143,62.46522999426372,1.6081989615805976,4.906806271503222,173.85778997173855,13.763401889425285,46522.09199958522,1.6670603975090508,0.0013258883581594993,0.3350274548933849,14.363655270248643,0.17789791001401056,Bronze,Al-1100,Ni-plated,TIG
0,2,4,3,96.68015162898547,3457.59881705735,36.981627414736785,3233.562670560756,9.508552044580416,2994.2079649765465,7251.856668928683,14.83937690293125,61.29514213670146,96913.37999557107,1876672.4438518616,83.34452350640484,1.208309285628883,4.8060867761320045,321.8688126195585,3.0611760197014393,39340.847009537276,0.437963682460186,0.02262664652228774,0.9719669579558601,0.33144654458664036,0.11430082826950327,Brass,Al-5052,,TIG
2,0,3,1,177.9498754035576,2837.4276328830056,43.70494502369394,3240.24960236928,0.5035701461647136,1707.689805543647,18700.755211797907,42.91907311316007,57.35545844307458,98031.76339374245,418478.6112085415,62.37443722046992,1.6456670777080193,4.835024285316869,155.79613573655644,4.677686777656707,102397.1088789863,0.8931015328910981,0.06169964655098592,0.26480743128540984,14.383091372337077,0.8966136486681864,Cu,Al,Sn-plated,Laser
0,2,1,3,382.16264349770245,2984.680626961353,25.92742742555327,48.550930728436526,0.8562562101398083,1912.5891124301036,37647.23153549699,64.68719858079635,67.41663961155766,97992.02380280937,431412.28412460943,62.06780614027549,1.815180910758523,5.932960230521692,205.82478779117088,21.28106124800246,13033.24827017117,2.1991106873996706,0.045997207136036056,0.06276200054653991,0.34394787164919194,2.2731587390063765,Brass,Al-5052,Ni-plated,TIG
4,1,2,2,91.79206912236845,2847.2302941087814,4.774269917106921,4679.298347043337,0.19192291299109415,2053.2336536861903,27399.209571004918,67.83671179395574,20.761534312362325,97187.03804718103,873234.2408412225,64.0491515248179,1.6139022946777328,6.481504375410376,168.6268567065327,11.583120151434393,148447.3201491573,0.6564373910323837,0.09286818358073712,0.10656485624657774,6.706744587267934,1.302778468152309,Cu-Ni,Al-1100,Oxide-removed,RSW
0,2,1,2,460.39921520274345,2865.141780954681,23.609853864813395,1398.7979636573543,8.765822312536079,7.50899948276218,34083.03249106894,70.79168940580155,60.71860807640723,95725.18427952021,1505479.781232587,84.8274711882836,1.2527155432364125,5.4499837485566225,352.35301468618826,16.941510811779075,169767.22945933905,1.6786504908956061,0.015206174428398667,0.6708678409852071,28.418674061389936,2.2251269771355755,Brass,Al-5052,Ni-plated,RSW
1,1,1,4,227.01401587210367,1185.76676117171,47.708294088623546,906.535625385379,5.43943444333805,902.4460447097249,10332.689505172924,9.395662736409225,63.72977659858805,99109.92221210324,302627.8564672345,57.59463140932759,1.8685723074162897,4.769585091843458,123.20975205160197,29.837915377871198,14543.203553184721,0.7376720038786928,0.08672365107063196,0.2637150239721313,3.663704955777206,4.948441336703349,Bronze,Al-1100,Ni-plated,USW
1,2,0,3,357.5157212990289,6204.594127406114,27.245099050233417,54.99888250471263,8.75579830987689,2149.265064491806,3189.8706936157682,24.549498962262007,43.87760551008384,97253.18195994542,964430.3258668305,71.1597770473444,1.5576022965241854,4.550940664697656,274.58528323959433,17.477657513036146,45760.80478026491,4.855113078510897,0.09319118679979443,0.5692620102657968,13.274506372707151,2.154870742679157,Bronze,Al-5052,Ag-plated,TIG
0,0,1,1,185.3187140724896,7791.60553744013,9.557512118840988,2839.8054794358222,6.15486137545999,1466.801964889413,27037.252313387322,17.195309586165944,61.43848532914516,98765.96149789747,869618.3467078165,64.44169836551048,1.5769704829216633,4.660619738671365,165.97266108595457,10.58407633299753,42951.471560933685,0.0057220251167322544,0.005575721094497665,0.1866632743696548,4.374571512289535,0.05930201413830183,Brass,Al,Ni-plated,Laser
3,0,1,4,370.0250818451209,5279.187859869133,20.28328796860648,3988.502263552998,2.3425238451085715,703.482384067948,10245.351493290142,76.2001856276622,31.15023585484099,100406.23454558096,509803.7482437678,61.24552652057994,1.6548126051254233,4.35806985125695,168.7226657567307,24.766173405207482,18532.67382526811,0.7534787396964333,0.03228623973380795,0.5608709112881236,9.03146290566444,1.0339214639576273,Cu-Be,Al,Ni-plated,USW
0,2,3,1,272.53122003772205,4245.864697415115,5.117416939494923,1126.0657257912626,7.194999139839144,1281.2956131497265,20828.857039697104,64.95098945038652,78.07762539036482,96108.25769348216,2484909.0193908727,78.26741089580435,1.321110901061311,5.351055192464647,336.42433865201633,10.038053618714398,883889.3717942027,1.005175474729647,0.012305119509013918,0.445273906137849,7.090805236528524,0.7935814139815802,Brass,Al-5052,Sn-plated,Laser
0,2,1,4,154.6401488898333,186.7004488434537,10.025306667121347,1354.32913712829,8.207739173137162,2187.480884591229,6671.241515875082,23.031219331404046,20.531975099095835,99218.56530275526,1053071.1979958834,83.42728726209455,1.2732688060120207,4.768620805402003,344.819267219596,4.572494904188721,146916.54590407235,2.198789515543446,0.1182308495254294,0.4784600681419353,5.353875541933007,0.6051668453379482,Brass,Al-5052,Ni-plated,USW
3,2,1,3,84.70943264301519,6405.091560158145,34.11023371518039,1370.3356599728738,3.142549285020947,187.65109366310907,5130.885411655224,1.1468795526023783,30.05550619835088,98411.30527945278,4100938.8235327443,88.82105655735899,0.977506071196129,3.906278345401036,447.6346135204686,1.6041666733419184,534545.6356264025,1.8969979506710501,0.014079034561359116,0.4892401264564361,2.7787164721077318,0.762470853634547,Cu-Be,Al-5052,Ni-plated,TIG
0,1,4,3,77.03194832364953,5104.795234796001,35.38666909073479,558.8668807443537,0.6551970659627078,2914.6125773249696,13539.6743827854,67.67227835733583,45.974776380917675,102269.61000746604,340087.5209329204,59.09675804158193,1.9681270791096335,5.756753727404768,79.24452676325352,8.971611172946876,38407.33336847942,5.210315230633512,0.06077283932533972,1.1988795941663022,0.5855252201770114,1.4211723935706515,Brass,Al-1100,,TIG
4,4,0,3,433.9973536627699,6114.1135589518735,4.666393511335115,1763.6353116275372,7.307154761667215,2923.4704509925914,23841.866273861426,54.70738386539148,24.249132496871894,96752.54308474872,2903162.1667830655,86.97689692570901,0.9810525694198485,4.866861059517374,509.6718633967241,19.29656900922778,45753.7091206999,1.2666940003270994,0.04572621535929011,0.17424865123368338,1.2739678484027763,1.4724082250038872,Cu-Ni,Al-Mg,Ag-plated,TIG
4,4,2,2,172.83352979580278,1670.797618357241,7.278194055098508,2480.1602408742797,5.796277027231817,548.648397441885,3513.047554923978,13.309971542364682,33.059384544499885,97297.1492702058,1797911.9585735344,93.54264172170663,0.8707448075189841,4.5463265047848065,518.4879385592781,6.655017835793198,77610.88782115455,0.49179205789918967,0.051672347653743345,0.09413308208194637,2.202534401942046,0.02212183649585775,Cu-Ni,Al-Mg,Oxide-removed,RSW
0,3,4,3,66.25539952167142,7924.1174957497215,40.142808483212384,242.04434940614806,2.5610903996062913,2972.7676942062144,3177.224945933177,24.048934291766464,26.29845011237457,100101.25513206386,1861906.5126013807,67.60499773857634,1.4650748672621539,4.5482796720311605,178.65721712062344,3.6298000881761503,58292.294120874256,0.22392095739142093,0.037149812944814786,1.3562203942423248,6.9930984669819765,0.1178877591201728,Brass,Al-6061,,TIG
0,0,0,4,496.1503183816802,1124.6256824107872,42.435684787165414,4171.849198365509,8.33700419628061,1683.5834244202306,13409.672017665564,5.0715408857344535,64.05966316278358,96006.79106534508,246018.62349843356,58.77011348003037,1.6955427900279214,5.14687504294079,164.54191760299312,37.79772085573212,131834.19271045766,2.184738556843989,0.01587410927915467,0.18626440982708337,7.892667432729624,7.047032975716679,Brass,Al,Ag-plated,USW
2,2,1,0,94.17015131138557,3909.9569012814486,41.261903526984575,2292.0693236001975,1.1524072766968056,1860.0216679201308,35713.021598199564,57.4656676034553,47.1839358537485,102994.63447629711,1550330.8353083446,74.34751425121894,1.2392023739777605,5.072736990158981,249.24843369861696,1.5426823117051318,372786.42971751327,1.9675388886791865,0.03698979323227547,0.46759384639305024,24.248568148525464,1.6732463408024987,Cu,Al-5052,Ni-plated,Friction
1,3,1,3,298.3087983926223,1865.1647927838787,41.24047852689831,1270.581605805246,6.467902009100781,2020.374059381191,13963.314991526468,21.250046661486103,62.345079669595115,96275.7751494839,1373334.2545729985,92.12879644682283,1.0032370264553685,5.375888123391837,491.7975289093032,8.69604158002715,35359.81431830174,3.198379085778015,0.06573029343043241,0.7045787449975065,48.24651071360225,1.4363346412211615,Bronze,Al-6061,Ni-plated,TIG
3,2,1,4,312.7130454645702,6818.099452526335,20.420331304341627,2301.5882499900476,7.328244576644257,1410.7894035427198,32594.183510052986,35.32927482943305,44.64354327276854,103517.35670950536,2614926.640088981,87.79949574514595,0.9704139746653739,5.014114993421614,474.14784500369433,6.776189013717442,38786.87948604603,2.547489766626157,0.00717245292333607,0.4147744314031421,3.526759336708949,1.0709375633975782,Cu-Be,Al-5052,Ni-plated,USW
2,1,2,4,379.4363442946404,7006.350905671233,19.508845589390745,816.0483719917361,2.9014537619309264,2775.9551820166575,18146.73681281768,67.76778469771946,68.19357635389986,99463.32014883138,257957.0997809803,54.57593690484107,2.1059690721601667,5.875556282869957,99.97547305667291,24.59188121066782,4357.558179574669,0.820711373543233,0.1768552125226026,0.09355457876636075,7.407787306055027,3.1474803776151195,Cu,Al-1100,Oxide-removed,USW
0,3,2,1,144.14388689994735,3135.4157123671375,45.05473691195365,1151.4565439233743,7.017218524314167,1624.6607477255757,39154.130473106525,6.780842328005072,67.29201011829932,100778.914459502,1360350.8096568647,82.37603315946917,1.3360097542325264,4.929342405724482,318.40121684491817,4.453631310316544,60020.269962601946,1.2564794279156999,0.16321030578516083,0.40559009495301757,21.693658558497447,0.546305924110063,Brass,Al-6061,Oxide-removed,Laser
4,1,4,1,164.38103183540926,6662.3578870385745,48.94651583787431,3380.486884267636,6.8553445952333885,905.895228015788,8433.905337692078,11.020438610898658,46.86605003453924,102352.55663866135,556935.498726137,59.09006242010601,1.7404532704391245,4.911161813919114,135.78575170359125,22.59369259099565,79702.69221350606,1.2912296540735824,0.04645759142608086,0.5422932984895148,7.936217855751252,1.0144057467872276,Cu-Ni,Al-1100,,Laser
4,4,1,0,463.9104678464615,328.6868294900476,1.2312248229563616,1054.1251676086029,2.707567631656837,1341.1079823048449,26531.257108832946,15.973317062440113,69.3595358095596,98246.90249614592,890050.575260171,78.84922499859057,1.330233891383004,5.7488484143580365,405.46349035029016,25.22234863491488,26662.471373199543,2.637865352987042,0.048420035408250794,0.7627869330853603,0.5423370211429983,0.5774180485193536,Cu-Ni,Al-Mg,Ni-plated,Friction
2,1,0,3,162.18327604798998,1110.516455709071,8.300226484391949,2171.657492424211,6.778067864618023,376.074675876081,19062.42703900605,74.23257264863497,30.884758627038323,102886.66476035453,235100.95498791334,65.6199440117123,1.6778903784091477,4.571829541623136,149.27613150550096,4.593186398619938,157943.13660370494,2.174195605621261,0.06588293816590807,0.08844519010320395,14.305977468963505,0.23138327940984738,Cu,Al-1100,Ag-plated,TIG
3,1,4,2,490.58810161749955,1459.7157333215935,19.961392759414053,2051.164323311996,8.57387326144803,2370.611548135674,31088.773880086035,50.854299359296284,45.916656641666535,101546.12702008976,247654.0631865246,58.37371881754302,1.9296257111694501,5.535332966545324,134.44575445374392,32.32614286737727,68989.83834085788,2.521812108705518,0.09160327862621664,0.7351198890345665,6.4649036671049345,6.781540042917783,Cu-Be,Al-1100,,RSW
2,0,0,2,263.9114600818066,3895.0832276479337,37.384014775717844,3217.3621503074296,2.4158634227766367,1389.461333174495,17352.395955411714,71.3541654833741,66.48968206296513,96531.19611609439,402486.2562595983,61.45312821157094,1.7077945273849031,5.04257041224384,156.05956425892032,8.206288842581131,113438.97481680676,1.0211142800441237,0.04702992698380104,0.6790893858282434,13.550812178064803,0.13927860560860683,Cu,Al,Ag-plated,RSW
3,0,0,0,428.54836239658624,1352.0531589442096,33.204277755237314,2311.4740438516224,4.522307550261119,2441.7622602282077,16042.55555376152,-1.768055321413577,30.604618841885813,101462.8183264999,256842.32440934482,62.38244314213592,1.7603655880424063,4.74324621615306,171.57749624435468,25.933018229431035,2282.6401199499523,0.07666879540914451,0.06835015367911856,0.07847250926635585,4.85097828252681,1.7579357278877072,Cu-Be,Al,Ag-plated,Friction
4,2,3,2,422.7485909924459,1152.7912066549163,18.58612711206873,4814.896179301568,4.727604801193892,92.99658980139557,11618.165775302337,21.213183080844342,33.64177894619094,100844.93506359408,1701178.3083820313,87.54595836146885,1.0826178151278483,4.768688087268855,478.06346706485726,18.322586636561077,490134.3345222437,0.561089156847828,0.009411023449816147,0.16713976298979416,9.853723276227726,1.2973783523922027,Cu-Ni,Al-5052,Sn-plated,RSW
2,0,4,4,197.44151117188207,7064.641284774928,49.524458184392614,1402.0925055407874,4.244335087858975,180.62492313113466,16980.95145581418,27.549027554932486,29.42656812355851,101896.56094649549,484836.96158432786,58.83703576142895,1.7487453230657812,4.419107304928062,121.07305191501715,7.03575599495356,211010.27278474343,0.2753436414361943,0.07625565427393188,0.12249140223841781,14.641572811799264,0.7275230119624592,Cu,Al,,USW
0,1,2,2,66.23822740571732,6945.599772262657,10.313483677145507,453.0304087339143,1.7324615478200742,1822.859507414104,34394.299581541665,15.760565555584648,39.04470829654541,100978.0186171998,447677.1090903969,57.880547240445644,1.6699551510583892,4.82904458948863,96.87820110260137,7.669173711987287,81537.63614236008,0.3315577643203298,0.013784340929662742,0.8880838661592914,1.6145457977139372,0.26807958557138667,Brass,Al-1100,Oxide-removed,RSW
1,2,3,1,170.1709269759354,3228.976074038128,34.75190220513525,4841.712906832392,3.521665518215628,818.2409606491656,30296.717626541835,-1.7382767942773985,46.844626110973444,99408.95523065611,2595254.363022483,91.60490324617663,0.9823226626111222,4.9378102717838415,458.345696232219,6.3767448406023854,554023.5151477696,1.0572839106474063,0.09883971304055472,0.5235192580370569,7.978601092660483,1.3591969070478847,Bronze,Al-5052,Sn-plated,Laser
4,2,3,1,107.83026803965484,2119.712644083958,25.05626797030208,211.337601202663,3.832806076105621,2742.625067188274,27000.61640785703,41.77906394951652,59.98395603465152,98022.83009828125,1161110.116031468,73.20930534714793,1.4298991838836883,4.993154569266102,264.98181065133764,8.060143776626989,124536.63449668605,0.897409214689219,0.0330208153821373,0.4491233679448481,10.96677216375953,0.0638515177288066,Cu-Ni,Al-5052,Sn-plated,Laser
