firm_id,state,geo_political_zone,location_type,industry,isic_code,firm_age_category,firm_age_years,employee_size_category,num_employees,annual_turnover_ngn,legal_structure,owner_age,owner_gender,owner_education,owner_field_of_study,prior_entrepreneurial_experience,digital_literacy_score,digital_tools_adoption,advanced_tech_adoption,level_of_digitization,process_innovation,product_service_innovation,business_model_innovation,competitive_pressure,customer_demand_innovation,mgmt_attitude_innovation,financial_constraints,access_to_credit,cost_of_innovation,sufficiency_internal_capital,human_capital_constraints,skilled_employee_difficulty,cost_of_training,mgmt_capability_change,infrastructure_constraints,electricity_reliability,internet_quality,internet_cost,logistics_access,regulatory_constraints,regulation_burden,corruption_level,gov_support_effectiveness,market_constraints,competition_intensity,demand_uncertainty,intl_market_access,profitability_growth,sales_growth,market_share_growth,roi_satisfaction,overall_performance_satisfaction,turnover_growth_range,turnover_growth_percent,profit_growth_percent,employee_growth_percent,new_branches_3years,new_clients_3years,product_service_lines_increase,quality_improvement,customer_satisfaction_improvement,customer_retention_improvement,innovation_index,constraint_index,performance_index
NG_SME_0012,Ebonyi,South-East,Urban,Wholesale Trade,46,0-2,1.5,6-10,8,2540793.337268833,Sole Proprietorship,50,Female,Bachelor,Engineering,14.6938235172688,6.878704285016427,2.9244127274347536,4.444157987912417,4.277491395061468,3.071966360800749,3.4682641700336725,3.1590160305689547,4.7115283666596754,2.5635180470762733,3.8129727393613884,4.203516968922872,2.986838875451869,3.4734441584224967,3.1775409148480964,3.020443356959014,4.432600516023985,3.26834974837854,1.430351437318815,2.948407338305473,3.229964942319233,4.8742408127445565,2.8730138101604714,4.919707972029412,2.4141593310947727,3.2780311895751573,3.0369444259164307,3.3060222916986484,2.800085017730586,2.462915922150571,3.80735310703309,2.0402711843985117,4.097903463722673,4.467866939523699,3.3870799561402953,4.108516691688659,3.4149489679488965,Declining (>-10%),-30.0,-25.07050605393377,8.351615041050012,0,24,3.954270102139564,3.374749157751858,4.282565998149909,3.611959575437591,3.1559148222095326,3.0773224026025434,3.841949831833891
NG_SME_0013,Nasarawa,North-Central,Urban,Professional Services,70-75,3-5,4.0,26-50,38,2413529.5095220236,Sole Proprietorship,44,Male,PhD,Agriculture,2.125454915904146,8.333339995372489,1.994515650546865,1.7342593805681985,4.676000511225345,1.746299917108634,1.0,1.0,2.7156534514815998,2.7689140010361486,1.5083893830021982,4.958952675698832,4.39632183707554,4.3265659361093824,1.1592443390257134,3.8668798904814183,3.5773933278538825,5.0,5.0,2.6675819495702733,2.285680416559191,2.3018495128948198,3.2112295098655834,5.0,3.347866284534394,3.4518712577097963,2.3414743733314367,2.8603266532216267,2.906461659918634,4.641864534832348,2.8716850553860627,2.0671850225007864,1.364132695485446,1.9091461926040654,2.39428596246361,2.2712894310707243,3.1579065944996767,Declining (0 to -10%),-6.51914357032376,-18.294996432497197,5.563875238908869,1,13,3.518855203279699,2.3955218117265504,2.63555892002221,3.0977895085501745,1.4352038919138748,3.54954849204071,2.2063678612631996
NG_SME_0014,Anambra,South-East,Urban,Food & Beverage,10-11,16-20,18.0,1-5,3,1518975.851759125,Sole Proprietorship,49,Female,Master,Medicine,0.07360847654452098,10.0,3.038001439407658,1.806480892194645,3.664563462864697,1.38661412236761,2.4972664224916863,2.185598901221055,3.742237428478785,3.3358739340757766,2.2664423039539914,5.0,2.7159408561833636,3.413781816810591,3.1199583624058067,4.128795403817274,4.078741272768104,3.166087787853842,3.953430228116661,3.195531746392256,1.8488040099498524,2.67277277043638,1.8085864846701332,4.042430994815035,1.8821162280594874,4.529053413319558,2.569224376579742,3.9213205641363427,2.6155595186910063,1.9500633544669561,3.615340371004872,3.840559659536471,3.744027945048723,3.9094560116975594,3.8021960631040863,3.86260163495755,3.8301869980818837,Slow Growth (0-10%),2.1339187654307374,-7.323571728439175,41.76486571151196,0,23,3.315592597748303,3.895518942720287,3.787116953258456,3.8586347829961487,2.2768702213720022,3.3644005793920053,3.8214667544830627
NG_SME_0015,Plateau,North-Central,Urban,Retail Trade,47,0-2,1.5,11-25,18,62210.5605651174,Sole Proprietorship,41,Male,Bachelor,Computer Science,2.3376231592903363,7.219565175371514,3.689730630643041,4.588974947202299,5.0,4.360262362044945,3.6921136435144684,3.5260200136243576,3.7249595147553283,4.450204615870423,5.0,3.657605147889569,2.6369270201481063,3.3015417498686936,1.0,3.811714781586794,3.871974310754814,2.2296325806648647,3.586721520118953,3.4978392330530723,2.883401226385619,3.580695506516696,2.7103593840920914,2.8927809487112977,4.149763392096678,4.687796671755409,3.930219715829266,2.8293581791758937,1.9176231511261754,5.0,4.04816663237736,2.6956325425502468,4.601148760947769,5.0,4.476839989269109,4.591605863612738,4.887076700867171,Strong Growth (25-50%),38.69678191847152,46.13477798474781,18.776765108191395,0,24,4.38630800747341,4.4820167478099275,4.775454854341794,4.550860482550049,3.817031662456703,3.406909141150458,4.741266362771013
NG_SME_0016,Yobe,North-East,Urban,IT Services,62-63,0-2,1.5,26-50,38,609522.1857770273,Sole Proprietorship,44,Male,PhD,Computer Science,6.128842843236915,10.0,4.263303208695758,3.4375911055366934,4.519197890301251,2.552776674846908,2.2273555242302012,1.5173448387301187,3.9907190931710397,5.0,1.057625532186365,3.576407544008395,3.407395033985013,3.5557991102536413,3.184295028748857,5.0,3.5331024816337875,3.137474432675239,2.0668575687992616,3.321604751082783,2.145831831340999,4.39026466890732,2.282790868070873,5.0,5.0,4.217328427582469,3.411591020214421,3.4209785537776862,3.9129069864999106,3.8111638984421297,4.333761789387801,1.9771845344858254,3.032781229875326,4.035687398733536,3.5890436126848915,3.650775685780594,4.13164905853441,Declining (0 to -10%),-4.629933525672987,-11.510229883617198,-17.788149842987913,0,28,3.5330672225997772,3.5336422608628113,3.151884804543084,3.162003162694969,2.6401950616257466,4.162183856318218,3.6972903249570406
NG_SME_0017,Anambra,South-East,Urban,Food & Beverage,10-11,11-15,13.0,1-5,3,3508963.67152099,Sole Proprietorship,49,Female,Bachelor,Marketing,4.442502685387043,7.547767848962164,3.669322977825815,1.0,3.7466165161955827,2.159557222558303,2.527979449521541,1.0368875874664722,3.2139624389481725,4.298726152126895,1.0,4.377029818687553,4.242512513988039,2.9271877628095027,2.981531446955392,3.2962970353644545,4.391334842876831,2.9813408171198454,3.4206067090175023,2.5050529634878727,1.9805270092735734,3.8354348447529762,3.2735529466912614,3.961145433091173,4.194468502290896,4.397985031978814,1.9397679548749387,4.356270031556744,3.36532566409939,3.9498647318697877,2.199806547820932,1.32410704400939,2.833810936804228,2.9952115103632226,3.321344141414657,2.988138986609957,3.269402296019311,Rapid Growth (>50%),52.31917361154552,51.84387362285732,12.527718030611833,1,11,2.115981500885537,2.910516242187365,2.6232446028071292,2.923157678294831,2.3484368093430326,3.5476347967860336,3.104942221150355
NG_SME_0018,Kwara,North-Central,Urban,Manufacturing,10-33,0-2,1.5,1-5,3,368555.37212643126,Sole Proprietorship,25,Male,Diploma,Business Administration,3.6209989832096365,5.50668878040402,2.9097687434522004,4.417431912096079,3.03900053272144,3.271613352205013,3.28475406186284,1.9964037437968907,4.320743664263326,1.5562268436013267,1.9502605937689181,4.038210410741946,4.0390603469143205,3.1237629206228994,1.9019011209745815,3.713320407481793,2.264102457299278,3.442414248363388,2.9763471761691807,4.552780061449932,2.962747390192479,3.6087390510389925,4.982183740689097,3.7014603039391054,4.890120907928578,2.3662629815457925,3.6503115359657268,4.79368757772595,4.178336734603056,3.969404334727944,1.6429503708437105,2.1856939968384523,4.886609240894537,5.0,5.0,4.996039085254902,5.0,Declining (0 to -10%),-2.8956272581702454,-13.499746999813876,-17.53392857178681,2,29,4.977006371931468,5.0,4.807812957122752,5.0,2.865634975329236,4.274553704441061,4.971652310223634
NG_SME_0019,Katsina,North-West,Rural,Manufacturing,10-33,0-2,1.5,6-10,8,1802883.3641310036,Sole Proprietorship,52,Female,Bachelor,Agriculture,0.4506017662551802,6.173776085083265,3.9936863361351786,3.9509866872468433,5.0,4.633244388516393,5.0,2.4839664735585427,4.540920101670576,3.0125787367034715,4.6443693311957785,2.8395938781529786,3.8334468978466902,3.850671670825504,3.205533913665192,4.282648032081222,5.0,3.9267940699260127,4.317925347695497,5.0,1.161798890955286,2.2174856851439477,3.1498183235358757,2.3120172063831252,2.9360630775687424,2.666179523573151,3.09679708510875,2.116587307757053,4.240619640068864,3.129468949939445,4.294820154349642,2.441563217844048,5.0,5.0,5.0,5.0,5.0,Strong Growth (25-50%),34.700125892425284,19.202550004029234,34.20235259556897,2,36,5.0,5.0,5.0,5.0,4.027724299552529,3.859784925574362,5.0
NG_SME_0020,Lagos,South-West,Rural,Retail Trade,47,0-2,1.5,26-50,38,1941795.1412479803,Sole Proprietorship,52,Male,Diploma,Business Administration,3.216528187155453,3.1885016450078063,1.6770258169609826,3.021367309746837,1.5636986469947205,3.1116104587034945,1.3062770218590622,1.5509640879009183,4.374048003579169,2.3177678638532395,3.6325186961613944,3.2964168123432644,3.3267233426629503,4.156962050830264,1.7428938418915658,2.901696826866361,5.0,1.7147908913315237,2.9111291966232278,4.301152349469135,2.477716156715329,2.0516892118380943,2.988811503967946,3.250475589177473,3.236457767347528,5.0,3.1070548350732627,3.5133729999125998,5.0,5.0,2.418316499791387,2.449742012928895,2.086974011157819,2.509153369114877,2.686562415300687,3.10124829304616,1.7463979669807914,Moderate Growth (10-25%),14.604286267460683,16.345693924013744,-20.0,0,16,2.7700962650292578,2.5062872135923286,1.9439623214706923,2.4643712520405163,1.9114693463561145,3.7471447512052576,2.2572719406385433
NG_SME_0021,Nasarawa,North-Central,Urban,Construction,41-43,26-30,28.0,6-10,8,467871.3798247409,Cooperative,32,Male,Diploma,Business Administration,4.361130290975504,4.749634883480748,2.591546803135643,1.971628344114178,3.2519904263594137,2.0044866225528755,1.9581652307133748,2.7830474126890756,3.2845440341142793,3.9043093442331585,3.0053365704218584,5.0,4.059069810422115,1.2476881250367164,2.920160246934994,4.180189894362892,3.33473756328498,2.2988150497776507,2.846063724742568,5.0,3.026521246195796,1.8983070126850006,3.300226991591363,5.0,2.398373264602738,3.445603773326733,4.188125438625812,4.452888520238703,4.51409171473571,2.4189938320769793,2.8425361953988144,3.1141765990410684,4.099355474518609,5.0,4.3247379306306035,4.767887218189412,4.711818267961795,Slow Growth (0-10%),6.206094602140511,-3.249066591332407,-2.366047604853471,0,25,4.539764231109854,5.0,5.0,4.892289187129884,2.3343115172727424,4.2185309747402675,4.533977918277753
NG_SME_0022,Adamawa,North-East,Urban,Retail Trade,47,21-25,23.0,6-10,8,547561.7958394889,Partnership,56,Female,Master,Marketing,2.548835053402626,9.736756760782432,5.0,5.0,5.0,3.292859015634066,4.306315627503756,4.375687942476292,4.786762904994612,4.4000408150148145,4.842889313046065,4.448338755163271,3.128061816603546,3.7772264760279244,3.9072071016420464,2.9867213199488267,3.8513386285104865,2.2305034088809705,3.5442725330504663,5.0,4.070766125022072,3.0314718480301197,4.768412796762762,1.58453991686348,4.182738338656596,3.3846683556615087,3.9991502620682495,4.678643880755252,2.948610515773001,3.619077843636019,3.163618304825503,2.819986100094114,5.0,5.0,5.0,5.0,5.0,Slow Growth (0-10%),8.080359423076738,1.8240755267561664,11.876783830276581,0,25,5.0,5.0,5.0,5.0,4.243715646403528,3.913281785908339,5.0
NG_SME_0023,Borno,North-East,Urban,Textiles,13-15,3-5,4.0,1-5,3,3630673.3531432324,Cooperative,25,Male,Bachelor,Business Administration,6.697750318066689,10.0,5.0,5.0,5.0,4.135146160609994,5.0,3.909846949491292,2.750780898074989,3.000858608391474,4.255426332073593,3.9730223839952337,3.415744589988561,2.9643346371180845,2.1595490997711,3.0869663027162844,3.34693104128388,4.317629325309705,4.884916853732475,5.0,2.862766254741492,2.6958075899625977,2.3111030019045504,5.0,4.632212252162091,4.796380208046756,3.3390407780746574,2.852378380197342,3.243532997093987,3.705635089264106,2.986211883042147,3.324958317546308,5.0,4.765329665829689,5.0,5.0,4.94470584225366,Strong Growth (25-50%),35.07085106676383,29.968702083570943,-17.618237127730826,1,21,5.0,5.0,4.665364562735668,4.560676114548195,4.511248277525322,3.9871467871935193,4.927508877020838
NG_SME_0024,Gombe,North-East,Urban,IT Services,62-63,11-15,13.0,1-5,3,3151021.8422016874,Sole Proprietorship,46,Female,Primary,Other,0.9729957715368895,4.459147502663124,3.9095737021001717,5.0,3.8169848158351134,5.0,4.575802518056024,5.0,4.22951656695195,5.0,4.766027197676835,5.0,5.0,3.8956349194470894,1.849715263750161,4.346817361295551,3.1700625256910415,2.7868734366899464,1.6265017235580854,1.9967152930570398,3.391155897327183,2.805494360483455,3.2347692240544457,5.0,2.965940186002119,2.756932399642698,3.8796059072142293,2.4922649510101325,2.9317773547564534,3.4885768720879495,3.97192364743181,2.610769389905786,2.4664751016925197,2.3868211923850695,3.3225895131469327,2.961167407161695,2.5572300861917237,Slow Growth (0-10%),6.816683743444151,-4.330387008022886,29.817830700858277,0,15,2.4840743370844804,1.6133033538489192,2.555490222984513,2.6195046131648603,4.621344055039049,3.448250039022233,2.683278973354061
NG_SME_0025,Oyo,South-West,Urban,Agriculture,01-03,6-10,8.0,11-25,18,29818.717662567953,Partnership,42,Female,Master,No Formal Education,0.8317884249494958,6.010034081829309,4.519386418120771,5.0,4.50021079588248,4.2911080310583625,4.112890059140261,4.802654041408349,2.985534491649312,2.5938878202392104,5.0,3.9383235609632323,3.978693672890179,3.48835280280822,3.8912636534948257,4.046789690357739,3.514316554905273,3.6516297843867416,1.8586260022251526,4.111726285356853,1.7299880376019359,3.5323491966966927,5.0,4.973939289809711,3.802220552878065,3.8857259727282987,3.068623611559742,3.603012566485899,3.1856296244159132,1.873970229705068,2.064505821739624,3.032263242880148,5.0,3.8647897246175673,4.134776965902594,4.504153647838237,3.925154358067286,Strong Growth (25-50%),42.388080927573085,22.401579819939187,33.57953500867306,1,20,4.0347791817590375,4.957333651506979,4.632469223658958,4.267860795879358,4.431509637431936,3.81693794279436,4.231180262146862
NG_SME_0026,Osun,South-West,Urban,Retail Trade,47,11-15,13.0,1-5,3,1232087.8492854794,Sole Proprietorship,38,Female,Diploma,Accounting,6.110749917271325,9.115674660529276,5.0,4.820627739735352,5.0,3.6580289280346907,4.157472907040229,3.7036977538920697,4.214989810287992,4.031989015095182,3.7435699077755387,5.0,3.1200168060164857,3.0945932176541247,2.9110147002820557,2.1789670798585603,3.8728421547343816,3.8192273387669164,1.2537274528086588,3.0162082132979737,1.7511167930270812,3.8711744798677437,2.6493221717773765,3.9192201714133987,2.1030079887526063,5.0,2.6335144809464612,3.5903889256524257,3.7546749526928744,4.529303345794597,2.15290281192969,1.8238054301752586,5.0,5.0,5.0,5.0,5.0,Moderate Growth (10-25%),19.3534526510891,13.234891587065906,-3.329300906751053,3,30,5.0,5.0,5.0,5.0,4.129799897241747,3.2105716469204033,5.0
NG_SME_0027,Ebonyi,South-East,Rural,Agriculture,01-03,11-15,13.0,6-10,8,745180.8992510588,Sole Proprietorship,42,Male,PhD,Law,2.9456753958719157,10.0,2.6279890842353293,2.3920432139942576,4.313671006361029,3.032029825022925,2.7817345395276805,2.6970669682603545,2.5402519606027028,5.0,2.8820742484463344,4.263065388966762,3.6032184691252773,3.8205106991604163,4.8078316555992044,2.5880876990418167,5.0,3.145707944705761,4.881071045289458,4.042014820635319,3.3631122768668273,2.2157255340007955,3.0888434819659034,2.528900338403637,3.4243449073692447,2.8485796135965864,1.323480751518925,1.7147595811078962,4.175687436286863,3.141277816884431,3.041376416461046,3.1277705337864754,3.0793794082037578,2.5613491145944036,1.6026129430021219,2.304580109964493,2.524594165464197,Strong Growth (25-50%),34.53319007804654,27.845041702096097,-1.4890659454280089,1,13,2.1764315035437503,2.6393108761681767,2.8560269224514636,2.2881408865061705,2.7847051042615725,3.6986400504600008,2.44198390781612
