sample_id,anode_material,cathode_material,tab_thickness_um,surface_finish,welding_technique,power_w,amplitude_um,force_n,time_s,speed_mm_s,pulse_frequency_hz,preheat_temp_c,weld_angle_deg,overlap_ratio,atmosphere,material_compatibility,process_intensity,energy_density,thermal_mass_anode,weld_strength_mpa,contact_resistance_ohm_m2,weld_width_mm,penetration_mm,porosity_percent,microhardness_hv,haz_width_mm,intermetallic_thickness_um,weld_quality_score,thermal_cycles_to_failure,max_operating_temp_c,resistance_degradation_rate,strength_retention_percent,failure_mode,joint_thermal_conductivity,stress_concentration_factor,thermal_fatigue_life,electrical_stability_score,thermal_stability_score
WS_000010,aluminum,copper,66.7098884140605,Anodized,USW,1712.074928397458,72.31924296012433,611.8834342171908,0.5638384922707709,,,50.2923875911275,9.84438988078816,0.5464816016138729,Vacuum,91.20800000000001,965.3337462822108,384717.85184786137,162105028.84616703,163.85391496858824,5.4623784940336026e-08,1.711702518415943,0.49257112333841563,0.18629839677792623,214.811961024831,0.6605686452181281,0.37180577987412605,72.66499424749917,221,326.2924408230392,2.559765821826352e-12,50.0,Thermal_Fatigue,317.78844008019627,1.168226731265253,237.63579566182904,74.14159083353181,86.51949827424974
WS_000011,copper,aluminum,73.65914844823521,Coated,Friction_Stir,5273.169845729733,,5475.236553031469,9.72547098468632,64.11969393171884,,26.639650523815902,27.430395029095358,0.5021432185830892,Argon,91.20800000000001,51284.06033196736,971892.8168926616,254094598.4870322,403.82160431404105,1.556085165555199e-08,11.567442798306123,6.42613822279417,2.8129243205679995,145.02094517970085,5.25969948178908,0.5191341563461076,88.03965930930464,1010,403.8755205521775,6.299909538842977e-12,50.964731855547775,Thermal_Fatigue,309.38014281821916,1.8565323848812216,864.9429873320762,81.88688637607521,91.13189779279139
WS_000012,nickel,copper,153.73415311056698,Oxidized,Friction_Stir,7821.181139450191,,5976.037801641952,18.188204992502413,25.362132003215898,,86.5378020910528,10.897197222484165,0.7425118051039167,Air,94.02700000000002,142253.24584781367,330926.5599895576,607495879.4317164,870.9583040527481,8.323345893269487e-08,18.881644045472864,8.351474798876682,20.0,229.08684121796293,9.593745665884537,0.42525494493922805,69.75029962320191,907,695.1191234126785,7.914857674470716e-12,61.80887008825437,Crack_Propagation,196.31647992881392,2.468346538813295,955.6245755654327,30.10661642692205,82.99508988696059
WS_000013,titanium,aluminum,137.67671590988525,Anodized,Resistance_Spot,1812.6079304896748,,4258.861230151571,0.32757226432201847,,,53.573331871973764,1.8348813699643762,0.5727143545505935,Nitrogen,81.172,593.7600841185506,95627.51712620429,324022150.89391494,242.1457499612406,1.3862945123871399e-07,1.4687502617738792,0.8218488330125304,0.7645227192908743,613.6234708987262,0.39171636546801636,0.10957997773239987,77.80898756424679,100,232.96155281044014,2.1977620311852446e-11,52.64933322038412,Thermal_Fatigue,128.49586096181739,1.0728109046322627,107.11169191373497,52.81643184212737,64.69269626927404
WS_000014,titanium,nickel,85.14214517482131,Coated,USW,2227.344345256165,44.806181167048365,1879.7869785997955,0.36128979387738713,,,81.39194318904653,5.106308455826508,0.8397548946228502,Argon,94.09700000000001,804.7167793915637,307254.4542040985,200382038.66894194,1050.5642895235692,8.38424288154754e-08,1.5905361094022468,0.9513806745550217,0.47426034002709455,687.7501068243462,0.7247516324151134,0.4172202136181395,99.03708220351292,1085,851.1908558742606,8.201981025361856e-12,50.0,General_Degradation,56.20858176293048,1.1330234546003184,1249.0198154463292,63.300247453728545,71.52112466105388
WS_000015,aluminum,nickel,138.95204073862655,Rough,Friction_Stir,9217.610550793011,,5766.855205204059,8.0137164361131,27.68952588312085,,181.49883643159882,40.51881257234987,0.6064811658186143,Air,87.07499999999999,73867.31717257948,477406.68499180605,337653458.99486256,418.9465938587351,6.069081022093274e-08,16.135144025431828,7.010417925543014,18.148043622551103,174.33333803612956,8.13427296903394,2.5520877523809458,66.11158964420936,241,320.9741109334326,3.455461165974747e-11,50.0,Thermal_Fatigue,133.89462332339411,2.5815762950779146,208.83447616654908,42.57367591162691,68.47347689326281
WS_000016,copper,nickel,103.31511903555536,Polished,Friction_Stir,13062.069833977665,,9420.714947988528,23.774878882304364,137.10776839570343,,124.52359185856184,16.75272449527844,0.8521067539662227,Air,94.02700000000002,310549.1282550204,1223726.1495646928,356395834.62505174,725.3259720813335,7.868810958717007e-09,26.222043324351063,5.728182510617867,20.0,198.17431836670752,18.45891158051361,10.094649745049068,69.97639356712385,5083,682.1680884514781,1.6199732693310352e-11,64.97567385796798,Crack_Propagation,194.41741079007238,3.4134184030041452,4506.851284336295,60.252475616513195,83.06291807013716
WS_000017,copper,aluminum,103.22378281144877,Rough,Laser,1414.6008756161173,,329.46101715627424,0.02320266163659542,35.896781846029256,238.01183840930327,78.57194566866819,33.592113230311085,0.6197063192377718,Nitrogen,91.20800000000001,32.82250546775238,132762.18199812062,356080761.1863737,7.509492971963776,2.842769798494227e-08,0.1530592064434383,0.10194657656542917,1.0080555400415638,303.28769751236104,0.13723852876293782,0.02434990163209652,59.003393033739925,100,294.2417958155104,1.4680555147434606e-11,54.277047105246325,Thermal_Fatigue,315.28166584047733,1.3698060959802358,117.41064503090104,82.1547541858984,82.42101791012198
WS_000018,nickel,copper,120.95786657909169,Oxidized,Resistance_Spot,9028.41899659402,,3340.123816987683,0.7968631905062319,,,110.47467675893458,25.96067480818616,0.49401415505509116,Air,94.02700000000002,7194.414766852984,617082.8396557283,477977105.5739387,642.9646890293573,5.73793471270728e-08,4.497003390957553,1.5111669704953117,4.689177889018261,413.15489300683623,1.6873325038951428,0.6547965974959538,92.79409512509139,669,626.703846950718,7.307575205269103e-12,58.651779106130974,General_Degradation,233.83485369149417,1.522123556251741,562.1692676990186,56.38072748211609,89.90822853752742
WS_000019,titanium,copper,250.50997755775163,Coated,Resistance_Spot,7916.986128756781,,696.2169728949518,0.9946050056893676,,,104.59001251836973,12.580215380854137,0.8067952178130072,Vacuum,88.124,7874.274033634782,126156.55699055853,589575232.1821684,199.12232981602915,8.558472514476519e-08,4.754423814140405,1.6222804214658413,0.5566851732469535,952.5253591521262,1.455409017788141,0.34419902313259837,74.8380044499776,100,619.7708414126186,4.926035867375221e-12,51.575017863044984,Thermal_Fatigue,209.7531725887078,1.2824767590522945,94.57761714383214,55.75605442235306,77.23140133499328
WS_000020,copper,copper,115.25435555076243,Anodized,Friction_Stir,13089.122921075681,,3650.040028626271,12.167834129455832,171.7159675882028,,77.04596092812997,7.627173600874162,0.5454410099666801,Nitrogen,100.0,159266.2766037073,985362.097390416,397581424.90791005,770.2265881689025,2.1542343989069962e-08,22.306728375499834,11.454756266244258,20.0,178.87487800937734,7.875603876871697,0.0,69.9353729680328,7527,575.5535379428078,4.805090408628027e-12,82.43066027844053,Crack_Propagation,320.0,2.2638321236959116,7802.070934083863,61.38306240437201,90.98061189040983
WS_000021,aluminum,aluminum,97.83882796327717,Rough,Friction_Stir,10724.865718712657,,4227.821031665475,8.370745823022425,66.10521179959835,,78.0591375629481,38.19014077161035,0.20929706515362306,Argon,100.0,89775.12491739038,1120390.4032909865,237748351.95076352,476.89527827529605,3.319143398390463e-08,9.782124133391328,3.141519649949551,5.831320392312061,109.0918192585376,9.12292495834728,0.0,89.30506737160388,7242,293.03963917042086,8.650330803358729e-13,90.70224461153057,Crack_Propagation,223.17977067022042,2.4108203113970728,7417.422542298358,69.22946522950197,90.49152021148117
WS_000022,titanium,nickel,116.70866259584422,Polished,Friction_Stir,13872.127183234126,,5602.08158974844,15.543972545928789,161.67608400368727,,136.99350753999772,31.588509476596652,0.7366341355488809,Vacuum,94.09700000000001,215627.9640898237,1018443.3509083989,274673837.41931933,860.4533045530432,2.8186891232929436e-08,15.399036105198384,6.364133395195458,3.6732772698467837,551.3085603867161,7.8342922527269145,6.757818141923513,94.40552342153103,2248,908.2429307964281,6.405783184467435e-12,50.0,General_Degradation,54.05680680449046,2.1727798654355936,1966.7798552772747,75.96541169728788,70.13165702645931
WS_000023,nickel,aluminum,116.66492898168823,Rough,Friction_Stir,9517.641832950261,,1323.4804641706787,14.502342525841344,113.10248059443956,,71.5774253830912,26.587496725605483,0.12440019995123955,Vacuum,87.07499999999999,138028.10189972114,699276.1488410943,461013133.36403924,308.2064222083069,6.883409566076118e-08,19.077007513904697,8.15284934814057,2.2554183848442992,126.23238683510618,12.350352549816362,2.119350644633924,81.06688391241582,206,307.9130031995411,2.1614931445108576e-11,50.0,Thermal_Fatigue,159.96137957988424,2.546018589934577,235.01849996849865,62.55010658116262,72.96006517372474
WS_000024,aluminum,nickel,101.94711431512464,Oxidized,Friction_Stir,4805.673357458962,,6606.014282371002,3.475076484819272,19.819527022035462,,115.64383368226665,24.328580472454792,0.6099439211985652,Vacuum,87.07499999999999,16700.082478228116,462385.6781238319,247731487.7857529,340.4131088234214,1.0262844886995512e-07,3.5851369916835916,1.010402924644519,0.4971598910709764,143.1397881155121,1.667413704466443,1.2480203324090762,86.17942352265739,164,294.93249382864155,1.0752811493702163e-11,50.677486063889695,Thermal_Fatigue,162.98100000779863,1.4199703729926116,163.60357286389188,55.35852032678707,74.49382705679722
WS_000025,titanium,copper,72.37397349211032,Rough,Laser,178.028281858964,,205.42224170794933,0.04391855302049347,37.458089506956654,251.60966681931453,53.18006137964661,3.6392834977738953,0.44265157995208626,Vacuum,88.124,7.818744535970265,33987.88706286483,170332146.61368167,19.239580628724806,2.3832400780255957e-07,0.1,0.05,0.06455161798579534,564.3420776244699,0.1,0.0446552579167062,60.72736699991161,100,630.2115897772721,8.241771160400527e-12,50.0,Thermal_Fatigue,210.85437990885043,1.0476838673374549,114.42141146416549,51.46634514604261,72.99821009997348
WS_000026,copper,nickel,110.00219231379552,Polished,Friction_Stir,14149.981965416226,,6744.435344590153,15.984191465370433,134.85115241503172,,98.42112176202039,32.85176924528184,0.13817290215331904,Argon,94.02700000000002,226176.0209667516,1169373.3851609067,379463562.605669,900.2094150163836,8.052649969966922e-09,14.358332629320445,5.050931715814727,9.522933688686228,191.1396934713431,9.879521128495986,1.0222969088303644,85.69144151706075,6353,624.3582212956767,4.5056089050543425e-12,59.00854818196925,Crack_Propagation,221.8941239803845,2.5069284790761417,5990.507403211449,61.610138945954546,87.77743245511823
WS_000027,titanium,nickel,61.65177333999903,Polished,USW,790.1816012672906,14.140237781957747,177.38472440604326,1.7253751096209138,,,146.65841468840426,21.337822308929635,0.17826732852080118,Vacuum,94.09700000000001,1363.3596669069807,207891.03773071698,145097448.55568773,103.83074967069201,1.0724504030653256e-07,0.997734988533754,0.49430284315070955,0.25957766903624213,525.815611495404,0.5333759027994458,0.3141121116395779,67.5953583491814,100,923.0100613795431,5.772352667000562e-12,50.0,General_Degradation,56.3356373508036,1.2719073667499659,109.49425154637491,57.48126699289127,62.08860750475442
WS_000028,copper,nickel,188.5010982395406,Rough,Laser,1903.3768900236332,,444.4733897760433,0.026828468710829684,1.7499224742288528,933.5028717714035,110.18717910474666,24.271985178002815,0.6471710155185129,Vacuum,94.02700000000002,51.064687338915355,53566.96272517533,650253388.4871192,20.29342224697511,5.35860083525481e-08,0.22068240583215767,0.13186717650040594,0.1349917545056898,586.4365391105281,0.1,0.11066448904138251,61.260228122941825,100,556.8268556793137,5.372662162367006e-12,66.13580668157954,General_Degradation,245.141463785367,1.255419686870142,118.95975452764272,71.5606213954637,80.44806843688255
WS_000029,titanium,copper,86.11195045389601,Coated,Friction_Stir,10273.246766798147,,8208.543652141598,20.63788192910647,118.93973791766733,,43.13006358210383,36.50418795312014,0.7565115805951643,Vacuum,88.124,212018.05380175496,1385418.1334503668,202664475.39324427,860.322279610992,6.390284082568781e-08,12.498289874132086,3.7258426394329285,1.5956041302746489,636.1358138739495,13.743371663896816,4.590420237070689,97.41488528211097,717,587.593762866583,7.310984485763965e-12,50.0,Thermal_Fatigue,206.6801512963624,2.771291128526376,737.324179370087,61.312051278900924,84.0044655846333
WS_000030,nickel,copper,86.4218343417476,Oxidized,Laser,1395.0659710483005,,176.9060390374776,0.02680875829535441,25.305835260376902,693.1974683332475,82.70058880157552,42.149166833506825,0.13134906134051702,Air,94.02700000000002,37.399986423907784,186787.4894990289,341504520.58484983,9.318214619081493,3.0007822134409033e-07,0.16010311308874248,0.12417114386619203,1.5195231415907888,389.3179739316996,0.10737335673805448,0.02269363624507912,57.56593779310806,100,618.5526237242249,4.4044898619047804e-12,65.32812394208933,General_Degradation,241.76408405670233,1.4626194668406893,93.84054497934422,48.84143057522763,79.33978133793242
WS_000031,copper,aluminum,106.42597407625475,Oxidized,USW,1921.3007093748959,61.83321177322762,1490.1307350693164,0.3426104859026846,,,65.00296085889883,26.124480555475944,0.7936932857677776,Vacuum,91.20800000000001,658.2577696041058,169628.98971736015,367127040.1734484,428.89711095799754,4.4366928526588055e-08,1.3293854659548736,0.6908136571569368,0.16843069268915825,202.5337419078702,0.7702450157674403,0.2966933731059251,93.9260220520263,754,335.0321545298867,5.286400550487689e-12,50.0,Thermal_Fatigue,317.86921056613187,1.3416379209852867,671.5175463223841,78.29793651129731,92.89780661560789
WS_000032,copper,titanium,128.09793527289,Polished,Laser,1814.8505226911766,,257.57366249945,0.08281928914466642,16.682430450499975,895.6277052677043,90.05630217214936,0.4876943166134262,0.824305581135411,Vacuum,88.124,150.30463019310955,110600.37550847215,441886637.51736134,39.90134962930545,5.5412105271760374e-08,0.4110332016205447,0.1794738133161106,0.0901059488989106,926.4147904530938,0.2265799380185584,0.1464473906135372,62.890712731180784,100,613.1443832834634,9.64430246316454e-12,50.0,Thermal_Fatigue,210.77900389150193,1.0293370559459682,82.674307940629,69.22484004459912,73.64721381935423
WS_000033,copper,nickel,127.64118391476927,Coated,Resistance_Spot,5437.230919946244,,874.7798503786685,0.10078710578589627,,,128.43936666220142,24.916637355561033,0.27018231601938314,Air,94.02700000000002,548.0027679109681,333730.6777281899,440311028.03238803,137.73270768723907,5.708845718548728e-08,0.706704473969594,0.3079621002890235,3.4231783896960217,877.054384402302,0.72942784461515,0.23176068866329286,65.71258365887863,182,584.3126112293693,5.069230333430402e-12,59.70003279691431,General_Degradation,237.04114749856382,1.3905727258110456,184.41348138706343,60.29508195671702,81.7837750976636
WS_000034,nickel,titanium,99.63327091428857,Rough,USW,2342.588891977522,59.132419314849,1441.0798193695196,1.9404386935508564,,,143.84540183150705,37.66337434068182,0.7934949642486732,Argon,94.09700000000001,4545.650129075611,235986.5782506558,393710833.3449027,678.2181675521042,1.6111803637426087e-07,2.2722781423915848,1.1694398662563281,0.6842554980426118,551.5778265259015,1.2871681307068756,0.3708945494701556,98.4902626438133,303,724.7168933648067,4.952992469702869e-12,50.0,General_Degradation,56.09258349100945,1.519035666438358,261.46575642395567,56.20723350587217,71.35707879314398
WS_000035,nickel,aluminum,76.40085403223125,Rough,USW,2554.6501482258905,73.56180044408467,254.56268321960954,0.2611916567618646,,,197.5951241302116,16.842185809025416,0.39651371765351273,Vacuum,87.07499999999999,667.2533046620633,437658.1362928379,301905614.793765,55.684374471666196,1.3086292426894002e-07,1.417456820732999,0.84710785458765,0.20301617049301135,244.5639721496565,0.5484059705193668,0.11994406173489107,63.75763692918696,100,336.45004455969104,1.238744076083916e-11,53.427966730435884,Thermal_Fatigue,163.64742258922485,1.227322778552051,119.9072458912171,56.24095148852096,67.76729107875609
WS_000036,copper,nickel,59.27482098224803,Coated,Resistance_Spot,5335.002891677038,,2200.9441555501453,0.7080335206536933,,,64.77034779745183,14.861363805859433,0.4475614755906171,Air,94.02700000000002,3777.3608800917273,1518427.837436337,204474422.4603628,598.9125936690814,4.0393502750349124e-08,3.242818018143,0.7309915880100349,1.7833047605949863,318.1296466082592,1.4089774461978954,1.006420602354834,97.20386235085647,591,590.3056675337214,4.492670906315511e-12,67.11239436156372,General_Degradation,240.87931667753026,1.3251774778902836,499.15385443114775,71.89268461807538,91.23115870525695
WS_000037,copper,aluminum,137.8289703991364,Rough,Friction_Stir,3544.632911484935,,2057.736220993944,19.827098761365843,151.74852706043043,,125.00637771748873,43.29776468135439,0.39989646361896325,Air,91.20800000000001,70279.78680879956,186590.80642779573,475454816.288861,441.73286417690207,2.259653461648135e-08,9.304403331000987,1.9188032379116815,20.0,152.71339709543045,8.255534845608656,3.9859316694236364,65.27083953030272,587,344.9726156614212,9.705401328493775e-12,52.47441900637373,Thermal_Fatigue,253.78438461063087,2.6585311313744096,517.3983084987746,57.51138615340746,84.30125185909081
WS_000038,copper,titanium,150.3273389342327,Oxidized,Friction_Stir,9228.065502353598,,3904.177494498253,2.25862271564701,185.68223274248325,,185.4408287501587,11.38455755951585,0.6563288984853181,Air,88.124,20842.718365094373,408352.03958604275,518569188.38752913,1034.3868937521715,1.3046441495922658e-07,8.060835335637679,3.894719161339759,9.969504213189449,692.4362506382848,3.6703975977206453,0.6413316331947848,84.65435043533815,436,562.6344836215148,9.788375459817243e-12,50.0,Thermal_Fatigue,189.84251596583064,1.680275419631012,497.68857745012383,21.75148736043165,80.17630513060145
WS_000039,aluminum,nickel,91.76823659283212,Polished,USW,2242.312639659537,44.57816482412979,1500.4913411017365,1.838983249171302,,,192.5664333334123,2.603875399096833,0.41561743888650393,Vacuum,87.07499999999999,4123.575383738975,266263.3502062617,222996814.92058206,272.0188116197029,1.573116882111079e-08,3.09742041916524,1.0117357353191678,0.34444802000051633,143.4637907666368,0.9242691579506497,0.8976305736771778,81.19763939311213,489,347.7696120688796,9.57078648864201e-12,51.338607012901896,Thermal_Fatigue,163.28840089991712,1.1253546301860438,564.0679860685374,89.52418841155414,72.99929181793364
WS_000040,titanium,copper,95.37848210059148,Rough,Friction_Stir,9587.529454061336,,1699.6117326848635,29.257449422318828,197.38004145112455,,145.66910852355414,24.12433648548542,0.3476220930290622,Vacuum,88.124,280506.6580871916,1053915.757841826,224473257.62374204,700.7495815062339,8.743655842276194e-08,22.552117339972664,7.39400218007877,4.446633224775734,563.0623348977107,17.18796338960792,1.6561707840491877,93.06774048756812,278,562.7012662766418,1.1331429116087705e-11,50.0,Thermal_Fatigue,201.28369071060112,3.0489723683111607,223.08070754347142,43.34547695656802,82.70032214627044
WS_000041,copper,titanium,66.59655166024736,Oxidized,Laser,244.78072123841,,470.86059529633786,0.04224726671610944,29.47696843786049,919.2573752837241,34.894715606355106,39.449766866660674,0.5412702980352561,Air,88.124,10.341316417120742,55191.69420950582,229731464.60718927,39.60939018494309,3.852295881607825e-07,0.1,0.07495934264597524,1.2336128727107873,544.7679209856681,0.1,0.0238923264489903,60.16264314124692,100,525.6356580949374,1.6179874690766152e-11,50.434076073700496,Thermal_Fatigue,208.3920977475894,1.4291699261208226,116.05070801855008,47.95916138186764,72.82879294237408
WS_000042,nickel,titanium,109.2690777358506,Polished,Laser,1675.4120193423773,,288.84991989121636,0.0072876711294101336,2.8042715141635775,134.71826668183255,22.46095366885951,3.391157715860804,0.6533715177351296,Air,94.09700000000001,12.209851803228176,140322.42186492335,431787687.5809872,4.5355578202452,6.593965769247473e-08,0.1,0.05,1.0964131318645753,1264.8786021929973,0.1,0.032806175965912704,58.52040595474533,100,785.2951849822081,7.204875783591361e-12,51.61533363276145,General_Degradation,55.87869335410845,1.0658398397958995,93.27261392876588,68.59489752741638,59.366121786423605
WS_000043,nickel,copper,71.94963968139763,Oxidized,Resistance_Spot,7920.886736624595,,4751.445784470926,0.8511509167706374,,,64.52265831377558,20.27448608895421,0.203327532121196,Nitrogen,94.02700000000002,6741.870007514406,1530088.5191740226,284316196.16501087,648.5260152180537,9.710865225679018e-08,3.008719867579602,0.8534749932819882,2.1396547338552003,396.68197173000186,2.429160876795561,0.46464816338424014,96.49919194244681,557,512.0636092528845,4.780678086196891e-12,63.72760136161296,General_Degradation,240.13551723248165,1.4884540432462023,481.10345566347695,48.13757489571832,91.01975758273406
WS_000044,copper,titanium,63.11357838614283,Rough,Laser,1088.5846317172072,,388.43601195046324,0.05249618661008735,42.75689351560847,552.3549319357111,120.96883487636953,39.44941211962553,0.42278629296991765,Vacuum,88.124,57.14654196749972,273285.50043652544,217716600.0008383,41.37465084466072,1.3481822001321532e-07,0.23065826198382247,0.1719589665442227,0.1636043341893628,1096.279127578672,0.18107323716059698,0.04064552839208269,62.66011090624916,100,505.9241574133332,7.469327505317702e-12,53.34546712226478,Thermal_Fatigue,210.64623267941525,1.4158735315961022,84.59109533190579,51.16918699743191,73.57803327187474
WS_000045,nickel,copper,146.71225691686718,Oxidized,Laser,1437.7515593885248,,114.35243913936625,0.014500776083090208,1.7126886177262146,351.2369712477904,126.18518363383396,17.650982029487956,0.44997993761898325,Nitrogen,94.02700000000002,20.84851342580677,66796.09154754288,579748154.4326923,2.970039391651789,4.563091328412047e-07,0.15261731500087491,0.0874311828277115,0.8980431133964973,363.41842633389695,0.1237358427181909,0.07593840508614,57.52161108271378,100,693.3673343763412,6.897605728727207e-12,63.84228196301361,General_Degradation,243.276828699249,1.2068442668346286,94.5470506908473,50.70587065981051,79.32648332481415
WS_000046,aluminum,titanium,129.66981577019962,Rough,Resistance_Spot,7278.77684344117,,4084.1229905324476,0.46475333986671075,,,171.57645470336774,34.60129835919289,0.1529887822814927,Air,81.172,3382.835848133758,432893.0537405862,315097652.32158506,318.4910408321861,6.368688258534507e-08,2.1078744052576774,0.4550375727516362,3.6996294821019626,1232.2513420647256,0.9327051397843559,1.1188758478965866,79.7387783956659,104,328.67256118764635,1.968319182525591e-11,52.42006788789708,Thermal_Fatigue,124.56944595514076,1.5132760872124038,94.81341348952637,58.53635851955608,65.27163351869977
