anode_material,cathode_material,tab_thickness_um,surface_coating,welding_technique,power_W,amplitude_um,force_N,time_s,speed_mm_s,pulse_frequency_Hz,preheat_temp_C,humidity_percent,atmospheric_pressure_Pa,weld_strength_MPa,electrical_resistance_uOhm,weld_area_mm2,heat_affected_zone_mm,porosity_percent,surface_roughness_um,microhardness_HV,grain_size_um,energy_density_J_mm3,min_temp_C,max_temp_C,cycle_count,thermal_fatigue_life_cycles,resistance_drift_percent,mechanical_degradation_percent,crack_propagation_rate_mm_cycle,thermal_shock_resistance_J_m2,long_term_reliability_score,temperature_range_C,material_mismatch,conductivity_ratio,density_mismatch,weld_quality_class,thermal_performance_class
Cu,Al,220.38937014903675,None,RSW,7336.478802997479,0.0,3728.880769166905,0.8540579706425134,0.0,50.0,56.39398722442541,28.853910821701,101191.57333826178,159.5293857769989,7.0320304404065475,17.868963255985598,0.11000889336522239,8.836861651899868,2.052542256786548,1641.2414000915253,6.334717525076284,28430.4918785904,-38.50684873410408,130.00479344893523,2327,445467.2870113552,1.478266614853989,2.452626866248354,1.4313407325937768e-07,32876.16640185043,55.60882603953943,168.51164218303933,425,1.6919831223628692,6.260000000000001,Fair,Excellent
Brass,Al,134.29975789382948,Ag-plated,Friction,1040.5456023984111,0.9241451967963638,2552.540730080915,2.291226261217824,215.9060957066082,0.0,33.8380677520866,29.60212196759219,97801.32497776556,161.82248105294522,7.503505952714685,9.746481635226893,0.10819889462112316,6.792824849685461,1.8566999593683673,1785.6938372477828,15.062703350646144,17752.268861830173,-33.84009720797236,96.17314960878714,2083,465303.05200938066,1.6411265131738884,1.7950508779137175,5.984397070383856e-08,4959.552494326399,75.379868328818,130.0132468167595,270,0.459915611814346,5.8,Good,Excellent
Cu-Ni,Al-6061,87.06677498745462,Sn-plated,USW,1383.2458728736324,25.929212165871242,478.3451606111747,0.7538361413869128,0.0,38360.550375003346,1.8488615012926246,69.86189631359716,107436.62064923834,443.8482303528765,2.6157697088374112,1.6270735749633731,0.1,1.7131506517124921,2.0600118099691658,3568.809476199872,11.831342485645797,11976.333469876181,-36.39346645997738,135.90940890868677,8050,1589660.617436333,1.5247011729434854,3.411626473087096,2.4993376061410188e-08,2677.1563695079794,90.36708305026478,172.30287536866416,588,0.2694610778443114,6.2,Excellent,Excellent
Bronze,Al-6061,297.6040709231687,Ni-plated,TIG,264.63327597540336,0.0,0.0,5.013315649040543,7.389006129007464,30.794067399426133,26.3027543986283,67.71898600542335,93309.07017508603,310.68869216378914,14.992413999672948,0.8444116631763204,0.1,1.9691727739498626,1.8778787311599114,1760.152552167322,31.780140726724607,4457.9032121064665,-23.235855432611924,135.33195027624132,5500,538689.3009000913,1.1806369386942859,6.261429926700306,2.151621509293279e-08,242.75349726362933,85.11511368376271,158.56780570885323,368,0.38922155688622756,6.1000000000000005,Excellent,Excellent
Brass,Al-1100,191.49353892347793,Sn-plated,Friction,1628.8262889705763,1.0039910629323787,2306.4205300772473,3.398104647244359,775.0173630536174,0.0,10.911670137541028,21.18210498397381,104806.10800682874,173.92783410473191,7.042937304802393,8.09302024861028,0.12054120452721853,4.080939625622685,2.665356087491353,2740.1277575835547,18.49003572993989,28903.963095676507,-24.31824769078672,92.35594418593269,6163,348969.6716035505,1.3002406075979032,4.839748425453693,7.919865514107859e-08,3772.7766947589707,70.81719926625087,116.6741918767194,287,0.49099099099099097,5.79,Good,Excellent
Cu,Al-Mg,152.8007704485799,Oxide-removed,Laser,1685.913986271978,0.0,0.0,0.05764548572816244,158.99750837761283,940.7694688547882,48.42905777303175,33.025438896573945,99548.49750678774,47.48364348083886,19.446897176318263,0.1,0.1,7.765374222302608,2.266403734860931,469.0333344358387,28.997472366668646,10.603398779482749,-38.91672309573708,111.84542762119854,4564,40134.66482577435,2.3762810159988748,5.683411730431373,1.5036435645949619e-07,10.0,41.79978116218662,150.76215071693562,455,2.603896103896104,6.300000000000001,Fair,High
Cu,Al-5052,137.81288673543537,Ni-plated,Friction,1423.0255089732705,0.6545796370899287,2652.238418925515,4.772776847573541,261.9001432678922,0.0,9.510858283405565,21.68417358083207,109695.21349799768,243.1623280998395,3.3921974706980054,11.800036449291529,0.13864123494140046,2.6213211505223506,1.8452789828797074,5111.2714679363335,19.132870657612525,49282.64231031328,-29.64694142408826,132.0945532645355,2270,508197.9999000348,1.566497687609396,1.45986248426188,4.6527156874914605e-08,10346.362885806377,87.18496743952556,161.74149468862376,478,2.9057971014492754,6.280000000000001,Excellent,Excellent
Cu-Be,Al-Mg,134.08841705914963,Sn-plated,TIG,231.07072411498058,0.0,0.0,1.9268003465294226,8.71756629749314,25.34260427125201,25.477724156032203,28.232270003987985,101038.9204527217,294.0577546111232,5.231481922282945,0.771678202611748,0.1,1.825292001321023,1.0894264390436792,1418.2656600836854,27.966374470794186,3320.399785919978,-31.389557219143626,117.67828371491612,5487,566336.8504432753,0.49519392913008536,3.711677604900791,2.834167639598167e-08,416.6635275076383,89.54896381917801,149.06784093405975,400,0.6818181818181818,5.59,Excellent,Excellent
Cu-Be,Al-5052,132.9987633798828,Ni-plated,Laser,470.51305784353826,0.0,0.0,0.0259103960582009,148.28821044628887,2926.0520261272377,1.1641876854816218,24.65205904430683,107701.6059064407,89.41330383681712,14.633874598035877,0.1,0.1,6.838470025929216,1.8873906958429538,878.847722688306,29.43745660103962,3.172963355802056,-39.14804758138811,94.48595717721521,581,114188.53632058621,1.0604317585117407,0.45717811425532506,3.6974737314885945e-08,12.141349604217082,50.771554232612345,133.63400475860334,423,0.7608695652173914,5.57,Fair,Excellent
Cu-Ni,Al,134.45181427744484,Oxide-removed,Friction,1394.127289129557,1.186691067651063,1505.6540491105393,2.9277030408107594,442.7562599090178,0.0,30.169766582740344,65.74060155257523,106406.30477643057,143.87046285066035,15.711065453910978,4.500250686141572,0.15079278733848023,10.370775948057277,1.4732315906734654,4809.640984593754,10.863917471308763,30357.275025232426,-37.06626125902515,107.87119170105116,8989,289256.0210258031,2.222681838164085,4.70609430972329,8.458038984301645e-08,2513.097359096769,47.46495150142298,144.9374529600763,510,0.189873417721519,6.2,Fair,Excellent
Brass,Al-6061,118.4810670750467,Oxide-removed,Laser,1764.7310782848708,0.0,0.0,0.02150058733205477,177.24305833458234,5187.855657110459,30.69827192312548,41.36691538354661,101795.13806156554,74.20839379275955,15.210698712726412,0.1,0.1,7.7164054648999505,1.7924828344299244,511.8168419032202,24.612659313944366,9.956559624205884,-31.77485698552637,88.23730461601401,3879,83575.4975135097,1.8050815234968902,3.5216070784264604,1.2393446832413323e-07,15.218902066556694,47.46436607389039,120.01216160154038,348,0.6526946107784432,5.8,Fair,High
Brass,Al-6061,143.9254393606579,None,Laser,1266.4782438219747,0.0,0.0,0.026472405792690345,52.24259798126295,4907.5389763347475,43.48016125246596,62.04542248765819,101340.69112528117,73.67121264291968,15.944257083839894,0.1,0.1,6.520427822603584,1.228758562925929,590.788670711518,36.294027387295976,24.242252352691246,-33.17435640341208,88.53235927142742,4707,62856.12172062077,1.3936084511982623,2.914196229316137,1.8235497963225276e-07,10.0,51.597869667326016,121.7067156748395,348,0.6526946107784432,5.8,Fair,High
Cu-Be,Al,117.54767748255308,Oxide-removed,RSW,2871.515751804066,0.0,2692.5561276715853,0.4961979507927343,0.0,50.0,35.466556487532586,52.298731701431635,101421.41221524435,184.50727207076972,5.302622518709805,10.596619954618413,0.1053541402708149,5.976480212407276,1.1983637215522216,2646.879805925915,11.068279219721354,12121.381402246046,-34.262020943884046,88.5612456172275,3030,650080.6670411988,1.6224643711925528,2.511876660186197,4.004289100064788e-08,10130.815621555908,71.88854664488535,122.82326656111155,370,0.4430379746835443,5.55,Good,Excellent
Brass,Al,164.02469709874367,Oxide-removed,TIG,117.72933115782037,0.0,0.0,3.6255698542624524,9.756184694462968,117.69732228391153,15.831397208611527,34.74593868124152,96573.95809660973,75.21833622070363,20.031991234184208,0.7280108509845039,0.1,7.255082618846971,2.458525325546987,501.1883657194327,47.84120839105417,2602.266131613811,-38.43596880626626,85.20085798564703,3012,55857.64783655781,1.3130381139737886,0.5995954788639771,1.7824711116370246e-07,57.6725119065064,37.473874798553965,123.6368267919133,270,0.459915611814346,5.8,Fair,High
Brass,Al-5052,148.5979687911333,Oxide-removed,RSW,6823.122340126881,0.0,1182.96913919886,0.10173215623319674,0.0,50.0,58.359009440438854,49.83233669115835,94287.83538085906,334.62037394754236,5.730797546407846,3.500335814373758,0.1,2.0180634765364758,2.192963280423917,1037.3093151291725,6.9148860713071,4671.200781214319,-22.43688764935148,144.61478427889813,1673,1956199.1382354514,0.9456056864709987,1.7422985305582548,1.3868811798426773e-08,9008.673130750698,80.75578160654877,167.05167192824962,323,0.7898550724637681,5.82,Excellent,Excellent
Cu,Al,113.34604882942128,Ag-plated,Friction,1278.6535779541423,1.6709300780506149,2027.2970926996752,3.2847335884733804,504.1394095850915,0.0,22.393615224835777,33.91629477051163,94612.75189196857,184.21413974518225,2.0083429660596486,7.869169797901065,0.14810155990459495,6.665321154686559,2.4250066076318837,2501.180151360565,17.0332241075844,37054.98690870495,-33.1241019163312,83.84153045985163,5722,314645.32514142623,1.000762608317776,4.987209087853899,3.856342697259647e-08,4894.610205465609,73.56248979041,116.96563237618282,425,1.6919831223628692,6.260000000000001,Good,Excellent
Cu-Be,Al-5052,144.88017339334476,Oxide-removed,Laser,1959.2782094540644,0.0,0.0,0.05344036191687234,29.494346402940906,4142.558750287757,-10.0,40.60341936017721,94504.96040443769,89.2836442621564,22.080019427815166,0.1,0.1,6.475528908669643,0.7304082591193212,759.0625074647305,24.41045320288526,66.42894142108209,-30.86757320072116,98.94725447088987,7282,123718.39785586148,1.1408656338966976,4.918997631337552,4.898743123247761e-08,15.476550901699099,61.648312166767674,129.81482767161103,423,0.7608695652173914,5.57,Good,Excellent
Bronze,Al-Mg,186.38436107103712,None,Friction,607.9567710644064,0.8944665055321089,2278.9044893475348,1.9558677581011268,1007.9965606110065,0.0,19.755787317249172,72.85509316406392,92562.80570061722,451.340241974358,5.837882224572417,9.333739460529076,0.1,0.9700240103216035,1.9271740260660475,1782.2628654091845,20.76125236239415,6379.736153887625,-31.01825612014809,130.81181654540796,7154,783725.1026746195,1.4000284123929394,5.877055337777753,1.854391549646213e-08,11469.571269844157,90.67168297072816,161.83007266555606,320,0.42207792207792205,6.140000000000001,Excellent,Excellent
Cu-Be,Al-6061,60.82918770737335,Ni-plated,Friction,1271.5088523129652,1.0471232994542268,1667.856713034256,2.8257995618651677,239.08153631889306,0.0,31.363009137839708,68.93062571649412,88872.5111478077,739.7285239633417,1.0,5.6895916673690525,0.1845805965683327,0.0,1.5137135884244817,15153.462079433515,11.246283264795695,59067.51829497361,-39.09829860833842,114.42281714153351,726,2901090.7944818665,0.9401700276894907,0.5777595012952473,2.1303841772656254e-08,19707.727056441745,100.0,153.52111574987194,448,0.6287425149700598,5.55,Excellent,Excellent
Bronze,Al-6061,189.03167946132234,Ag-plated,RSW,4319.86703743643,0.0,4968.0430038386,0.7879020099864465,0.0,50.0,31.378620493803773,46.27738088446163,102075.37515866163,625.8358243106084,4.510638752955462,23.81753875648828,0.13407051082475074,0.0,2.600707585980431,3607.428876947362,6.520159340563479,18005.616473225982,-31.1694750530849,139.0560787929881,8047,4199475.16362812,1.209178491200018,9.02476447170334,3.139897566346638e-08,88575.15982783317,100.0,170.225553846073,368,0.38922155688622756,6.1000000000000005,Excellent,Excellent
Cu,Al-6061,91.84323767627792,Ni-plated,Friction,931.3537787568082,1.3876565134480014,1324.7563941218177,1.3618135513225884,2343.300012427808,0.0,43.384835879891,30.05798737762934,103519.15569503662,256.75487736950083,2.197355736798002,4.103160481912693,0.1,2.1255590829857858,2.447751761669714,2441.734964577251,13.865364230995857,13809.728719027038,-30.31985473055525,88.28276847392112,1468,853812.4882972812,0.7505540552312593,0.7385089486222782,2.5391771153461303e-08,3939.9499101265137,97.67565003818912,118.60262320447637,503,2.4011976047904193,6.260000000000001,Excellent,Excellent
Cu-Ni,Al-Mg,124.84611560339728,Ni-plated,TIG,102.3965847853789,0.0,0.0,8.727633706784484,4.423686541497664,151.4902621271159,9.941623940985211,29.55770453107663,92334.47833868286,308.63251797414307,9.57436295910934,0.7103313564881807,0.1,4.321465983157697,1.8720104178220718,2153.6890425394004,31.6125151811218,7158.2514242691395,-33.37057032662198,136.08924509648327,9827,245279.90067524547,1.2803712829240863,10.818053248998822,2.1002457273142137e-08,470.5498570300538,76.41074521448427,169.45981542310525,540,0.2922077922077922,6.24,Good,Excellent
Brass,Al-Mg,50.0,None,Laser,593.2333742397933,0.0,0.0,0.06562078588430613,50.38103636853594,219.3229288119252,36.19582332791359,59.035356126844874,99965.22646881943,53.86540147749612,8.415612747540061,0.1,0.1,11.62029227263146,1.1053359139897974,536.849054243045,45.19042336012279,11.774933923556217,-26.27152697505204,86.23532667497298,8007,22627.33973870807,2.208783987191819,8.136065176022408,1.810012455550901e-07,10.0,27.980782245974506,112.50685365002502,300,0.7077922077922078,5.84,Poor,High
Cu,Al-1100,188.08612663472763,Ag-plated,USW,2536.5104142834452,44.24650866477467,1785.0335517085525,0.1689652601068073,0.0,34023.045537821235,20.37978083346533,49.68002009686451,104534.13289923417,150.32292785476983,5.194972388822498,5.354046830693355,0.1,6.369545075986947,2.4735914856360193,380.6410790190343,11.6693182725649,2278.648348930887,-22.0432706826105,144.96323419004113,5164,485842.0514495376,1.532757907667474,4.004695171019333,1.219939869579688e-07,3094.6338200244872,64.61866698593512,167.00650487265165,442,1.8063063063063063,6.250000000000001,Good,Excellent
Brass,Al-5052,111.55758220182533,Sn-plated,TIG,258.96760223950434,0.0,0.0,3.8052831728924184,5.234061689980392,81.87907234873393,-8.849634678065783,52.05540286596853,101325.33190211638,208.8436523459865,5.65281731212229,0.7322781687538726,0.11714251681924767,7.084734561093722,1.3726363068199299,1684.6524346265983,22.213838144331845,8833.510369052789,-37.100579454240844,137.57072881797075,9807,344703.8786512763,1.4435179756397987,15.388186260884876,7.450993019338906e-08,353.1411810372355,64.94823897579673,174.6713082722116,323,0.7898550724637681,5.82,Good,Excellent
Cu-Ni,Al-5052,122.81893004423394,Oxide-removed,USW,1600.2558474327031,43.86816754559178,952.1637527312458,0.6744912259561748,0.0,18259.579702177532,32.61108313778558,24.54279707279749,96453.58072406202,337.18860409651205,7.900034470904505,3.0365432650931306,0.1,4.152863109168904,2.641185173605559,2651.950710703694,10.560752834849989,8788.209830436434,-22.026922470469046,82.37639585487405,8143,1871143.7118457474,1.1432776441234787,2.170928661197399,1.3562382790235997e-08,5496.28732917618,81.4892387240507,104.4033183253431,563,0.32608695652173914,6.220000000000001,Excellent,Excellent
Cu-Ni,Al-1100,155.5394422462454,Ni-plated,USW,2187.0982897261324,13.368157348303754,310.1280623486715,1.3950006456206496,0.0,32357.22372345469,11.464378049818391,42.76236421073162,101014.55255469367,92.10792680317752,32.424616907737416,1.342173231632356,0.1,9.502278773637878,1.8896281826845764,3273.2605293284837,12.958150345034598,19615.625992624533,-31.93185133991262,101.49240909406005,8961,367051.84484836314,1.887208702484031,3.8959130124217327,1.169727743105347e-07,360.65044592311057,46.61578067403897,133.42426043397268,527,0.20270270270270271,6.19,Fair,Excellent
Cu,Al-6061,68.1911620443112,Ni-plated,RSW,2393.5603256948043,0.0,4828.738557601688,0.8090326018878732,0.0,50.0,23.494680034089747,42.244925772416124,101618.80120729441,281.0602938036201,1.4867993553127272,27.955204248084065,0.1,5.352839085118969,3.2249535515799232,4058.028914712094,10.387308448651435,28397.64391775754,-39.24981583941647,102.02568346456027,7025,1545267.4720741983,1.2886428309967974,5.788778416422357,5.210290864294903e-08,41718.91982684861,69.12747046321918,141.27549930397674,503,2.4011976047904193,6.260000000000001,Good,Excellent
Cu-Ni,Al-5052,153.770095406751,None,USW,2216.070106636257,40.17390277382743,941.3965728758519,0.9657207152032493,0.0,36755.371970092034,28.960186268203103,36.14912676662448,103664.56333873043,333.8654243606253,10.044664734009805,2.75825913852068,0.11115954611595967,3.5105171284867884,3.512965219008762,3348.500323423488,13.087295041397027,13917.561816296757,-29.491971240992996,126.18542918173739,5568,649349.5337463394,1.303064835862251,5.796725507726871,7.152193916141943e-08,3551.9460450130314,81.25412394559436,155.6774004227304,563,0.32608695652173914,6.220000000000001,Excellent,Excellent
Bronze,Al-5052,194.40311419958522,None,Laser,148.2961314098123,0.0,0.0,0.08043969437648645,95.03802363924306,4640.220876531034,-10.0,65.3293821539173,105160.61598349482,68.07405319332416,41.62498805304532,0.1,0.1,8.454835878101875,1.5925357090219652,613.9358869396705,44.39898230053413,1.5603873663527859,-30.197533906946546,135.71458739800389,6468,35046.02689411943,1.9954135928518235,6.441866154324725,2.384479737522977e-07,10.0,35.19053525067681,165.91212130495043,343,0.47101449275362317,6.120000000000001,Fair,High
Cu-Ni,Al-6061,160.82484138526718,None,RSW,3279.8974173493284,0.0,3428.2881496360287,0.7081060196211175,0.0,50.0,42.111979172513145,28.034846261176522,92292.85025559137,347.6242762261332,9.778743834146978,15.230128935465569,0.12187368677194528,4.7199154996109165,1.5401394647475177,4095.875164453087,11.068655894554546,14441.27091909308,-21.50691793696739,94.96288570926217,4309,1235189.8451817245,1.1684132820204574,1.93474642277361,8.386720852472438e-09,21714.98838868097,62.50041890729627,116.46980364622956,588,0.2694610778443114,6.2,Good,Excellent
