anode_material_encoded,cathode_material_encoded,tab_thickness_um,surface_finish_encoded,welding_technique_encoded,power_w,amplitude_um,force_n,time_ms,speed_mm_s,pulse_frequency_hz,preheat_temperature_c,material_compatibility,thermal_mismatch,electrical_mismatch,weld_strength_mpa,thermal_cycles_to_failure,weld_quality_score
2,2,199.69546991940115,4,3,1443.2740239650188,25.23280499313073,110.90100992853044,490.0288489053926,0.0,20.29470561487056,46.60690264062964,1.0,0.0,0.0,122.0967922783768,3672.7761401875246,0.6931306213892472
3,2,276.4442375381944,1,1,359.1377608866446,0.0,13.14429952515779,42.0643614861347,58.770035712489516,48.90390104092882,199.32328897111253,0.787,1.4198170531585341,1.7847907999119619,113.50020891944094,2922.7790944541352,0.5989010614028749
1,1,56.3358484773008,1,1,634.5940463258403,0.0,21.078675336995808,25.290897778380735,67.27187853970871,149.35852580119698,85.34742944591908,1.0,0.0,0.0,112.88895652893379,3770.320740483944,0.7166231023094964
3,2,53.130914286481044,0,2,2585.841957180652,0.0,969.0807652463855,183.99259061542298,0.0,0.0,164.96704133340032,0.787,1.4198170531585341,1.7847907999119619,106.44420862753672,3049.8457848578337,0.6294572876242438
3,2,158.05697920318397,3,0,4982.8055783012205,0.0,3445.135009842811,869.3732400583841,132.90757191301736,0.0,149.112729793072,0.787,1.4198170531585341,1.7847907999119619,113.7880511965954,2623.044835933347,0.5776819453415389
3,3,95.36323871258837,1,2,4406.174026068737,0.0,923.2168986067658,125.51807298839083,0.0,0.0,121.54898892251661,1.0,0.0,0.0,133.31036483565433,3826.545978993156,0.7859854162072839
2,2,167.09511557108914,4,3,1705.8220939915493,92.62771481988257,61.107229992732485,96.77871152939505,0.0,38.62344122676254,100.96638540167932,1.0,0.0,0.0,100.392265567743,3122.228311214662,0.6471051790581072
0,0,129.66948253777883,3,3,1180.1666624956097,99.11728845404767,406.68486922259916,418.163082684415,0.0,27.722450153020144,139.7494358528122,1.0,0.0,0.0,103.06896345222977,3219.8240812964514,0.6562070253970954
1,1,62.83401117739171,1,0,2030.165551339996,0.0,3192.166282918461,891.1288887714992,147.88271665457967,0.0,125.15836950915268,1.0,0.0,0.0,128.7248127292852,3806.0624476140215,0.7623138208019982
0,2,459.1868658827222,3,1,498.56638316524777,0.0,77.78804284369345,34.829483537172145,91.39209106558799,264.2936659083719,152.103992894676,0.20499999999999996,0.9572006346182812,0.9694005571881035,93.37179165422161,2218.385857099097,0.5229605091985967
3,1,53.70040912500119,0,3,326.69177258831843,52.30460466750374,212.48636488796802,488.6875161801403,0.0,20.15008375332507,198.89174095976662,0.41700000000000004,2.9029189739482533,3.2121868367174042,78.03032283136767,1141.5699293405814,0.40908238011580544
3,1,381.23696495168844,4,0,4733.532247919185,0.0,4797.856501249838,145.86253909161044,179.01827171767673,0.0,76.68203986779346,0.41700000000000004,2.9029189739482533,3.2121868367174042,115.7511363197448,2342.7008882017712,0.5140522569137357
0,1,118.46654911378243,3,2,2459.7384302309256,0.0,1555.686399262346,25.058550915640012,0.0,0.0,80.11100582155215,0.575,0.5259012861714379,0.457995479617339,95.8927022124445,2727.184894216306,0.6077388952509056
0,2,460.50332989982,4,2,4784.9868517667865,0.0,1254.3421026027222,180.75191763071334,0.0,0.0,144.04725375038183,0.20499999999999996,0.9572006346182812,0.9694005571881035,109.92674759339391,1918.9155032893236,0.5804740389085421
0,2,451.75817281544863,1,2,3430.222852207746,0.0,1119.9395587071756,42.774180022022215,0.0,0.0,172.01525761780618,0.20499999999999996,0.9572006346182812,0.9694005571881035,97.29398099722904,1987.1626577576878,0.5483998078534451
3,1,344.2555158661658,2,1,219.05642369836045,0.0,52.531326275772635,43.65166856642748,12.406649110303768,998.3867644761181,54.19067601747093,0.41700000000000004,2.9029189739482533,3.2121868367174042,96.02369760473144,3943.2698384758155,0.5775750367467628
3,0,352.5053674102723,3,1,882.1166436764245,0.0,45.33028935981881,13.402798207130491,92.27761342139976,124.08840761739907,173.8434599660793,0.0,2.3770176877768154,2.7541913571000656,75.1225939469431,847.2128993260171,0.505422813964181
1,1,52.402613886359845,4,0,2389.159741676658,0.0,877.6055682229714,958.1160517580893,127.3483602483236,0.0,181.3578682595036,1.0,0.0,0.0,128.18518439737002,3592.6791361697065,0.6621046625509972
1,0,493.1922047511209,3,3,738.7413248795336,34.79348488333548,249.84243209436116,91.12031465327189,0.0,37.78697860464165,91.07523128398344,0.575,0.5259012861714379,0.457995479617339,89.65817043208601,2103.2124675649047,0.591229745080043
3,1,445.02467160911647,1,2,2652.5138093634896,0.0,1477.686436898278,54.411709921942105,0.0,0.0,67.97969787356149,0.41700000000000004,2.9029189739482533,3.2121868367174042,95.28242093132815,1855.359699684665,0.5992559878086585
0,3,452.7978015785414,1,1,528.5617978328535,0.0,28.997752269426023,40.98863611640925,77.75222597426287,149.05412187220304,92.10428864415925,0.0,2.3770176877768154,2.754191357100065,91.11618539690728,3324.202900063184,0.5827919660135102
0,1,346.66004167289236,4,1,120.78155569926294,0.0,84.17770628992476,6.372747332223925,55.29991408784821,534.9528106334756,53.59260447996635,0.575,0.5259012861714379,0.457995479617339,98.92561729384015,3469.08890386562,0.502998129962684
1,1,205.15411789454143,0,3,485.59372945109646,63.22208192963045,276.2398433590714,279.1351500679125,0.0,27.193999528493382,30.653422530136503,1.0,0.0,0.0,93.37998439257325,3031.9555871354924,0.544472844080389
3,2,452.14189209071634,3,2,4224.457073240803,0.0,260.3040694496739,93.33837909124718,0.0,0.0,163.5057468657323,0.787,1.4198170531585341,1.7847907999119619,84.47492044874275,2537.92338966145,0.6400129438713538
1,0,181.18261766803656,3,2,1447.1185191896943,0.0,1712.0231787281446,52.76529196998517,0.0,0.0,122.56809181146863,0.575,0.5259012861714379,0.457995479617339,113.21105555250918,3911.0151564686844,0.6752296355894307
1,3,303.22019450399125,1,3,1557.34716477502,65.03637901529824,443.65561492101324,317.20727431448466,0.0,31.12968732807028,108.93946101789864,0.41700000000000004,2.9029189739482533,3.2121868367174042,92.90366362064466,1623.2809197544946,0.6293123441587607
2,0,94.87893755474707,3,0,4204.519758326052,0.0,3031.189099242036,860.0878530820343,19.37042566373234,0.0,58.51776354931355,0.20499999999999996,0.9572006346182812,0.9694005571881036,124.98547715242071,2499.6751828962465,0.7172404886191748
2,3,464.88003355973757,4,0,2980.5994146420962,0.0,4157.111810199843,863.5286322239812,168.47052170777977,0.0,119.43578960461619,0.787,1.4198170531585343,1.7847907999119617,141.12296992406735,3771.5517073717356,0.68647102804801
2,1,113.346705997046,2,3,1248.3245072619711,99.45742079260914,131.62383851255655,128.50591072439062,0.0,20.656453490490165,92.2962091374483,0.63,1.4831019207897191,1.4273960368054424,103.06688932234013,2228.250012500725,0.5193242853927584
0,2,151.20356257868326,1,3,1979.7406348856828,41.32184568001037,392.92438079244647,76.86964074896575,0.0,25.97376212659913,111.1138904261169,0.20499999999999996,0.9572006346182812,0.9694005571881035,104.01650505648881,1965.5318398362133,0.6099551981054939
3,2,301.1603711576968,2,0,3495.3893655796064,0.0,2861.5104324466924,286.9734157262973,97.70265343051379,0.0,36.342421845481056,0.787,1.4198170531585341,1.7847907999119619,120.3367465795337,3437.63536393379,0.7094829525128096
3,0,393.8418500958417,3,3,306.68578455650743,58.84331250245535,93.62364937478156,336.1709559017807,0.0,23.107151561604237,186.10538684886555,0.0,2.3770176877768154,2.7541913571000656,68.25614829433795,462.0795303428905,0.46366180018168557
3,2,328.7080876713345,0,2,2826.0122828862022,0.0,345.32929166411685,86.13498239759143,0.0,0.0,157.5515578542292,0.787,1.4198170531585341,1.7847907999119619,100.1515419094789,3404.2458490653144,0.5848336672077402
3,0,154.46026076007027,4,0,2407.3261791458362,0.0,3903.8481492485867,677.0454801528354,188.04687587656818,0.0,153.41462605225698,0.0,2.3770176877768154,2.7541913571000656,104.54666455898817,1613.5979015159046,0.4444718464165568
2,0,50.42436913737065,3,0,4687.642607807456,0.0,3762.4821285261332,793.5271665308126,128.73335914964605,0.0,124.7201223065277,0.20499999999999996,0.9572006346182812,0.9694005571881036,117.15669624226351,2664.904435616196,0.6356671941385196
0,3,390.71776113834767,4,0,3766.652922978878,0.0,3277.5006588504284,380.5885281712521,76.63102068222715,0.0,60.97795786776279,0.0,2.3770176877768154,2.754191357100065,97.80864383514387,1924.116058586344,0.5351334001633551
0,0,493.3432966599922,3,2,2958.7223742541864,0.0,1468.3361620501507,87.16261873349748,0.0,0.0,38.645779873027706,1.0,0.0,0.0,110.5635524739017,3420.721009652959,0.6678570672109725
2,3,414.46090413774067,3,3,371.0688215708337,51.34754515173461,483.4345192407751,146.3390905628184,0.0,32.98138173921588,85.05206840768409,0.787,1.4198170531585343,1.7847907999119617,107.29459719705004,2960.579562345501,0.6583659413327638
0,2,257.0929781704769,3,1,983.4147082554807,0.0,43.86139475145667,44.50629683323852,86.53686300042611,339.70591406617837,94.30474441631318,0.20499999999999996,0.9572006346182812,0.9694005571881035,79.42169399191867,2155.186632239968,0.5609842180554042
2,0,456.69526762959794,1,1,143.59145885998524,0.0,26.068523911010654,18.92170972697132,95.95429658558203,275.17569490304896,156.9852949762866,0.20499999999999996,0.9572006346182812,0.9694005571881036,63.49410211315487,1312.3583930301559,0.5502412294791604
3,0,234.4314529032575,2,2,4648.9507804503955,0.0,444.59290267251754,194.26436088132832,0.0,0.0,46.6635044597356,0.0,2.3770176877768154,2.7541913571000656,106.9158847905495,1748.6904637165312,0.500076083146392
2,1,286.2203379095604,0,2,1609.3017699103862,0.0,1302.8753005382907,23.24133264940127,0.0,0.0,167.03130374081775,0.63,1.4831019207897191,1.4273960368054424,83.51245827593937,1901.7449056819523,0.5150719102538994
3,0,264.70839532805746,2,3,669.3619252558981,28.96393657405455,51.53750090775151,120.54640447279588,0.0,31.86207299674382,99.72049871295461,0.0,2.3770176877768154,2.7541913571000656,93.48268241808492,1255.9412262111505,0.535793770857708
3,0,251.43074269948622,2,1,420.42416454442593,0.0,75.03138832342914,33.88265541504335,80.13065139178396,867.1579980095966,163.99242614409022,0.0,2.3770176877768154,2.7541913571000656,66.66879830715553,1474.1124049547266,0.4399159350980485
1,1,398.83584618225757,4,0,4279.302012494647,0.0,2516.2737787327314,377.8549573289569,105.43746796400963,0.0,109.04962947603134,1.0,0.0,0.0,127.98894480196985,3602.970511094499,0.6669882337256955
2,1,287.0460082712714,1,2,2768.6168318626014,0.0,695.0315821895891,112.60124357655597,0.0,0.0,29.276801414113947,0.63,1.4831019207897191,1.4273960368054424,101.51139451847274,2262.73040699056,0.49719133493627354
1,2,192.52270491134723,1,1,150.4906695564,0.0,30.79376155137592,37.556356257637226,19.10039060405026,139.89881039515674,129.4536322420338,0.63,1.4831019207897191,1.4273960368054424,78.82354353098181,1621.3807595904211,0.46094201123670836
2,0,166.17117544631526,3,0,2149.372765283054,0.0,2169.721025425639,395.69381600339386,81.1750231242369,0.0,96.89585310437414,0.20499999999999996,0.9572006346182812,0.9694005571881036,102.98099741708077,2561.8426706284786,0.6786517571055799
2,2,66.98629263534502,2,0,1559.6493715904335,0.0,1244.2782108842912,312.25148163781705,86.37848331612935,0.0,102.6745721248005,1.0,0.0,0.0,140.92975322732966,4087.307607401305,0.7677589437558596
1,2,312.4378228473707,0,3,738.2082930750296,81.22014382839485,286.48306096838417,309.06546217076095,0.0,31.211858688078003,160.86576481874377,0.63,1.4831019207897191,1.4273960368054424,113.62619117617353,2560.928534880741,0.5784415966906978
1,1,153.4826369304654,4,2,2114.1202810990235,0.0,1962.918267694224,17.092467657643923,0.0,0.0,60.06341387079251,1.0,0.0,0.0,116.76257438692727,3029.85164939622,0.5537977325584543
2,3,116.6602649073724,1,0,1863.3511124391102,0.0,1780.9461439478293,893.1682600043589,184.5851358027894,0.0,24.616760896372035,0.787,1.4198170531585343,1.7847907999119617,132.41944663247992,3248.17191958311,0.744049101965063
0,2,344.22348372245494,3,2,4261.298335109102,0.0,892.2068640400093,183.7785390506336,0.0,0.0,71.50740824707249,0.20499999999999996,0.9572006346182812,0.9694005571881035,93.67817902181758,1895.2342251422976,0.5670542330476886
3,3,356.544166019697,0,1,143.58269141079913,0.0,68.71912302540744,46.92396510149471,75.73508416713804,278.58930143363403,47.919870568332115,1.0,0.0,0.0,103.06149849727466,2723.5764446047137,0.5638683890161175
1,0,388.4697015159497,2,1,731.6305268795851,0.0,36.52870326063973,6.467523596293529,72.00493184954213,180.04741707023265,81.8867735111987,0.575,0.5259012861714379,0.457995479617339,112.38757278982288,2859.3631139954427,0.623952357621121
3,1,276.6096033523662,0,2,733.111706315319,0.0,1148.3441038321234,127.91879919686207,0.0,0.0,57.44372638900474,0.41700000000000004,2.9029189739482533,3.2121868367174042,97.13157989279118,1644.665099254149,0.48450027857920624
0,0,452.32457234174893,1,0,1204.2251378257015,0.0,520.1099959961151,893.8632973538366,31.897986582978156,0.0,37.465476441796184,1.0,0.0,0.0,119.14110798513512,5093.889687040889,0.772063559665775
0,0,471.3542390292025,4,0,3335.5922111986215,0.0,4790.958113394011,560.719104319378,36.56162174376497,0.0,168.96301152823813,1.0,0.0,0.0,123.53198015476978,3743.617826825488,0.6640967455956465
0,1,413.3169229066202,2,1,423.81027806100917,0.0,66.16379330600344,38.379142216391074,61.08686146248251,35.28141876719619,57.698778411830936,0.575,0.5259012861714379,0.457995479617339,89.25413364221734,2545.6901786225967,0.6382308510551942
1,0,336.0170669036842,4,0,1572.4114610597724,0.0,2173.107599577471,735.1423167933809,121.02231523996886,0.0,85.4854303771901,0.575,0.5259012861714379,0.457995479617339,115.1905564567889,2598.644167877655,0.6448498303545295
0,1,186.6744291160349,0,0,1178.779934388204,0.0,4085.986584217497,644.6119882201879,178.55850674517507,0.0,20.337246818265875,0.575,0.5259012861714379,0.457995479617339,116.79569464824583,3050.3051708020253,0.6031676498356313
1,3,492.3252147290995,0,1,446.7704438268245,0.0,54.118160275379275,20.8719877121351,72.52299842139276,752.3787250057056,158.90662517141786,0.41700000000000004,2.9029189739482533,3.2121868367174042,100.21713731905703,1807.4348005053266,0.5084920329094688
0,0,173.36127523637225,3,3,1474.1605486910275,36.243936986890375,336.2141916694189,202.33767476472983,0.0,36.68400823728768,103.39003799480868,1.0,0.0,0.0,138.49957739169253,4000.577805444885,0.7648523632835076
3,1,141.19561489569398,2,1,102.36035417670885,0.0,13.394867742319832,5.983712802587062,21.033956251855784,38.59772372584905,175.64191494681933,0.41700000000000004,2.9029189739482533,3.2121868367174042,65.36907825965504,1859.2795429176963,0.471351174676296
3,2,248.96935120396225,0,2,543.7601082144656,0.0,681.5073361958299,28.96022953919859,0.0,0.0,29.509150296744895,0.787,1.4198170531585341,1.7847907999119619,100.85316147957555,2722.1944576838614,0.5681209854186587
2,0,75.57825682057481,1,3,1623.9401756821028,14.848065006456764,458.5682510984462,441.8777947734383,0.0,24.167687317612803,49.48639322225576,0.20499999999999996,0.9572006346182812,0.9694005571881036,87.31719548645576,2199.0591507107306,0.6181021375078068
3,3,490.32250910230584,1,2,543.3298532921942,0.0,300.5165857958739,116.22676496621571,0.0,0.0,66.38486035870885,1.0,0.0,0.0,121.4978700122237,3460.200370578366,0.7522327136279907
2,1,314.7951003873912,4,3,1241.7399059712686,38.402450746822225,183.57515073356032,289.1755708188733,0.0,26.11256088134379,179.86855283970928,0.63,1.4831019207897191,1.4273960368054424,100.93146022840796,2869.462001217977,0.6237228845099444
3,0,300.62844124887886,1,3,1875.2070397183725,44.436860101278064,148.91618694853844,115.68418094164072,0.0,32.63416386785509,83.7273721426257,0.0,2.3770176877768154,2.7541913571000656,97.67756982777816,1422.3699496821635,0.5919371127212132
1,0,345.108325954874,0,1,360.32853516638505,0.0,26.991534932629722,14.51496070711467,31.48027573298485,626.2076374894982,53.64141055216967,0.575,0.5259012861714379,0.457995479617339,94.70362884644086,2578.584660504416,0.5778513345856536
3,0,273.66064149974295,1,1,215.94742524227897,0.0,75.95233886041501,15.939231135886683,49.342649472546235,655.1841708572343,164.26408631848872,0.0,2.3770176877768154,2.7541913571000656,86.09955908258918,914.5005222240848,0.5069544670036059
2,3,64.42858269254371,2,2,2809.376514534895,0.0,1358.2437297144475,71.29314572865239,0.0,0.0,74.41826432711079,0.787,1.4198170531585343,1.7847907999119617,123.18821126838458,3069.7571181745325,0.7015772000491615
2,1,325.54007997817854,4,1,965.2774233017502,0.0,51.309074944804095,16.774746880120844,30.343002162523003,43.65227468699156,82.93303674896822,0.63,1.4831019207897191,1.4273960368054424,97.32616869659313,1975.29163922147,0.5539402239123223
0,2,372.2782446303938,2,3,1401.1311511425884,33.62637494295734,481.51859284515956,144.70013541955626,0.0,30.589823873707413,137.83125747032537,0.20499999999999996,0.9572006346182812,0.9694005571881035,85.93212930056221,1754.6258906919918,0.6011259005684627
1,2,237.53707728082392,0,1,748.697164842703,0.0,88.31037653389066,8.666583748289094,98.55475250920628,906.8422363323642,89.08703409126757,0.63,1.4831019207897191,1.4273960368054424,103.91570655893143,2176.75268952519,0.5245802444915024
3,2,390.7830074320368,0,2,4821.678877892155,0.0,1720.0744431291153,176.75715332637728,0.0,0.0,22.96445121475915,0.787,1.4198170531585341,1.7847907999119619,137.52440711515644,3175.311758269621,0.6921092834396895
0,1,152.15058470228928,1,3,1237.7749402350098,86.07790568056441,290.3060110384837,292.1977267759242,0.0,31.25160183801985,198.04805468780359,0.575,0.5259012861714379,0.457995479617339,80.32185776481103,2202.799131188366,0.5941454022114078
3,2,149.57446597978281,3,2,4982.326039534657,0.0,298.3501962614835,163.06589591420578,0.0,0.0,62.95825212872695,0.787,1.4198170531585341,1.7847907999119619,100.11273564894496,2292.6410927827374,0.6670678579638596
3,3,122.63764445940828,3,0,2093.2500924886704,0.0,2125.5218716898403,172.4799315754252,76.79901846297322,0.0,63.98533775074256,1.0,0.0,0.0,130.56024262419803,3783.7793075788704,0.7602749746421137
0,1,217.39764190512284,0,1,991.2245622798729,0.0,45.7362335645232,33.81470807864009,12.950605627992248,922.5747125389285,44.109041332902265,0.575,0.5259012861714379,0.457995479617339,84.42447637004007,2191.2137478955674,0.5063615881402292
0,0,431.1554159250876,0,3,1672.7162218989176,44.76648737772519,206.80849970274448,244.52015158108009,0.0,28.025163657089973,48.433782467281446,1.0,0.0,0.0,106.8515490924553,5032.295097811893,0.6095740587241874
0,3,422.56042796707897,4,2,1438.6438627898783,0.0,1982.6079209154243,164.0038265839004,0.0,0.0,110.35485078015142,0.0,2.3770176877768154,2.754191357100065,88.84240024817355,1098.4451808702606,0.529128449943676
0,0,222.2708935835767,0,1,304.52709653217266,0.0,98.35523209242359,1.760976764297086,44.351866036212314,569.9157118641563,189.15352280241837,1.0,0.0,0.0,96.33070777187369,3119.422977419519,0.5787830711776333
0,2,315.10343119110644,0,1,85.70729100606242,0.0,24.493347163342126,13.648423027079549,72.302478712923,939.8037853364101,145.4960811371251,0.20499999999999996,0.9572006346182812,0.9694005571881035,64.85767659966528,2243.157815806618,0.42344624616233045
3,3,374.36734241371204,4,2,3197.7684169660715,0.0,1169.0570229195548,111.98423279540144,0.0,0.0,138.36412229022142,1.0,0.0,0.0,128.36181628449782,3337.245821986038,0.6641865778010722
0,1,158.54304858261034,2,3,766.3369346409031,84.49429115234774,293.34534720631666,153.5464306956752,0.0,22.73662416328156,85.06719990576231,0.575,0.5259012861714379,0.457995479617339,101.03649592062517,2652.3751322036815,0.6332550066560293
1,3,125.66348865263619,2,2,4930.460071336972,0.0,133.19910854180347,187.35360569806292,0.0,0.0,166.3587275316595,0.41700000000000004,2.9029189739482533,3.2121868367174042,77.97177971011187,1783.1970928931748,0.5125112602094927
2,0,487.44319694553997,4,1,257.38813612129536,0.0,69.17945794134829,15.775093754308433,86.12123077610175,543.9018768594268,105.2035830851995,0.20499999999999996,0.9572006346182812,0.9694005571881036,77.9799712174773,1672.3508311021342,0.4452832510860774
0,1,327.9007909443283,4,2,877.0772287122996,0.0,612.6865008532909,70.8605289782543,0.0,0.0,102.35374250059141,0.575,0.5259012861714379,0.457995479617339,70.98218669224474,2076.6260677267655,0.5356364982295856
0,3,491.6370748251488,2,0,4543.68945756039,0.0,3950.3228841770865,846.6285813497805,19.927915689875967,0.0,199.0117090799998,0.0,2.3770176877768154,2.754191357100065,111.00627218293911,1683.181924309739,0.5917504208385405
3,3,201.9901942095031,2,1,599.8430951996005,0.0,99.92592374631819,39.4747823136124,12.950060457601536,679.1393492399413,129.6101451865826,1.0,0.0,0.0,123.94530627678013,3446.2021698456315,0.7296725546004946
0,3,366.3642649883592,2,3,1516.1152597008481,56.282352032926774,85.4389164980489,65.60880584286062,0.0,38.75619394478701,176.27262349863906,0.0,2.3770176877768154,2.754191357100065,95.48800923009534,1387.0224391771233,0.5612682908503412
0,3,150.17163644355696,2,0,2030.0558619144745,0.0,2205.3565715830255,815.7497868869544,140.9595418763142,0.0,114.42250459755518,0.0,2.3770176877768154,2.754191357100065,105.93608697895978,1608.4786737461818,0.5964027349096767
0,1,167.54007707326082,1,2,4849.115360164808,0.0,276.3944804012183,144.31471907505318,0.0,0.0,49.111305539524146,0.575,0.5259012861714379,0.457995479617339,108.14265377893946,5071.874838563641,0.7450477854926312
3,0,280.3559545713308,4,3,256.23482027757217,10.014894685103016,104.10360178448632,327.5266317256568,0.0,33.52385499154883,197.70679563418884,0.0,2.3770176877768154,2.7541913571000656,61.42072154867287,1793.7800821588546,0.44189714385406664
0,3,193.82815647863205,3,0,2753.3594896383365,0.0,707.318193818409,670.6534519490416,26.30532074143311,0.0,138.0208154107572,0.0,2.3770176877768154,2.754191357100065,100.54423786795483,1453.7470529684801,0.5631388254589551
2,1,125.42970372826301,1,2,880.286392478709,0.0,1073.893801064571,74.67092158022108,0.0,0.0,46.763399696798984,0.63,1.4831019207897191,1.4273960368054424,95.62784204997526,2012.296749114187,0.5523974311382445
3,0,168.2963158951967,3,0,2859.0157091053625,0.0,3357.8460663223664,244.0063325452571,179.68648054129147,0.0,153.20899603545178,0.0,2.3770176877768154,2.7541913571000656,111.57908916757793,1780.5156844143694,0.6315807573476618
2,3,66.08677750963909,3,1,581.5060614139281,0.0,11.988394797815703,31.79418924495919,46.85471424563108,701.9374723643804,99.0480564501483,0.787,1.4198170531585343,1.7847907999119617,117.82979939582074,3269.3872172719716,0.6895023397666771
3,0,366.99062966486895,0,3,1589.663883581335,94.49603680509362,499.25560742374984,297.3276470621421,0.0,31.23016706256849,168.02997254812357,0.0,2.3770176877768154,2.7541913571000656,85.23333463655268,558.6457678078458,0.4587485376771334
0,0,271.4524956886377,4,0,1089.781003902425,0.0,4393.267130688488,125.84619418826892,130.206313330198,0.0,69.87346487650298,1.0,0.0,0.0,144.23904480088862,5994.252656646787,0.7587002943300796
2,1,92.40937988203653,1,1,143.6481298070185,0.0,35.72547436958108,7.876148102425549,14.602034523141565,75.52638133461353,189.61768204997705,0.63,1.4831019207897191,1.4273960368054424,85.27917242874504,2282.4116238316697,0.5474210623127246
3,0,127.26229690782104,4,2,1725.8335135304171,0.0,904.9375544603081,98.24990663811013,0.0,0.0,73.50299467349814,0.0,2.3770176877768154,2.7541913571000656,87.95016646769574,1367.220447486017,0.5620765756072471
1,1,96.14054215068981,2,1,467.72263749375196,0.0,57.13228308657498,43.1295595301601,63.54786495491133,18.268385298843004,199.50913382944444,1.0,0.0,0.0,118.47611710662983,3278.090076263144,0.640948785255687
0,3,325.6667637241444,4,2,1030.1709355535295,0.0,763.0046620827444,190.3183046843266,0.0,0.0,146.03134098007558,0.0,2.3770176877768154,2.754191357100065,71.92643304139915,1132.502657073358,0.49011711071898073
3,0,92.3946636256222,3,3,248.35085515485747,73.91073361640335,64.89190928519287,213.14172605088459,0.0,35.402975274274866,194.832091987038,0.0,2.3770176877768154,2.7541913571000656,56.997228158784324,476.42578712303805,0.4707307920037018
1,0,389.4270498658472,2,1,376.7328696164349,0.0,48.72538539878192,45.35992188510403,7.550740040610506,528.1346628848911,150.34894841276466,0.575,0.5259012861714379,0.457995479617339,90.33800789645562,3311.6913611396503,0.5977598474694895
3,2,59.22991369417603,4,1,397.9256806616194,0.0,96.74305043653278,39.89080164149464,13.085600959287339,927.4823469658495,155.74882569324222,0.787,1.4198170531585341,1.7847907999119619,121.0654547933683,2607.9620813423585,0.5527229852304648
1,3,162.21910459815143,4,2,1213.8238277780897,0.0,261.15352271615825,112.90272316095354,0.0,0.0,41.848088991265584,0.41700000000000004,2.9029189739482533,3.2121868367174042,83.00163747809914,1845.4684647497406,0.5319344439059716
0,3,450.8000041513582,3,0,3946.526279905117,0.0,3722.229002732954,580.6504619896566,103.62012013974349,0.0,22.701588055658416,0.0,2.3770176877768154,2.754191357100065,85.02216978167772,995.3004586263315,0.4674352318934486
