sample_id,anode_material,cathode_material,tab_thickness_um,surface_finish,coating,welding_technique,power_w,amplitude_um,force_n,time_s,speed_mm_s,pulse_frequency_hz,current_a,voltage_v,rotation_speed_rpm,travel_speed_mm_s,tool_diameter_mm,pulse_duration_ms,spot_size_mm,pre_heat_temperature_c,humidity_percent,atmospheric_pressure_kpa,weld_position,joint_type,joint_geometry,cleaning_method,pre_treatment
WS_000011,Nickel,Aluminum,493.5427043497703,Anodized,Tin,Resistance_Spot_Welding,,,3831.936115110716,0.24526116855247568,,,7553.947137506736,4.3100481944732785,,,,,,133.8150495068443,58.01178264565368,100.35774684074758,Overhead,Butt,Square,Ultrasonic,Stress_Relief
WS_000012,Titanium,Steel,315.90182443470883,Oxidized,Nickel,Laser_Welding,2609.2559856664766,,,,12.09829298469896,645.5276176190404,,,,,,3.5698919371993294,1.4127817023946854,89.61236233409673,76.20379932420407,96.37520944145993,Overhead,Butt,Square,Acetone,Stress_Relief
WS_000013,Aluminum,Steel,152.84750980878485,Cleaned_Alcohol,Diamond_Like_Carbon,Friction_Stir_Welding,,,11063.360988764123,,,,,,559.5193527108581,2.3155039722150343,18.252667885206556,,,182.0752502893995,57.986087436396076,98.390297910487,Vertical,T-Joint,J-Groove,Alcohol,Solution_Treatment
WS_000014,Copper,Nickel,87.86298424777198,Etched,Tin,Laser_Welding,3378.0424480997203,,,,29.453644450386278,372.91048379518134,,,,,,18.80865550490979,1.9499612898351029,71.10577545274383,38.3218316206636,99.85613753586226,Vertical,Edge,Square,Ultrasonic,None
WS_000015,Nickel,Copper,272.25217183254557,Oxidized,Titanium_Nitride,Friction_Stir_Welding,,,15139.239938074683,,,,,,1469.7858560790455,6.50718544112159,12.223183919433287,,,111.5865338309768,58.179957091153724,97.50461818605584,Horizontal,Edge,U-Groove,Alcohol,Stress_Relief
WS_000016,Aluminum,Titanium,276.18669189733646,As_received,Silver,Friction_Stir_Welding,,,14726.590189968601,,,,,,633.467488637626,0.9741613454133499,13.973029030421852,,,51.879922293268805,76.42751506117486,104.53928577002587,Flat,T-Joint,J-Groove,None,None
WS_000017,Titanium,Copper,298.74423507597044,Rough,None,Friction_Stir_Welding,,,6594.528949322128,,,,,,831.685684343658,17.09716509457871,8.38767408765672,,,50.50869440349665,53.40807574750101,104.36154774160781,Horizontal,T-Joint,J-Groove,Acetone,Solution_Treatment
WS_000018,Aluminum,Steel,182.88076478852244,Cleaned_Alcohol,None,Friction_Stir_Welding,,,14243.299078910091,,,,,,1434.7197595755076,7.510077448785226,7.991061352496387,,,165.68500798613246,68.60680368075084,103.67072318580104,Flat,Corner,V-Groove,None,Solution_Treatment
WS_000019,Titanium,Nickel,342.4837688499943,Rough,Aluminum_Oxide,Resistance_Spot_Welding,,,1940.3564679357257,0.1030421204424603,,,6204.5212689655655,1.3234804641706788,,,,,,103.80764326384283,52.5586780824546,97.86541252128285,Horizontal,Lap,V-Groove,None,Solution_Treatment
WS_000020,Aluminum,Steel,107.17723069334815,As_received,Titanium_Nitride,Ultrasonic_Welding,579.5086858484967,96.87266473516928,941.6670651467707,1.6998438425227647,,20000.0,,,,,,,,54.98840611907715,44.681234303400714,101.99512210767193,Overhead,Corner,J-Groove,Plasma,Annealing
WS_000021,Nickel,Aluminum,195.3304128235607,As_received,Titanium_Nitride,Resistance_Spot_Welding,,,2224.2516141456363,0.7466022165691242,,,3257.744746119951,2.6590030689823303,,,,,,34.55713399109558,45.69886849640646,101.88499900765366,Flat,Lap,V-Groove,None,Stress_Relief
WS_000022,Aluminum,Copper,347.08881952297907,Coated_Zn,None,Friction_Stir_Welding,,,10817.228891104767,,,,,,1348.511524150317,8.995621524218876,15.410668381550915,,,28.588902984496784,53.962232629644575,96.58646447642491,Horizontal,Butt,Square,Ultrasonic,None
WS_000023,Copper,Nickel,128.89862145020234,Cleaned_Alcohol,Polymer,Friction_Stir_Welding,,,16331.34656396481,,,,,,757.9782100698615,9.561139352322423,14.046152604926977,,,28.65060635546607,76.94874389548315,103.86680387298048,Overhead,Lap,V-Groove,Alcohol,Annealing
WS_000024,Copper,Titanium,357.78369622916347,Etched,Aluminum_Oxide,Laser_Welding,229.9054216539469,,,,29.7030034823997,940.2900111835327,,,,,,11.55193613972999,0.8375228597923916,135.79187931962358,47.495173429491,100.45616789315935,Flat,Corner,U-Groove,None,None
WS_000025,Aluminum,Steel,138.1060106551834,Polished,Nickel,Laser_Welding,3446.7331897401486,,,,4.48824377455122,319.6566546634675,,,,,,16.913018688292144,0.14421667789806913,166.60432686600845,36.911286486403995,96.18164827621656,Flat,Lap,Square,Alcohol,None
WS_000026,Nickel,Copper,411.5664186731819,Cleaned_Acetone,Tin,Laser_Welding,2175.007617309781,,,,28.857493903747958,576.3486506828265,,,,,,14.659790330462839,0.3426104859026846,65.00296085889883,54.83264074063459,103.67116607209722,Overhead,Edge,J-Groove,None,Stress_Relief
WS_000027,Titanium,Copper,157.20626858179077,As_received,None,Laser_Welding,2533.1498343470807,,,,20.09128622474097,298.3375393348016,,,,,,2.089699254521081,0.20162206382000092,192.5374694389757,70.82858864573538,98.5490519046272,Overhead,Corner,U-Groove,Acetone,Stress_Relief
WS_000028,Titanium,Steel,321.0984166555035,Oxidized,Silver,Friction_Stir_Welding,,,18977.696314752116,,,,,,1584.4624958952847,2.7125597393402363,18.825794796683972,,,195.36467753619382,79.75587452181975,95.5587115467735,Vertical,Edge,U-Groove,Alcohol,Annealing
WS_000029,Nickel,Copper,392.6797842728625,As_received,Gold,Resistance_Spot_Welding,,,2187.8482277300113,0.23035065339532024,,,4569.864417588267,9.02707217899099,,,,,,46.38886790456459,50.799570121543574,97.33228072424528,Overhead,Edge,Square,Ultrasonic,None
WS_000030,Copper,Titanium,389.0201833665237,Coated_Ni,Nickel,Ultrasonic_Welding,787.0758007383962,73.4575927866994,535.0121011390615,0.7274798051362872,,20000.0,,,,,,,,98.20133200788884,35.22093043238833,99.05202086781418,Horizontal,Lap,J-Groove,Ultrasonic,Solution_Treatment
WS_000031,Titanium,Copper,384.89524562448406,Rough,Diamond_Like_Carbon,Resistance_Spot_Welding,,,2440.8029653131157,0.09206240847642068,,,5755.331091674882,4.927022484459004,,,,,,164.37966482481212,78.67404012525625,100.56005038642584,Vertical,Edge,J-Groove,Plasma,Stress_Relief
WS_000032,Nickel,Titanium,163.8455755951585,Rough,Tin,Ultrasonic_Welding,1070.04079613179,66.64587743217362,1406.7099435200034,0.963628023058769,,20000.0,,,,,,,,132.96045441513144,55.058858715386016,104.01158010490988,Flat,T-Joint,J-Groove,Acetone,Solution_Treatment
WS_000033,Nickel,Titanium,174.8215323415097,Oxidized,Polymer,Friction_Stir_Welding,,,7713.692332495004,,,,,,1208.9466125166568,2.0158254208172046,19.56471173032483,,,197.51793400632852,61.88970284118471,100.3609636634412,Flat,Edge,J-Groove,Plasma,Solution_Treatment
WS_000034,Titanium,Steel,420.14175931542604,Polished,Nickel,Friction_Stir_Welding,,,12042.0898024357,,,,,,1846.4354484875632,2.1135941906884694,17.903245260738476,,,119.2858170579326,29.890055668220057,99.11255116585369,Horizontal,Butt,V-Groove,None,Stress_Relief
WS_000035,Titanium,Aluminum,221.40088548395968,Coated_Ni,None,Ultrasonic_Welding,173.8480677005026,13.313968087239225,311.01163166123473,0.12597673317129485,,20000.0,,,,,,,,33.56463086344321,61.50286383013472,100.34346275029463,Flat,T-Joint,Square,Plasma,None
WS_000036,Titanium,Aluminum,432.34132580483515,As_received,Silver,Laser_Welding,1104.7221096819721,,,,13.320679536078124,275.45706522888287,,,,,,4.223830215260323,1.7686192682104653,156.25984379100117,22.813788067473194,97.68672482025308,Vertical,Lap,V-Groove,Acetone,Annealing
WS_000037,Steel,Aluminum,433.48167514334307,Coated_Ni,Silver,Laser_Welding,4395.6026530258905,,,,20.770660444407454,134.8812132221901,,,,,,0.6727752586354455,1.5347607857798762,131.65571924362365,62.244786085953415,97.12964161508911,Horizontal,Corner,V-Groove,Acetone,Annealing
WS_000038,Aluminum,Steel,90.95094097309862,Polished,Tin,Ultrasonic_Welding,1052.279503861631,80.52877114670288,823.2584255264768,1.2819647304329598,,20000.0,,,,,,,,175.22546757441413,76.97123741945853,96.47073480929038,Overhead,Butt,V-Groove,None,Solution_Treatment
WS_000039,Nickel,Titanium,491.0146588784647,Coated_Zn,Zinc,Ultrasonic_Welding,457.80504260310266,62.16849410245646,716.0482603902628,1.1208004917567331,,20000.0,,,,,,,,102.82144861704296,55.08596635694922,99.00300488910281,Overhead,Corner,J-Groove,Ultrasonic,Solution_Treatment
WS_000040,Copper,Steel,443.4429221844877,Polished,Polymer,Resistance_Spot_Welding,,,300.2562197057464,0.1772457124414429,,,3507.313051287628,2.5930943584907213,,,,,,35.966456076270006,27.23815226603605,99.60778768032726,Horizontal,Lap,Square,Acetone,None
WS_000041,Steel,Copper,91.53076380293574,Cleaned_Acetone,Gold,Resistance_Spot_Welding,,,2607.11936638158,0.1654079058890318,,,4395.573687178654,1.023355219452819,,,,,,176.29419926640563,25.071020460840916,100.97278082255431,Overhead,Lap,J-Groove,Acetone,None
WS_000042,Aluminum,Steel,163.59662495480933,Anodized,Nickel,Resistance_Spot_Welding,,,4237.759295904781,0.7521200696885015,,,1274.2493746023474,8.80493482967251,,,,,,83.74640074276257,43.82982995024495,96.04869166532481,Vertical,Edge,J-Groove,Acetone,Stress_Relief
WS_000043,Copper,Aluminum,290.9010038069856,Cleaned_Acetone,None,Ultrasonic_Welding,1207.5052844303948,71.11920872300406,1588.8839152843098,1.0470401779652088,,20000.0,,,,,,,,35.64565185573626,52.22639250911287,100.8684111802088,Overhead,Butt,J-Groove,Alcohol,Annealing
WS_000044,Copper,Titanium,213.3870333793858,Cleaned_Alcohol,Zinc,Resistance_Spot_Welding,,,1844.8739568994465,0.9866500963050499,,,6451.973374211984,3.1350411256239505,,,,,,38.32084507167267,29.171548351059922,97.45957728384508,Overhead,T-Joint,V-Groove,None,Stress_Relief
WS_000045,Steel,Titanium,492.0703776088729,Coated_Ni,Zinc,Friction_Stir_Welding,,,19419.93823223201,,,,,,1744.4635391985626,16.432905383510956,7.384348059763977,,,50.759765730211846,60.11859319546586,104.29375989127585,Vertical,T-Joint,J-Groove,Acetone,Stress_Relief
WS_000046,Titanium,Nickel,142.2849020672566,Cleaned_Alcohol,Gold,Friction_Stir_Welding,,,9083.29233371192,,,,,,1064.4597195004644,5.226989782094065,4.95222602056646,,,129.91160763949387,37.31783319441534,100.81238221422612,Vertical,Corner,Square,Alcohol,Stress_Relief
WS_000047,Copper,Aluminum,254.42058749859484,Coated_Zn,Aluminum_Oxide,Laser_Welding,4950.805138710732,,,,16.795338403761427,810.0645714087802,,,,,,5.1673490297989,1.3948551722254656,156.84101478014358,55.738324436470656,99.71576188550158,Vertical,T-Joint,V-Groove,None,None
WS_000048,Nickel,Aluminum,105.93375056849513,Etched,Diamond_Like_Carbon,Laser_Welding,988.0420242117348,,,,4.258317100972097,741.379528640769,,,,,,11.532014952280246,1.6994746758407169,45.15902779273211,67.71603871159341,97.01627320047744,Horizontal,T-Joint,Square,Plasma,None
WS_000049,Steel,Aluminum,458.5397587081322,Cleaned_Acetone,Polymer,Ultrasonic_Welding,1381.8150236634083,50.67537411691353,1441.8757869678857,1.809368146055129,,20000.0,,,,,,,,132.33827795273078,52.38686371487798,99.3874467538834,Flat,Butt,Square,None,Stress_Relief
WS_000050,Aluminum,Titanium,457.91244993404615,Rough,Aluminum_Oxide,Resistance_Spot_Welding,,,2214.4879013685686,0.33948762805335947,,,7574.942231283713,7.243458466630046,,,,,,50.01153679880897,72.71774692240629,99.95423626403965,Horizontal,T-Joint,J-Groove,Plasma,Annealing
WS_000051,Copper,Titanium,161.82011291650957,Anodized,None,Laser_Welding,1102.26850653037,,,,35.989140028957095,494.48750564373177,,,,,,15.11724230801632,0.29554045841387555,116.56664326722705,42.729293933414944,99.57000219281679,Overhead,Edge,J-Groove,Plasma,None
WS_000052,Nickel,Titanium,374.01644144573345,Rough,Nickel,Friction_Stir_Welding,,,11311.764423604327,,,,,,578.4182119232103,7.241071873326429,6.087161185624236,,,183.5211010400531,55.00350768596723,99.0085141676364,Vertical,Lap,V-Groove,Alcohol,Solution_Treatment
WS_000053,Aluminum,Titanium,112.60228736437784,Polished,Diamond_Like_Carbon,Ultrasonic_Welding,85.314858450639,88.49115180497364,1867.6306508430441,1.173753048819497,,20000.0,,,,,,,,145.3971482978406,75.34996287063774,102.07238634313399,Horizontal,Butt,J-Groove,Acetone,None
WS_000054,Steel,Titanium,96.91113472331428,Cleaned_Acetone,Gold,Resistance_Spot_Welding,,,2309.1129198802473,0.1221056653823477,,,9863.570790661011,8.550082778013408,,,,,,42.43928261658803,75.25051295704233,103.69896362062129,Vertical,T-Joint,J-Groove,Plasma,Stress_Relief
WS_000055,Copper,Titanium,200.8387587406554,Oxidized,Diamond_Like_Carbon,Ultrasonic_Welding,1227.256986873771,20.284057005011896,858.283939197074,1.7406844671646182,,20000.0,,,,,,,,186.13284172372727,47.94200733912879,99.80836978089073,Vertical,Butt,J-Groove,Alcohol,Stress_Relief
WS_000056,Nickel,Steel,113.38565917090995,Etched,Diamond_Like_Carbon,Resistance_Spot_Welding,,,911.0152553970717,0.04354036864412904,,,3803.2585401948168,8.024461367914789,,,,,,69.96569107329526,33.205832844865824,97.12680784341227,Flat,Butt,J-Groove,None,None
WS_000057,Nickel,Titanium,133.00829213848525,Anodized,None,Friction_Stir_Welding,,,2274.453070380122,,,,,,1524.9248937584377,4.593159065363922,18.266922920492135,,,56.92513528676129,31.441263239819996,95.36549667848095,Horizontal,T-Joint,V-Groove,None,Annealing
WS_000058,Steel,Aluminum,285.975621197411,As_received,Zinc,Laser_Welding,2842.2376234102676,,,,8.606772050604913,182.74620236477585,,,,,,17.249533858168995,1.8976193780539021,87.19567693035553,36.244680388613226,101.43999543239016,Overhead,Butt,U-Groove,Ultrasonic,Solution_Treatment
WS_000059,Aluminum,Titanium,233.59302291418012,Cleaned_Acetone,Aluminum_Oxide,Resistance_Spot_Welding,,,1232.2665032815498,0.6751738161627411,,,1177.3948397892773,1.9369772378611647,,,,,,163.9848953671741,30.712679723260017,101.52746107851874,Vertical,Lap,U-Groove,Alcohol,Solution_Treatment
WS_000060,Nickel,Titanium,113.4868319499711,Anodized,Zinc,Resistance_Spot_Welding,,,3202.8797970637065,0.7385455670640423,,,8633.152859201951,2.1049920069643764,,,,,,177.7599336575529,58.57553381685519,102.0394613513851,Flat,Edge,J-Groove,Alcohol,Annealing
WS_000061,Aluminum,Steel,315.6327241316635,Oxidized,Silver,Ultrasonic_Welding,848.3527217729188,59.68424627667822,900.4467318138676,0.6594849431296436,,20000.0,,,,,,,,190.7215952531882,65.81634764958565,96.40113175766453,Horizontal,T-Joint,V-Groove,None,Annealing
WS_000062,Steel,Copper,170.90481172322575,Etched,Zinc,Ultrasonic_Welding,834.972585014112,29.622079674467784,1307.8556271501925,0.9012374756512354,,20000.0,,,,,,,,43.80971800255947,74.03433807418314,101.91221857609655,Flat,T-Joint,V-Groove,Acetone,Solution_Treatment
WS_000063,Titanium,Aluminum,309.43241398141413,Coated_Ni,Zinc,Ultrasonic_Welding,840.233771653993,54.771840458190155,1454.3950341829768,0.3024995872444813,,20000.0,,,,,,,,45.20333695888082,35.821028158076984,97.66498393370883,Vertical,Lap,J-Groove,Plasma,None
WS_000064,Titanium,Aluminum,461.4853756662319,Cleaned_Alcohol,Silver,Friction_Stir_Welding,,,15647.31616422114,,,,,,901.868513146306,7.400491842944365,19.29666201432475,,,53.18676572221338,25.420217634656474,102.70985925535479,Flat,Edge,U-Groove,Alcohol,Solution_Treatment
WS_000065,Nickel,Copper,374.6897875048575,Etched,Nickel,Laser_Welding,2432.646970775588,,,,33.51988710276976,936.8929095854332,,,,,,14.67818473448398,0.5083867193224378,25.61296431103124,35.73584265798951,100.95077930700255,Vertical,Butt,V-Groove,Alcohol,None
WS_000066,Steel,Aluminum,330.49964790724584,Polished,Silver,Ultrasonic_Welding,196.51867438482708,75.5369880583243,1016.208066602087,1.4079645532126985,,20000.0,,,,,,,,98.26892094867432,34.78412199434641,103.191023176742,Flat,Corner,J-Groove,Alcohol,Annealing
WS_000067,Aluminum,Nickel,212.43825362301206,As_received,None,Laser_Welding,3483.7451389836388,,,,26.5437327032649,87.61850665032142,,,,,,19.167598780778214,1.5409455864967947,135.01088936016714,65.54215073233098,102.24103329273139,Overhead,Butt,V-Groove,None,Solution_Treatment
WS_000068,Steel,Aluminum,73.2181129964195,Cleaned_Alcohol,Polymer,Friction_Stir_Welding,,,18579.71803089765,,,,,,443.0931557419337,11.574931995776275,18.56330105899671,,,26.11027614544379,61.84521603481039,97.97349007372551,Overhead,Lap,U-Groove,Plasma,Annealing
WS_000069,Nickel,Steel,193.59521295946504,Cleaned_Alcohol,Aluminum_Oxide,Ultrasonic_Welding,1317.826333364295,42.82275245115753,1143.3205283068523,1.0140175793037642,,20000.0,,,,,,,,179.2997041741906,51.81590795809401,99.41032161748161,Vertical,Corner,U-Groove,None,Solution_Treatment
WS_000070,Titanium,Copper,382.03509510793623,As_received,Polymer,Friction_Stir_Welding,,,5426.230020319042,,,,,,146.36148495742225,17.466928041068133,3.3615799844565815,,,177.4463010831559,51.73622804163272,104.39067698512896,Vertical,T-Joint,U-Groove,Ultrasonic,None
WS_000071,Copper,Titanium,66.91854794281738,Cleaned_Acetone,Titanium_Nitride,Friction_Stir_Welding,,,19697.585914786607,,,,,,1559.7194863425846,8.646452252263009,10.163069038710194,,,152.76481428600047,34.32662874609814,96.10474113131394,Horizontal,Lap,J-Groove,Acetone,Annealing
WS_000072,Titanium,Copper,174.7695405635481,Coated_Zn,Diamond_Like_Carbon,Resistance_Spot_Welding,,,1983.2005710824403,0.6828508098661391,,,2964.2849907855775,9.549650655552028,,,,,,161.54210259479936,25.364660138735573,99.17580775784928,Overhead,T-Joint,V-Groove,Plasma,Annealing
WS_000073,Copper,Nickel,79.24388426730232,Etched,Tin,Ultrasonic_Welding,1316.8109655351184,64.69631153909732,1049.7425964821919,0.5382726422637415,,20000.0,,,,,,,,51.77504576099149,33.22917254421052,96.86438262144254,Vertical,Edge,Square,None,None
WS_000074,Steel,Nickel,497.70852019089585,Cleaned_Alcohol,Nickel,Laser_Welding,2506.8130702562703,,,,49.82045301452949,897.5387118981577,,,,,,9.321276889490836,1.2835810275767257,154.61688873660114,22.091909614029493,103.9492144122784,Flat,Lap,U-Groove,None,Solution_Treatment
WS_000075,Steel,Nickel,264.50457274866574,Rough,Diamond_Like_Carbon,Laser_Welding,4324.425324600708,,,,40.66628766151903,655.5867386583827,,,,,,11.062061675121871,0.26527484383167926,93.52157835272577,42.36131102073884,97.59753783760326,Flat,Lap,V-Groove,Plasma,Solution_Treatment
WS_000076,Titanium,Nickel,84.25888677063509,As_received,Zinc,Friction_Stir_Welding,,,17775.219113611765,,,,,,1080.5501388428715,18.177017529169312,12.71242201263276,,,139.18016181918165,52.626734479843954,103.64492880307348,Flat,T-Joint,J-Groove,Ultrasonic,None
WS_000077,Steel,Copper,200.30399543535705,Cleaned_Acetone,Silver,Laser_Welding,618.5870597600616,,,,35.250546163939795,190.0323182452209,,,,,,17.644578942129968,1.9264990475513242,103.78460157859705,72.7442888136879,95.05145170754714,Overhead,T-Joint,Square,Acetone,Solution_Treatment
WS_000078,Aluminum,Titanium,278.36048019237626,Anodized,Zinc,Friction_Stir_Welding,,,2597.8662648917084,,,,,,720.2237953562567,11.416964090022175,4.96934556526438,,,87.80516515762378,20.544344279163496,103.18679420499842,Overhead,T-Joint,V-Groove,Acetone,None
WS_000079,Aluminum,Nickel,334.6798519102767,Coated_Zn,Gold,Friction_Stir_Welding,,,4301.316030843769,,,,,,1564.6228062278806,18.97230882099859,5.82841897784863,,,158.7771726557844,62.51432027615776,99.73573888435088,Horizontal,Lap,J-Groove,Alcohol,Annealing
WS_000080,Aluminum,Titanium,250.68123815464466,Rough,Tin,Ultrasonic_Welding,798.0439077909625,15.906353011661166,1651.9502474445098,0.8064837055535766,,20000.0,,,,,,,,167.38141580427686,35.15052498130294,95.01029479845633,Horizontal,Lap,Square,Ultrasonic,None
WS_000081,Steel,Titanium,434.3943985077047,Anodized,Tin,Friction_Stir_Welding,,,2565.239866701011,,,,,,1392.948673941955,13.262968678482137,7.645411958969558,,,191.15544120507386,29.063473506854013,99.32334801042602,Flat,Edge,U-Groove,Ultrasonic,Annealing
WS_000082,Steel,Copper,249.0344430714096,As_received,Polymer,Friction_Stir_Welding,,,14764.030779668223,,,,,,1517.0903228588322,4.407003299199896,17.758087829339026,,,148.68632723640457,53.76501718060296,99.71532460102513,Vertical,Corner,V-Groove,None,None
WS_000083,Titanium,Steel,430.15245265259944,Oxidized,Aluminum_Oxide,Resistance_Spot_Welding,,,4004.309356533735,0.3012262936100431,,,9206.5243146392,9.707601372524,,,,,,53.382597441797785,47.72583744593964,95.01231835166426,Vertical,Butt,V-Groove,Ultrasonic,Solution_Treatment
WS_000084,Nickel,Copper,140.2361270151515,Cleaned_Acetone,Gold,Laser_Welding,1697.034773365167,,,,29.9229330053955,433.81350222268395,,,,,,19.688593007317788,0.3842032210683749,103.62774739444583,60.82739758155952,98.95545083879969,Vertical,T-Joint,Square,None,None
WS_000085,Nickel,Copper,67.82847140676071,Coated_Ni,Nickel,Friction_Stir_Welding,,,3772.5194066677636,,,,,,295.3055685360648,11.632637785961204,3.31224982798918,,,106.82414867928648,32.62097479513211,98.4601656764484,Overhead,Lap,J-Groove,None,Annealing
WS_000086,Copper,Titanium,87.12884049818958,Oxidized,Polymer,Laser_Welding,1678.2640408747432,,,,48.8958529294245,201.65823077243186,,,,,,13.89455942237135,1.6607373832187462,27.4130291502689,60.223127501264734,104.51549974355326,Flat,T-Joint,U-Groove,None,Annealing
WS_000087,Copper,Aluminum,470.84081688475686,Etched,Zinc,Friction_Stir_Welding,,,16232.833578326045,,,,,,744.9553658313315,16.389089718056987,4.3619523885394775,,,181.06699809089497,52.85554256922418,103.17297769962494,Horizontal,T-Joint,U-Groove,None,Solution_Treatment
WS_000088,Aluminum,Steel,376.17195194332623,Anodized,Diamond_Like_Carbon,Ultrasonic_Welding,1250.6969427873735,39.6115694033196,966.8560557584968,1.5141302246304156,,20000.0,,,,,,,,176.9299002151618,46.01932003738334,95.43661657707361,Overhead,Lap,V-Groove,Acetone,Stress_Relief
WS_000089,Titanium,Copper,271.9745810527098,Cleaned_Alcohol,Nickel,Resistance_Spot_Welding,,,1180.749512119384,0.4242157907809762,,,2832.204523080184,8.564071656492402,,,,,,51.35480058408565,77.64683308921862,99.1590736614694,Overhead,Corner,Square,Ultrasonic,Solution_Treatment
WS_000090,Nickel,Aluminum,440.16417325510184,Cleaned_Acetone,Tin,Laser_Welding,3653.762536034169,,,,24.84677812981044,873.5498148435789,,,,,,18.023967093824044,0.9012697610595652,69.82900350230929,55.541019715601735,104.12363345616691,Overhead,T-Joint,Square,Acetone,Solution_Treatment
WS_000091,Titanium,Copper,109.20545830726691,Etched,Tin,Friction_Stir_Welding,,,12435.252289578162,,,,,,1301.8270131299817,7.770548425184222,11.714458488498687,,,94.34561143658546,24.147967171197166,99.37165388816827,Horizontal,Corner,Square,None,Solution_Treatment
WS_000092,Aluminum,Copper,225.9866914932923,Cleaned_Acetone,Zinc,Resistance_Spot_Welding,,,3318.0096562523318,0.33193816358244793,,,7961.258131179406,2.177862946465148,,,,,,194.56778811413804,47.22737248301836,97.36050463346464,Vertical,Lap,Square,Acetone,Solution_Treatment
WS_000093,Copper,Titanium,161.92142266443346,As_received,Diamond_Like_Carbon,Friction_Stir_Welding,,,7825.764210408665,,,,,,820.7813208526052,12.307994074075216,9.064444901680028,,,116.03214655394521,66.90741979070177,102.05385594112204,Overhead,Corner,U-Groove,Ultrasonic,Stress_Relief
WS_000094,Titanium,Nickel,171.38732518264533,Polished,Diamond_Like_Carbon,Resistance_Spot_Welding,,,1232.5414708954684,0.06117986886911169,,,6760.026701532223,3.02231059275412,,,,,,52.40187874509023,25.313335053394482,96.03308957124015,Vertical,Corner,V-Groove,Ultrasonic,None
WS_000095,Aluminum,Steel,52.22299142048433,Polished,Diamond_Like_Carbon,Laser_Welding,4868.178965544697,,,,29.425499255077934,254.97035531759576,,,,,,10.482427928060641,0.7510416274297391,115.80409798873384,27.544490708398932,96.32714653819278,Overhead,Lap,V-Groove,Ultrasonic,Stress_Relief
