anode_material,cathode_material,tab_thickness_um,surface_coating,welding_technique,power_W,amplitude_um,force_N,time_s,speed_mm_s,pulse_frequency_Hz,preheat_temp_C,humidity_percent,atmospheric_pressure_Pa
Brass,Al,134.29975789382948,Ag-plated,Friction,1040.5456023984111,0.9241451967963638,2552.540730080915,2.291226261217824,215.9060957066082,0.0,33.8380677520866,29.60212196759219,97801.32497776556
Cu-Ni,Al-6061,87.06677498745462,Sn-plated,USW,1383.2458728736324,25.929212165871242,478.3451606111747,0.7538361413869128,0.0,38360.550375003346,1.8488615012926246,69.86189631359716,107436.62064923834
Bronze,Al-6061,297.6040709231687,Ni-plated,TIG,264.63327597540336,0.0,0.0,5.013315649040543,7.389006129007464,30.794067399426133,26.3027543986283,67.71898600542335,93309.07017508603
Brass,Al-1100,191.49353892347793,Sn-plated,Friction,1628.8262889705763,1.0039910629323787,2306.4205300772473,3.398104647244359,775.0173630536174,0.0,10.911670137541028,21.18210498397381,104806.10800682874
Cu,Al-Mg,152.8007704485799,Oxide-removed,Laser,1685.913986271978,0.0,0.0,0.05764548572816244,158.99750837761283,940.7694688547882,48.42905777303175,33.025438896573945,99548.49750678774
Cu,Al-5052,137.81288673543537,Ni-plated,Friction,1423.0255089732705,0.6545796370899287,2652.238418925515,4.772776847573541,261.9001432678922,0.0,9.510858283405565,21.68417358083207,109695.21349799768
Cu-Be,Al-Mg,134.08841705914963,Sn-plated,TIG,231.07072411498058,0.0,0.0,1.9268003465294226,8.71756629749314,25.34260427125201,25.477724156032203,28.232270003987985,101038.9204527217
Cu-Be,Al-5052,132.9987633798828,Ni-plated,Laser,470.51305784353826,0.0,0.0,0.0259103960582009,148.28821044628887,2926.0520261272377,1.1641876854816218,24.65205904430683,107701.6059064407
Cu-Ni,Al,134.45181427744484,Oxide-removed,Friction,1394.127289129557,1.186691067651063,1505.6540491105393,2.9277030408107594,442.7562599090178,0.0,30.169766582740344,65.74060155257523,106406.30477643057
Brass,Al-6061,118.4810670750467,Oxide-removed,Laser,1764.7310782848708,0.0,0.0,0.02150058733205477,177.24305833458234,5187.855657110459,30.69827192312548,41.36691538354661,101795.13806156554
Brass,Al-6061,143.9254393606579,None,Laser,1266.4782438219747,0.0,0.0,0.026472405792690345,52.24259798126295,4907.5389763347475,43.48016125246596,62.04542248765819,101340.69112528117
Cu-Be,Al,117.54767748255308,Oxide-removed,RSW,2871.515751804066,0.0,2692.5561276715853,0.4961979507927343,0.0,50.0,35.466556487532586,52.298731701431635,101421.41221524435
Brass,Al,164.02469709874367,Oxide-removed,TIG,117.72933115782037,0.0,0.0,3.6255698542624524,9.756184694462968,117.69732228391153,15.831397208611527,34.74593868124152,96573.95809660973
Brass,Al-5052,148.5979687911333,Oxide-removed,RSW,6823.122340126881,0.0,1182.96913919886,0.10173215623319674,0.0,50.0,58.359009440438854,49.83233669115835,94287.83538085906
Cu,Al,113.34604882942128,Ag-plated,Friction,1278.6535779541423,1.6709300780506149,2027.2970926996752,3.2847335884733804,504.1394095850915,0.0,22.393615224835777,33.91629477051163,94612.75189196857
Cu-Be,Al-5052,144.88017339334476,Oxide-removed,Laser,1959.2782094540644,0.0,0.0,0.05344036191687234,29.494346402940906,4142.558750287757,-10.0,40.60341936017721,94504.96040443769
Bronze,Al-Mg,186.38436107103712,None,Friction,607.9567710644064,0.8944665055321089,2278.9044893475348,1.9558677581011268,1007.9965606110065,0.0,19.755787317249172,72.85509316406392,92562.80570061722
Cu-Be,Al-6061,60.82918770737335,Ni-plated,Friction,1271.5088523129652,1.0471232994542268,1667.856713034256,2.8257995618651677,239.08153631889306,0.0,31.363009137839708,68.93062571649412,88872.5111478077
Bronze,Al-6061,189.03167946132234,Ag-plated,RSW,4319.86703743643,0.0,4968.0430038386,0.7879020099864465,0.0,50.0,31.378620493803773,46.27738088446163,102075.37515866163
Cu,Al-6061,91.84323767627792,Ni-plated,Friction,931.3537787568082,1.3876565134480014,1324.7563941218177,1.3618135513225884,2343.300012427808,0.0,43.384835879891,30.05798737762934,103519.15569503662
Cu-Ni,Al-Mg,124.84611560339728,Ni-plated,TIG,102.3965847853789,0.0,0.0,8.727633706784484,4.423686541497664,151.4902621271159,9.941623940985211,29.55770453107663,92334.47833868286
Brass,Al-Mg,50.0,None,Laser,593.2333742397933,0.0,0.0,0.06562078588430613,50.38103636853594,219.3229288119252,36.19582332791359,59.035356126844874,99965.22646881943
Cu,Al-1100,188.08612663472763,Ag-plated,USW,2536.5104142834452,44.24650866477467,1785.0335517085525,0.1689652601068073,0.0,34023.045537821235,20.37978083346533,49.68002009686451,104534.13289923417
Brass,Al-5052,111.55758220182533,Sn-plated,TIG,258.96760223950434,0.0,0.0,3.8052831728924184,5.234061689980392,81.87907234873393,-8.849634678065783,52.05540286596853,101325.33190211638
Cu-Ni,Al-5052,122.81893004423394,Oxide-removed,USW,1600.2558474327031,43.86816754559178,952.1637527312458,0.6744912259561748,0.0,18259.579702177532,32.61108313778558,24.54279707279749,96453.58072406202
Cu-Ni,Al-1100,155.5394422462454,Ni-plated,USW,2187.0982897261324,13.368157348303754,310.1280623486715,1.3950006456206496,0.0,32357.22372345469,11.464378049818391,42.76236421073162,101014.55255469367
Cu,Al-6061,68.1911620443112,Ni-plated,RSW,2393.5603256948043,0.0,4828.738557601688,0.8090326018878732,0.0,50.0,23.494680034089747,42.244925772416124,101618.80120729441
Cu-Ni,Al-5052,153.770095406751,None,USW,2216.070106636257,40.17390277382743,941.3965728758519,0.9657207152032493,0.0,36755.371970092034,28.960186268203103,36.14912676662448,103664.56333873043
Bronze,Al-5052,194.40311419958522,None,Laser,148.2961314098123,0.0,0.0,0.08043969437648645,95.03802363924306,4640.220876531034,-10.0,65.3293821539173,105160.61598349482
Cu-Ni,Al-6061,160.82484138526718,None,RSW,3279.8974173493284,0.0,3428.2881496360287,0.7081060196211175,0.0,50.0,42.111979172513145,28.034846261176522,92292.85025559137
Brass,Al,128.136369004151,Ag-plated,TIG,90.18841038234852,0.0,0.0,6.0914518936122715,5.184206764245834,156.4907794413275,14.32373900312478,67.30280947665821,111472.69266202278
Brass,Al,152.48962251613847,Oxide-removed,TIG,186.32182312322044,0.0,0.0,4.866158910767057,5.760379525497751,98.3682174227886,16.727005051228367,25.198734662617923,109400.04407637475
Brass,Al-1100,145.5381636750113,Ag-plated,TIG,283.7944634055244,0.0,0.0,3.8069897128773342,1.3361405848897465,132.5683524623157,30.083487176245136,29.346508440750583,98444.92858203658
Brass,Al-Mg,203.17132530839586,None,Friction,1405.7646812492542,1.828941688217799,793.6915434089967,2.851905294072636,537.2360450892841,0.0,-10.0,51.56969061864186,111967.22021973341
Bronze,Al-5052,247.80431464359336,None,RSW,4189.962788005244,0.0,4197.478723930335,0.8716492326497929,0.0,50.0,40.13194584220338,54.66264302804864,99559.61830262186
Cu-Be,Al-5052,127.26886850644098,Ni-plated,RSW,6837.022522348664,0.0,3189.6193340091427,0.6705641111482983,0.0,50.0,23.6699939025991,78.05362847375443,105562.79241440828
Cu,Al-1100,164.55525759259038,Ag-plated,RSW,4860.951763872476,0.0,3244.943115471704,0.8966357996704518,0.0,50.0,49.70140508433406,56.36263336540676,100829.76012304076
Brass,Al-1100,114.84715246020065,Ag-plated,Laser,497.61850025120486,0.0,0.0,0.044437822160000445,125.91194154255558,7653.756132451547,20.000712871514303,53.83281847367029,108622.49760950412
Cu-Ni,Al-5052,177.20697894353845,Oxide-removed,RSW,6333.228063979419,0.0,1468.993421259766,0.2997189688440168,0.0,50.0,-4.5047441668230235,31.279854673697745,107228.53749679771
Brass,Al-6061,180.3113377182253,Ag-plated,Laser,1831.8846062396017,0.0,0.0,0.0363944095909005,10.515401966379386,1998.7708870647546,4.950027697798841,25.1499619228331,102247.36729951452
Cu-Ni,Al-6061,140.31890333621112,Oxide-removed,TIG,292.38802441611483,0.0,0.0,3.787737096599413,6.523430939981082,145.46665508765918,23.44786974005581,67.4117157765424,93884.19334695749
Cu-Ni,Al-Mg,184.60937132464719,Sn-plated,Friction,1469.8742544112083,0.8173757548362898,1576.0377883984393,4.270933906932374,2022.0768811118835,0.0,8.727418216197126,66.41718764576999,98622.22394071356
Brass,Al-5052,150.19169328704814,Oxide-removed,USW,558.5881831764721,18.138303420872415,715.3362890058675,0.794424732969755,0.0,29422.343084865224,-1.926127166506319,45.41764537082724,87949.57685728694
Bronze,Al-5052,147.14365530943803,None,Friction,1049.76589455858,1.667522641140867,1684.588947092606,2.7598044517351927,1339.4286369252652,0.0,27.320515404820938,24.680996712092124,98028.40596813217
Cu-Ni,Al-5052,105.47662967930857,Sn-plated,Friction,965.6995255887697,1.4771202260709955,1073.9074666234192,3.6027041645817226,1636.1478339005066,0.0,17.03690555336867,48.85662813879519,102605.02502632947
Cu-Ni,Al-5052,160.68090201964847,Ni-plated,Friction,653.3948518348799,0.13413776844497877,923.6090540954254,3.924593985643849,1215.332930588482,0.0,15.628125458520232,44.05819493002747,96641.63411362676
Brass,Al-1100,119.0411323879687,Ni-plated,USW,2512.191273972694,30.07623261083619,258.9439309834971,1.70758691212455,0.0,38406.58589083291,8.128532984100069,64.11600711261681,102758.10048322116
Cu-Ni,Al,212.40779745260923,Ni-plated,Laser,241.0088843857439,0.0,0.0,0.021626716143742824,145.9550548502422,9971.758250071325,33.46005588388617,54.43289333743289,110659.155409863
Cu-Ni,Al-5052,107.05633469401343,None,TIG,269.07593095423346,0.0,0.0,1.8905307489477485,6.465133848519228,133.20813845226726,13.843537420248241,28.47072447831024,100632.25069876053
Brass,Al,167.0296236012886,Ni-plated,USW,2077.080219801903,32.72241058446887,725.967017375085,1.370161717425611,0.0,33211.28164903844,4.308861025408419,30.6851519627428,89473.93656353737
Brass,Al-6061,135.15010391937585,Oxide-removed,TIG,193.94155016397082,0.0,0.0,5.474399738362957,2.9712749365337032,109.17244458330269,28.63013550580195,28.90779305515477,111893.78777283715
Cu,Al-Mg,166.86146616235717,None,Laser,343.67588641795646,0.0,0.0,0.008198883157289987,157.79172718130818,6763.050050287893,15.917592475280685,40.11894936411049,101505.87053533351
Bronze,Al-6061,146.54244437487904,Ag-plated,TIG,212.25805250459192,0.0,0.0,9.353149521298807,4.426954446439711,80.24653829079506,14.917829931984322,36.79495585765708,96681.7841535665
Bronze,Al-5052,108.14083376417899,None,Laser,886.1191186891664,0.0,0.0,0.047063025976975426,107.44016794914637,7780.396303469591,24.513271221823572,35.51913598267907,100292.61807921951
Cu-Ni,Al-6061,232.32782185141636,None,USW,1044.2582756467143,27.36337754517891,1109.2292603778358,0.4213235796471486,0.0,32548.568032321964,33.72108057002386,46.937960981120476,93557.00123549822
Bronze,Al-1100,105.18994906523366,Ag-plated,USW,640.6768537784031,33.43649993523924,563.8558884029333,0.11608969552171658,0.0,22894.29080295063,12.049558719189678,69.77774585125293,107985.42712644719
Cu-Ni,Al,193.96253265330222,Oxide-removed,TIG,157.2851701283508,0.0,0.0,8.355710615937461,4.670610888713532,183.12939565032843,25.31033836945636,38.7987854811804,119775.19894944903
Cu,Al-5052,76.0418122538681,Sn-plated,TIG,260.6347000431061,0.0,0.0,2.734638440552366,2.4014558182473915,49.14648407620126,31.46523415044011,37.631074688589884,95461.20732716056
Brass,Al-1100,133.6288911800344,Ag-plated,Friction,1039.5228398869508,1.2086130802195936,810.2037544004363,2.8941857787236795,1784.2423742793874,0.0,43.211259480029696,47.92390719725555,104108.42056773917
Brass,Al,276.52735343028627,None,Friction,1491.3353638649537,1.1451748957108088,2562.929176118441,3.387156985619828,2781.1994893912724,0.0,24.701666168620413,38.826634687050046,97342.55265957983
Brass,Al-1100,134.35101742146693,Ni-plated,TIG,225.231024985728,0.0,0.0,4.9249919516658345,2.8871612094653747,2.5988813143800176,13.04884500406607,56.61980740287908,104919.7138904191
Bronze,Al-6061,155.90150389445358,Ag-plated,Friction,635.6042563689535,0.4603839079605869,1041.1033809848373,3.8391983660770728,1219.5618144006028,0.0,14.79629628988476,24.059937537623416,97699.28693220326
Cu,Al-5052,284.7693638066151,Ag-plated,TIG,131.13487056675757,0.0,0.0,1.4713079841723502,5.847944916904639,122.77532182744659,54.25812646418203,33.684170820264285,102843.12237244981
Bronze,Al-6061,141.6708026366663,Sn-plated,RSW,7145.001912037461,0.0,3011.368227425034,0.1069481451637211,0.0,50.0,35.395131387736726,65.0593652438254,98456.2996917249
Bronze,Al-Mg,166.37391541882585,None,Friction,597.9181366368045,0.6149101440773099,847.9639589720848,3.9676433411277356,412.785245256438,0.0,26.835088913313477,71.97357867881392,96209.48351165451
Cu,Al-5052,191.04153170981039,Ni-plated,TIG,90.19587068459074,0.0,0.0,7.001086273106934,3.1566553164549953,193.83165769825374,24.251240931563263,45.21046616963239,107065.59776473472
Cu,Al-6061,86.3801785813795,Ni-plated,RSW,7042.313885100509,0.0,3978.160687033206,0.40882282148510163,0.0,50.0,7.796117893519444,34.26663156759652,108941.9927147739
Cu,Al-5052,123.52339280749328,Sn-plated,Friction,585.1699614534369,0.7391618207424904,1441.824650364556,1.073447649063233,449.8583325448008,0.0,24.642301299582574,41.199752132441475,98839.89695193552
Cu,Al,157.99818743050193,Ni-plated,USW,2170.270825020329,19.296097019731867,1420.419268438026,1.1417725608124578,0.0,37536.59624564997,22.215773309401023,69.43825056804774,98187.46568689718
Brass,Al-5052,79.22501557030157,Oxide-removed,TIG,249.29246942613187,0.0,0.0,2.362348293933569,6.491453929870531,130.7987864957557,15.362093937977072,57.18034610832534,106763.33005185174
Cu-Be,Al-5052,259.44821145114844,Ag-plated,USW,2655.1362433373215,35.63827050560043,453.28559157661573,0.5910535348070398,0.0,30939.973844009583,14.653263246568272,39.205014316445265,96252.78359689134
Cu-Be,Al,202.99901226031855,Ag-plated,Friction,1867.9135615904988,1.7939050369396248,1397.965351771937,4.238029893742063,1582.7349042270173,0.0,36.24057010194456,66.55604511982219,115639.73169285286
Cu,Al-6061,191.25903589549918,Ni-plated,RSW,4250.399411155471,0.0,2403.548547684241,0.7103825147478703,0.0,50.0,13.34530469635106,45.04273328516328,108402.75025700823
Cu-Be,Al-5052,254.33031464037276,Ni-plated,TIG,199.8994032898233,0.0,0.0,4.37197451984097,7.865543684225194,76.17942341901099,-10.0,28.575122208935,106338.37361372859
Cu-Be,Al-1100,200.32352533277256,Ni-plated,RSW,5090.711060445901,0.0,2569.531640359546,0.2051889993666286,0.0,50.0,27.40683597684088,29.53981910272178,96938.19861872491
Cu,Al-5052,136.82177042178003,Ag-plated,USW,902.9859391424009,36.26955489237425,1660.202100546066,0.9900796325476618,0.0,23139.67977814262,15.961575075695146,79.01388927188296,91604.05118198809
Cu-Be,Al-6061,78.08030578009257,Ni-plated,TIG,134.12437033687235,0.0,0.0,6.378825668869081,5.209205022021569,0.6473717520428981,30.422197273952854,32.14999741676582,89548.52302498445
Bronze,Al,114.22275504145487,Oxide-removed,USW,2428.6799368155957,15.692717512990413,1414.6581468709603,0.7540064323152916,0.0,29450.06465664185,14.191436554494535,74.10187502012695,97336.98977860619
Cu-Ni,Al-6061,115.55427821936925,Oxide-removed,USW,2637.793441216864,16.17090386965142,1599.7433726663514,0.17278605459111362,0.0,38034.21451648553,13.46508755976252,67.5484979057563,96409.53324645267
Cu-Ni,Al-Mg,192.12584848196377,Ag-plated,RSW,2411.1057187601514,0.0,4177.654777679494,0.16049844391440649,0.0,50.0,25.735226650811455,41.35947570723035,97751.59042246734
Cu,Al-5052,154.93304627611715,None,Friction,990.5726313287778,1.3037400509810002,2147.061683631713,3.6446431699385333,1117.4913181380655,0.0,29.99278851723367,41.35594401410895,101592.45832832993
Brass,Al-5052,80.19378588746501,None,USW,2165.0205697186566,27.140057410507936,1218.6558591441367,1.1397303306233013,0.0,19203.49665404241,32.354898611718674,58.446128242020514,101673.41685637155
Cu,Al,212.0215945480534,None,USW,2616.4956491677995,44.68564580435717,566.7056490619077,0.8914136259571638,0.0,26621.894260149176,17.95960003719452,44.3030499999316,104812.97494002966
Brass,Al-5052,255.28508232107015,Oxide-removed,Laser,1142.9518319034516,0.0,0.0,0.0032049879023410776,154.17487557122695,8619.721115936192,22.143915128040508,27.20499600761267,100080.10559840272
Cu-Ni,Al-1100,270.65660462281517,Sn-plated,RSW,1995.3571444592403,0.0,4586.515807086646,0.8658209947692612,0.0,50.0,55.2298215938647,77.44931312694222,101684.84991227252
Cu,Al-1100,95.45588671249402,None,USW,1855.6418749926872,20.98926840249264,573.4814137046321,1.0293383414385067,0.0,27680.10365276604,23.28180731402158,43.53835074416945,99965.95966120555
Bronze,Al-6061,170.59006319761883,Sn-plated,Laser,1338.5498563483065,0.0,0.0,0.08036210802444074,187.55497529333047,7963.012657738001,45.53740108092404,35.966654707090484,99950.09632025272
Cu-Be,Al,100.2921261495298,Ag-plated,RSW,7363.3172577527275,0.0,2997.4739976801216,0.13499613452710582,0.0,50.0,16.831833195630935,25.117558248510267,102409.05175229654
Brass,Al-Mg,325.8083009076631,Oxide-removed,TIG,62.957545126656086,0.0,0.0,3.4163877309834754,6.525875952594605,67.37721793433643,34.19035603108064,52.37421938464313,102725.89108456737
Cu-Be,Al-6061,151.8459186016882,None,Friction,749.215556892209,1.7159406837534739,2962.486929757303,0.5748868701235454,359.32986793201655,0.0,45.43739848160584,45.38789684767636,107852.57745079734
Cu-Be,Al,129.35501944317826,Oxide-removed,RSW,4495.371288232952,0.0,2350.668991331156,0.8039360929527883,0.0,50.0,46.044032358141905,76.30356206943739,106370.77801673593
Cu,Al,120.17503596135184,Ag-plated,USW,2135.755509925841,12.740414621014725,1180.7897795694262,0.7394118358066548,0.0,39127.815582646756,-2.8565170512880194,21.459358437988904,97706.08599359126
Cu-Be,Al-6061,171.44274212132905,Oxide-removed,Laser,1003.0301927800245,0.0,0.0,0.09283870722231398,15.733172202750875,1033.6433896344076,52.03928040731071,77.2442868985863,97728.25566924116
Bronze,Al-6061,184.3582756075195,Ni-plated,Laser,833.9111720942421,0.0,0.0,0.08880871387970173,113.4747750917447,8241.58110829736,17.89147410653951,73.07609363267812,91644.39354410753
Cu-Be,Al-5052,77.58797801782707,None,TIG,120.88240839871521,0.0,0.0,2.003448726783769,3.214349386767965,129.23803051799015,17.56806542533288,45.73596311697081,93241.83168311989
Cu,Al-Mg,262.27166380443873,Oxide-removed,Laser,1755.6924885078354,0.0,0.0,0.04604493349025061,46.78695071605632,6376.482847072679,18.186385771394605,45.731253330676225,110051.23134948494
Bronze,Al-1100,181.09115431954243,Oxide-removed,USW,992.3349280714095,32.811508090333945,384.12510083461245,1.6411566294673732,0.0,35129.1664174601,56.65766374066963,43.68946560954386,102470.3518122036
Cu-Ni,Al-5052,261.4296074652813,Oxide-removed,RSW,4788.788486277559,0.0,1152.7304248732273,0.35216687451897377,0.0,50.0,21.764071456727606,38.51251600925546,100764.1523634369
Cu-Be,Al,297.35239637623806,Ag-plated,TIG,84.57121281601292,0.0,0.0,5.711102542611571,1.9156087204383885,174.01043793763196,22.824395599956215,62.68888106304272,105960.098166543
Cu,Al-Mg,144.15218450681047,None,Friction,1775.2464325658434,0.3965863421877436,2237.2200875172466,3.6342647972939672,1250.5877486042714,0.0,25.977146428834725,62.704383777732495,100563.52410710028
Cu-Ni,Al-Mg,211.3251869286673,None,Friction,729.4986378697384,0.3510046722879827,2348.689878710581,1.4907983623568435,1850.015897750294,0.0,27.38079427239274,35.273589217532155,114175.69880324371
Cu-Ni,Al-6061,119.14269857044637,Ni-plated,USW,2664.704041345737,33.72397752801388,1953.1322139770286,1.3264535963746997,0.0,22865.077835780172,34.028115108305954,44.70065584987842,106991.52571214802
Brass,Al-Mg,124.40573453729255,Ni-plated,TIG,263.1168329414985,0.0,0.0,3.7982113414308496,9.744133415697247,95.80752303962565,13.81283667212933,29.929581519333944,99066.00347565471
Bronze,Al-Mg,281.34642728137186,Oxide-removed,TIG,288.3117670655704,0.0,0.0,2.6523841340932517,1.1025865470663936,39.628193543751664,29.801526838944376,69.98471032045354,98411.84257973921
Cu-Be,Al,111.60811854666915,None,USW,745.92092021717,39.358240896129814,676.1821793194424,1.3150009599669124,0.0,31716.426004215307,7.194384461845058,35.855501851896,103055.499908338
Cu,Al-5052,162.2637007938122,None,TIG,222.06133510331742,0.0,0.0,8.49347309136478,2.3406926895316604,10.567574273494206,10.833066169375774,59.46664437076061,100816.28044586816
Brass,Al-Mg,104.32725267532966,Oxide-removed,Laser,156.43974897125497,0.0,0.0,0.011275210379235852,82.04525182824636,9673.79201087203,27.431939039829796,73.6352641253385,107715.13044219205
Bronze,Al-6061,115.39870952176697,Sn-plated,Laser,771.1276857963236,0.0,0.0,0.045839369981228915,164.73537681782867,9186.06159617601,35.18115554137701,39.56483162795058,103285.02599967473
Brass,Al-5052,122.55831774711916,None,USW,2928.6037579055082,43.05804898673499,1104.5289044863391,0.5360052508882391,0.0,29959.173903790317,54.1275270969963,62.24396362260782,113783.90360670496
Bronze,Al-6061,267.60007947461304,Oxide-removed,USW,991.9876168926862,12.228989289968467,1854.8370832567953,1.0211015812404949,0.0,27706.005597178417,9.55454781093293,58.17443079140705,102490.3643333915
Bronze,Al-Mg,184.2221981808449,Oxide-removed,Laser,1257.5161495213924,0.0,0.0,0.045689447186461674,94.44178833123178,9151.53803032673,41.2859446458227,48.00415127896176,106350.24562021696
Cu-Be,Al-5052,210.0569791457192,Sn-plated,RSW,6715.8229027204325,0.0,1850.368793803024,0.3625998662985037,0.0,50.0,6.886315805864989,67.93530997045647,90887.69017563004
Bronze,Al-Mg,72.81384931551392,Ni-plated,USW,2151.5566003233844,32.84367676081861,1579.0868367877706,1.4825019806324236,0.0,32713.68031115526,8.365632753913403,63.57039910424122,100718.08954623503
Brass,Al,152.0933791603608,Oxide-removed,Laser,1772.414030672981,0.0,0.0,0.07688875632731627,56.14100382256899,8728.499153003102,24.219342263942107,62.86866283337847,103856.24562286498
Bronze,Al-5052,128.71973321352033,None,RSW,3348.725435940809,0.0,4643.577937872291,0.841842968246008,0.0,50.0,41.88421452528457,58.20622494892463,98411.68780777867
Cu-Be,Al-6061,182.64867879137336,Ni-plated,RSW,1518.5977268925392,0.0,4085.122458397233,0.5501027024128616,0.0,50.0,26.7300864032779,33.166521092447475,111408.65351381066
Cu-Be,Al,392.7784221438746,Ni-plated,Laser,1956.5142406796795,0.0,0.0,0.04638347466489287,22.731472067332476,2932.072494164805,30.118963626120504,75.26475797602836,102271.92292308183
Brass,Al-1100,57.65126401161555,Ni-plated,Laser,917.3979055716203,0.0,0.0,0.05959985012104978,38.90009895430902,5151.311190058052,37.785296189574204,41.235757252852395,104443.15895295539
Cu-Ni,Al-6061,175.98784866432578,Oxide-removed,TIG,170.86820052241785,0.0,0.0,8.529963020541505,3.7216261973377662,90.17873007279152,28.297984970906043,69.43813349563499,99692.65265105758
Cu-Ni,Al-Mg,362.32787637775493,None,RSW,3720.2886455473845,0.0,3528.925483036485,0.8525700862045945,0.0,50.0,43.28972341173487,58.9201462010808,99234.76322723214
Bronze,Al-6061,122.32973629218658,Sn-plated,Friction,1513.4361986572735,0.9835930918604592,2094.5742376294133,1.950097830405431,517.8895411143419,0.0,30.07730944634467,38.909993578078385,104111.56831934159
Cu,Al-1100,159.265228399367,Ag-plated,TIG,129.92948111191006,0.0,0.0,4.993206093401078,4.953384397023957,147.65144787423407,63.217139201153685,74.15429558027894,96923.27933806952
Bronze,Al-6061,196.61809938457327,Ag-plated,TIG,284.0863402280986,0.0,0.0,4.5006346233123935,1.778036668957961,7.165930371343747,24.543080141876555,25.680862558036264,94379.19338212095
Brass,Al,63.32492416949556,Ni-plated,RSW,1027.6693934878467,0.0,4752.400606985264,0.9960700162075921,0.0,50.0,33.47893021607731,55.844097652972586,100089.0811947772
Brass,Al-6061,166.85230610882843,Ag-plated,RSW,1359.688542894383,0.0,2432.8348157065584,0.7024106235658026,0.0,50.0,19.574871834186958,59.26470042910361,98467.75980853898
