,batch_id,anode_thickness_um,cathode_thickness_um,surface_roughness_ra_um,power_w,amplitude_um,force_n,time_ms,speed_mm_s,pulse_frequency_hz,pulse_energy_j,current_ka,preheat_temp_c,ambient_temp_c,ambient_humidity_percent,energy_density_j_mm2,weld_width_mm,weld_length_mm,penetration_depth_um,imc_thickness_um,contact_resistance_microohm,shear_strength_mpa,peel_strength_n_mm,porosity_percent,crack_density_per_mm2,void_fraction_percent,surface_roughness_post_weld_um,peak_temperature_c,cooling_rate_c_per_s,grain_size_um,thermal_cycles_tested,resistance_increase_percent,strength_retention_percent,fatigue_life_cycles,delamination_area_percent,imc_growth_rate_nm_per_cycle,corrosion_mass_loss_mg_cm2,quality_score,pass_fail
pulse_energy_j,0.00938337462512939,0.019641301066633195,-0.023193921645252934,-0.01111934910125614,0.25635505352725796,-0.2637249081573174,-0.4691708535311452,-0.5533911149699974,0.6950899295224081,-0.25897356560353657,1.0,-0.2542982061708242,0.00418453729248587,0.015471763062717943,-0.01369590203297643,-0.33605264670840873,-0.24254654532998363,-0.2552912105421208,-0.2543273177469274,-0.22092752180667996,0.18688918239383148,-0.2695283100349058,-0.27407805071015473,-0.018101268626293937,-0.01655315329100039,0.024116863274357983,-0.04366726171898002,-0.31594063413328377,-0.25921245748749,0.19132195376435343,-0.0007635420422078607,0.19753409997459676,-0.15367487666280813,-0.19143368428574295,0.10437200700379712,0.016726792092582442,0.15716389937940936,-0.18610288409971773,-0.11585264994456153
current_ka,0.026706260088237718,-0.0009612852354335089,0.013537997946697173,0.012920217608350985,-0.44880764983736426,-0.29405981863766334,-0.06399127465644239,-0.11077133133140649,-0.3257782404459104,-0.3206767752950926,-0.2542982061708242,1.0,0.031145364588116908,-0.030782760844913375,0.006398942187570292,-0.38129699427978075,-0.2782647819252349,-0.2764132321963777,-0.2876599013174483,-0.256041544258363,0.19687729800934728,-0.3125125323329456,-0.3166042359451518,-0.02018336381857566,-0.01845717679321124,0.03467515667884083,-0.02033610895012453,-0.34852139063089904,-0.2812312248407637,0.22405882490458218,-0.004555947944884551,0.22206261045863704,-0.17362112317111306,-0.20927819910061857,0.13997200605882612,-0.013532031221326981,0.20120361420943608,-0.2123061490200555,-0.13223575196494047
preheat_temp_c,0.019554620571679553,0.00809098759157597,0.024288319529151798,0.005757801453997849,-0.035461689596355456,-0.025758315848907073,-0.0017094633131767756,-0.014975208824855294,-0.011312838020908714,-0.038079797980077094,0.00418453729248587,0.031145364588116908,1.0,-0.011754635977783494,-0.029016569753962215,-0.04635921951285006,-0.03179451080420392,-0.03165876897348722,-0.03567760491358437,-0.011215335247143765,0.009742109569688408,-0.02429810162070548,-0.02739359062356988,-0.019926941797405087,-0.019459516420012552,-0.0036859129950733436,0.005956116864170311,-0.0402734101420146,-0.030257525043114342,0.02774203257397437,-0.003951416104484579,0.00030943555006456903,0.005425340869463002,-0.0012417665444912841,-0.008659863071467775,-0.007916440819464049,-0.009492301771084101,0.0042027395921211625,0.011911078341210081
ambient_temp_c,-0.012703497002146694,0.0015740195436562696,-0.005903842427628372,0.0029005971285609032,0.024519959925806852,0.017569060967375903,-0.017312158976235073,-0.009826682375504901,0.030918570024790055,0.015592149728532012,0.015471763062717943,-0.030782760844913375,-0.011754635977783494,1.0,-0.005932150173136905,0.008434706105348843,-0.0008319584791771194,0.0015636146304229648,-0.009009354780440421,0.02655488680053349,-0.02267524204938314,0.004175498693224289,0.018407094859418157,0.012572677409198138,0.0019035346312411092,0.022349529323354874,0.008279975740705894,0.007534263132315727,-0.005457013389341552,0.007405898763253461,-0.008152822635825285,-0.019377370838798407,0.02423420958867452,0.010428132882879035,-0.021704011157574324,0.008664997533007548,-0.02741849655599042,0.022590479639361862,0.03208230585887553
ambient_humidity_percent,0.008933079187958297,-0.011577307981679077,-0.004473590286814409,-0.00126517311159686,0.0005986921555857529,0.0010021202948954245,0.015040168781384738,0.006821290706407247,-0.02940173002445862,0.005148544216230988,-0.01369590203297643,0.006398942187570292,-0.029016569753962215,-0.005932150173136905,1.0,0.015395678939768953,0.000848789749854685,0.030451476123502342,-0.003983444409743917,0.000317047564178,0.0018757130934381713,0.011565986979697128,-0.009811121410276624,0.004604531900074145,-0.01504577072336573,0.024449453217068113,-0.0018868734090533744,0.014543945055971947,0.015032735562616018,-0.009067416947216703,0.01219016994920098,0.013161898569349694,-0.02040732282358564,-0.008526041533276399,0.001973209990512921,-0.007520379492454568,0.4069514612607717,-0.015623490821855789,-0.007902463113619492
energy_density_j_mm2,-0.024865737503608203,-0.0007054310187143136,-0.002566022442966791,0.006236330003000907,0.1779465042684194,0.23486585627871726,0.47682164857309334,0.5972771466553043,-0.293911515237111,0.3852613845415445,-0.33605264670840873,-0.38129699427978075,-0.04635921951285006,0.008434706105348843,0.015395678939768953,1.0,0.7420618690093443,0.7440961631661192,0.7562523221710112,0.6851863079205024,-0.4082293102524506,0.7397111067135904,0.7623185150815861,0.25915431292270075,0.2507361838541498,-0.13867514089592764,0.09662806572834584,0.9166072616017221,0.7657935523613336,-0.5547317896848746,0.012058893934490108,-0.39683925652724245,0.31719138028262034,0.3929167956525857,-0.22153739785410254,0.04303945879799662,-0.3464258468679622,0.3763851028185958,0.27120818205979796
weld_width_mm,-0.013139798793713572,0.009127511434410556,0.003332030337800038,-0.0018206945698676221,0.12606585270240286,0.1606689336367266,0.3536440891200128,0.4359160422492676,-0.20967032260060714,0.2766624966484011,-0.24254654532998363,-0.2782647819252349,-0.03179451080420392,-0.0008319584791771194,0.000848789749854685,0.7420618690093443,1.0,0.5552631106567223,0.5438114020605054,0.5105322486087484,-0.29974295033223186,0.5479274003431067,0.5684457685239322,0.18918811747380954,0.19552517814049003,-0.09004536414713646,0.06089408921335549,0.6771045016215752,0.5630070824912644,-0.4146781227614287,-0.002113811390033647,-0.29571401660365526,0.24027774171182467,0.2955285745135496,-0.16950215576714722,0.04772085651560213,-0.2633780723576365,0.2837605870209903,0.20675982315962832
weld_length_mm,-0.02278216398553838,-0.012466206814064197,0.005290462337741577,-0.0019823158330326447,0.13315489268381056,0.16567388686459303,0.34911551498603877,0.4400715077723153,-0.2193330056959144,0.2811069419876649,-0.2552912105421208,-0.2764132321963777,-0.03165876897348722,0.0015636146304229648,0.030451476123502342,0.7440961631661192,0.5552631106567223,1.0,0.5651853280869188,0.5151413644523408,-0.31230215884319656,0.5616114042245689,0.5618223700576246,0.20365625245548163,0.196810427102276,-0.11682821192399055,0.06044239466664266,0.6786694565029467,0.5680169865505588,-0.42929661774942734,-0.0015719194646605698,-0.30423078889951033,0.2436498948044417,0.3003989509197699,-0.1775719494528701,0.04121018264360815,-0.24802030863751587,0.2898252211052823,0.20604967367019084
penetration_depth_um,0.00030106472537798503,-0.0039849581035747835,0.0036690628411999307,0.0028392899633465757,0.14316874286920286,0.17302890950222657,0.359566862158231,0.4369589957907375,-0.21984043635347586,0.2895919381451489,-0.2543273177469274,-0.2876599013174483,-0.03567760491358437,-0.009009354780440421,-0.003983444409743917,0.7562523221710112,0.5438114020605054,0.5651853280869188,1.0,0.5107055116781968,-0.29901843639832426,0.5597414904665906,0.5789637457626932,0.21094048414715905,0.20474410642520105,-0.11300042630553839,0.07276914938938586,0.695224779306709,0.5851046097900582,-0.4242461227002388,0.01106059452741777,-0.29050163951618574,0.22129338984782662,0.28947060321773926,-0.1542743367424098,0.029400355720365492,-0.25306617732431885,0.2688624947304891,0.196197521663803
imc_thickness_um,-0.016085497085994334,0.009443807893801576,-0.014930594300409383,0.018745506786837045,0.1265442049785541,0.15342038934324284,0.3058721071981927,0.39666929413957264,-0.1875873230532021,0.2646922262301501,-0.22092752180667996,-0.256041544258363,-0.011215335247143765,0.02655488680053349,0.000317047564178,0.6851863079205024,0.5105322486087484,0.5151413644523408,0.5107055116781968,1.0,-0.7386064957612855,0.515207396747481,0.525189619226413,0.19062182532365804,0.1841280570425996,-0.11307429050255592,0.08215955966677986,0.624167676753787,0.5311397918320246,-0.36593519778027844,-0.007752284744803158,-0.7461598517525141,0.6184735321170353,0.7201515431895301,-0.44169104154680516,0.039982846660590474,-0.6538426465046285,0.7257019683987732,0.47348580297709175
contact_resistance_microohm,-0.004223796836842118,0.0024571928148569653,0.010726444093514073,-0.017866498378228846,-0.014677603695450498,-0.08578001743484708,-0.31320459957767277,-0.3178652287963331,0.15076350999859908,-0.14424283430922183,0.18688918239383148,0.19687729800934728,0.009742109569688408,-0.02267524204938314,0.0018757130934381713,-0.4082293102524506,-0.29974295033223186,-0.31230215884319656,-0.29901843639832426,-0.7386064957612855,1.0,-0.3460756317552922,-0.35003766819941995,0.05014571380855741,0.06384451203252858,0.05096443958335358,-0.06009660408908237,-0.36815198300295326,-0.313073422695394,0.23121077764072523,0.008970232814330426,0.732459592889884,-0.6164500101107053,-0.6966654242600089,0.4358165850860171,0.005516968979297318,0.6473180580703957,-0.720698477024047,-0.4555573687658768
shear_strength_mpa,-0.019950471852850447,-0.0006313988638472388,-0.005320475996715208,0.020648337484121922,0.11466051904145776,0.19969435653263534,0.3964109300242297,0.4828894968002406,-0.2523127084287728,0.30469731833075187,-0.2695283100349058,-0.3125125323329456,-0.02429810162070548,0.004175498693224289,0.011565986979697128,0.7397111067135904,0.5479274003431067,0.5616114042245689,0.5597414904665906,0.515207396747481,-0.3460756317552922,1.0,0.5831656660454334,0.13110685567031088,0.1066115852683709,-0.09680487213944128,0.08555226469015,0.6830624816744633,0.5651252436806289,-0.4215268391325459,0.03202165511696621,-0.3298157250147445,0.2643312892555849,0.32844153777603463,-0.17150113289476354,0.019434207163975693,-0.2935815065089299,0.31336890949253027,0.21299516091516
peel_strength_n_mm,-0.014393867983399948,-0.009417164137920313,0.009876493184308423,0.0073308031321093516,0.13596290604358632,0.19075121696100703,0.3912553448693859,0.4775523094730476,-0.23608134770793204,0.30252395537181304,-0.27407805071015473,-0.3166042359451518,-0.02739359062356988,0.018407094859418157,-0.009811121410276624,0.7623185150815861,0.5684457685239322,0.5618223700576246,0.5789637457626932,0.525189619226413,-0.35003766819941995,0.5831656660454334,1.0,0.1447239928150884,0.1353488743660441,-0.0929579024855848,0.07581341446757939,0.7045891028960172,0.5768916180202049,-0.4299959154112374,0.0016549764396512647,-0.33508325533360406,0.2746300287908479,0.3356382985955046,-0.1937585635196311,0.02013982423968615,-0.2960476798510732,0.32476966116906414,0.23242543310842764
porosity_percent,-0.001258199766814029,0.016915119637308358,-0.002922238362780262,-0.005920471177601227,0.07946749572201982,0.024928075696477838,-0.016993222737225217,0.04954793097935971,-0.023189308063586978,0.06499943152953083,-0.018101268626293937,-0.02018336381857566,-0.019926941797405087,0.012572677409198138,0.004604531900074145,0.25915431292270075,0.18918811747380954,0.20365625245548163,0.21094048414715905,0.19062182532365804,0.05014571380855741,0.13110685567031088,0.1447239928150884,1.0,0.7272724470477443,-0.04245777031658393,0.01793234692880038,0.23424761739515967,0.21095235996106013,-0.12236642108943618,0.01575287374327922,0.14783390242884809,-0.10162217828578952,-0.07949277666211277,0.12270093745585837,0.14333604317309648,0.14086876934250359,-0.15143472657332652,-0.01386392958223241
crack_density_per_mm2,0.007400933612104496,0.0024425129620134667,0.00013504621290667747,0.012934107767404163,0.06881820380005103,0.022062649054824933,-0.012385187935894604,0.050651539162126294,-0.021206036936615356,0.05944033957781778,-0.01655315329100039,-0.01845717679321124,-0.019459516420012552,0.0019035346312411092,-0.01504577072336573,0.2507361838541498,0.19552517814049003,0.196810427102276,0.20474410642520105,0.1841280570425996,0.06384451203252858,0.1066115852683709,0.1353488743660441,0.7272724470477443,1.0,-0.0388265593398024,0.03791721360619103,0.22880281989842002,0.2071194292877674,-0.12858356860522552,0.0015708443773725473,0.12476812810666682,-0.08754305351957056,-0.07311827612288681,0.0861098169868934,0.13510177930919745,0.11407479909327231,-0.12411471736491762,-0.01267821368370661
void_fraction_percent,0.0020303459335314915,0.02328409580010326,0.016443975094686494,-0.004455948662854956,-0.06018608866207866,-0.035660803028157675,0.008966268799493164,-0.036013827642547375,0.010942075876246724,-0.07353395737998872,0.024116863274357983,0.03467515667884083,-0.0036859129950733436,0.022349529323354874,0.024449453217068113,-0.13867514089592764,-0.09004536414713646,-0.11682821192399055,-0.11300042630553839,-0.11307429050255592,0.05096443958335358,-0.09680487213944128,-0.0929579024855848,-0.04245777031658393,-0.0388265593398024,1.0,-0.02077907415856042,-0.12815720027980532,-0.13095397459768712,0.0817371687630318,-0.009798482447779573,0.04259823430448527,-0.041925925687633335,-0.043519611974672946,0.011417339371681682,0.019983348293924175,0.060255025404727866,-0.04193713111597854,-0.04825743953251131
surface_roughness_post_weld_um,0.004796156364897395,0.014891741509120851,-0.016753367542435643,0.9443933889511089,0.014308701024862973,0.03336461198408528,0.046080101700713,0.061085634113489884,-0.03762058532198226,0.04455569822057478,-0.04366726171898002,-0.02033610895012453,0.005956116864170311,0.008279975740705894,-0.0018868734090533744,0.09662806572834584,0.06089408921335549,0.06044239466664266,0.07276914938938586,0.08215955966677986,-0.06009660408908237,0.08555226469015,0.07581341446757939,0.01793234692880038,0.03791721360619103,-0.02077907415856042,1.0,0.09009453522696162,0.08588576114383464,-0.08411803477670445,0.0020810396183603024,-0.053121818137037154,0.03886945871186734,0.04300499188869639,-0.012223526309396642,-0.0027822223427300787,-0.03165433534781088,0.04406013146990894,0.016975846377887537
peak_temperature_c,-0.024623117649790995,-0.007747235122190241,-0.007424168594913113,0.005166584515636344,0.1703236676149528,0.22718525353561347,0.43374059682649757,0.541499245908915,-0.27648546833646787,0.36290567256407263,-0.31594063413328377,-0.34852139063089904,-0.0402734101420146,0.007534263132315727,0.014543945055971947,0.9166072616017221,0.6771045016215752,0.6786694565029467,0.695224779306709,0.624167676753787,-0.36815198300295326,0.6830624816744633,0.7045891028960172,0.23424761739515967,0.22880281989842002,-0.12815720027980532,0.09009453522696162,1.0,0.7009690768928136,-0.5044063109030702,0.008388345172341069,-0.36364124283348703,0.28789841821283574,0.36149944535077355,-0.20355814325885782,0.04395453995758908,-0.31456197691341947,0.34406390039074325,0.24602532362408627
cooling_rate_c_per_s,-0.014293869606200505,-0.0021125123101656726,-0.011310582268106674,0.017293158955484243,0.12525172200754545,0.16205570340934727,0.3635127606119668,0.44744301758329785,-0.21225862871345288,0.28045393630833587,-0.25921245748749,-0.2812312248407637,-0.030257525043114342,-0.005457013389341552,0.015032735562616018,0.7657935523613336,0.5630070824912644,0.5680169865505588,0.5851046097900582,0.5311397918320246,-0.313073422695394,0.5651252436806289,0.5768916180202049,0.21095235996106013,0.2071194292877674,-0.13095397459768712,0.08588576114383464,0.7009690768928136,1.0,-0.4390940343906822,0.023077787531552683,-0.29708682457589897,0.22869292219031642,0.29099763636846815,-0.16334438629838252,0.03442156092667347,-0.25845298130604055,0.276116076101404,0.18793164983210098
grain_size_um,0.007972979616842391,-0.004881672713047153,-0.0036422107326834724,-0.03333314990714622,-0.11122321231074479,-0.14312014588620098,-0.26645162001070355,-0.3354150649090419,0.16653192918921572,-0.22801282152029442,0.19132195376435343,0.22405882490458218,0.02774203257397437,0.007405898763253461,-0.009067416947216703,-0.5547317896848746,-0.4146781227614287,-0.42929661774942734,-0.4242461227002388,-0.36593519778027844,0.23121077764072523,-0.4215268391325459,-0.4299959154112374,-0.12236642108943618,-0.12858356860522552,0.0817371687630318,-0.08411803477670445,-0.5044063109030702,-0.4390940343906822,1.0,-0.012031290159091457,0.22628312729536246,-0.18494046257104874,-0.2108441290645117,0.12371586334206364,-0.020662994736171975,0.20100978760583338,-0.21395319122755055,-0.15438754609639205
thermal_cycles_tested,-0.017421837004497183,-0.014941007988545618,0.00019746799909351967,0.0015000101351617299,-0.004953005148790042,-0.0028156995281306287,-0.0023178643049742197,0.02466910314656625,0.0077646304362960095,-0.005216886141012468,-0.0007635420422078607,-0.004555947944884551,-0.003951416104484579,-0.008152822635825285,0.01219016994920098,0.012058893934490108,-0.002113811390033647,-0.0015719194646605698,0.01106059452741777,-0.007752284744803158,0.008970232814330426,0.03202165511696621,0.0016549764396512647,0.01575287374327922,0.0015708443773725473,-0.009798482447779573,0.0020810396183603024,0.008388345172341069,0.023077787531552683,-0.012031290159091457,1.0,0.22171769429052496,-0.5411770152083724,-0.004445670694761292,0.6363497117825485,0.016000400784983684,0.013421986526945626,-0.4307673559065993,-0.1397658596474046
resistance_increase_percent,-0.00448522219295243,-0.017419413081260184,0.01441993871801475,-0.015340341499175209,-0.026584482400554513,-0.11235867265225931,-0.32219469708565396,-0.31953502610209544,0.15546059197965764,-0.16443991438144898,0.19753409997459676,0.22206261045863704,0.00030943555006456903,-0.019377370838798407,0.013161898569349694,-0.39683925652724245,-0.29571401660365526,-0.30423078889951033,-0.29050163951618574,-0.7461598517525141,0.732459592889884,-0.3298157250147445,-0.33508325533360406,0.14783390242884809,0.12476812810666682,0.04259823430448527,-0.053121818137037154,-0.36364124283348703,-0.29708682457589897,0.22628312729536246,0.22171769429052496,1.0,-0.749449359194196,-0.7270213193672111,0.626931157727413,0.030237124212313345,0.6886872324648058,-0.9008184098616648,-0.48395199767937475
strength_retention_percent,0.008321940901405507,0.013026981885827127,-0.008198495786772345,0.008123429083135876,0.017662166014411354,0.09473475512943921,0.2663181193093061,0.26146773595958317,-0.13136411194478007,0.13676058688803608,-0.15367487666280813,-0.17362112317111306,0.005425340869463002,0.02423420958867452,-0.02040732282358564,0.31719138028262034,0.24027774171182467,0.2436498948044417,0.22129338984782662,0.6184735321170353,-0.6164500101107053,0.2643312892555849,0.2746300287908479,-0.10162217828578952,-0.08754305351957056,-0.041925925687633335,0.03886945871186734,0.28789841821283574,0.22869292219031642,-0.18494046257104874,-0.5411770152083724,-0.749449359194196,1.0,0.6111722282005556,-0.7048399991397777,-0.018607449563917647,-0.5733032826186171,0.9375696942794998,0.5144452450341038
fatigue_life_cycles,0.0012736141099926612,0.011282239341204224,-0.01580189078223188,0.00963180981030451,0.012814898777756713,0.09909744120433661,0.3259037267442513,0.32363431593153846,-0.14711200494749496,0.14535273725942613,-0.19143368428574295,-0.20927819910061857,-0.0012417665444912841,0.010428132882879035,-0.008526041533276399,0.3929167956525857,0.2955285745135496,0.3003989509197699,0.28947060321773926,0.7201515431895301,-0.6966654242600089,0.32844153777603463,0.3356382985955046,-0.07949277666211277,-0.07311827612288681,-0.043519611974672946,0.04300499188869639,0.36149944535077355,0.29099763636846815,-0.2108441290645117,-0.004445670694761292,-0.7270213193672111,0.6111722282005556,1.0,-0.4403931467569219,-0.013211368035732396,-0.6451882325088483,0.7814429963206039,0.6570204546429523
delamination_area_percent,-0.005922515661779952,-0.015542641351162656,0.005640339682703139,0.010949523006385353,-0.016117475805037865,-0.06221813870786688,-0.18379215163942025,-0.17871881832944359,0.0812372306507326,-0.0947874371512085,0.10437200700379712,0.13997200605882612,-0.008659863071467775,-0.021704011157574324,0.001973209990512921,-0.22153739785410254,-0.16950215576714722,-0.1775719494528701,-0.1542743367424098,-0.44169104154680516,0.4358165850860171,-0.17150113289476354,-0.1937585635196311,0.12270093745585837,0.0861098169868934,0.011417339371681682,-0.012223526309396642,-0.20355814325885782,-0.16334438629838252,0.12371586334206364,0.6363497117825485,0.626931157727413,-0.7048399991397777,-0.4403931467569219,1.0,0.016834733511177327,0.42134793350647765,-0.7788592831229069,-0.31532995470792735
