welding_technique,anode_material,cathode_material,surface_finish,power_W,amplitude_um,force_N,time_ms,frequency_Hz,speed_mm_s,tab_thickness_um,preheat_temp_C,energy_density_J_mm2,pred_thermal_cycles_to_failure,pred_contact_resistance_uOhm,pred_tensile_shear_strength_N,pred_IMC_thickness_um,pred_overall_quality_score,desirability
,Cu,Al,Ni-Plated,2833.626463061856,38.734226747560015,1266.3431492632226,756.9455331774316,20000.0,0.0,150,40,1429.9339292720242,2460.6585540277915,41.84239005517195,865.2617578345662,1.8161319480767864,66.41635381266283,0.7329203923788318
,Cu,Al-Alloy-1050,Ni-Plated,2333.055483268355,20.888840590531306,1262.2181550356036,673.047310995248,20000.0,0.0,150,40,1046.8378129443236,2502.193484063345,41.440311972650655,771.2275848226184,1.9386891499198702,67.71511074771031,0.7320777896958439
,Cu,Al-Alloy-1050,Ni-Plated,2919.424353340243,22.62857769991442,1218.3657536422368,642.0090510528303,20000.0,0.0,150,40,1249.5312391389948,2497.0348583002187,42.166482337068494,803.1229248728315,1.748343232978651,67.50816589795448,0.7319323618299998
,Cu,Al,Ni-Plated,2196.1419194203363,23.735365506406186,1420.1220143742366,779.6239473714495,20000.0,0.0,150,40,1141.4432214709295,2486.2520712105197,40.985262760526886,783.5642749808976,1.9380899140895786,66.81321190423918,0.7318031128987611
,Cu,Al-Alloy-1050,Ni-Plated,1990.5245129849543,23.98252253479645,1210.3630273329381,781.6760858401587,20000.0,0.0,150,40,1037.296940052645,2515.6116127183154,41.88524569424058,756.2888431692414,1.9654433919885586,68.30593829307891,0.7314523264938187
,Cu,Al-Alloy-1050,Ni-Plated,2776.423115942648,26.476131453308803,1331.144331376921,686.5800710381151,20000.0,0.0,150,40,1270.8245201171787,2469.5264526207525,41.73172927763459,809.56731194037,1.7895730130942877,67.95750890570791,0.7311305297002864
,Cu,Al-Alloy-1050,Ni-Plated,2923.98771567761,21.948547420217213,907.853234774674,751.6038837547476,20000.0,0.0,150,40,1465.120348769643,2489.3815420243936,42.101111657890314,795.5004947774819,1.877634067918452,67.93477079658547,0.7310040303660811
,Cu,Al-Alloy-1050,Ni-Plated,2611.459520464018,21.475057406187585,1115.7014068349492,767.1400415018015,20000.0,0.0,150,40,1335.5701099393611,2555.9460050300263,43.87857586102213,771.0044362721436,1.8566843377540208,68.13041185395048,0.7309455090454521
,Cu,Al,Ni-Plated,2997.285709202152,35.36984997015357,1494.2927361060129,714.783551603977,20000.0,0.0,150,40,1428.2736829302394,2431.8077769492256,42.44718714139793,872.5660645236254,1.754201591412428,68.49538165301178,0.730426748504178
,Cu,Al,Ni-Plated,2306.3220257993707,29.53108751451171,1326.2768077575329,760.9138714856869,20000.0,0.0,150,40,1169.9416143624742,2470.630264955753,41.60206135406331,790.821267330384,1.9538542548900895,68.25889921283105,0.7302786709256489
,Cu,Al-Alloy-1050,Ni-Plated,2624.67257678881,26.82268521917378,1426.6793424467476,678.75599380127,20000.0,0.0,150,40,1187.6748288408194,2468.828048903126,41.64171154276473,802.5475747658671,1.8481664667557736,67.40819624070366,0.7301005829699165
,Cu,Al-Alloy-1050,Ni-Plated,2789.0289920898977,21.695105872110357,1354.0410757166803,680.0677046145282,20000.0,0.0,150,40,1264.485696502632,2488.2149255421864,41.958901028637065,793.0850791414587,1.7694467891275887,66.9886984233462,0.7300684271730881
,Cu,Al-Alloy-1050,Ni-Plated,2989.2635530604043,24.052754239390936,1180.9575177895376,577.231122968509,20000.0,0.0,150,40,1150.3306383879283,2481.0376592033385,41.873897238961845,797.6942766444458,1.750452839651398,67.1214707636444,0.7300595898910072
,Cu,Al-Alloy-1050,Ni-Plated,2595.260723150051,22.633386135561445,1357.4511787871693,662.2385557083692,20000.0,0.0,150,40,1145.7878086570317,2486.7733025263137,41.85858510287544,785.9974803291323,1.8800499714859291,67.40926149945905,0.7300159046660166
,Ni-plated-Cu,Al,Ni-Plated,2964.3290968420606,34.16179275498235,1186.925214793828,783.0457871534277,20000.0,0.0,150,40,1547.4702740123337,2417.6821340454753,41.593601949438735,875.1931119276101,1.8739025007082741,66.81634574407423,0.7298200993994377
,Cu,Al,Ni-Plated,2359.7078856316157,30.146738609727564,1186.2168230338948,787.4857101956013,20000.0,0.0,150,40,1238.824160113849,2474.424791706779,41.35242752853082,778.9515240459812,1.9486994284313592,67.67024948345899,0.7297689926567499
,Cu,Al,Ni-Plated,2485.172518243162,24.502526011414616,1472.2102490387624,631.5416269974143,20000.0,0.0,150,40,1046.3265970270318,2475.1868569248063,41.127242033286265,762.8202648138227,1.924793811420801,67.88331256083296,0.729260496051265
,Ni-plated-Cu,Al,Ni-Plated,2605.1127384893975,35.27380522155123,1454.1761578333603,790.880188409702,20000.0,0.0,150,40,1373.554702296673,2465.2201244059916,42.825127411326,836.1722908901403,1.851671946363635,67.60965848352242,0.7291492051749875
,Cu,Al,Ni-Plated,2520.4168079831225,39.49687427172264,1324.734363821627,778.5370611208291,20000.0,0.0,150,40,1308.1585963244809,2464.107089454783,42.071469426807255,809.2964637428297,1.918273792100482,67.63494053317858,0.7290498200156998
,Cu,Al-Alloy-1050,Ni-Plated,2942.490898962207,35.587785144757085,1287.2098244361164,737.1959056742123,20000.0,0.0,150,40,1446.1281621323812,2444.0106095194096,42.69307641047631,868.4131015610483,1.8735382351393597,66.88249931124984,0.7290197041778033
,Ni-plated-Cu,Al,Ni-Plated,2850.336792574115,21.311462264749984,1427.8887046364753,727.4774298337967,20000.0,0.0,150,40,1382.3704560150165,2450.1983829131846,41.844957725047124,845.7266413285954,1.684879989137469,65.43890524209276,0.7289140465473851
,Cu,Al-Alloy-1050,Ni-Plated,2553.2167959330145,27.353035563536704,1222.236112811952,737.4828726340484,20000.0,0.0,150,40,1255.3024380814536,2480.844162979838,42.4489545480329,795.6702438977254,1.8709325647815935,67.92260254173316,0.7289037990706981
,Cu,Al,Ni-Plated,2109.662636898526,29.69166226266827,1208.6824324925105,768.9583803604086,20000.0,0.0,150,40,1081.4951762509063,2479.1002245517125,41.31700261580948,754.4819106851076,1.9582902170827376,68.07200428757218,0.7285339840036906
,Ni-plated-Cu,Al,Ni-Plated,2536.1266071586197,24.159552004733932,1400.5810525642712,799.8538074676278,20000.0,0.0,150,40,1352.3536819705191,2463.5601484809504,41.6935067960363,803.1880376996612,1.8515905945175217,66.17035233808997,0.728022729595476
,Cu,Al-Alloy-1050,Ni-Plated,2147.512844070019,24.793685774283684,1442.2605375145886,785.0383458767506,20000.0,0.0,150,40,1123.9199539052026,2462.6239537698075,41.68744768515525,780.8778006574787,1.9862067781907458,67.91864301231004,0.7277786857491703
,Ni-plated-Cu,Al,Ni-Plated,2635.3839127824363,22.06958645428355,1450.9104818063433,662.7954695499483,20000.0,0.0,150,40,1164.48034527801,2464.057411606714,41.46281678005067,786.3787932126822,1.8338259072181051,66.32049539997553,0.727425651727492
,Cu,Al,Ni-Plated,2602.632760119352,32.971838099524064,1489.9613367679094,712.805229763705,20000.0,0.0,150,40,1236.7801617116136,2454.519344754609,42.41796020908092,799.228426858079,1.8342054460739976,68.8419841719797,0.7271987896663347
,Cu,Al,Ni-Plated,2274.7201404156963,29.9625473675852,1293.024586953988,736.3509494273251,20000.0,0.0,150,40,1116.6615567177041,2459.6553006700387,41.81937463779643,779.5970221669991,1.9402923330233959,68.17616209938195,0.7271716520422683
,Cu,Al-Alloy-1050,Ni-Plated,2440.563940870549,29.215675356741286,1293.921567579448,685.2776418597513,20000.0,0.0,150,40,1114.9759348051407,2474.3423402886406,41.950475033523546,763.0899001676211,1.9464906035519,68.32382688159534,0.7270943055392036
,Cu,Al-Alloy-1050,Ni-Plated,2898.344237634339,29.470362200816126,1434.5473441110655,680.5987160462871,20000.0,0.0,150,40,1315.0729111960575,2461.977100490427,42.50334073440039,818.092964632733,1.6931750043562532,66.49090914475364,0.7269811023493904
,Cu,Al-Alloy-1050,Ni-Plated,1617.5068166381539,25.889234441890036,1495.8313936495306,784.2340928222593,20000.0,0.0,150,40,845.6693273200287,2444.6674537698073,39.946224598834185,719.4505214946195,2.023273400819137,69.59867870226103,0.7268178087447166
,Ni-plated-Cu,Al-Alloy-1050,Ni-Plated,2455.441704552674,27.818571167002403,1158.6268887121655,775.8458588766902,20000.0,0.0,150,40,1270.0295187935421,2465.090638062328,42.34892495086646,785.8259968303734,1.9102256025520297,68.13189891792582,0.7266831168034662
,Cu,Al,Ni-Plated,2979.4536258159137,21.856152432054785,1301.2161549370817,525.8036820443609,20000.0,0.0,150,40,1044.4051246229526,2481.823071387244,42.35709571971301,779.0238220781932,1.7019730791526266,66.81520030256387,0.7265738514631016
,Cu,Al,Ni-Plated,2570.776233863494,22.98772018107955,1245.5734891063562,629.7001148366684,20000.0,0.0,150,40,1079.2120597888133,2490.2377638891867,42.26614989617171,761.3541413789333,1.8852129521809688,67.08639413243611,0.7264712713375545
,Cu,Al,Ni-Plated,2621.8336343915576,22.787296717538855,1163.2713686551363,704.3995367203246,20000.0,0.0,150,40,1231.2122649487853,2468.2743831683747,42.04947646061608,780.6007000922906,1.7880168279516147,67.09595038699986,0.7264012988788621
,Cu,Al-Alloy-1050,Ni-Plated,2961.993161417152,26.003447686273024,970.9234087710119,700.7849241553365,20000.0,0.0,150,40,1383.8134353148962,2448.3587708573455,42.468356511823266,812.1390330877925,1.7426868449414514,67.70803803909297,0.7262667333230258
,Cu,Al-Alloy-1050,Ni-Plated,2071.9365524162004,20.094706907507433,1215.5682453767713,601.8404853820523,20000.0,0.0,150,40,831.3168669246547,2492.0144681903284,41.42324825007758,708.2954802610108,1.9319248790366128,69.12328333728182,0.7262360448480287
,Cu,Al,Ni-Plated,2406.4893737073926,21.14457481217898,1223.7761831251055,721.1935374764199,20000.0,0.0,150,40,1157.0297228822992,2466.0321527780757,42.13598000335856,783.4455742590357,1.9068747061420104,67.15708934484579,0.7261963910945732
,Ni-plated-Cu,Al-Alloy-1050,Ni-Plated,2752.8675572251686,21.401586045293207,1384.8603454004133,677.4393800096045,20000.0,0.0,150,40,1243.2672608101152,2464.4437003095645,42.099177310560634,792.193174672281,1.823095991598872,66.46228387625713,0.7261757669315936
,Ni-plated-Cu,Al,Ni-Plated,2874.3449389430784,33.548797468468976,1444.4063891201222,750.4471566556864,20000.0,0.0,150,40,1438.0293244516638,2404.7236592045265,42.51802872677601,883.032655016214,1.7241333974926232,66.80397975641496,0.7259877055041843
,Ni-plated-Cu,Al-Alloy-1050,Ni-Plated,2837.081541712227,28.735638185331013,1480.3117812327132,756.4718376700671,20000.0,0.0,150,40,1430.7815249859168,2399.2184404207123,42.6590415500491,859.5594508974787,1.8390047051813574,68.95790299348873,0.7252245914801638
,Ni-plated-Cu,Al-Alloy-1050,Ni-Plated,2559.2850507908734,27.703328928909322,1171.3290508284651,789.2777325168245,20000.0,0.0,150,40,1346.6578011682843,2453.8854158401055,42.5248781792619,788.9616147071654,1.9000561095079962,68.18002366461387,0.7251458423616041
,Cu,Al,Ni-Plated,2103.958985089297,21.31314763622157,1480.8635735729472,579.7293243155102,20000.0,0.0,150,40,813.15114720891,2482.985309305758,40.46346638568682,683.1747093287122,1.6915912322814932,68.7647744709791,0.7251330484997833
,Ni-plated-Cu,Al,Ni-Plated,2013.0085505627917,26.7837155773991,1182.7474057752188,786.7500239458499,20000.0,0.0,150,40,1055.8230169056512,2481.1262611501716,42.0447924544564,742.3924443128111,1.9403815981488761,67.8589253285009,0.725101972985374
,Cu,Al-Alloy-1050,Ni-Plated,2685.733143197559,24.60438269827492,1431.7275514091089,745.4633984323632,20000.0,0.0,150,40,1334.7438374736566,2455.575957288218,41.951274228820246,786.7749692122259,1.8427962769466064,66.36707652076943,0.7249903336940609
,Ni-plated-Cu,Al,Ni-Plated,2022.1000425455259,27.772620490270253,1383.211566711759,799.0792888802711,20000.0,0.0,150,40,1077.21217602803,2468.0147520006194,41.0677232673351,723.1306756263272,1.9373465558042617,67.93694887968925,0.7247730896958454
,Cu,Al-Alloy-1050,Ni-Plated,2827.4598256989084,34.27860236832386,1323.463535515346,581.5079687532918,20000.0,0.0,150,40,1096.1269466491392,2490.2001372971877,42.74337471792718,758.06872670474,1.829984806626432,67.15334465044052,0.7247198102342628
,Ni-plated-Cu,Al,Ni-Plated,2799.775785474015,21.09991631555643,1319.3153019981132,720.3547742194461,20000.0,0.0,150,40,1344.5545692068042,2447.8227747260503,42.77520030567357,816.3026367941479,1.7146495308370686,66.82326897895773,0.7246500435561131
,Cu,Al,Ni-Plated,2130.1409719755957,32.51258769703216,1414.1630392425873,754.6311878230338,20000.0,0.0,150,40,1071.647207941637,2481.9699824224963,42.15660712036063,744.3336513961326,1.9573200312575505,67.42757937562304,0.7245776672183878
,Ni-plated-Cu,Al-Alloy-1050,Ni-Plated,2826.5572530762925,29.772824275115315,1345.1995196923085,755.7760485119281,20000.0,0.0,150,40,1424.162847748487,2404.9281070873785,42.35937946957405,850.1582643484693,1.8428625910343468,67.50924207608277,0.7245221624257215
,Ni-plated-Cu,Al,Ni-Plated,2396.2417169662044,23.220055674557145,1382.4676231256435,690.8274327624558,20000.0,0.0,150,40,1103.5930090733748,2464.848838957141,41.730687899576495,762.0083107604942,1.8861514975317888,66.41002078522642,0.7244990054164816
,Cu,Al,Ni-Plated,1846.6006237543704,20.657640398921224,1480.2194512849685,582.4254765174474,20000.0,0.0,150,40,717.0048321517031,2503.3068331152817,40.63869604056047,665.1319956760938,1.549156339798549,68.25564631452531,0.7244835126692469
,Cu,Al-Alloy-1050,Ni-Plated,2484.1183789059983,25.096616473598033,1488.8846845340336,701.8782074913202,20000.0,0.0,150,40,1162.3657033218574,2424.649396543408,41.50367443626891,779.9342360366463,1.9247911544643082,68.59417562559236,0.7244670218582289
,Cu,Al,Ni-Plated,2965.134559638346,20.376409243875543,1010.0677255094856,546.7451837898274,20000.0,0.0,150,40,1080.7820265140242,2522.1691611439837,43.41831228955867,744.0726554040934,1.667484872467255,66.73325116600662,0.7244639740488406
,Cu,Al,Ni-Plated,2919.9917407243456,38.70031429326201,1352.8708027580847,599.4850544864432,20000.0,0.0,150,40,1166.9942718587324,2470.069816976831,42.46506612065552,768.6540307131263,1.7944868458133498,67.29325675131051,0.7244012881673
,Ni-plated-Cu,Al,Ni-Plated,2649.7201405432174,25.200505567854684,1455.9324567723793,593.6140062535421,20000.0,0.0,150,40,1048.6073253857055,2477.324411606714,42.34829288702014,753.6196417417694,1.872738434856479,67.48327666119461,0.7243915990862706
,Cu,Al-Alloy-1050,Ni-Plated,2650.569462815097,21.175411487939282,977.3398572163959,710.5570019757258,20000.0,0.0,150,40,1255.58712735087,2505.709345909105,43.47416475682965,750.8142338755116,1.828868466665235,67.87092073628071,0.7242658701247272
,Ni-plated-Cu,Al-Alloy-1050,Ni-Plated,2438.9639011291283,20.16141238676779,1187.2203316499138,637.1091048888927,20000.0,0.0,150,40,1035.9240719364673,2507.7393589528224,43.165623145722684,737.1190930451111,1.9461518573811423,67.68981910045488,0.723959393897483
,Cu,Al-Alloy-1050,Ni-Plated,2981.2167977483023,32.9061645232304,1387.6043158945013,527.8181818955309,20000.0,0.0,150,40,1049.0269533492835,2486.5934280240044,43.13093184263816,775.689240988475,1.7855303085614975,66.36347154206155,0.7238773689754536
,Ni-plated-Cu,Al,Ni-Plated,2735.6746943299477,21.66717860845068,1159.0104987529648,601.9797769876943,20000.0,0.0,150,40,1097.8805616024138,2495.167153967499,43.15739051869274,764.2201123300279,1.82248679464674,66.45674176518469,0.7238131728120056
,Cu,Al-Alloy-1050,Ni-Plated,2969.458271860927,33.12768575165802,928.5367082965238,747.0325605705874,20000.0,0.0,150,40,1478.8546775571865,2451.7718133981384,42.29195392413656,787.4899645774183,1.8209383925166822,66.42277789942229,0.7236018859214863
,Ni-plated-Cu,Al-Alloy-1050,Ni-Plated,2821.1728169860526,21.794649309191534,1049.2700070969813,577.0792134154699,20000.0,0.0,150,40,1085.3601267569443,2541.5139566979888,44.47270249626429,739.5509058081567,1.797844603428216,67.4099321819207,0.7235610867891091
,Cu,Al,Ni-Plated,2994.61850075004,34.60054624078375,1333.4137802893574,636.0352874432035,20000.0,0.0,150,40,1269.7886926048577,2442.26859733352,43.082183503861025,824.8311231522536,1.7238356456278177,66.50186691159708,0.723421959831303
,Cu,Al-Alloy-1050,Ni-Plated,2617.8899712283137,20.16288583327752,1201.5366514662473,449.9943104170334,20000.0,0.0,150,40,785.3570615670349,2477.6596202049805,41.51731567535915,708.2357601577481,1.5736974542006996,68.1488014551766,0.7232350436880559
,Ni-plated-Cu,Al,Ni-Plated,2154.6983422269723,20.939777878630075,1474.9024786710097,606.4148580823185,20000.0,0.0,150,40,871.0940596078509,2500.318021496824,41.186387458099524,675.0120694684529,1.9193159013518428,67.91036886604813,0.7231605051646381
,Ni-plated-Cu,Al-Alloy-1050,Ni-Plated,2439.813788175229,28.163590386942104,1339.4525982364305,763.7477461190931,20000.0,0.0,150,40,1242.2681877794118,2436.8659470076927,42.80761922860479,796.9757027973578,1.920990443755443,68.27014313321772,0.7230647023246177
,Cu,Al,Ni-Plated,2289.193050270582,25.681662691856282,1471.071793031524,637.0936393581841,20000.0,0.0,150,40,972.2868877268983,2491.1292735914726,41.43955926053563,674.1139373361692,1.9514329465597853,69.57370962067768,0.7229692221002122
,Cu,Al,Ni-Plated,2863.7339701070705,39.823290203955324,1242.497179252961,701.8685320876641,20000.0,0.0,150,40,1339.9765052590853,2426.1342097234033,42.27537656685386,813.4306263680201,1.7172728306761487,66.31961093142075,0.7228444102117623
,Cu,Al-Alloy-1050,Ni-Plated,1996.9084986723838,27.769032491542085,1165.593317270063,630.5016022571633,20000.0,0.0,150,40,839.3693386492563,2461.2779913156705,40.86195750636382,698.4243311017631,1.9735042521198005,68.47697762771345,0.7226695737369739
,Cu,Al,Ni-Plated,2316.5355810023107,36.555782305903634,1331.3367224432338,677.5345281735897,20000.0,0.0,150,40,1046.3552279144888,2466.9003305845686,41.687599878023114,728.4907196728253,1.9693557805520274,67.36027438459702,0.7226467101626746
,Cu,Al,Ni-Plated,1653.4216512189175,23.375148513507984,1479.7073772878675,672.0680163438103,20000.0,0.0,150,40,740.8078728764035,2443.9945553375037,40.25881578487137,702.7901840321866,1.536436757755451,68.21233264833859,0.7226363130828748
,Cu,Al-Alloy-1050,Ni-Plated,1728.9816845905093,27.1925383470388,1247.3858304397656,706.2247282092721,20000.0,0.0,150,40,814.033080185828,2460.9571904125505,41.35358198324772,714.4233108344964,1.6916794781922706,68.22592991001449,0.7224950512798876
,Cu,Al-Alloy-1050,Ni-Plated,2538.1863281385995,31.940507904413877,1306.3485170977485,727.1130468867548,20000.0,0.0,150,40,1230.3655964127743,2448.6685963936466,43.27656918946279,798.4860537684616,1.870765983289297,67.64387397824575,0.7224446514117989
,Ni-plated-Cu,Al,Ni-Plated,2768.572953104654,35.05717533742254,1363.7519369331699,695.5655853118535,20000.0,0.0,150,40,1283.8160444032037,2449.5037425378596,43.141807670933765,807.377496649467,1.8165915305950768,66.4123328794167,0.7224443764632569
,Ni-plated-Cu,Al,Ni-Plated,2365.672407154023,23.005825335257377,1166.1341864888948,664.0774438470601,20000.0,0.0,150,40,1047.3264567482433,2471.2629036622493,42.892394498136035,766.4514865742506,1.875869220928578,66.78792800918606,0.7224398670302183
,Cu,Al-Alloy-1050,Ni-Plated,1568.2979058518426,20.798096551600146,1083.6544988969345,799.0093141428947,20000.0,0.0,150,40,835.3897560842792,2513.8624760312478,42.533616155832554,694.6612219898734,2.0076458636418058,67.72811786015782,0.7224148287266919
,Ni-plated-Cu,Al-Alloy-1050,Ni-Plated,2903.3118579132015,22.231661230748784,959.6220724433294,735.848551854069,20000.0,0.0,150,40,1424.265217484117,2432.121842898706,43.515357580106404,824.560916679809,1.872073658693865,67.85795120986903,0.7222731129856612
,Ni-plated-Cu,Al,Ni-Plated,1951.1792687387847,24.405847898046623,1498.9204930749352,555.5898186299642,20000.0,0.0,150,40,722.7035573554183,2493.1732754650775,41.04610822751247,678.454003911907,1.5462239656844188,67.08835050396362,0.7222511295941161
,Cu,Al,Ni-Plated,1990.642100064733,21.74410195820967,1440.1500739293572,723.3066498287997,20000.0,0.0,150,40,959.8964456039922,2488.126372797822,41.36573943518713,687.7163273839667,1.9220331163588267,67.55347712448777,0.7221624677520969
,Cu,Al,Ni-Plated,1597.7564094538163,21.766086151687347,1469.1757970239269,700.8641004642261,20000.0,0.0,150,40,746.5400724485338,2439.951555337504,40.489307732214044,711.7561154200881,1.5284772017223511,68.00746071598391,0.7221582564118619
,Ni-plated-Cu,Al,Ni-Plated,2210.046195371608,23.66846657489298,1479.1767078536448,549.1231632440695,20000.0,0.0,150,40,809.0583718119855,2481.0743548301566,41.179463214562446,688.247996049626,1.6707279815656033,67.71929494834643,0.7221480923155174
,Cu,Al,Ni-Plated,1555.9241817772352,35.524119557655936,1487.2519484055333,719.9649507436169,20000.0,0.0,150,40,746.8072512626998,2456.3800733472717,40.612173837439876,689.5287220196518,1.588727206792753,68.63754752136643,0.722098374690626
,Ni-plated-Cu,Al-Alloy-1050,Ni-Plated,2353.708449186123,22.602366428917584,1046.8244189937986,771.3345758408565,20000.0,0.0,150,40,1210.3311388706786,2489.457680285805,43.392391591497606,743.6381126741657,1.9155962023345137,67.91903378060834,0.722001811110896
,Cu,Al-Alloy-1050,Ni-Plated,2262.273333322306,21.737377003878738,929.5638018301112,743.4601910626089,20000.0,0.0,150,40,1121.2734430850978,2494.7400708785813,43.09474499763428,727.4442105398186,1.918000352433004,67.8899014061772,0.7219399478844097
,Cu,Al,Ni-Plated,2031.4312292887037,25.84348816575882,1487.5900804385526,712.521134103527,20000.0,0.0,150,40,964.9584555640727,2469.054884702584,41.25892229588639,678.8586744888638,1.932784555841649,70.03069028413051,0.7219330516888424
,Cu,Al-Alloy-1050,Ni-Plated,2650.6850749320447,27.150644657833382,1074.8483607483493,586.2521405402777,20000.0,0.0,150,40,1035.979866051385,2542.976261640756,43.90776390117304,698.6114620526383,1.897936396816449,67.86185385180131,0.7219234110001749
,Cu,Al-Alloy-1050,Ni-Plated,1641.3421270096912,27.64591128183722,1472.1747064164626,731.2880516280158,20000.0,0.0,150,40,800.1959240772668,2437.963852892614,40.81985893437592,717.116894046405,1.6722568381746157,68.4098910486295,0.7218852387023925
