anode_material,cathode_material,tab_thickness_um,surface_finish,welding_technique,power,amplitude_um,force_n,pressure_mpa,time_s,speed_mm_s,pulse_frequency_hz,preheat_c
Cu,Al,201.2976258146351,bare,RSW,1984.1789113326931,0.0,2351.0741436887783,22.036598817899016,0.22825418854232396,0.0,0.0,109.87356764729219
SS304,Cu,53.61360223072788,bare,USW,2022.5409012585283,24.519655554891845,650.0318502736461,19.410795791495666,0.31819470052830706,0.0,0.0,73.01031615850312
Al,Cu,427.5234604474355,Sn,USW,1747.216802815456,19.833431180982036,768.2727483266557,24.35190755048448,0.06356837707138344,0.0,0.0,29.98587227583659
Cu,Ni,109.70170525804255,bare,RSW,5622.668394018161,0.0,2615.9294010984395,8.762862250533374,0.11650735785895797,0.0,0.0,76.87675233900922
Al,Ni,377.5487497293445,Sn,USW,1279.9903742832637,5.00295386921865,779.8659372729977,3.4097914613486853,0.3529358405228543,0.0,0.0,36.99548166314623
Al,Ni,396.4573388034447,Sn,Laser,2.792577886769622,0.0,454.53702510440036,1.527857127320062,0.06401200848603643,223.40532760852543,2657.262886743652,56.52730127503383
Ni,SS304,115.17988297846928,bare,Laser,9.285046284810809,0.0,296.1056789004521,6.738165366640659,0.31703708816455073,29.397048720481777,3723.189376371273,70.56269509472853
Cu,SS304,59.64272695872818,Sn,RSW,3470.3633452830127,0.0,4139.989330068204,11.438061119388431,0.2272527967037548,0.0,0.0,119.11848033724048
Cu,SS304,210.06007071510624,Sn,RSW,2282.9051005551755,0.0,3785.613269114104,24.52263338057415,0.04960297156909864,0.0,0.0,63.96823442432062
SS304,Al,205.73541991778512,bare,Laser,7.3828753328628105,0.0,166.98334641645667,7.630788161679112,0.341241898579933,240.67284666517588,1010.942769365451,114.1844888463243
Cu,SS304,454.99397578163826,Sn,Laser,5.819660939584163,0.0,259.56712975227606,5.747221862586697,0.589401259883282,78.41235496410405,3573.951226865767,105.97108858404248
Cu,Ni,377.44092407270887,Sn,USW,2201.6573546198865,36.01589231311934,500.0965115970648,15.441900648423344,0.30272141653016915,0.0,0.0,92.88163646223322
Al,Cu,86.32837149085097,bare,RSW,4045.981088120294,0.0,2100.191021908957,33.96099904186533,0.09187800596681163,0.0,0.0,94.83715666504474
Ni,Al,336.1291938919214,Ni,Laser,1.4483296589381873,0.0,435.96424605698616,5.1638789465860935,0.7970732146776808,132.1395157216657,3851.2536567731527,66.2761793146509
Ni,Cu,127.87830585544943,Ni,RSW,7059.5560199846705,0.0,5241.560257468931,28.191721916126614,0.29727296357923777,0.0,0.0,39.67837978179877
Al,Ni,372.3776688044601,Ni,USW,1996.089032352117,20.066702503475582,582.3981229494735,5.212564138160436,0.6536407690778031,0.0,0.0,56.57522984715388
SS304,Al,56.384166013287974,Ni,RSW,7649.62150373802,0.0,5854.44954932347,29.130417604290805,0.08455379467556123,0.0,0.0,103.63643043827767
Al,SS304,299.63982368924246,Ni,Laser,1.6784644934333628,0.0,128.9916612495581,4.869414616579454,0.6273296678765672,196.0993391448003,2977.4746156145557,39.25347265470822
Al,Ni,376.88046197722156,Sn,Laser,9.648946263920074,0.0,141.01230170687055,2.551114111547884,0.058414657741844775,151.29003357108104,1852.0914898838078,74.5920663501105
Cu,Ni,248.04464955582853,Sn,Laser,3.963875372697442,0.0,371.4212009830919,3.3019932029669805,0.9393766441403412,191.7895581788995,797.4794780575191,119.09925864103114
SS304,Cu,207.22198101115663,bare,RSW,8306.920187446158,0.0,5155.446368252015,7.937845578986947,0.20929827981871174,0.0,0.0,29.6569136151081
Cu,Ni,489.6093394886577,Sn,USW,3256.833387833658,31.467684470665112,1801.6881261524952,26.768874964553618,0.7237204119733964,0.0,0.0,72.68658384572035
Ni,Cu,450.89761728247043,Ni,USW,487.2549548627324,16.82403014554471,526.3707145492278,18.543591808512502,0.5982426235346553,0.0,0.0,76.5304699250231
Al,Ni,227.2093667456044,bare,Laser,8.146606699579404,0.0,162.952584148303,7.483992255840949,0.36695120729632025,20.73555491830833,2700.773645075402,28.917074613404154
Ni,Cu,331.6064815947477,Ni,Laser,4.450765700504985,0.0,438.29584190449765,9.576317953181665,0.15903962619639886,138.44291429607435,3009.7625283855036,74.03506810725597
Cu,Ni,273.8292150451522,Ni,RSW,7688.865850888555,0.0,5936.334755721802,41.15293550969793,0.07086613087397738,0.0,0.0,63.62786348020285
Al,SS304,477.3190411800487,bare,Laser,8.856149303994838,0.0,373.9996764447383,2.7621718093034615,0.02074296173489441,168.01262720799554,805.6399878989154,98.07647058302479
Al,Ni,403.0104744487231,Ni,Laser,4.424481219512204,0.0,378.4597614775522,4.715945379054331,0.35385809675526303,159.9724842092368,2816.5011581783997,42.977358862113775
Ni,Cu,453.8911324888531,Ni,Laser,1.233099488119163,0.0,141.16173166324495,2.0378453038689366,0.270964562611372,11.82480784713283,4430.499951689214,25.67356597172478
Cu,SS304,260.51537743686754,Sn,USW,478.7482871148082,40.02911483713264,1659.866227693999,24.428622625217756,0.826715445636095,0.0,0.0,47.75122149561467
Ni,Al,418.2829368750776,Ni,Laser,5.5335840542082675,0.0,479.30287304649784,9.573707398127212,0.06801468517508405,246.5212920837189,582.5353655254287,97.94788787335038
Cu,SS304,367.5635951029481,bare,RSW,5127.157628732631,0.0,5373.277270948658,16.195567007112565,0.16309146815691344,0.0,0.0,38.75644406543405
Ni,Al,133.8562920878739,Ni,USW,3423.4793340919778,43.48018547831415,2361.4301939255643,10.398190977965958,0.8746081410286867,0.0,0.0,22.11021666478297
Ni,Al,404.2395389784511,bare,USW,3989.4904407039953,45.764621700143856,1369.8053491710955,19.42706340984209,0.6023191407753297,0.0,0.0,87.21929373742432
Al,Ni,160.73134363126695,Sn,RSW,3117.0625741563435,0.0,4973.47709597881,12.104299871314765,0.23695160139880792,0.0,0.0,109.75834645287343
Cu,SS304,485.7189503686541,Sn,RSW,1924.0392421618471,0.0,3682.209386207988,9.589118597009895,0.2600054550266671,0.0,0.0,81.46328012410274
Al,Cu,261.5927261001174,bare,USW,1272.366419107898,5.604216307953654,1567.0667049637195,17.678922288375517,0.6592112176701975,0.0,0.0,76.45125679178506
Ni,Cu,194.58430616251576,bare,USW,1080.8389197975885,6.8713804054142456,1072.7805178605627,3.377791589769025,0.39048571471195676,0.0,0.0,73.23943464716601
Al,Ni,430.51706817477816,Ni,USW,2028.1351467321156,47.79796988726036,899.2324668176988,7.2115555777573395,0.6538797441459284,0.0,0.0,51.4281313478747
Al,Cu,198.82907571204478,bare,RSW,6159.068815509594,0.0,4546.209995268962,46.98252485347037,0.07079960429855046,0.0,0.0,55.68736013187503
Al,SS304,117.04439047222337,bare,Laser,4.903796533178656,0.0,393.01340531947017,6.297725256758987,0.9330279759706369,12.04581156235487,1450.826495556722,48.51626094209956
Al,SS304,326.0201213881476,bare,USW,3619.3157888129626,39.287832651884855,1935.659780807151,6.2806032601174255,0.986202929777141,0.0,0.0,81.78405791003202
Ni,SS304,187.63498596826673,Ni,RSW,9927.321964608262,0.0,2869.641482338184,11.09847259675105,0.28933847540336666,0.0,0.0,104.10594351664318
Ni,Cu,103.63475274919173,Ni,RSW,5028.823591357489,0.0,2843.6985864949147,45.944890512349794,0.02304675322511534,0.0,0.0,115.25903947424507
Ni,Al,297.67133127422187,Sn,Laser,2.770577642821388,0.0,181.9208437683152,5.59235885604234,0.7886962856970191,279.18867831730216,3545.431234762517,71.9662489171679
Al,Cu,304.0407407040126,Sn,USW,841.189388368364,39.179481783537796,1680.3186494378601,2.4541808401219516,0.8888578821714987,0.0,0.0,89.2979440485631
Al,SS304,409.41463799942994,Sn,USW,3282.1306763289836,17.95543854520267,628.8073499663872,4.993775113503686,0.414805602454619,0.0,0.0,68.17696054899827
Al,Ni,276.2307105315669,Ni,RSW,7126.979551112237,0.0,2092.188077670585,35.07604646025767,0.28904775002903377,0.0,0.0,98.6926251155731
Al,SS304,353.6234886738092,bare,Laser,4.144755669772862,0.0,314.35588892820175,1.1943542528380169,0.4637951646991836,42.010890325778654,130.31918072651862,49.98117296004554
Al,Ni,50.297841550038854,Ni,USW,3796.8567489550414,38.361845750612446,2432.2337598665968,16.37310056376179,0.6256788135186504,0.0,0.0,80.7345638742058
Al,Ni,58.28933302774248,bare,Laser,1.9443049161251065,0.0,79.72688111784728,3.421757986700565,0.2531199165939729,55.2821131354913,2983.765690538069,100.30112735656537
Al,Ni,75.76705782762667,Sn,USW,883.4080210921704,24.741317689734146,1789.365049705027,18.850279148980118,0.3849562005691703,0.0,0.0,98.80203330430642
Ni,Cu,257.8122481356193,bare,RSW,7485.58572947955,0.0,4172.662016997054,29.65451962142722,0.03357680117612907,0.0,0.0,35.05318768108887
Al,SS304,356.5635525830336,Sn,USW,3029.6639049526625,21.686994289031325,276.5645315652973,29.349840684356533,0.1544784872138324,0.0,0.0,39.60711660150565
Al,Cu,141.48010435548724,Sn,USW,1669.0288486517545,6.26604763340562,2867.551420088136,5.200430031536201,0.44514689563065324,0.0,0.0,86.79786320081128
SS304,Cu,381.73878528005713,bare,RSW,7004.7166325877215,0.0,4418.001478149487,24.608687792149333,0.29330729515472354,0.0,0.0,82.72987079796215
SS304,Cu,95.62207917087932,Ni,USW,3913.243620963776,25.06048664147811,2314.9882153313324,28.034349786406008,0.509099195945408,0.0,0.0,101.30879497817509
Ni,Cu,235.26181251454963,Sn,RSW,3932.353772601971,0.0,2570.9468186009917,26.326466274026956,0.0635822932492864,0.0,0.0,110.83561316677971
SS304,Ni,242.90538849995323,bare,RSW,9816.336253100038,0.0,1644.526726770766,6.338469669254765,0.2398720508009835,0.0,0.0,87.30542055958956
Al,Ni,447.0409684967738,bare,Laser,1.0712553679942705,0.0,143.51400859718663,5.443940886374608,0.48277045277174135,274.27368564947,1088.190929453643,34.60261520559835
Al,Cu,199.4684877500054,bare,RSW,6507.305522511038,0.0,5211.513539771649,47.085195483515406,0.27204924711426004,0.0,0.0,96.43271295351171
Ni,Al,410.2925907898071,Ni,RSW,5542.720000028821,0.0,3666.488534301778,26.00353511687699,0.1431381911426962,0.0,0.0,43.406011437354394
SS304,Al,311.1727242702025,Sn,USW,1321.4371914207916,47.2140884711913,2152.889836256056,3.4296332134244234,0.45620945781548417,0.0,0.0,38.372339432092076
Ni,Cu,458.0961799682259,Ni,USW,3204.267286227183,35.02077086441919,2924.671131482774,15.168769766322301,0.6078451501036675,0.0,0.0,30.890333320267654
Cu,Ni,329.1831525042678,Sn,USW,2153.1657639435434,32.92650146788097,461.70253324088605,7.173908245815288,0.21610242167176785,0.0,0.0,82.76021079613886
Cu,SS304,417.59570244310464,Sn,RSW,846.0659233936833,0.0,5693.412884610118,25.43427448449757,0.14760087126230687,0.0,0.0,56.648514142792266
Al,Ni,455.09141129011374,bare,USW,1322.320416592924,28.409386635043376,2194.109777308609,28.789281138452584,0.7424322553597832,0.0,0.0,63.188708600676186
Ni,Cu,322.3308444959824,bare,USW,508.2316424615371,34.84625812135653,2786.116217743688,3.928482869565184,0.3258691842215252,0.0,0.0,49.578012147831515
SS304,Cu,429.3534135768502,Ni,USW,1701.51234688406,35.935165967749796,1591.2177287281595,10.1494008845796,0.8904348443868315,0.0,0.0,54.32741560696768
Ni,Al,228.14132822728538,Ni,Laser,8.46470314347254,0.0,301.4492465638315,7.494391238578593,0.24089784391586572,203.11506648148077,4196.638990212029,67.16061665271243
Ni,Cu,203.1150056935166,Sn,RSW,2292.8148765731557,0.0,2172.2928224426705,15.531163266540908,0.0400008999909818,0.0,0.0,40.502292776336674
Ni,SS304,149.58236165201697,bare,RSW,1710.7943692480835,0.0,5683.762365540797,7.775032201335492,0.14178904056497402,0.0,0.0,88.83103818639434
Cu,Ni,105.50219456770185,Sn,Laser,2.3143779080326348,0.0,260.75705356108364,6.134181061839284,0.6821781082381931,32.001346663312795,2489.760687548828,99.4622488908176
SS304,Al,183.0413580416686,Ni,RSW,1550.8555724815978,0.0,3075.7214349527894,32.360994049015915,0.21693892348789642,0.0,0.0,21.4440038664725
SS304,Cu,211.83774004896458,Ni,Laser,5.678497863509569,0.0,328.592256555366,8.828447979968027,0.15239981741071623,200.628845034476,3874.545188516876,76.98415635500054
Cu,Ni,400.3506928305306,Ni,RSW,8062.189404437487,0.0,4974.686477777246,48.887606977456,0.2516695596009137,0.0,0.0,112.06149510896977
Al,Cu,387.29218660638315,Ni,Laser,5.537614178732065,0.0,116.81765235949196,6.095836196708656,0.5966381069051132,91.54308417484452,3099.276856863767,45.319909152988195
SS304,Ni,139.58035344431664,Sn,Laser,9.788769230455982,0.0,498.38096149895176,2.4536215518273634,0.49866175881970576,212.902679459166,3368.4331941777828,116.51503153113184
Cu,Al,125.51213351636875,bare,RSW,1693.4229272465914,0.0,3832.146953729172,28.557506406646223,0.2723503081888704,0.0,0.0,31.782304779896414
Cu,SS304,355.11622088447393,Ni,USW,1198.0633595973584,33.653504271408195,514.4489768447563,13.22812679807951,0.16300968206288816,0.0,0.0,108.25794856044173
Cu,SS304,394.88244429486735,bare,Laser,4.999412634040378,0.0,284.25031416582465,3.8996886918223135,0.6516632298390328,129.5910298730818,1429.1495795007213,75.61181437202899
Ni,SS304,50.267394649121684,Ni,RSW,6576.626091377044,0.0,5702.953401576624,13.949122351301824,0.29896226131801695,0.0,0.0,40.89728728186921
Al,SS304,141.08853628330195,bare,USW,1001.0820177659667,7.302022744652135,1751.0846068601752,12.025058865746244,0.9243909595487337,0.0,0.0,24.859621195811116
Al,SS304,164.9861080372444,Ni,USW,1116.8927623200711,17.269770453278028,817.6555768141856,20.17014891032042,0.6119328962449744,0.0,0.0,22.033696011379526
Ni,Cu,165.38514112192217,Sn,RSW,1402.7732199777186,0.0,5278.456905170429,30.15284718427227,0.04634810104604625,0.0,0.0,85.47361066481646
Al,Cu,309.90639627132384,bare,RSW,8142.642280172423,0.0,3271.0947259779578,48.83817750109674,0.2963189800253715,0.0,0.0,88.13971308213154
Cu,Ni,101.95312124965959,Sn,USW,2751.401491560141,5.7830111554574515,1818.3836231570876,15.22550408810553,0.9934968118344278,0.0,0.0,87.38242752560568
Cu,Ni,483.77293021521774,Sn,USW,1773.5129548046452,28.918356388963748,271.61054295384724,3.405676196374964,0.4003050148514279,0.0,0.0,100.09755491608132
Cu,SS304,312.65911863149574,Ni,USW,451.6429707557086,27.55108280378865,667.4620718041137,8.490497111951493,0.10713911832422182,0.0,0.0,28.96116115134017
Cu,SS304,431.4009798482877,bare,USW,978.1133439382785,21.768683019196086,2730.104460157135,8.877868256356688,0.5505987428238468,0.0,0.0,72.46589743731722
Al,Cu,201.65673157087215,Ni,Laser,8.479564017551102,0.0,449.06312457053656,7.429355251697984,0.10877079642875505,180.21283766862877,2975.7760423734762,22.559385188926978
Cu,Ni,411.1150460789406,Sn,USW,3694.039125945174,20.93917065097514,1807.3370375648185,28.61650285499569,0.951522795997231,0.0,0.0,96.86641101202116
Cu,Al,497.2043704701677,bare,Laser,3.966351165806537,0.0,226.33577520939826,6.492786753600393,0.3494412933520006,206.61268288997442,2929.8610161573074,69.62733405437812
Cu,Al,426.49796453853315,Sn,USW,835.3695720821661,27.070933820793616,2507.7579708956146,10.349485451377651,0.27078628878185257,0.0,0.0,110.88399606837108
Ni,SS304,80.29473571845074,Ni,Laser,8.176628929448825,0.0,227.04282570378382,3.369783119299365,0.7055256457458053,21.534109756431278,3148.1955747048187,49.54495137703053
Cu,SS304,60.46321738139363,Ni,RSW,2506.851551711788,0.0,5008.129749186481,19.251158865433247,0.07786991215462767,0.0,0.0,47.96104983715869
Ni,Cu,156.65106854546792,Sn,Laser,2.6790889364272195,0.0,51.855239998346505,4.045025971349933,0.04953954811217033,62.499882384994585,1396.979809737718,24.332628123538704
Al,Ni,332.23694674899144,Sn,USW,2775.7119743355356,30.089055838352927,1912.2502330689774,12.61840757482094,0.8007598350354824,0.0,0.0,34.93709186657962
Ni,SS304,480.266357798055,Ni,RSW,5799.59982805706,0.0,4038.420841847158,45.6752446337627,0.22240527794983014,0.0,0.0,89.040208194108
Al,SS304,420.778039463238,bare,RSW,9279.995639721777,0.0,4241.276533311257,37.31521086158234,0.11921984348829723,0.0,0.0,97.64279370717306
Al,SS304,176.53325004110542,bare,Laser,8.727500922089137,0.0,102.27435195401597,6.607206934332328,0.09862738851249032,83.66747221907399,2264.1431630913685,56.10201903221287
Al,SS304,120.64408669111076,Sn,RSW,2940.564378797248,0.0,4415.854070098394,22.177649795892382,0.09420605363677166,0.0,0.0,38.89748513211145
SS304,Cu,473.5543258669165,Sn,Laser,6.7955271244979425,0.0,268.65458571191465,5.817907003747917,0.6182345275047141,153.72100805350104,3210.5752807724434,49.19596693311479
SS304,Cu,493.66418159355294,Sn,RSW,9820.269828464128,0.0,5505.6771766576185,10.737387235185857,0.10100344393897208,0.0,0.0,76.84024896851145
Ni,SS304,127.0622813762671,bare,RSW,8676.487224620534,0.0,3712.785105847647,43.361227590170884,0.29671846097553994,0.0,0.0,83.89661673928472
Al,Cu,103.0265066334627,Sn,Laser,9.891972985057,0.0,375.8885924907945,6.206224717376816,0.8101782635828366,122.90157668706053,1988.3782091884805,24.301278355602243
Al,Ni,314.53940414310034,bare,RSW,3437.966796720669,0.0,2839.123017314754,36.989255410286525,0.09417543731093775,0.0,0.0,72.04906873062069
Ni,Al,402.5620454788927,Ni,USW,1403.746941932932,42.43526752399638,2086.157065244081,4.685191503674142,0.948061846097141,0.0,0.0,91.21377431226867
SS304,Al,359.28774808003465,Ni,Laser,0.9022279137712346,0.0,294.02601330644205,1.0047416205420845,0.7185276732851176,39.66918927304939,4195.587985185505,88.628540599052
Cu,Al,133.63610647339374,Ni,USW,564.3978873579273,45.924976297168726,825.4353758557681,18.349196879516953,0.40345923373785686,0.0,0.0,60.49156569332474
SS304,Al,61.35478447748696,Sn,RSW,5439.540914206341,0.0,1910.1150659987413,43.51156572995697,0.08343077916368258,0.0,0.0,66.64438568502555
Cu,Al,96.389911606981,Ni,Laser,9.645892640358225,0.0,274.065007779663,5.911046471676152,0.4249992231292343,286.2496108343736,4672.4513788498925,119.68523907911222
Cu,SS304,155.22630744002925,bare,USW,208.58754305835657,44.4035086857101,2915.3404556920786,22.01534629540439,0.8042969875798023,0.0,0.0,33.831762980901985
Ni,SS304,154.5463496833232,bare,Laser,8.072916772132455,0.0,304.30717592906586,6.8576536500539245,0.6943711669096333,255.38325608903637,1978.861824953222,102.06217744284707
Cu,Ni,189.80654009094104,Ni,USW,2220.4380483017744,32.56227831761804,2355.462706897611,9.963527733541468,0.7373463716364858,0.0,0.0,31.393329398785855
Ni,Cu,83.23139511278836,Ni,RSW,5078.544115200755,0.0,5105.308276248856,46.93729711298608,0.0958124840592968,0.0,0.0,39.24329935101842
Al,Ni,147.12919676287342,Ni,Laser,9.514970403571764,0.0,53.89799325264443,6.31190862751718,0.8770527651383355,84.35525326328599,3630.0394047948057,103.92712245680539
Al,Ni,366.9670184301709,Ni,RSW,3741.6283279585414,0.0,1874.7178098313973,22.223735589284775,0.19328909061664096,0.0,0.0,55.767888038795725
Cu,SS304,120.34382921963545,Ni,RSW,9336.197536954895,0.0,5504.820231557165,5.380478831140919,0.055534293192421064,0.0,0.0,118.55470214612076
Al,SS304,327.58343643485944,Ni,USW,1879.850803473499,40.08143428549674,481.1750236450011,13.99613001526212,0.8599635044828191,0.0,0.0,31.828222480003937
Cu,Al,52.08902747682716,Ni,RSW,8388.169329771245,0.0,4117.42846235561,23.91415958255469,0.11620221695418796,0.0,0.0,92.51305414539995
Al,SS304,454.8845809930638,Ni,RSW,8638.30930308935,0.0,3474.386233500456,19.287456979127363,0.0494628268757059,0.0,0.0,56.084622387983934
SS304,Al,417.03872799433367,Sn,RSW,7673.290583122402,0.0,3983.7724358762202,18.36696246019325,0.09834208885792156,0.0,0.0,86.47831754692632
Ni,SS304,262.25139046787797,bare,RSW,1792.280274763187,0.0,4378.5407887611855,11.320063483925098,0.2461976836902352,0.0,0.0,102.40921776570828
SS304,Cu,266.0295193939357,bare,RSW,4879.144923561415,0.0,4977.223487996713,6.207333643197768,0.05282392211362523,0.0,0.0,57.97307161735285
Ni,Al,223.71728379927873,Sn,RSW,6729.440043135736,0.0,3222.6482393056986,6.094058557907356,0.1310554415748537,0.0,0.0,56.455189478728244
Ni,Al,455.97502191318426,Ni,Laser,9.076987761853324,0.0,432.069753767243,7.668176527167709,0.5754604193588135,268.2722867056614,270.82951448985216,110.35747601247054
Ni,SS304,245.1837857177869,Sn,Laser,2.474135901952146,0.0,91.78277938956013,1.5128699904282852,0.13498908422161815,149.8761080312961,997.9631032657328,34.127138526739174
Ni,SS304,326.6149083869437,bare,RSW,3552.558309283442,0.0,5049.758428476633,10.833371664628963,0.21842201208015194,0.0,0.0,56.18488877949159
Ni,Cu,423.7312555294013,Ni,USW,2030.7529718007422,30.15063756360352,1874.5349288616253,13.419878902527133,0.6096675156385621,0.0,0.0,63.09761158162381
Ni,Cu,155.62439703775425,Sn,Laser,9.86529956661066,0.0,365.9038820994871,2.7542941106610344,0.7053048120874843,53.66555862966271,1464.0939647422015,45.47714187587378
Ni,Al,409.8914319151005,Ni,RSW,8025.447394186989,0.0,4543.547590022041,37.013032465418085,0.07211243799328117,0.0,0.0,33.23399452294222
Cu,Al,177.88096962237262,Ni,USW,679.4245327132178,46.48229422870366,2705.9247682986243,7.5468650863517155,0.6226725208070355,0.0,0.0,71.22537951480233
Cu,Al,424.4423794819753,Ni,USW,2699.084399584945,10.634578902322172,2567.2418473863236,8.240960388084952,0.6612493556032004,0.0,0.0,27.354660589497342
Ni,SS304,340.9937938972854,bare,RSW,1563.4460357959895,0.0,2871.9946016842323,47.92137635463405,0.17907259874589398,0.0,0.0,58.22321753883025
Cu,SS304,165.62413985654894,bare,RSW,5552.364708671396,0.0,3869.6622065153856,24.16867705568139,0.04792550452000896,0.0,0.0,66.13330900250925
SS304,Al,169.61985660944612,Ni,RSW,5744.848116354967,0.0,1559.6556432683024,24.84999528581176,0.11931552959344381,0.0,0.0,118.37481336203582
Cu,SS304,236.9481835552654,Ni,RSW,3286.450555644362,0.0,1943.457395123488,41.48990361879326,0.29768555405953556,0.0,0.0,93.5080609091191
Al,SS304,375.85513009635855,Sn,USW,3328.393501864407,29.943862432400277,1345.5329103713243,23.60168516533721,0.9172914099466486,0.0,0.0,36.00986777443312
Cu,Al,60.871186444865074,bare,USW,1419.0687996807076,7.790464397381298,2236.8137643426494,15.771049247251248,0.6895370088348157,0.0,0.0,79.97359556720616
Cu,Ni,97.51288303570627,bare,USW,3493.858022205038,21.875026254118318,947.0037898945136,17.110142829021463,0.08465835967130941,0.0,0.0,98.71400129034836
SS304,Cu,191.29826494424245,Sn,RSW,4086.1977922816222,0.0,4169.335199534742,31.623745954778983,0.15082471806115835,0.0,0.0,54.58535337369746
Al,Cu,282.1788392690517,Sn,Laser,8.838063678247952,0.0,349.636454202336,2.9238389864937986,0.10368871282796242,66.67576645026196,3267.265429138551,96.38101630375624
Ni,SS304,433.2453147012769,Ni,USW,1315.8035916205456,13.31270943071103,976.3757535357089,10.251428071717589,0.7756733202622166,0.0,0.0,118.00100230890025
