sample_id,temperature_C,fuel_utilization,anode_porosity,j_max_A_per_m2,curve_points,curve_file,T_stack_K,eta_elec
25,791.2965219314382,0.7369601267948019,0.3369688993744271,13195.378267600336,60,curves/sample_000025.csv,1064.4465219314382,0.55
26,723.1120767352996,0.6346504124517163,0.23466939176326704,10808.922685735488,60,curves/sample_000026.csv,996.2620767352996,0.55
27,770.6053120239475,0.7058862249472305,0.3058946933112675,12471.185920838161,60,curves/sample_000027.csv,1043.7553120239475,0.55
28,840.9100318243879,0.8113550286403217,0.411369814017557,14931.851113853578,60,curves/sample_000028.csv,1114.0600318243878,0.55
29,819.0512172046195,0.7785845575285119,0.37856439607322834,14166.792602161684,60,curves/sample_000029.csv,1092.2012172046195,0.55
30,882.0084155548676,0.873014890634149,0.4730092419336496,16370.294544420367,60,curves/sample_000030.csv,1155.1584155548676,0.55
31,704.1818492417017,0.6062933616156206,0.20628098114608232,10146.36472345956,60,curves/sample_000031.csv,977.3318492417017,0.55
32,724.4097702276256,0.6365938974231745,0.2366033498441214,10854.341957966895,60,curves/sample_000032.csv,997.5597702276256,0.55
33,775.2740193286154,0.7129049131940994,0.31288292587128164,12634.590676501539,60,curves/sample_000033.csv,1048.4240193286155,0.55
34,742.8312685649873,0.6642462029768553,0.2642637664061899,11499.094399774556,60,curves/sample_000034.csv,1015.9812685649873,0.55
35,896.7370929583267,0.8951042350447684,0.49510850513833277,16885.798253541434,60,curves/sample_000035.csv,1169.8870929583268,0.55
36,708.9186503146683,0.6133613253827664,0.21337538578912624,10312.15276101339,60,curves/sample_000036.csv,982.0686503146683,0.55
37,877.0743246956571,0.8656016174690087,0.46559610967798865,16197.601364347996,60,curves/sample_000037.csv,1150.224324695657,0.55
38,848.3060308232047,0.8224696986121808,0.42245518931940396,15190.711078812163,60,curves/sample_000038.csv,1121.4560308232046,0.55
39,870.1450582970194,0.8552099572704516,0.4552316067412366,15955.07704039568,60,curves/sample_000039.csv,1143.2950582970193,0.55
40,818.3735303223406,0.7775694047281935,0.3775747536467339,14143.073561281919,60,curves/sample_000040.csv,1091.5235303223405,0.55
41,712.3198230970271,0.6184740416395836,0.21849753324664267,10431.193808395949,60,curves/sample_000041.csv,985.4698230970271,0.55
42,759.9020328802204,0.6898661929108079,0.28987742678905615,12096.571150807715,60,curves/sample_000042.csv,1033.0520328802204,0.55
43,826.1194297803048,0.7892001595057613,0.3891923674294354,14414.180042310669,60,curves/sample_000043.csv,1099.2694297803048,0.55
44,811.3919703068765,0.7670687297275576,0.36707692275363224,13898.718960740676,60,curves/sample_000044.csv,1084.5419703068765,0.55
45,789.0509628474612,0.7335826512398079,0.33358370301610324,13116.78369966114,60,curves/sample_000045.csv,1062.2009628474611,0.55
46,708.428887836511,0.61262745182459,0.21263478645631137,10295.011074277883,60,curves/sample_000046.csv,981.578887836511,0.55
47,865.2422713656239,0.8478717069587292,0.44785795585934957,15783.479497796836,60,curves/sample_000047.csv,1138.3922713656239,0.55
48,884.991983577479,0.8774734462120299,0.47747401647052573,16474.719425211766,60,curves/sample_000048.csv,1158.141983577479,0.55
49,826.5493048003432,0.789850078305192,0.3898235732380254,14429.225668012012,60,curves/sample_000049.csv,1099.6993048003433,0.55
50,796.8720053531722,0.7453147893706878,0.34530187903382525,13390.520187361028,60,curves/sample_000050.csv,1070.022005353172,0.55
51,883.4096208650908,0.8751156921275278,0.47509006292666583,16419.336730278177,60,curves/sample_000051.csv,1156.559620865091,0.55
52,731.0232630860278,0.6465441367889079,0.2465428819488867,11085.814208010972,60,curves/sample_000052.csv,1004.1732630860278,0.55
53,786.495165370617,0.7297632650781465,0.32974770345669124,13027.330787971594,60,curves/sample_000053.csv,1059.645165370617,0.55
54,890.7591849391792,0.8861378485753159,0.4861377504708689,16676.571472871274,60,curves/sample_000054.csv,1163.9091849391793,0.55
55,884.1543573059139,0.876208905050721,0.4762108985304042,16445.40250570699,60,curves/sample_000055.csv,1157.304357305914,0.55
56,777.2312700434697,0.7158282907413203,0.31583301565818306,12703.094451521441,60,curves/sample_000056.csv,1050.3812700434696,0.55
57,733.9533504870363,0.6509278808534493,0.25094040858033,11188.367267046273,60,curves/sample_000057.csv,1007.1033504870363,0.55
58,763.986888384244,0.6959723783755831,0.29599236685116165,12239.54109344854,60,curves/sample_000058.csv,1037.136888384244,0.55
59,760.0853374749171,0.690133601971064,0.2901330344065529,12102.986811622099,60,curves/sample_000059.csv,1033.235337474917,0.55
60,848.5757506694692,0.822867251729422,0.4228767272374352,15200.151273431424,60,curves/sample_000060.csv,1121.725750669469,0.55
61,806.9045265849085,0.7603781481566636,0.36036380969607174,13741.658430471796,60,curves/sample_000061.csv,1080.0545265849084,0.55
62,859.6977135085845,0.8395584971008375,0.4395411905457106,15589.419972800457,60,curves/sample_000062.csv,1132.8477135085845,0.55
63,744.2738013111909,0.6663962202705486,0.2664076410719247,11549.583045891683,60,curves/sample_000063.csv,1017.4238013111909,0.55
64,721.8592910554838,0.6327734765368674,0.2327732596409356,10765.075186941935,60,curves/sample_000064.csv,995.0092910554838,0.55
65,825.7204604218123,0.7885821278581969,0.3885881998121511,14400.216114763429,60,curves/sample_000065.csv,1098.8704604218124,0.55
66,758.7784834668734,0.6881499229363508,0.28815903784003694,12057.246921340567,60,curves/sample_000066.csv,1031.9284834668733,0.55
67,821.3631388913335,0.7820520638953284,0.3820294277873013,14247.709861196672,60,curves/sample_000067.csv,1094.5131388913335,0.55
68,897.045528034691,0.8955684392820642,0.49556081201287294,16896.593481214186,60,curves/sample_000068.csv,1170.195528034691,0.55
69,773.300348531309,0.7099569302073149,0.3099527109813658,12565.512198595818,60,curves/sample_000069.csv,1046.450348531309,0.55
70,774.7097528674877,0.7120747755539306,0.31206514688068415,12614.84135036207,60,curves/sample_000070.csv,1047.8597528674877,0.55
71,892.0354208884929,0.8880351126760042,0.4880392307152127,16721.239731097252,60,curves/sample_000071.csv,1165.185420888493,0.55
72,835.4830199546348,0.8032339367105332,0.40321385527372877,14741.905698412218,60,curves/sample_000072.csv,1108.6330199546346,0.55
73,778.9463405891297,0.7184328202382475,0.31842743611036717,12763.12192061954,60,curves/sample_000073.csv,1052.0963405891298,0.55
74,708.0502841526157,0.61207750877409,0.21207719181704243,10281.759945341551,60,curves/sample_000074.csv,981.2002841526157,0.55
75,876.664183480994,0.8649872900266931,0.46499248109278524,16183.246421834789,60,curves/sample_000075.csv,1149.814183480994,0.55
76,747.7113320202101,0.6715711782961498,0.27157202533814756,11669.896620707354,60,curves/sample_000076.csv,1020.86133202021,0.55
77,741.6656798921636,0.662497986930154,0.2624779943546601,11458.298796225725,60,curves/sample_000077.csv,1014.8156798921635,0.55
78,898.4191424462801,0.8976360564433367,0.49763320668241,16944.669985619807,60,curves/sample_000078.csv,1171.5691424462802,0.55
79,720.8045208469094,0.6312168372576922,0.23122335422333684,10728.158229641831,60,curves/sample_000079.csv,993.9545208469094,0.55
80,773.625381287411,0.710417853155026,0.3104253288114025,12576.888345059384,60,curves/sample_000080.csv,1046.775381287411,0.55
81,848.4173778048872,0.8226249853998513,0.42262211034581043,15194.608223171053,60,curves/sample_000081.csv,1121.5673778048872,0.55
82,877.0288980638462,0.8655572460569364,0.4655338960643765,16196.011432234616,60,curves/sample_000082.csv,1150.1788980638462,0.55
83,716.6246598352927,0.6249247437043787,0.22491178458622096,10581.863094235247,60,curves/sample_000083.csv,989.7746598352927,0.55
84,702.4767434440207,0.603730823978809,0.20372705159597101,10086.686020540725,60,curves/sample_000084.csv,975.6267434440207,0.55
85,840.6019577142888,0.8108833461739025,0.41089407134590816,14921.068520000108,60,curves/sample_000085.csv,1113.751957714289,0.55
86,700.1509439097057,0.6002158897210741,0.20021045527940623,10005.283036839699,60,curves/sample_000086.csv,973.3009439097057,0.55
87,732.2918177043242,0.6484187611280594,0.24842908418609366,11130.213619651347,60,curves/sample_000087.csv,1005.4418177043242,0.55
88,843.8007816537638,0.8156958294166579,0.4157023486015591,15033.027357881732,60,curves/sample_000088.csv,1116.950781653764,0.55
89,834.3029680836205,0.8014603477999049,0.4014663570322428,14700.603882926716,60,curves/sample_000089.csv,1107.4529680836204,0.55
90,809.167059588505,0.7637539787962081,0.3637387739199647,13820.847085597676,60,curves/sample_000090.csv,1082.317059588505,0.55
91,820.4072149732538,0.7805934421508622,0.38060161399405334,14214.252524063882,60,curves/sample_000091.csv,1093.5572149732538,0.55
92,887.4777642219409,0.881212307637274,0.4812193245379978,16561.72174776793,60,curves/sample_000092.csv,1160.6277642219409,0.55
93,873.9900531237906,0.8609748120075036,0.46099133321944186,16089.651859332673,60,curves/sample_000093.csv,1147.1400531237905,0.55
94,806.1195561068357,0.7591858201080934,0.35917739899409895,13714.18446373925,60,curves/sample_000094.csv,1079.2695561068358,0.55
95,887.2610350145403,0.8809070678012758,0.4809022790931695,16554.13622550891,60,curves/sample_000095.csv,1160.4110350145402,0.55
96,848.411487714242,0.822591826889178,0.4226052233925196,15194.402069998469,60,curves/sample_000096.csv,1121.561487714242,0.55
97,792.6979342841519,0.7390459238908234,0.3390328380556652,13244.427699945316,60,curves/sample_000097.csv,1065.847934284152,0.55
98,843.4379164634584,0.8151496534048519,0.41517289688170994,15020.327076221041,60,curves/sample_000098.csv,1116.5879164634584,0.55
99,827.7479279719116,0.7916305825294858,0.39164669340437364,14471.177479016907,60,curves/sample_000099.csv,1100.8979279719115,0.55
100,790.6752083024567,0.7360239723774948,0.3360045307630156,13173.632290585983,60,curves/sample_000100.csv,1063.8252083024568,0.55
101,788.6308537864682,0.7329476571063959,0.33294433490910147,13102.079882526385,60,curves/sample_000101.csv,1061.780853786468,0.55
102,801.9892857506261,0.7529970485722882,0.35298687646368,13569.625001271914,60,curves/sample_000102.csv,1075.1392857506262,0.55
103,823.4194356590191,0.7851330402960464,0.38512008824050037,14319.680248065668,60,curves/sample_000103.csv,1096.569435659019,0.55
104,859.9626297721629,0.8399587169906368,0.43997003146544866,15598.692042025703,60,curves/sample_000104.csv,1133.112629772163,0.55
105,873.6202771453393,0.8604271089222646,0.46041546687416257,16076.709700086874,60,curves/sample_000105.csv,1146.7702771453392,0.55
106,881.2047480768249,0.8718014739447931,0.47181667806753075,16342.16618268887,60,curves/sample_000106.csv,1154.3547480768248,0.55
107,792.1783843982403,0.7382921100432577,0.33827380860070927,13226.243453938408,60,curves/sample_000107.csv,1065.3283843982404,0.55
108,798.1179901818487,0.7472005521466585,0.3471848441596478,13434.129656364703,60,curves/sample_000108.csv,1071.2679901818487,0.55
109,783.7017916687589,0.725548875649165,0.3255344935279013,12929.562708406562,60,curves/sample_000109.csv,1056.8517916687588,0.55
110,750.0746581535782,0.675103701661906,0.2751150088982041,11752.613035375236,60,curves/sample_000110.csv,1023.2246581535782,0.55
111,867.9659378556703,0.8519606827153599,0.451965254329341,15878.80782494846,60,curves/sample_000111.csv,1141.1159378556704,0.55
112,800.949534315316,0.7514368105684829,0.35141311153441146,13533.23370103606,60,curves/sample_000112.csv,1074.0995343153159,0.55
113,734.7999627106008,0.652185661756513,0.25217802277271006,11217.998694871027,60,curves/sample_000113.csv,1007.9499627106007,0.55
114,811.4817528330141,0.7672228708538967,0.3672248272152988,13901.861349155493,60,curves/sample_000114.csv,1084.6317528330142,0.55
115,820.5166534826594,0.7807702010283709,0.38078638744476967,14218.082871893079,60,curves/sample_000115.csv,1093.6666534826595,0.55
116,719.0502570370758,0.6285643598136736,0.22858788253560014,10666.758996297653,60,curves/sample_000116.csv,992.2002570370757,0.55
117,876.082248067061,0.8641205816497965,0.4641354598658923,16162.878682347135,60,curves/sample_000117.csv,1149.232248067061,0.55
118,828.8192289075357,0.7932089694790727,0.39322442179277495,14508.673011763749,60,curves/sample_000118.csv,1101.9692289075356,0.55
119,858.419766410701,0.837637934520503,0.4376376299996911,15544.691824374533,60,curves/sample_000119.csv,1131.569766410701,0.55
120,777.7031038273786,0.7165376006288232,0.3165576193166062,12719.608633958253,60,curves/sample_000120.csv,1050.8531038273786,0.55
121,882.457445867197,0.8736774523478626,0.47368361840149725,16386.010605351894,60,curves/sample_000121.csv,1155.607445867197,0.55
122,887.0714690875861,0.8805950837256995,0.4805997345344199,16547.501418065516,60,curves/sample_000122.csv,1160.2214690875862,0.55
123,863.4984836555528,0.845242529464851,0.4452633479735387,15722.44692794435,60,curves/sample_000123.csv,1136.6484836555528,0.55
124,862.0026740046912,0.8430149605512947,0.443013392037375,15670.093590164193,60,curves/sample_000124.csv,1135.152674004691,0.55
125,854.951212645861,0.8324356110146559,0.43241589207442915,15423.292442605136,60,curves/sample_000125.csv,1128.1012126458609,0.55
126,719.9644094356969,0.6299672203733161,0.2299520412254392,10698.75433024939,60,curves/sample_000126.csv,993.1144094356969,0.55
127,869.9026863720082,0.8548740565894952,0.45487307900908075,15946.594023020289,60,curves/sample_000127.csv,1143.0526863720083,0.55
128,710.0852436332302,0.6151195570317152,0.21513359327533016,10352.983527163058,60,curves/sample_000128.csv,983.2352436332302,0.55
129,736.2916520665289,0.654416145694988,0.25442880428565623,11270.20782232851,60,curves/sample_000129.csv,1009.4416520665288,0.55
130,732.1135503253772,0.6481621078368084,0.2481749927614454,11123.974261388203,60,curves/sample_000130.csv,1005.2635503253772,0.55
131,810.4876736688728,0.7657103348215321,0.3657214688141689,13867.06857841055,60,curves/sample_000131.csv,1083.6376736688728,0.55
132,718.6280290645686,0.6279612709681397,0.22794625903564208,10651.981017259903,60,curves/sample_000132.csv,991.7780290645686,0.55
133,781.4584551644973,0.7221930209310744,0.3222004031195771,12851.045930757406,60,curves/sample_000133.csv,1054.6084551644972,0.55
134,823.8036227229873,0.7856855109932525,0.3856954799502356,14333.126795304554,60,curves/sample_000134.csv,1096.9536227229873,0.55
135,782.2725650403547,0.7233868240263013,0.323394564290283,12879.539776412415,60,curves/sample_000135.csv,1055.4225650403546,0.55
136,875.9563224902444,0.8639135129109963,0.46391264437239405,16158.471287158554,60,curves/sample_000136.csv,1149.1063224902443,0.55
137,861.7039711739228,0.8425368941710565,0.44253050830861834,15659.638991087297,60,curves/sample_000137.csv,1134.8539711739227,0.55
138,793.7340676631193,0.7405956503312823,0.340600979217375,13280.692368209175,60,curves/sample_000138.csv,1066.8840676631194,0.55
139,843.9074540527229,0.815854256249375,0.41586375424966693,15036.7608918453,60,curves/sample_000139.csv,1117.0574540527227,0.55
140,718.0802554242815,0.6271447433647933,0.22714403786682152,10632.808939849852,60,curves/sample_000140.csv,991.2302554242815,0.55
141,716.9301980278584,0.6254036009419519,0.22540082588348062,10592.556930975044,60,curves/sample_000141.csv,990.0801980278584,0.55
142,700.2986821742423,0.600444147100865,0.20044935216479737,10010.453876098481,60,curves/sample_000142.csv,973.4486821742423,0.55
143,795.6396402934001,0.7434424252892053,0.343452336625244,13347.387410269004,60,curves/sample_000143.csv,1068.7896402934002,0.55
144,889.8660075670948,0.8848161328156092,0.48479476868466037,16645.31026484832,60,curves/sample_000144.csv,1163.0160075670947,0.55
145,885.0688564430571,0.877604526559147,0.4776175136955623,16477.409975507,60,curves/sample_000145.csv,1158.2188564430571,0.55
146,899.0241405184344,0.8985427085470588,0.4985581708318251,16965.8449181452,60,curves/sample_000146.csv,1172.1741405184343,0.55
147,731.6327423275029,0.647453324824182,0.24746301078416658,11107.145981462601,60,curves/sample_000147.csv,1004.7827423275029,0.55
148,897.1029319214254,0.8956569532189662,0.49565383533203294,16898.602617249886,60,curves/sample_000148.csv,1170.2529319214254,0.55
149,811.365232568543,0.767056172272978,0.36705751211047644,13897.783139899004,60,curves/sample_000149.csv,1084.515232568543,0.55
150,742.3188368603841,0.6634908078491673,0.2634949049590983,11481.159290113443,60,curves/sample_000150.csv,1015.468836860384,0.55
151,857.8376144223837,0.8367439060175222,0.43673600831951037,15524.31650478343,60,curves/sample_000151.csv,1130.9876144223836,0.55
152,761.831379300835,0.6927516603000407,0.2927445051370942,12164.098275529224,60,curves/sample_000152.csv,1034.981379300835,0.55
153,887.510219134117,0.8812834084690617,0.4812779368171996,16562.857669694095,60,curves/sample_000153.csv,1160.6602191341171,0.55
154,879.541553499738,0.8693108168796475,0.4693085207609281,16283.95437249083,60,curves/sample_000154.csv,1152.691553499738,0.55
155,811.4266659842037,0.7671248126759488,0.3671286411712025,13899.933309447131,60,curves/sample_000155.csv,1084.5766659842038,0.55
156,701.7807275320611,0.6026558640809471,0.20266657025632254,10062.325463622137,60,curves/sample_000156.csv,974.930727532061,0.55
157,823.5095308136686,0.7852497554149335,0.38525114031137786,14322.8335784784,60,curves/sample_000157.csv,1096.6595308136684,0.55
158,788.4157822105873,0.7326438621040785,0.33263431080410144,13094.552377370554,60,curves/sample_000158.csv,1061.5657822105873,0.55
159,805.7071521554572,0.7585591651543433,0.3585753186218743,13699.750325441,60,curves/sample_000159.csv,1078.8571521554572,0.55
160,827.1225565266205,0.7906935883725151,0.3906971780480868,14449.289478431718,60,curves/sample_000160.csv,1100.2725565266205,0.55
161,852.4272545797436,0.8286225407533213,0.4286463915678708,15334.953910291026,60,curves/sample_000161.csv,1125.5772545797436,0.55
162,771.1048795920921,0.7066659360562009,0.3066602845042571,12488.670785723221,60,curves/sample_000162.csv,1044.254879592092,0.55
163,899.6520232892831,0.89949337214108,0.49947768639804746,16987.820815124905,60,curves/sample_000163.csv,1172.8020232892832,0.55
164,742.9240759116615,0.6644079905752691,0.2644069060011123,11502.342656908151,60,curves/sample_000164.csv,1016.0740759116615,0.55
165,773.1367324915417,0.7096928364555064,0.30969090461402027,12559.785637203959,60,curves/sample_000165.csv,1046.2867324915417,0.55
166,706.5170692148771,0.6097777465613547,0.2097926633873486,10228.0974225207,60,curves/sample_000166.csv,979.6670692148771,0.55
167,883.33881820142,0.8750133538234715,0.4750015923839535,16416.858637049703,60,curves/sample_000167.csv,1156.4888182014201,0.55
168,783.1962022233652,0.7247992897327276,0.3247999329558767,12911.86707781778,60,curves/sample_000168.csv,1056.3462022233653,0.55
169,718.716680169906,0.6280606170314392,0.22806705223492468,10655.08380594671,60,curves/sample_000169.csv,991.866680169906,0.55
170,788.6121759507063,0.7329252796062673,0.3329166365458448,13101.42615827472,60,curves/sample_000170.csv,1061.7621759507063,0.55
171,893.4797596633347,0.8902118830558965,0.49022563179327633,16771.791588216714,60,curves/sample_000171.csv,1166.6297596633347,0.55
172,897.538253404078,0.8963124182720466,0.4963188823616275,16913.838869142728,60,curves/sample_000172.csv,1170.6882534040778,0.55
173,721.9196349760028,0.6328635073790108,0.23285848311864388,10767.1872241601,60,curves/sample_000173.csv,995.0696349760028,0.55
174,837.823087393057,0.8067261194458686,0.4067309803561212,14823.808058756995,60,curves/sample_000174.csv,1110.973087393057,0.55
175,728.7999894578811,0.6432058224542989,0.24319010836668245,11007.99963102584,60,curves/sample_000175.csv,1001.9499894578811,0.55
176,787.4274750057116,0.7311231960885806,0.33113161057507257,13059.961625199905,60,curves/sample_000176.csv,1060.5774750057117,0.55
177,783.1239295088523,0.7246920392200334,0.3246904718855763,12909.33753280983,60,curves/sample_000177.csv,1056.2739295088522,0.55
178,815.9610766457388,0.7739594926281596,0.37396035379335635,14058.637682600856,60,curves/sample_000178.csv,1089.1110766457386,0.55
179,756.3899449764668,0.6845626613354485,0.28458066433637497,11973.648074176339,60,curves/sample_000179.csv,1029.5399449764668,0.55
180,834.5534881101675,0.8018308229015689,0.40183138261952706,14709.372083855862,60,curves/sample_000180.csv,1107.7034881101674,0.55
181,842.0767903326791,0.8131033145453657,0.41310032977165123,14972.68766164377,60,curves/sample_000181.csv,1115.2267903326792,0.55
182,823.2668471119656,0.7849087410007467,0.3849072273044094,14314.339648918796,60,curves/sample_000182.csv,1096.4168471119656,0.55
183,784.8478287328483,0.7272836693699929,0.3272811083699465,12969.67400564969,60,curves/sample_000183.csv,1057.9978287328481,0.55
184,799.7458712709239,0.749635018609143,0.34964036973208235,13491.105494482337,60,curves/sample_000184.csv,1072.8958712709239,0.55
185,765.6271085207228,0.6984225796667862,0.2984174601655548,12296.948798225298,60,curves/sample_000185.csv,1038.7771085207228,0.55
186,846.0789668332718,0.819129672284179,0.41911872553477025,15112.763839164512,60,curves/sample_000186.csv,1119.228966833272,0.55
187,876.3441828482428,0.8645226860033842,0.46451429159339624,16172.046399688497,60,curves/sample_000187.csv,1149.4941828482429,0.55
188,774.3140045607015,0.711498439654503,0.31148065785279716,12600.990159624553,60,curves/sample_000188.csv,1047.4640045607016,0.55
189,766.2690450397093,0.6994022932213211,0.29940760335567046,12319.416576389827,60,curves/sample_000189.csv,1039.4190450397093,0.55
190,865.0036031777072,0.847517382711632,0.4475041576197495,15775.12611121975,60,curves/sample_000190.csv,1138.1536031777073,0.55
191,768.7048603489072,0.703047450116805,0.30303910835813275,12404.670112211754,60,curves/sample_000191.csv,1041.854860348907,0.55
192,862.2116885829427,0.843322090920656,0.44332153947562536,15677.409100402994,60,curves/sample_000192.csv,1135.3616885829426,0.55
193,764.6881674596295,0.6970325358951572,0.2970568892326161,12264.085861087035,60,curves/sample_000193.csv,1037.8381674596294,0.55
194,784.4659288946935,0.7266787855785929,0.3266901452788482,12956.307511314273,60,curves/sample_000194.csv,1057.6159288946935,0.55
195,801.5565307364432,0.7523407774560198,0.352352797071223,13554.47857577551,60,curves/sample_000195.csv,1074.7065307364433,0.55
196,848.3684042749107,0.8225317556202932,0.42255641090248375,15192.894149621876,60,curves/sample_000196.csv,1121.5184042749106,0.55
197,725.0764729135459,0.6375975819393304,0.23760148958759456,10877.676551974106,60,curves/sample_000197.csv,998.2264729135459,0.55
198,831.6474843215371,0.7974718998485509,0.39747088910478556,14607.6619512538,60,curves/sample_000198.csv,1104.797484321537,0.55
199,702.4960847503571,0.603744390725359,0.20374730567378294,10087.362966262499,60,curves/sample_000199.csv,975.6460847503571,0.55
200,805.4260040283133,0.7581291795450928,0.3581453902988747,13689.910140990965,60,curves/sample_000200.csv,1078.5760040283133,0.55
201,880.7909776934728,0.8712020695899069,0.47118230815573553,16327.684219271547,60,curves/sample_000201.csv,1153.9409776934726,0.55
202,753.4280134765564,0.6801322066330935,0.2801383570728422,11869.980471679475,60,curves/sample_000202.csv,1026.5780134765564,0.55
203,889.0387559557731,0.8835579718956244,0.48355747371631247,16616.35645845206,60,curves/sample_000203.csv,1162.188755955773,0.55
204,843.9315509966392,0.8158885069581745,0.4159109370171753,15037.60428488237,60,curves/sample_000204.csv,1117.0815509966392,0.55
205,775.369733400829,0.7130325539581203,0.3130365628769206,12637.940669029014,60,curves/sample_000205.csv,1048.519733400829,0.55
206,717.0188872296187,0.6255092501078877,0.22550411265261205,10595.661053036654,60,curves/sample_000206.csv,990.1688872296187,0.55
207,863.4566765634631,0.8451842173987328,0.4451836519459428,15720.98367972121,60,curves/sample_000207.csv,1136.6066765634632,0.55
208,849.5105178951012,0.8242672059543961,0.42427970409977833,15232.868126328543,60,curves/sample_000208.csv,1122.6605178951013,0.55
209,809.5379557344064,0.7642993242986419,0.3642982621551444,13833.828450704224,60,curves/sample_000209.csv,1082.6879557344064,0.55
210,833.9657946749717,0.8009579491943474,0.40097051274206946,14688.802813624008,60,curves/sample_000210.csv,1107.1157946749718,0.55
211,749.5774504301088,0.6743693660828625,0.2743639617696271,11735.210765053807,60,curves/sample_000211.csv,1022.7274504301088,0.55
212,828.6417643291462,0.792966832207517,0.39295250148699845,14502.461751520117,60,curves/sample_000212.csv,1101.7917643291462,0.55
213,896.6054545235661,0.8948903196309237,0.4948899453851864,16881.190908324814,60,curves/sample_000213.csv,1169.7554545235662,0.55
214,781.219812379562,0.7218328800385585,0.3218402588632646,12842.693433284669,60,curves/sample_000214.csv,1054.369812379562,0.55
215,741.4737129115405,0.6622098950184945,0.2622134822602197,11451.579951903917,60,curves/sample_000215.csv,1014.6237129115405,0.55
216,756.3945167519066,0.6846054871016496,0.2846150640244616,11973.80808631673,60,curves/sample_000216.csv,1029.5445167519065,0.55
217,896.8914345903897,0.8953462457912408,0.4953457300162941,16891.20021066364,60,curves/sample_000217.csv,1170.0414345903896,0.55
218,819.2787914961345,0.7789162245519002,0.37892111017978275,14174.75770236471,60,curves/sample_000218.csv,1092.4287914961346,0.55
219,826.1167663259731,0.7891628536491231,0.38917418198086795,14414.086821409059,60,curves/sample_000219.csv,1099.266766325973,0.55
220,703.5874151536904,0.605364607483574,0.20537397102073676,10125.559530379163,60,curves/sample_000220.csv,976.7374151536903,0.55
221,716.9441445908009,0.6254238738204223,0.22543195782852576,10593.04506067803,60,curves/sample_000221.csv,990.0941445908009,0.55
