year,state,crop,crop_production_tonnes,residue_tonnes,recoverable_residue_tonnes,lhv_mj_per_kg,energy_potential_mwh,provenance,sources
2023,Abia,maize,367928.0,99340.0,60165.0,17.0,284113.4,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Anambra,cassava,183026.0,45757.0,29610.0,14.0,115149.7,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Anambra,sorghum,223655.0,55914.0,29557.0,16.0,131362.5,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Anambra,sugarcane,533314.0,159994.0,88146.0,9.0,220365.1,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Bauchi,maize,613161.0,165553.0,81506.0,17.0,384888.7,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Bauchi,rice,299918.0,68981.0,34463.0,15.0,143595.8,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Bauchi,cassava,508839.0,127210.0,69744.0,14.0,271227.7,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Bauchi,sorghum,632969.0,158242.0,102275.0,16.0,454555.0,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Bauchi,sugarcane,335897.0,100769.0,56744.0,9.0,141860.4,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Bayelsa,maize,591014.0,159574.0,72834.0,17.0,343937.3,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Bayelsa,rice,313698.0,72150.0,41388.0,15.0,172448.6,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Bayelsa,cassava,715261.0,178815.0,100758.0,14.0,391838.3,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Bayelsa,sorghum,302262.0,75565.0,39134.0,16.0,173927.1,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Bayelsa,sugarcane,268462.0,80539.0,47350.0,9.0,118374.1,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Benue,maize,402374.0,108641.0,69076.0,17.0,326190.3,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Benue,rice,243911.0,56100.0,26010.0,15.0,108376.5,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Benue,cassava,443870.0,110968.0,51264.0,14.0,199361.5,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Benue,sorghum,416404.0,104101.0,65691.0,16.0,291958.3,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Benue,sugarcane,339547.0,101864.0,56368.0,9.0,140919.2,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Borno,maize,270555.0,73050.0,43859.0,17.0,207110.7,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Borno,rice,348748.0,80212.0,39198.0,15.0,163326.3,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Borno,cassava,430850.0,107713.0,56264.0,14.0,218805.6,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Borno,sorghum,166539.0,41635.0,23363.0,16.0,103837.3,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Borno,sugarcane,431526.0,129458.0,68243.0,9.0,170607.7,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Cross River,maize,320457.0,86523.0,40073.0,17.0,189235.8,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Cross River,rice,382014.0,87863.0,41304.0,15.0,172101.2,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Cross River,cassava,688242.0,172060.0,94965.0,14.0,369309.4,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Cross River,sorghum,636316.0,159079.0,100470.0,16.0,446532.9,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Cross River,sugarcane,691226.0,207368.0,117852.0,9.0,294630.0,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Delta,maize,198576.0,53615.0,27299.0,17.0,128912.0,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Delta,rice,347302.0,79879.0,46221.0,15.0,192588.9,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Delta,cassava,354404.0,88601.0,41803.0,14.0,162569.1,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Delta,sorghum,377072.0,94268.0,52861.0,16.0,234935.7,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Delta,sugarcane,518923.0,155677.0,74015.0,9.0,185038.7,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Ebonyi,maize,597950.0,161446.0,98454.0,17.0,464921.4,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Ebonyi,rice,649600.0,149408.0,72502.0,15.0,302092.6,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Ebonyi,cassava,588790.0,147197.0,92610.0,14.0,360149.5,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Ebonyi,sorghum,395590.0,98897.0,60962.0,16.0,270943.4,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Ebonyi,sugarcane,562996.0,168899.0,87425.0,9.0,218562.3,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Edo,maize,256742.0,69320.0,36517.0,17.0,172441.6,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Edo,rice,311911.0,71740.0,44457.0,15.0,185237.2,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Edo,cassava,693961.0,173490.0,112377.0,14.0,437023.6,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Edo,sorghum,607350.0,151838.0,93403.0,16.0,415124.8,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Edo,sugarcane,201452.0,60436.0,29604.0,9.0,74009.7,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Ekiti,maize,296196.0,79973.0,47831.0,17.0,225870.9,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Ekiti,rice,171411.0,39425.0,20693.0,15.0,86222.6,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Ekiti,cassava,257610.0,64403.0,31656.0,14.0,123105.5,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Ekiti,sorghum,453998.0,113499.0,53523.0,16.0,237880.7,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Ekiti,sugarcane,638598.0,191579.0,118331.0,9.0,295827.6,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Enugu,maize,538727.0,145456.0,67979.0,17.0,321011.1,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Enugu,rice,576759.0,132654.0,85404.0,15.0,355849.7,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Enugu,cassava,449860.0,112465.0,61848.0,14.0,240519.4,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Enugu,sorghum,601213.0,150303.0,93483.0,16.0,415477.8,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Enugu,sugarcane,673714.0,202114.0,95316.0,9.0,238289.8,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Gombe,maize,418544.0,113007.0,64047.0,17.0,302444.9,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Gombe,rice,286886.0,65984.0,34613.0,15.0,144221.2,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Gombe,cassava,285022.0,71256.0,37353.0,14.0,145259.8,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Gombe,sorghum,266749.0,66687.0,33519.0,16.0,148974.5,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Gombe,sugarcane,261277.0,78383.0,50501.0,9.0,126252.0,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Imo,maize,475798.0,128465.0,60386.0,17.0,285155.0,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Imo,rice,265633.0,61096.0,38124.0,15.0,158849.8,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Imo,cassava,412737.0,103184.0,60091.0,14.0,233685.4,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Imo,sorghum,153969.0,38492.0,22048.0,16.0,97991.9,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Imo,sugarcane,704137.0,211241.0,133079.0,9.0,332698.2,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Jigawa,maize,230576.0,62256.0,32615.0,17.0,154016.8,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Jigawa,rice,225302.0,51819.0,28887.0,15.0,120364.3,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Jigawa,cassava,350392.0,87598.0,49660.0,14.0,193120.5,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Jigawa,sorghum,344033.0,86008.0,52735.0,16.0,234380.0,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Jigawa,sugarcane,511709.0,153513.0,73168.0,9.0,182920.7,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Kaduna,maize,237790.0,64203.0,33615.0,17.0,158737.0,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Kaduna,rice,528524.0,121560.0,68848.0,15.0,286867.2,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Kaduna,cassava,503777.0,125944.0,63738.0,14.0,247868.5,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Kaduna,sorghum,212415.0,53104.0,33424.0,16.0,148551.3,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Kaduna,sugarcane,158101.0,47430.0,22118.0,9.0,55295.7,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Kano,maize,617584.0,166748.0,89954.0,17.0,424783.5,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Kano,rice,452103.0,103984.0,48189.0,15.0,200786.9,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Kano,cassava,374927.0,93732.0,55802.0,14.0,217007.7,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Kano,sorghum,686568.0,171642.0,87384.0,16.0,388372.5,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Kano,sugarcane,341070.0,102321.0,60563.0,9.0,151407.6,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Katsina,maize,633727.0,171106.0,106272.0,17.0,501841.0,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Katsina,rice,595608.0,136990.0,83396.0,15.0,347481.6,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Katsina,cassava,230067.0,57517.0,33281.0,14.0,129424.3,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Katsina,sorghum,672919.0,168230.0,78794.0,16.0,350194.7,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Katsina,sugarcane,394006.0,118202.0,69864.0,9.0,174661.1,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Kebbi,maize,530394.0,143206.0,84688.0,17.0,399917.9,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Kebbi,rice,416428.0,95778.0,47670.0,15.0,198624.2,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Kebbi,cassava,558055.0,139514.0,63298.0,14.0,246160.3,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Kebbi,sorghum,695916.0,173979.0,88448.0,16.0,393101.9,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Kebbi,sugarcane,442823.0,132847.0,63052.0,9.0,157630.3,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Kogi,maize,479753.0,129533.0,76650.0,17.0,361960.4,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Kogi,rice,573185.0,131832.0,60176.0,15.0,250733.3,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Kogi,cassava,226382.0,56596.0,31202.0,14.0,121339.3,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Kogi,sorghum,405691.0,101423.0,50534.0,16.0,224596.2,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Kogi,sugarcane,564129.0,169239.0,86883.0,9.0,217208.7,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Kwara,maize,223802.0,60427.0,28665.0,17.0,135364.1,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Kwara,rice,423374.0,97376.0,60533.0,15.0,252222.9,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Kwara,cassava,366808.0,91702.0,45827.0,14.0,178216.3,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Kwara,sorghum,631706.0,157927.0,87273.0,16.0,387881.3,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Kwara,sugarcane,434564.0,130369.0,71487.0,9.0,178716.3,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Lagos,maize,426903.0,115264.0,53802.0,17.0,254064.5,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Lagos,rice,349386.0,80359.0,42299.0,15.0,176245.7,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Lagos,cassava,625312.0,156328.0,73070.0,14.0,284160.9,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Lagos,sorghum,608422.0,152106.0,70864.0,16.0,314953.2,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Lagos,sugarcane,399879.0,119964.0,74997.0,9.0,187491.5,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Nasarawa,maize,386890.0,104460.0,66167.0,17.0,312456.9,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Nasarawa,rice,579800.0,133354.0,72370.0,15.0,301542.0,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Nasarawa,cassava,409446.0,102361.0,57433.0,14.0,223349.0,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Nasarawa,sorghum,589330.0,147332.0,71323.0,16.0,316992.5,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Nasarawa,sugarcane,631219.0,189366.0,92326.0,9.0,230815.8,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Niger,maize,365035.0,98559.0,49460.0,17.0,233561.2,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Niger,rice,380084.0,87419.0,42131.0,15.0,175544.0,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Niger,cassava,229613.0,57403.0,26004.0,14.0,101128.0,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Niger,sorghum,310353.0,77588.0,36980.0,16.0,164354.6,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Niger,sugarcane,467194.0,140158.0,64080.0,9.0,160199.2,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Ogun,maize,394802.0,106596.0,61608.0,17.0,290925.0,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Ogun,rice,398341.0,91618.0,53507.0,15.0,222944.2,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Ogun,cassava,339133.0,84783.0,54798.0,14.0,213102.8,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Ogun,sorghum,269395.0,67349.0,32889.0,16.0,146172.5,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Ogun,sugarcane,600230.0,180069.0,91810.0,9.0,229526.1,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Ondo,maize,276344.0,74613.0,36369.0,17.0,171743.0,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Ondo,rice,566991.0,130408.0,80576.0,15.0,335732.0,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Ondo,cassava,191012.0,47753.0,30101.0,14.0,117061.2,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Ondo,sorghum,447627.0,111907.0,68204.0,16.0,303130.2,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Ondo,sugarcane,333070.0,99921.0,62515.0,9.0,156286.9,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Osun,maize,318768.0,86067.0,50671.0,17.0,239281.3,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Osun,rice,379957.0,87390.0,55187.0,15.0,229945.0,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Osun,cassava,329523.0,82381.0,50214.0,14.0,195276.4,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Osun,sorghum,507886.0,126972.0,71984.0,16.0,319928.3,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Osun,sugarcane,602043.0,180613.0,107984.0,9.0,269959.1,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Oyo,maize,540487.0,145932.0,73197.0,17.0,345652.9,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Oyo,rice,339081.0,77989.0,44187.0,15.0,184112.9,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Oyo,cassava,368918.0,92229.0,51229.0,14.0,199224.0,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Oyo,sorghum,576429.0,144107.0,87328.0,16.0,388124.5,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Oyo,sugarcane,531940.0,159582.0,99072.0,9.0,247679.4,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Plateau,maize,189308.0,51113.0,31901.0,17.0,150643.2,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Plateau,rice,625971.0,143973.0,73858.0,15.0,307741.5,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Plateau,cassava,525634.0,131409.0,65246.0,14.0,253734.8,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Plateau,sorghum,520041.0,130010.0,73811.0,16.0,328050.4,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Plateau,sugarcane,622465.0,186740.0,115403.0,9.0,288507.7,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Rivers,maize,409780.0,110640.0,56550.0,17.0,267039.7,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Rivers,rice,618404.0,142233.0,85420.0,15.0,355916.2,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Rivers,cassava,389116.0,97279.0,58967.0,14.0,229316.4,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Rivers,sorghum,534637.0,133659.0,83189.0,16.0,369728.7,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Rivers,sugarcane,229690.0,68907.0,43680.0,9.0,109200.3,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Sokoto,maize,686396.0,185327.0,106129.0,17.0,501164.2,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Sokoto,rice,319015.0,73373.0,34064.0,15.0,141933.3,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Sokoto,cassava,198518.0,49630.0,27258.0,14.0,106002.0,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Sokoto,sorghum,657917.0,164479.0,90880.0,16.0,403909.5,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Sokoto,sugarcane,412461.0,123738.0,60819.0,9.0,152047.6,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Taraba,maize,695973.0,187913.0,109348.0,17.0,516367.5,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Taraba,rice,508098.0,116863.0,54144.0,15.0,225598.2,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Taraba,cassava,463106.0,115777.0,64584.0,14.0,251161.3,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Taraba,sorghum,641913.0,160478.0,100082.0,16.0,444810.9,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Taraba,sugarcane,621469.0,186441.0,114149.0,9.0,285371.9,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Yobe,maize,559990.0,151197.0,72296.0,17.0,341398.3,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Yobe,rice,514911.0,118430.0,66003.0,15.0,275013.4,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Yobe,cassava,612585.0,153146.0,71805.0,14.0,279243.1,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Yobe,sorghum,291601.0,72900.0,47000.0,16.0,208887.9,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Yobe,sugarcane,453230.0,135969.0,82007.0,9.0,205017.0,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Zamfara,maize,573365.0,154809.0,74734.0,17.0,352912.0,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Zamfara,rice,431318.0,99203.0,58370.0,15.0,243208.5,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Zamfara,cassava,207300.0,51825.0,31218.0,14.0,121402.6,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Zamfara,sorghum,292389.0,73097.0,46285.0,16.0,205710.2,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,Zamfara,sugarcane,582509.0,174753.0,92494.0,9.0,231235.4,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,FCT Abuja,maize,320604.0,86563.0,39583.0,17.0,186917.6,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,FCT Abuja,rice,212542.0,48885.0,25083.0,15.0,104513.1,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,FCT Abuja,cassava,181519.0,45380.0,23771.0,14.0,92441.9,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,FCT Abuja,sorghum,643999.0,161000.0,75348.0,16.0,334881.2,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
2023,FCT Abuja,sugarcane,303745.0,91123.0,57946.0,9.0,144864.9,synthetic_estimate,FAO; NBS; FMARD; literature on RPR
