date,site_name,operator,latitude,longitude,daily_flaring_mmscf,monthly_flaring_mmscf,annual_flaring_bcf,co2_emissions_tonnes_per_day,energy_wasted_gj_per_day,sofc_potential_mw,distance_to_grid_km,local_power_demand_mw,flaring_efficiency_percent,gas_heating_value_btu_per_scf,regulatory_penalty_usd
2020-01-04,Escravos,Chevron,5.2,5.1,90.55,2716.37,33.05,4.99,93.9,0.59,5.486498763583835,84.38959667723178,98.20392280161346,1010.4454518100151,316.91
2020-01-04,Bonny,Shell,4.4,7.2,82.93,2487.98,30.27,4.57,86.0,0.54,10.341909297910016,98.25114043546512,95.85878354985343,1006.7234180090561,290.26
2020-01-04,Forcados,Shell,5.4,5.4,72.27,2167.97,26.38,3.98,74.94,0.47,6.459955072123414,69.28458748543198,97.12916750380582,1010.3265008875048,252.93
2020-01-04,Brass,Agip,4.3,6.2,42.87,1286.13,15.65,2.36,44.46,0.28,18.336092608097978,94.44841557861845,98.2749609179362,1098.3567206513662,150.05
2020-01-04,Qua Iboe,ExxonMobil,4.5,7.9,50.44,1513.17,18.41,2.78,52.31,0.33,24.405524140620106,41.276691578237916,95.20139810787741,1005.2765257859603,176.54
2020-01-04,Amenam,Total,4.7,6.8,36.19,1085.68,13.21,1.99,37.53,0.23,15.193473171624756,65.25732756927093,96.01143247300044,1057.7631754344422,126.66
2020-01-04,Okwori,Shell,5.1,6.3,33.12,993.7,12.09,1.83,34.35,0.21,41.93132723450507,52.96153583101612,96.40327643734007,1036.2559796559094,115.93
2020-01-04,Utorogu,Shell,5.6,5.8,32.81,984.43,11.98,1.81,34.03,0.21,14.40767181680807,17.621950768777616,96.86677248353763,1048.2132098919842,114.85
2020-01-04,Obite,Shell,4.8,6.9,28.17,845.08,10.28,1.55,29.21,0.18,22.144607315077995,82.75651650043218,98.2944944429959,1038.461107597877,98.59
2020-01-04,Alakiri,Shell,4.6,7.0,20.49,614.74,7.48,1.13,21.25,0.13,46.96496952886904,20.677938916742228,98.73499769200588,1068.3866451835343,71.72
2020-01-05,Escravos,Chevron,5.2,5.1,92.67,2780.08,33.82,5.11,96.1,0.6,26.401828631990373,46.6973294502459,95.64487524790049,1065.6409603500656,324.34
2020-01-05,Bonny,Shell,4.4,7.2,96.56,2896.95,35.25,5.32,100.14,0.63,37.16389743997756,16.160540730941513,96.67066798326798,1011.6358485164496,337.98
2020-01-05,Forcados,Shell,5.4,5.4,74.18,2225.53,27.08,4.09,76.93,0.48,34.77999796122373,16.912274348297938,96.41866481994033,1055.0663379440853,259.64
2020-01-05,Brass,Agip,4.3,6.2,48.67,1460.23,17.77,2.68,50.48,0.32,41.660195211949514,65.06479180928993,96.49383178053083,1025.5336373763244,170.36
2020-01-05,Qua Iboe,ExxonMobil,4.5,7.9,44.25,1327.37,16.15,2.44,45.88,0.29,23.59276327434738,70.82406325936662,97.6326392971903,1007.0108139641256,154.86
2020-01-05,Amenam,Total,4.7,6.8,31.31,939.21,11.43,1.73,32.47,0.2,12.056571739256256,84.45719347635213,95.16766086686503,1041.9182875902122,109.57
2020-01-05,Okwori,Shell,5.1,6.3,30.61,918.18,11.17,1.69,31.74,0.2,30.06682309737658,30.824257273916324,97.00970914866551,1073.1486359703115,107.12
2020-01-05,Utorogu,Shell,5.6,5.8,34.22,1026.53,12.49,1.89,35.48,0.22,44.87817974582053,94.08737027507412,98.66568217812826,1063.5414356861909,119.76
2020-01-05,Obite,Shell,4.8,6.9,26.56,796.94,9.7,1.46,27.55,0.17,38.85790470367046,57.81646165158387,97.70975228491318,1042.8457903848796,92.98
2020-01-05,Alakiri,Shell,4.6,7.0,23.97,719.13,8.75,1.32,24.86,0.16,11.589631547126725,84.96367440168052,97.16118612716123,1084.4665909090224,83.9
2020-01-06,Escravos,Chevron,5.2,5.1,92.23,2766.98,33.66,5.08,95.65,0.6,46.177732963275005,32.605234079356116,98.37684930114457,1048.4020572509405,322.81
2020-01-06,Bonny,Shell,4.4,7.2,79.65,2389.5,29.07,4.39,82.6,0.52,30.786899027855704,39.26900766485902,95.1570776569666,1027.1998605344356,278.77
2020-01-06,Forcados,Shell,5.4,5.4,57.18,1715.52,20.87,3.15,59.3,0.37,48.45862444188864,45.56397677250745,97.91348341735858,1034.5806098410426,200.14
2020-01-06,Brass,Agip,4.3,6.2,53.95,1618.57,19.69,2.97,55.95,0.35,47.60403101115083,46.01910482647048,98.13319193182419,1026.5928450632118,188.83
2020-01-06,Qua Iboe,ExxonMobil,4.5,7.9,60.73,1821.91,22.17,3.35,62.98,0.39,32.15879629255044,69.35553834861943,97.75218222829652,1012.0387578789089,212.56
2020-01-06,Amenam,Total,4.7,6.8,38.41,1152.16,14.02,2.12,39.83,0.25,33.02390314579284,30.040847121077647,96.22886566808508,1054.6458541728125,134.42
2020-01-06,Okwori,Shell,5.1,6.3,31.76,952.71,11.59,1.75,32.93,0.21,12.692138108938174,47.63303093465197,98.029131913102,1089.7964646847788,111.15
2020-01-06,Utorogu,Shell,5.6,5.8,24.54,736.08,8.96,1.35,25.44,0.16,9.51105036752945,11.49332325693381,97.64687473057583,1060.2449441966587,85.88
2020-01-06,Obite,Shell,4.8,6.9,21.48,644.27,7.84,1.18,22.27,0.14,6.066848914003327,85.14524851249634,98.8987623841942,1013.5459536794691,75.16
2020-01-06,Alakiri,Shell,4.6,7.0,19.67,589.99,7.18,1.08,20.39,0.13,46.690870908028316,47.76646445261293,95.20248988907629,1003.939183369282,68.83
2020-01-07,Escravos,Chevron,5.2,5.1,97.78,2933.43,35.69,5.39,101.4,0.63,6.289359240994453,62.49271530813011,95.04521014635608,1078.7371958149272,342.23
2020-01-07,Bonny,Shell,4.4,7.2,71.07,2132.18,25.94,3.92,73.7,0.46,31.4758499442419,45.79159729897492,98.8952016534286,1054.4198662503702,248.75
2020-01-07,Forcados,Shell,5.4,5.4,63.18,1895.48,23.06,3.48,65.52,0.41,17.21714011442201,91.38189622668087,96.4988878820295,1054.9868562776205,221.14
2020-01-07,Brass,Agip,4.3,6.2,39.89,1196.83,14.56,2.2,41.37,0.26,42.45635928474477,82.50839248270077,95.8972742354141,1022.6079071010563,139.63
2020-01-07,Qua Iboe,ExxonMobil,4.5,7.9,62.65,1879.5,22.87,3.45,64.97,0.41,9.29124145728516,50.505277548360276,96.34981711585692,1087.068845545744,219.28
2020-01-07,Amenam,Total,4.7,6.8,27.32,819.45,9.97,1.51,28.33,0.18,38.861075191392246,14.616446408309402,96.97014152285716,1044.210703467972,95.6
2020-01-07,Okwori,Shell,5.1,6.3,31.41,942.39,11.47,1.73,32.58,0.2,28.847326411860482,24.523062254954482,97.28798351313438,1080.5432329299986,109.95
2020-01-07,Utorogu,Shell,5.6,5.8,31.71,951.27,11.57,1.75,32.88,0.21,11.716226138366325,34.1356930970422,96.44429890536415,1040.8455581408482,110.98
2020-01-07,Obite,Shell,4.8,6.9,26.12,783.64,9.53,1.44,27.09,0.17,6.560271690172987,45.27195066495181,97.78865476855192,1019.3435342956483,91.42
2020-01-07,Alakiri,Shell,4.6,7.0,21.91,657.41,8.0,1.21,22.72,0.14,44.873874896608235,90.61209498399549,96.1891488171253,1022.999375396324,76.7
2020-01-08,Escravos,Chevron,5.2,5.1,90.19,2705.75,32.92,4.97,93.53,0.59,35.25727294812667,84.34582160934569,97.69236852364487,1082.4350447249349,315.67
2020-01-08,Bonny,Shell,4.4,7.2,74.76,2242.86,27.29,4.12,77.53,0.48,38.207792632891646,42.44270546273985,97.68508330091653,1027.0643941981766,261.67
2020-01-08,Forcados,Shell,5.4,5.4,59.4,1781.94,21.68,3.27,61.6,0.39,12.029067856876967,98.95788945671329,98.90911973026579,1079.381810390804,207.89
2020-01-08,Brass,Agip,4.3,6.2,52.53,1575.91,19.17,2.89,54.47,0.34,43.97456954200256,36.04955694575391,96.8707248499395,1061.9389969366503,183.86
2020-01-08,Qua Iboe,ExxonMobil,4.5,7.9,51.03,1531.01,18.63,2.81,52.92,0.33,19.862810037593796,60.780863501608245,98.40229811206046,1020.1528378006312,178.62
2020-01-08,Amenam,Total,4.7,6.8,40.36,1210.92,14.73,2.22,41.86,0.26,42.04729457060136,60.05716233670105,98.11806680569626,1001.6200397339467,141.27
2020-01-08,Okwori,Shell,5.1,6.3,36.57,1097.02,13.35,2.01,37.92,0.24,45.04610193632881,99.2766472514779,96.17626984870711,1021.0318556285794,127.99
2020-01-08,Utorogu,Shell,5.6,5.8,32.1,962.85,11.71,1.77,33.28,0.21,43.950307242749155,19.255833294172902,95.50382078551743,1097.9151555100616,112.33
2020-01-08,Obite,Shell,4.8,6.9,28.22,846.58,10.3,1.55,29.26,0.18,19.59482198081831,70.8835374568544,97.37696730923439,1060.3150120122948,98.77
2020-01-08,Alakiri,Shell,4.6,7.0,22.97,689.2,8.39,1.27,23.82,0.15,24.307806618619967,34.83304249424921,98.07432532365281,1022.6272430003186,80.41
2020-01-09,Escravos,Chevron,5.2,5.1,100.63,3018.88,36.73,5.54,104.35,0.65,33.13985764795042,77.2370440416126,95.87485555562616,1005.9943300861308,352.2
2020-01-09,Bonny,Shell,4.4,7.2,69.56,2086.8,25.39,3.83,72.13,0.45,43.2250882801581,14.049713911188192,97.93660503616658,1034.1318645950053,243.46
2020-01-09,Forcados,Shell,5.4,5.4,70.31,2109.22,25.66,3.87,72.91,0.46,19.938717713113046,51.880324054553746,95.05472965904272,1008.1598720004838,246.08
2020-01-09,Brass,Agip,4.3,6.2,42.18,1265.35,15.4,2.32,43.74,0.27,33.4118896721713,48.37585211214603,97.19258081091209,1017.464718589633,147.62
2020-01-09,Qua Iboe,ExxonMobil,4.5,7.9,49.75,1492.54,18.16,2.74,51.59,0.32,48.43862256336799,14.537509624198828,98.56153728342106,1057.6881201311207,174.13
2020-01-09,Amenam,Total,4.7,6.8,34.61,1038.42,12.63,1.91,35.89,0.22,8.122733865688252,18.08891665625446,97.40364802263635,1034.0958571435558,121.15
2020-01-09,Okwori,Shell,5.1,6.3,39.3,1179.13,14.35,2.17,40.76,0.25,11.447665641618848,74.32469501518324,96.17341368576405,1052.5470307355893,137.56
2020-01-09,Utorogu,Shell,5.6,5.8,33.39,1001.68,12.19,1.84,34.62,0.22,40.648603766075425,70.87249610854516,97.71853272958057,1094.5924644032086,116.86
2020-01-09,Obite,Shell,4.8,6.9,22.25,667.47,8.12,1.23,23.07,0.14,17.23795517291894,29.610224166406958,97.64733834045599,1063.371159976553,77.87
2020-01-09,Alakiri,Shell,4.6,7.0,20.98,629.34,7.66,1.16,21.75,0.14,37.79501245027914,39.11773712369424,97.66022395602653,1055.6578428502153,73.42
2020-01-10,Escravos,Chevron,5.2,5.1,86.67,2600.2,31.64,4.78,89.88,0.56,9.248850394721643,84.83664998010012,98.67359016832623,1064.97880467643,303.36
2020-01-10,Bonny,Shell,4.4,7.2,67.28,2018.26,24.56,3.71,69.76,0.44,37.80226400473207,80.18387956090613,95.47287448916435,1000.0030718845383,235.46
2020-01-10,Forcados,Shell,5.4,5.4,72.71,2181.37,26.54,4.01,75.4,0.47,16.45165992282171,11.16077228105729,97.161197627046,1085.115073542598,254.49
2020-01-10,Brass,Agip,4.3,6.2,58.35,1750.52,21.3,3.22,60.51,0.38,28.150759748295236,17.6550746940317,97.1954912061704,1037.9979078965393,204.23
2020-01-10,Qua Iboe,ExxonMobil,4.5,7.9,54.97,1648.97,20.06,3.03,57.0,0.36,15.813460555266504,18.546874770553885,96.25967377835558,1009.6644834287753,192.38
2020-01-10,Amenam,Total,4.7,6.8,30.82,924.61,11.25,1.7,31.96,0.2,24.98466006079784,57.86845898545149,98.49447411494886,1099.556890049069,107.87
2020-01-10,Okwori,Shell,5.1,6.3,36.22,1086.67,13.22,2.0,37.56,0.23,19.712346095150387,37.5169561702562,96.61081488397824,1067.2507262673648,126.78
2020-01-10,Utorogu,Shell,5.6,5.8,31.33,939.85,11.43,1.73,32.49,0.2,10.99444658614829,66.91566308189577,95.51330344875505,1057.849250822933,109.65
2020-01-10,Obite,Shell,4.8,6.9,28.02,840.72,10.23,1.54,29.06,0.18,38.90624497968185,88.5573479409098,96.99983596785916,1073.024918952957,98.08
2020-01-10,Alakiri,Shell,4.6,7.0,21.57,646.96,7.87,1.19,22.36,0.14,6.156034019123368,35.60872471092404,96.77213482535048,1061.7105944428656,75.48
2020-01-11,Escravos,Chevron,5.2,5.1,106.11,3183.43,38.73,5.85,110.04,0.69,10.64974054543147,96.71319527268948,95.43217823750562,1047.8491070107189,371.4
2020-01-11,Bonny,Shell,4.4,7.2,83.86,2515.78,30.61,4.62,86.96,0.54,8.871447066482444,15.132422260325743,95.42193370984414,1058.5587683872614,293.51
2020-01-11,Forcados,Shell,5.4,5.4,67.36,2020.91,24.59,3.71,69.86,0.44,33.69983638305162,83.80607518500844,95.16631583938637,1049.8129943548042,235.77
2020-01-11,Brass,Agip,4.3,6.2,51.4,1542.15,18.76,2.83,53.31,0.33,18.84969073819171,65.22741126904455,98.59174117377495,1080.99244203029,179.92
2020-01-11,Qua Iboe,ExxonMobil,4.5,7.9,56.34,1690.21,20.56,3.1,58.42,0.37,21.417011159350942,67.6868975288882,96.86472636451023,1018.9936136457561,197.19
2020-01-11,Amenam,Total,4.7,6.8,36.68,1100.38,13.39,2.02,38.04,0.24,21.137971187911614,92.02052710707676,95.08373647130693,1031.5773151249496,128.38
2020-01-11,Okwori,Shell,5.1,6.3,28.72,861.57,10.48,1.58,29.78,0.19,36.59483543512067,39.82169968626853,97.70265160882829,1039.593722619595,100.52
2020-01-11,Utorogu,Shell,5.6,5.8,32.65,979.47,11.92,1.8,33.86,0.21,23.55258775242495,94.12569239394709,96.0035163995628,1012.0447339996565,114.27
2020-01-11,Obite,Shell,4.8,6.9,27.6,827.99,10.07,1.52,28.62,0.18,22.0027646177234,15.583308726590337,96.35722106923826,1050.5931654319559,96.6
2020-01-11,Alakiri,Shell,4.6,7.0,18.67,560.01,6.81,1.03,19.36,0.12,49.89872250545903,50.656552838329944,96.41891422692085,1040.0704166834466,65.33
2020-01-12,Escravos,Chevron,5.2,5.1,84.33,2530.04,30.78,4.65,87.46,0.55,23.66715449846084,44.85469702823572,97.6387610917219,1044.2033420931123,295.17
2020-01-12,Bonny,Shell,4.4,7.2,81.79,2453.6,29.85,4.51,84.81,0.53,41.61755046750024,94.64535575914623,97.59506154463755,1095.456592885881,286.25
2020-01-12,Forcados,Shell,5.4,5.4,58.39,1751.6,21.31,3.22,60.55,0.38,32.081303027545125,62.3562982679068,96.60584711635617,1033.808440936626,204.35
2020-01-12,Brass,Agip,4.3,6.2,41.23,1237.03,15.05,2.27,42.76,0.27,12.319736679746832,76.09291088429966,95.83532374197836,1005.8565305284534,144.32
2020-01-12,Qua Iboe,ExxonMobil,4.5,7.9,54.93,1648.04,20.05,3.03,56.97,0.36,44.23608775762275,61.92834511759137,96.38192341489378,1080.301188152632,192.27
2020-01-12,Amenam,Total,4.7,6.8,32.85,985.53,11.99,1.81,34.07,0.21,30.4632752140961,91.72166908794962,96.58525050199289,1029.63258018998,114.98
2020-01-12,Okwori,Shell,5.1,6.3,28.14,844.05,10.27,1.55,29.18,0.18,24.474716795381852,63.611184174537655,95.32246162067841,1093.9568589025166,98.47
2020-01-12,Utorogu,Shell,5.6,5.8,33.07,992.1,12.07,1.82,34.29,0.21,42.279740192254586,17.216808113090195,96.9073555109325,1063.0093126861664,115.75
2020-01-12,Obite,Shell,4.8,6.9,29.67,890.1,10.83,1.63,30.77,0.19,17.468116237102983,94.67921526032839,95.49738336572348,1087.5133618621153,103.85
2020-01-12,Alakiri,Shell,4.6,7.0,24.44,733.13,8.92,1.35,25.34,0.16,37.49297288917034,13.625696690019861,96.62169130055662,1051.6283299197673,85.53
2020-01-13,Escravos,Chevron,5.2,5.1,103.42,3102.5,37.75,5.7,107.24,0.67,35.25128092823876,53.31501560973133,98.23870014506356,1095.0532820954409,361.96
2020-01-13,Bonny,Shell,4.4,7.2,68.46,2053.93,24.99,3.77,71.0,0.44,8.875946257865614,83.29481013418852,96.12133901020565,1013.2179657753871,239.62
2020-01-13,Forcados,Shell,5.4,5.4,67.32,2019.58,24.57,3.71,69.81,0.44,22.142833026056376,14.910886745442905,97.39784455863487,1090.2403276110674,235.62
2020-01-13,Brass,Agip,4.3,6.2,45.39,1361.58,16.57,2.5,47.07,0.29,24.915980566976693,14.352643994390277,98.2819503379211,1082.6340810950187,158.85
2020-01-13,Qua Iboe,ExxonMobil,4.5,7.9,54.37,1630.97,19.84,3.0,56.38,0.35,40.99025140006025,59.921832230953044,98.30372923420006,1063.145879258302,190.28
2020-01-13,Amenam,Total,4.7,6.8,37.96,1138.8,13.86,2.09,39.36,0.25,23.63634806970498,96.21512739335238,97.16445529951538,1060.5089518540537,132.86
2020-01-13,Okwori,Shell,5.1,6.3,30.58,917.34,11.16,1.68,31.71,0.2,30.722344226732474,26.635455815232245,95.23834838941258,1060.4359319714772,107.02
2020-01-13,Utorogu,Shell,5.6,5.8,32.96,988.95,12.03,1.82,34.18,0.21,15.204768139384056,69.98697790237314,95.32042290643841,1044.1833704801954,115.38
2020-01-13,Obite,Shell,4.8,6.9,21.37,641.1,7.8,1.18,22.16,0.14,14.103227712119164,44.80363513395801,95.2046008224816,1039.77934409291,74.8
2020-01-13,Alakiri,Shell,4.6,7.0,21.31,639.42,7.78,1.17,22.1,0.14,22.225284518136824,85.52319472636772,95.58130676968202,1050.5696743781375,74.6
2020-01-14,Escravos,Chevron,5.2,5.1,75.79,2273.6,27.66,4.18,78.59,0.49,30.823963235469336,60.94165823990389,98.51213405137783,1055.7873675660073,265.25
2020-01-14,Bonny,Shell,4.4,7.2,91.29,2738.6,33.32,5.03,94.66,0.59,9.410345815133347,13.965927541334326,95.74110740133416,1054.1270110941678,319.5
2020-01-14,Forcados,Shell,5.4,5.4,68.69,2060.69,25.07,3.78,71.23,0.45,47.568690043051966,85.7948838985343,96.18644992862838,1007.7187530226468,240.41
2020-01-14,Brass,Agip,4.3,6.2,40.94,1228.3,14.94,2.26,42.46,0.27,10.547770068452607,56.670551979916056,95.9833897699736,1035.8139716529145,143.3
2020-01-14,Qua Iboe,ExxonMobil,4.5,7.9,64.91,1947.33,23.69,3.58,67.31,0.42,47.70413001711506,22.8300899529804,96.52855789933028,1055.4731803282355,227.19
2020-01-14,Amenam,Total,4.7,6.8,26.65,799.38,9.73,1.47,27.63,0.17,35.16954502086129,67.76375651212918,96.64315523999845,1048.9644076032032,93.26
2020-01-14,Okwori,Shell,5.1,6.3,31.29,938.59,11.42,1.72,32.44,0.2,20.09172227978581,25.937402985756087,95.39369675640548,1095.672043388935,109.5
2020-01-14,Utorogu,Shell,5.6,5.8,31.64,949.19,11.55,1.74,32.81,0.21,19.19136844697529,45.383241654461365,95.9476959755869,1009.6965670965425,110.74
2020-01-14,Obite,Shell,4.8,6.9,22.89,686.62,8.35,1.26,23.73,0.15,35.48956123326991,59.22359883869292,96.90035949146707,1092.2434283656125,80.11
2020-01-14,Alakiri,Shell,4.6,7.0,17.23,516.95,6.29,0.95,17.87,0.11,20.747203410682133,80.41832309915091,98.97005848064788,1024.0670514757153,60.31
2020-01-15,Escravos,Chevron,5.2,5.1,114.02,3420.68,41.62,6.28,118.24,0.74,15.109582893879498,45.93993221793003,96.63869147717007,1097.8220668526558,399.08
2020-01-15,Bonny,Shell,4.4,7.2,72.55,2176.5,26.48,4.0,75.23,0.47,20.038672137789945,75.77833111985443,96.68004401718265,1057.835976311654,253.93
2020-01-15,Forcados,Shell,5.4,5.4,79.39,2381.72,28.98,4.37,82.33,0.51,43.989043259286504,15.365559281019312,97.76820221215898,1013.9987376721763,277.87
2020-01-15,Brass,Agip,4.3,6.2,47.58,1427.4,17.37,2.62,49.34,0.31,23.123276813607383,56.76505082227067,98.98610523519447,1013.5217313712855,166.53
2020-01-15,Qua Iboe,ExxonMobil,4.5,7.9,56.45,1693.43,20.6,3.11,58.54,0.37,10.985440950829794,24.286308703687858,98.79709242498247,1087.9601496711762,197.57
2020-01-15,Amenam,Total,4.7,6.8,41.17,1235.22,15.03,2.27,42.7,0.27,14.374192550383308,41.98954036276555,97.67687611969947,1048.3802539860646,144.11
2020-01-15,Okwori,Shell,5.1,6.3,32.42,972.67,11.83,1.79,33.62,0.21,31.72012843745535,61.80340857760738,95.64583133625696,1047.173983751844,113.48
2020-01-15,Utorogu,Shell,5.6,5.8,30.6,918.0,11.17,1.69,31.73,0.2,14.454823681055831,76.80442530270581,95.10079637928428,1035.4831855543162,107.1
2020-01-15,Obite,Shell,4.8,6.9,28.54,856.18,10.42,1.57,29.6,0.19,16.752309462988713,72.54578074087429,97.2695637766243,1079.6243609456387,99.89
2020-01-15,Alakiri,Shell,4.6,7.0,23.5,705.11,8.58,1.3,24.37,0.15,26.96799538898663,21.986391310077106,96.04533207154154,1041.9099472917085,82.26
2020-01-16,Escravos,Chevron,5.2,5.1,99.95,2998.5,36.48,5.51,103.65,0.65,17.968303668178827,10.581792201073949,96.98495688760326,1028.5625988562242,349.82
2020-01-16,Bonny,Shell,4.4,7.2,84.12,2523.69,30.7,4.64,87.24,0.55,31.317251508760588,94.73268137554588,95.697637068446,1047.1649490750594,294.43
2020-01-16,Forcados,Shell,5.4,5.4,57.6,1728.05,21.02,3.17,59.73,0.37,29.773925626830152,46.66289717915491,97.08550808589496,1089.657465846901,201.61
2020-01-16,Brass,Agip,4.3,6.2,40.99,1229.76,14.96,2.26,42.51,0.27,43.77491981145954,61.94053741491158,98.56263382184737,1059.6945223413172,143.47
2020-01-16,Qua Iboe,ExxonMobil,4.5,7.9,59.49,1784.74,21.71,3.28,61.69,0.39,38.743696907972094,92.17373202008704,97.28849185488883,1018.078515056238,208.22
2020-01-16,Amenam,Total,4.7,6.8,29.71,891.17,10.84,1.64,30.8,0.19,16.10856624180798,37.57739044159327,97.22053514701275,1058.7991629463834,103.97
2020-01-16,Okwori,Shell,5.1,6.3,33.38,1001.44,12.18,1.84,34.62,0.22,8.670871652511467,17.900941335234396,95.68731784143063,1051.8077498040345,116.83
2020-01-16,Utorogu,Shell,5.6,5.8,25.78,773.27,9.41,1.42,26.73,0.17,23.014077627784733,83.06795116093419,95.05544854365144,1064.9378820236623,90.21
2020-01-16,Obite,Shell,4.8,6.9,28.04,841.07,10.23,1.54,29.07,0.18,46.973882257714095,11.812406405436084,95.61513482205287,1088.6171294055994,98.12
