technique,anode_material,anode_symbol,cathode_material,cathode_symbol,tab_thickness_um,surface_coating,power_W,pulse_energy_J,amplitude_um,force_N,weld_time_ms,speed_mm_s,pulse_frequency_Hz,preheat_temp_C,ambient_humidity_pct,clamp_area_mm2,linear_energy_density_J_per_mm,total_energy_input_J,nugget_diameter_mm,bond_area_mm2,porosity_pct,imc_thickness_um,peak_temp_C,haz_width_mm,contact_resistance_mOhm,tensile_shear_strength_N,peel_strength_N,visual_defect_score,microhardness_HV,forward_pass_fail,pressure_MPa,effective_energy_J,resistance_growth_pct_1000cyc,strength_retention_pct_1000cyc,cycles_to_failure,crack_growth_mm,delamination_probability,reliability_class
USW,Nickel,Ni,Aluminum,Al,69.3,Carbon-coated,1196.89,,43.75,789.42,176.4,,,24.2,45.0,22.28,,149.864,4.958,19.308,8.593,1.621,152.8,0.307,0.4769,3830.9,2521.1,75.4,100.7,True,35.43,116.935,11.53,95.55,9911,0.261,0.2905,A
USW,Aluminum,Al,Aluminum,Al,30.1,Bare,2458.2,,54.54,1023.25,253.8,,,91.2,47.1,4.41,,480.115,6.0,28.274,5.532,5.956,285.2,0.715,0.08,3804.3,2483.3,87.4,91.0,True,232.081,378.8,12.25,86.48,7905,0.226,0.4372,B
USW,Nickel,Ni,Aluminum,Al,136.9,Bare,2131.67,,20.78,649.05,374.9,,,113.1,16.0,19.97,,465.193,6.0,28.274,5.231,4.754,296.9,0.632,0.3817,4831.2,3156.0,91.6,100.9,True,32.497,284.545,11.36,90.72,7967,0.25,0.3781,A
USW,Nickel,Ni,Aluminum,Al,148.6,Tin-plated,1223.43,,59.78,832.37,319.1,,,45.0,24.8,8.22,,311.796,6.0,28.274,3.816,2.763,197.0,0.445,0.1733,6380.2,4152.7,93.8,103.5,True,101.21,187.92,9.7,100.0,11242,0.154,0.2289,A
USW,Copper,Cu,Aluminum,Al,159.4,Bare,741.99,,43.4,390.39,552.7,,,19.2,33.7,8.62,,290.261,5.201,21.241,8.431,2.745,138.7,0.265,0.3932,4078.8,2649.8,75.5,87.0,True,45.265,127.304,10.3,95.41,9036,0.189,0.377,A
USW,Copper,Cu,Aluminum,Al,77.1,Bare,1742.09,,36.27,973.85,503.7,,,20.9,56.8,23.65,,586.366,6.0,28.274,4.011,6.015,188.1,0.565,0.3691,3914.0,2551.2,92.2,102.4,True,41.185,333.539,14.97,87.83,7381,0.203,0.4323,B
USW,Copper,Cu,Aluminum,Al,132.7,Tin-plated,2568.33,,19.43,572.75,269.7,,,46.0,39.7,18.14,,397.944,6.0,28.274,11.429,4.251,178.5,0.347,0.3597,4220.3,2756.2,70.2,99.1,True,31.573,183.558,13.62,89.51,6492,0.312,0.611,B
USW,Copper,Cu,Aluminum,Al,122.8,Bare,2446.53,,34.94,1054.42,375.2,,,14.7,41.4,9.25,,606.498,6.0,28.274,6.057,4.998,173.3,0.511,0.1939,4409.6,2867.5,80.5,93.0,True,114.041,296.17,13.69,90.7,6935,0.214,0.4027,A
USW,StainlessSteel,SS304,Nickel,Ni,233.8,Oxide,1571.28,,24.62,571.09,129.3,,,98.7,77.8,7.49,,122.615,4.771,17.88,16.879,2.057,225.6,0.278,0.5522,3197.4,2095.4,54.6,116.4,False,76.222,77.959,21.66,88.9,8315,0.378,0.5695,B
USW,StainlessSteel,SS304,Nickel,Ni,130.1,Nickel-plated,2590.85,,40.01,904.33,177.4,,,24.5,64.9,24.1,,316.646,6.0,28.274,8.146,3.612,239.7,0.754,0.2075,5760.3,3786.6,83.8,113.1,True,37.518,264.57,10.93,100.0,8418,0.247,0.4323,A
USW,StainlessSteel,SS304,Nickel,Ni,194.6,Bare,1605.7,,53.37,315.3,580.4,,,65.3,48.0,16.27,,711.232,6.0,28.274,5.07,5.206,362.4,1.194,0.3854,5033.6,3246.9,93.9,117.1,True,19.382,437.456,9.76,93.79,7977,0.153,0.4395,A
USW,Copper,Cu,Aluminum,Al,81.7,Bare,1092.43,,41.75,800.35,309.6,,,67.4,57.3,22.7,,236.298,5.44,23.245,6.772,3.881,188.0,0.272,0.4171,4065.3,2643.8,81.5,95.2,True,35.264,132.211,13.9,92.99,7695,0.275,0.3252,A
USW,Aluminum,Al,Aluminum,Al,187.6,Bare,1943.38,,28.5,481.99,475.9,,,111.5,24.3,12.31,,578.073,6.0,28.274,5.568,4.947,275.9,0.534,0.3068,4454.7,2885.7,83.7,92.5,True,39.149,270.814,10.53,87.94,7605,0.212,0.4297,B
USW,Aluminum,Al,Aluminum,Al,46.1,Bare,2466.52,,54.64,1073.23,284.8,,,119.8,79.7,9.57,,540.98,6.0,28.274,4.551,6.272,319.4,0.749,0.2822,3754.6,2440.1,88.5,96.4,True,112.155,399.089,11.7,85.81,8055,0.196,0.4797,B
USW,Nickel,Ni,Copper,Cu,247.2,Tin-plated,2234.21,,28.47,846.56,569.5,,,81.5,52.8,4.16,,794.992,6.0,28.274,6.477,5.268,257.0,0.604,0.124,4408.9,2859.6,85.1,112.6,True,203.29,317.745,11.98,91.2,7632,0.288,0.419,A
USW,Copper,Cu,Aluminum,Al,89.9,Nickel-plated,1007.19,,43.54,427.18,344.3,,,3.9,48.7,19.07,,245.688,5.071,20.194,10.197,2.896,121.8,0.256,0.3567,3645.6,2369.4,70.9,94.9,True,22.401,120.643,12.08,93.65,8420,0.24,0.421,A
USW,Nickel,Ni,Copper,Cu,90.9,Bare,1874.23,,26.79,928.29,375.8,,,2.0,39.7,20.19,,433.556,6.0,28.274,4.147,3.325,163.8,0.52,0.347,5951.8,3858.5,87.7,113.7,True,45.97,266.414,5.09,99.14,9856,0.143,0.2962,A
USW,Copper,Cu,Aluminum,Al,228.9,Nickel-plated,1765.02,,21.66,283.82,254.1,,,-0.2,71.8,21.53,,263.305,4.726,17.545,12.309,2.04,108.4,0.197,0.3955,3109.6,2020.9,68.1,95.7,False,13.185,80.543,13.84,92.49,8843,0.293,0.4587,A
USW,Nickel,Ni,Copper,Cu,76.2,Bare,2160.23,,54.79,576.7,410.3,,,101.9,72.9,6.16,,683.452,6.0,28.274,5.057,6.674,311.0,0.81,0.2668,3625.0,2340.8,86.1,117.4,True,93.64,442.25,16.11,86.65,8091,0.195,0.51,B
USW,Nickel,Ni,Aluminum,Al,208.4,Carbon-coated,2073.13,,29.95,1127.36,501.1,,,102.4,78.3,4.52,,657.66,6.0,28.274,9.051,5.281,304.0,0.736,0.114,4081.7,2610.6,75.3,102.0,True,249.387,338.403,14.92,87.31,8237,0.306,0.5097,B
USW,Nickel,Ni,Copper,Cu,53.8,Oxide,1044.87,,51.75,633.32,252.6,,,24.7,65.1,22.03,,199.041,5.323,22.255,12.543,1.738,150.6,0.3,0.8064,4070.9,2636.7,61.8,117.6,False,28.747,133.44,16.37,97.95,8410,0.283,0.4516,B
USW,Copper,Cu,Aluminum,Al,102.2,Oxide,1158.25,,43.87,569.66,590.6,,,-6.9,23.5,24.3,,485.917,6.0,28.274,5.863,4.552,136.5,0.416,0.5693,4665.9,3035.3,87.4,99.4,True,23.438,230.917,11.6,90.9,7241,0.213,0.3705,A
USW,Nickel,Ni,Aluminum,Al,69.3,Anodized,816.81,,34.56,914.97,256.8,,,5.0,77.9,9.57,,138.174,5.266,21.779,16.182,2.081,130.5,0.289,0.6339,3716.8,2451.0,58.5,107.1,False,95.561,107.821,23.03,95.66,8598,0.394,0.5963,B
USW,Aluminum,Al,Aluminum,Al,86.0,Tin-plated,2451.15,,39.23,905.4,471.0,,,40.1,50.4,4.04,,790.338,6.0,28.274,3.432,5.835,267.8,0.921,0.1001,4139.9,2721.0,91.7,99.5,True,224.358,501.67,7.59,90.87,9682,0.185,0.3897,A
USW,Copper,Cu,Aluminum,Al,102.6,Bare,2039.51,,28.51,474.75,304.2,,,-0.9,56.5,21.81,,387.807,5.824,26.638,5.988,3.308,131.1,0.344,0.4777,5110.9,3303.3,83.0,90.0,True,21.769,181.44,11.28,97.71,8235,0.202,0.3173,A
USW,Copper,Cu,Aluminum,Al,236.9,Tin-plated,1831.03,,28.54,725.33,100.2,,,6.5,39.4,22.96,,114.715,3.344,8.784,11.201,1.202,105.9,0.139,0.3754,1448.3,980.7,72.1,90.1,True,31.593,40.308,13.3,88.79,7118,0.292,0.4347,B
USW,Aluminum,Al,Aluminum,Al,132.3,Nickel-plated,1546.37,,55.55,985.83,184.8,,,65.4,55.8,8.49,,221.611,5.181,21.078,7.809,2.469,188.6,0.283,0.08,4173.0,2739.8,87.1,85.0,True,116.147,121.086,11.37,96.02,9480,0.244,0.337,A
USW,Aluminum,Al,Aluminum,Al,210.1,Tin-plated,1049.28,,23.96,175.65,222.4,,,72.3,33.5,18.13,,139.979,3.613,10.251,8.306,1.909,176.0,0.164,0.4405,1978.2,1272.9,74.9,93.7,True,9.689,49.913,10.92,91.22,9760,0.218,0.3052,A
USW,Nickel,Ni,Copper,Cu,168.5,Bare,1588.75,,25.98,838.86,102.8,,,-0.5,39.0,18.62,,99.764,3.94,12.195,11.829,0.873,102.5,0.16,0.4078,2026.5,1289.6,74.1,119.2,True,45.043,48.382,8.75,93.17,7857,0.272,0.4126,A
USW,Nickel,Ni,Copper,Cu,68.7,Anodized,700.44,,26.21,1040.75,328.2,,,3.9,39.8,14.88,,140.771,4.641,16.917,14.866,1.422,119.1,0.234,0.7214,2762.7,1791.0,59.2,107.4,False,69.957,93.64,19.61,93.19,8105,0.35,0.5435,B
USW,Copper,Cu,Copper,Cu,239.0,Carbon-coated,2038.55,,37.72,1022.1,373.9,,,118.4,51.7,16.87,,515.454,5.646,25.037,7.575,3.635,241.1,0.29,0.3817,5348.4,3440.4,74.6,103.6,True,60.602,163.54,11.44,90.31,9185,0.173,0.3918,A
USW,Nickel,Ni,Copper,Cu,84.4,Tin-plated,1642.6,,43.2,438.33,138.7,,,51.7,28.1,20.08,,161.052,4.537,16.164,7.94,2.013,166.2,0.23,0.329,3410.9,2237.2,77.8,114.4,True,21.827,90.961,6.5,96.68,9837,0.135,0.2981,A
USW,Copper,Cu,Aluminum,Al,60.4,Bare,2012.84,,17.89,577.98,371.3,,,31.6,47.8,18.57,,423.059,6.0,28.274,4.852,4.896,179.1,0.441,0.3594,4573.0,2969.4,92.5,97.3,True,31.119,248.424,12.44,92.23,7529,0.175,0.3939,A
USW,Copper,Cu,Aluminum,Al,158.5,Tin-plated,2131.19,,32.12,156.19,275.9,,,44.6,73.3,21.99,,379.285,5.356,22.534,9.23,3.788,164.9,0.271,0.5003,3746.3,2459.1,75.3,84.5,True,7.102,130.989,13.09,88.05,7262,0.259,0.5007,B
USW,Nickel,Ni,Aluminum,Al,194.5,Nickel-plated,1041.08,,24.87,607.63,114.5,,,113.9,39.3,16.67,,72.109,3.449,9.345,11.104,2.564,216.6,0.155,0.2227,1791.2,1179.7,66.3,106.9,True,36.454,38.413,12.13,84.63,8403,0.346,0.4449,B
USW,Copper,Cu,Copper,Cu,132.8,Bare,653.93,,32.73,742.61,113.6,,,42.6,21.6,17.07,,48.155,2.698,5.719,10.605,0.873,136.6,0.106,0.5094,1120.2,729.6,71.6,104.2,True,43.511,20.152,11.03,92.58,6871,0.254,0.3715,A
USW,Copper,Cu,Aluminum,Al,113.4,Bare,2122.46,,32.06,939.61,516.0,,,50.0,13.5,10.86,,706.106,6.0,28.274,5.036,7.024,222.2,0.597,0.1866,3452.6,2271.3,87.0,106.7,True,86.49,355.166,11.52,84.03,7391,0.268,0.522,B
USW,Copper,Cu,Aluminum,Al,250.0,Bare,2162.47,,44.33,941.94,574.8,,,-7.5,47.8,17.65,,886.181,6.0,28.274,5.575,5.34,154.4,0.532,0.446,4222.6,2746.9,89.0,99.2,True,53.359,310.452,13.17,89.84,6974,0.265,0.4668,B
USW,Copper,Cu,Aluminum,Al,177.3,Nickel-plated,1998.93,,49.51,326.18,403.6,,,9.8,18.8,8.58,,598.435,6.0,28.274,3.81,4.443,157.7,0.444,0.2285,4976.5,3256.6,83.7,103.7,True,38.028,250.044,9.23,94.3,8584,0.11,0.3553,A
USW,Copper,Cu,Aluminum,Al,53.8,Bare,1954.69,,58.12,566.49,457.5,,,96.5,77.5,10.55,,706.078,6.0,28.274,3.816,8.772,288.0,0.718,0.3343,3577.1,2319.9,78.9,97.0,True,53.69,438.589,16.22,75.78,7389,0.218,0.5825,B
USW,Copper,Cu,Copper,Cu,199.9,Oxide,842.11,,59.27,971.77,273.6,,,71.5,17.1,16.61,,183.392,4.402,15.222,14.976,1.933,174.3,0.162,0.4784,3085.6,2006.8,62.6,102.2,False,58.51,63.868,16.63,90.29,8478,0.333,0.5233,B
USW,Copper,Cu,Aluminum,Al,216.9,Oxide,2521.58,,43.6,1020.14,453.7,,,55.8,33.9,6.22,,810.923,6.0,28.274,5.76,6.235,216.7,0.526,0.2572,3696.9,2349.9,89.5,102.9,True,164.107,306.624,12.07,86.5,7453,0.183,0.4574,B
USW,Nickel,Ni,Copper,Cu,207.8,Nickel-plated,1471.15,,47.9,431.82,525.9,,,115.5,28.9,14.15,,566.87,6.0,28.274,7.407,4.83,270.1,0.476,0.3226,4579.6,2954.2,79.4,114.7,True,30.51,239.87,8.37,89.36,8154,0.226,0.4743,B
USW,Copper,Cu,Aluminum,Al,132.2,Nickel-plated,657.4,,53.29,340.93,206.1,,,104.6,27.1,11.96,,103.323,3.725,10.9,10.019,3.519,205.4,0.148,0.2795,1853.8,1216.8,73.7,95.3,True,28.509,46.577,10.38,83.78,7581,0.254,0.4907,B
USW,Copper,Cu,Aluminum,Al,90.8,Bare,771.23,,47.4,663.01,479.1,,,104.4,59.1,23.91,,269.728,5.423,23.099,5.936,4.245,226.4,0.281,0.4694,3922.9,2585.0,76.8,103.2,True,27.73,138.05,12.91,86.93,7661,0.211,0.3779,B
USW,Copper,Cu,Copper,Cu,50.5,Bare,1212.41,,41.17,646.92,365.5,,,53.8,65.5,18.53,,308.119,6.0,28.274,6.949,2.953,178.1,0.3,0.3779,6500.0,4231.2,75.8,96.7,True,34.917,171.234,12.11,100.0,9362,0.201,0.352,A
USW,Nickel,Ni,Copper,Cu,89.6,Bare,985.17,,20.38,712.66,481.1,,,33.0,59.2,6.53,,274.844,5.898,27.321,5.525,2.635,168.7,0.36,0.1885,6002.5,3867.5,90.3,113.6,True,109.073,169.627,9.68,100.0,10027,0.197,0.2344,A
USW,Copper,Cu,Aluminum,Al,244.9,Nickel-plated,801.05,,23.74,388.86,189.7,,,52.9,60.7,9.94,,90.962,2.989,7.018,11.744,1.93,150.4,0.127,0.3934,1240.3,809.9,67.6,90.5,True,39.109,32.234,11.66,85.88,6760,0.256,0.4594,B
USW,Aluminum,Al,Aluminum,Al,151.7,Tin-plated,2336.92,,37.09,1066.36,387.0,,,25.7,78.2,6.65,,608.451,6.0,28.274,9.713,4.188,201.9,0.606,0.1649,4405.0,2877.3,73.4,89.5,True,160.309,314.076,19.15,93.96,7637,0.253,0.4857,B
USW,Aluminum,Al,Aluminum,Al,237.0,Nickel-plated,1401.41,,18.33,810.92,126.8,,,14.0,13.6,21.26,,101.029,3.782,11.236,9.185,1.515,115.5,0.15,0.3265,2059.5,1351.3,80.9,88.3,True,38.135,41.972,6.37,92.5,8512,0.231,0.3735,A
USW,Aluminum,Al,Aluminum,Al,56.1,Oxide,2181.48,,25.16,698.7,325.3,,,29.5,79.6,16.73,,430.282,6.0,28.274,6.105,4.119,203.3,0.591,0.6516,4922.3,3221.1,88.1,91.0,True,41.757,305.101,14.7,94.39,7999,0.207,0.3854,A
USW,Nickel,Ni,Aluminum,Al,166.6,Nickel-plated,2495.18,,24.35,371.58,430.2,,,118.7,31.4,19.54,,646.167,6.0,28.274,3.206,5.842,315.8,0.71,0.2899,4373.5,2843.4,92.1,110.3,True,19.014,324.806,8.24,87.84,8416,0.156,0.3753,B
USW,Copper,Cu,Aluminum,Al,129.1,Nickel-plated,1062.95,,46.81,888.14,327.0,,,-0.2,10.2,10.12,,252.616,5.292,21.995,6.469,3.017,117.8,0.256,0.1265,4291.7,2780.8,89.6,95.5,True,87.791,121.0,11.97,92.71,9400,0.218,0.3343,A
USW,Nickel,Ni,Aluminum,Al,175.5,Carbon-coated,1689.12,,44.14,1103.83,513.3,,,92.4,53.8,12.93,,617.263,6.0,28.274,4.499,5.764,296.3,0.75,0.4065,4264.5,2763.0,94.6,113.8,True,85.384,345.456,10.05,88.51,7768,0.153,0.3902,B
USW,Copper,Cu,Aluminum,Al,155.2,Bare,1977.36,,46.49,1139.81,350.2,,,30.0,62.4,6.61,,502.046,6.0,28.274,4.297,4.367,171.6,0.404,0.1891,5013.1,3238.6,93.2,94.7,True,172.4,222.795,11.57,95.94,8144,0.18,0.3449,A
USW,Copper,Cu,Aluminum,Al,100.9,Bare,2523.82,,52.62,753.96,575.4,,,-4.8,40.2,5.92,,1102.197,6.0,28.274,5.439,10.346,218.8,0.92,0.1708,3377.5,2182.9,75.5,96.7,True,127.404,577.413,19.75,82.52,8687,0.256,0.7017,B
USW,Copper,Cu,Copper,Cu,196.4,Nickel-plated,2432.15,,23.17,764.6,417.4,,,25.0,12.8,17.68,,604.398,6.0,28.274,5.406,2.987,157.5,0.353,0.1446,6500.0,4260.9,84.0,101.9,True,43.242,212.382,8.52,100.0,10335,0.23,0.2975,A
USW,Copper,Cu,Aluminum,Al,177.4,Oxide,1987.35,,27.97,1142.45,506.8,,,35.2,33.3,10.93,,626.505,6.0,28.274,4.744,4.902,185.8,0.461,0.3556,4632.5,3000.8,89.0,96.1,True,104.564,261.67,15.95,96.8,7780,0.171,0.4107,B
USW,Aluminum,Al,Aluminum,Al,243.4,Nickel-plated,2576.24,,44.59,719.72,306.6,,,30.9,32.6,14.81,,564.342,6.0,28.274,7.623,3.376,184.3,0.467,0.2067,5173.6,3385.0,84.2,90.3,True,48.609,231.067,11.9,99.79,8606,0.24,0.3766,A
USW,Copper,Cu,Aluminum,Al,197.2,Bare,2455.35,,34.72,883.16,160.7,,,88.3,53.8,15.53,,260.254,4.974,19.43,11.167,3.557,202.2,0.23,0.3736,3143.7,2044.0,77.2,95.3,True,56.855,103.289,15.17,83.65,7457,0.313,0.5605,B
USW,Copper,Cu,Copper,Cu,151.2,Nickel-plated,2584.51,,56.08,634.52,158.7,,,21.1,21.1,5.96,,319.268,5.304,22.096,7.663,2.055,136.4,0.243,0.2381,5439.1,3541.0,83.3,103.9,True,106.51,126.627,7.7,100.0,11226,0.172,0.3208,A
USW,Aluminum,Al,Aluminum,Al,90.2,Oxide,1087.46,,39.81,552.77,560.9,,,83.2,45.6,24.59,,419.564,6.0,28.274,8.95,3.702,238.3,0.478,0.6445,4808.2,3156.6,77.4,85.0,True,22.484,237.266,18.14,90.5,7528,0.265,0.4224,B
USW,Nickel,Ni,Aluminum,Al,203.8,Nickel-plated,1615.48,,51.92,446.98,249.3,,,102.3,29.3,23.62,,304.096,5.385,22.776,8.198,3.346,238.0,0.349,0.2799,4283.7,2801.8,82.1,102.2,True,18.924,138.676,13.64,89.46,8806,0.21,0.3951,B
USW,StainlessSteel,SS304,Nickel,Ni,148.5,Bare,1686.86,,35.49,487.87,194.3,,,53.7,20.4,15.59,,217.606,5.984,28.127,5.451,2.958,222.9,0.506,0.2957,6500.0,4223.4,90.8,120.5,True,31.293,167.315,8.87,100.0,10603,0.19,0.3424,A
USW,Aluminum,Al,Aluminum,Al,39.6,Tin-plated,2222.82,,32.37,846.87,510.4,,,20.4,64.3,18.81,,733.456,6.0,28.274,6.549,6.691,263.0,1.011,0.3619,3286.9,2172.5,82.1,84.9,True,45.023,555.793,13.94,87.76,8859,0.229,0.5161,B
USW,Aluminum,Al,Aluminum,Al,159.8,Oxide,1480.61,,38.67,629.77,461.2,,,-5.2,45.2,22.36,,465.382,6.0,28.274,6.466,2.441,145.9,0.453,0.5565,5893.8,3846.7,85.5,82.8,True,28.168,222.477,10.97,100.0,9770,0.228,0.3306,A
USW,Copper,Cu,Copper,Cu,243.2,Bare,1899.67,,53.33,1044.96,529.7,,,10.1,42.9,18.55,,767.673,6.0,28.274,5.098,3.306,148.3,0.39,0.21,6500.0,4211.4,83.2,102.7,True,56.342,241.245,12.29,100.0,9682,0.186,0.3518,A
USW,Copper,Cu,Aluminum,Al,221.9,Bare,1862.32,,56.44,1197.3,473.4,,,83.4,63.2,5.44,,687.846,6.0,28.274,5.553,5.863,232.9,0.454,0.1842,3910.8,2559.9,88.7,101.4,True,220.219,256.993,13.06,87.97,7621,0.278,0.4335,B
USW,Copper,Cu,Aluminum,Al,127.6,Tin-plated,691.98,,50.83,458.04,287.4,,,72.4,71.1,22.97,,148.976,4.373,15.022,12.063,2.648,177.1,0.172,0.4133,2618.4,1710.4,71.9,91.0,False,19.939,63.379,15.7,90.36,6981,0.311,0.4737,B
USW,Aluminum,Al,Aluminum,Al,67.4,Bare,1839.42,,25.84,1108.47,171.6,,,63.6,65.5,22.29,,192.563,5.434,23.19,9.482,2.361,189.5,0.299,0.357,4440.6,2894.4,78.9,84.0,True,49.735,130.751,14.76,93.84,9204,0.249,0.413,A
USW,Copper,Cu,Aluminum,Al,207.0,Carbon-coated,915.95,,34.88,512.84,393.8,,,23.2,10.7,18.23,,238.21,4.9,18.854,7.701,2.455,133.4,0.207,0.4358,3783.9,2477.2,83.4,86.3,True,28.132,87.385,13.13,96.45,9038,0.22,0.352,A
USW,Aluminum,Al,Aluminum,Al,73.8,Bare,1074.41,,40.74,753.55,596.3,,,22.5,69.2,14.15,,444.007,6.0,28.274,4.758,3.671,193.4,0.573,0.3431,5384.6,3510.9,86.6,92.4,True,53.264,294.403,4.44,100.0,8972,0.156,0.2847,A
USW,StainlessSteel,SS304,Nickel,Ni,154.5,Tin-plated,698.09,,42.29,671.56,552.1,,,75.6,29.2,19.64,,270.397,6.0,28.274,6.526,3.541,264.5,0.612,0.304,6021.2,3923.3,84.0,113.2,True,34.197,209.076,11.12,96.35,8705,0.188,0.4044,A
USW,Nickel,Ni,Copper,Cu,170.1,Tin-plated,2041.86,,44.66,1030.25,414.1,,,68.9,34.7,18.23,,604.418,6.0,28.274,4.37,4.383,237.6,0.562,0.2272,5270.9,3433.7,90.8,118.0,True,56.505,291.931,9.3,95.18,9632,0.168,0.3416,A
USW,Copper,Cu,Copper,Cu,157.5,Tin-plated,1190.22,,48.64,334.42,166.1,,,30.2,40.9,5.89,,145.658,4.053,12.902,10.845,1.485,131.5,0.153,0.2986,2751.7,1748.7,76.6,104.0,True,56.751,56.749,13.05,89.88,8910,0.263,0.4349,B
USW,StainlessSteel,SS304,Nickel,Ni,212.7,Bare,1563.7,,51.29,933.89,269.4,,,59.0,73.9,21.32,,316.578,6.0,28.274,6.598,3.174,249.2,0.619,0.3447,6324.2,4106.9,84.4,124.0,True,43.806,211.572,12.02,99.87,8837,0.269,0.3413,A
USW,StainlessSteel,SS304,Nickel,Ni,219.2,Tin-plated,2534.54,,51.21,534.06,495.3,,,8.3,77.7,24.58,,943.036,6.0,28.274,7.329,7.004,362.0,1.498,0.4301,3768.2,2426.5,86.2,121.0,True,21.729,557.088,15.71,87.7,7167,0.279,0.5793,B
USW,Aluminum,Al,Aluminum,Al,177.9,Nickel-plated,2480.58,,19.88,395.51,112.5,,,49.1,57.1,21.27,,161.063,4.279,14.378,13.42,1.819,157.7,0.193,0.365,2462.6,1624.5,61.5,88.5,False,18.594,67.615,14.81,91.31,9406,0.314,0.4814,A
USW,Aluminum,Al,Aluminum,Al,43.9,Oxide,1204.38,,33.37,296.77,573.1,,,109.0,25.5,23.1,,450.105,6.0,28.274,6.617,4.643,275.3,0.546,0.6273,4576.9,2958.1,79.5,77.6,True,12.849,277.965,11.43,87.52,7279,0.249,0.3989,B
USW,Aluminum,Al,Aluminum,Al,59.8,Nickel-plated,2086.28,,57.57,590.08,471.1,,,2.6,72.1,18.08,,773.059,6.0,28.274,7.115,6.353,238.3,0.969,0.1632,3529.8,2266.6,74.9,96.9,True,32.637,530.347,18.99,91.7,7627,0.272,0.5534,B
USW,Aluminum,Al,Aluminum,Al,119.8,Anodized,1341.06,,34.95,1148.08,527.7,,,2.9,44.3,4.69,,467.688,6.0,28.274,8.558,3.547,165.8,0.525,0.284,4912.2,3187.3,71.8,87.7,True,244.948,265.539,12.95,95.13,7839,0.283,0.4451,A
