Experiment_ID,Heating_Rate_C_per_min,Peak_Temperature_C,Hold_Time_min,Atmosphere,Total_Cycle_Time_min,Warpage_Max_mm,Warpage_RMS_mm,Cracking,Final_Relative_Density,Final_Porosity_fraction,Average_Grain_Size_um,Success,Quality_Score
EXP_0021,1,1200.0,240,air,2237.5,1.1278329656118207,0.7894830759282744,True,0.8808392328952844,0.11916076710471557,0.6619110545408471,False,30.0
EXP_0022,1,1200.0,240,reducing_10H2_90N2,2237.5,1.5131029351951362,1.0591720546365953,False,0.8712905476986762,0.1287094523013238,0.5289493373697347,False,70.0
EXP_0023,1,1200.0,240,reducing_5H2_95N2,2237.5,0.3559950525073009,0.2491965367551106,False,0.9090321932359687,0.09096780676403127,0.5,False,82.20024737463496
EXP_0024,1,1200.0,240,inert_N2,2237.5,1.017011241102024,0.7119078687714168,True,0.8992689538331822,0.10073104616681783,0.5664297904060788,False,30.0
EXP_0025,1,1200.0,480,air,2477.5,0.9591751734964393,0.6714226214475075,True,0.8156961660813234,0.18430383391867655,0.7470725953760038,False,10.0
EXP_0026,1,1200.0,480,reducing_10H2_90N2,2477.5,0.3182492080853718,0.22277444565976026,True,0.90480413973228,0.09519586026771998,0.7646344190077391,False,44.087539595731414
EXP_0027,1,1200.0,480,reducing_5H2_95N2,2477.5,1.964695709839447,1.375286996887613,False,0.9006668110311126,0.09933318896888743,0.6263340703304263,False,70.0
EXP_0028,1,1200.0,480,inert_N2,2477.5,1.4626099334080123,1.0238269533856086,False,0.7793537255308696,0.22064627446913043,0.5697612824876608,False,50.0
EXP_0029,1,1214.2857142857142,0,air,2021.7857142857142,0.8567112465963675,0.5996978726174572,True,0.8626981555598714,0.1373018444401286,0.5,False,30.0
EXP_0030,1,1214.2857142857142,0,reducing_10H2_90N2,2021.7857142857142,1.8747362754328596,1.3123153928030016,False,0.8996296494981435,0.1003703505018565,0.5,False,70.0
EXP_0031,1,1214.2857142857142,0,reducing_5H2_95N2,2021.7857142857142,0.10844309786275656,0.06506585871765394,False,0.9740255049534527,0.025974495046547252,0.5,True,104.57784510686217
EXP_0032,1,1214.2857142857142,0,inert_N2,2021.7857142857142,1.107623539062576,0.7753364773438031,False,0.8803242845109508,0.1196757154890492,0.5,False,70.0
EXP_0033,1,1214.2857142857142,15,air,2036.7857142857142,1.791097406792855,1.2537681847549984,False,0.86073851979131,0.13926148020869,0.5,False,70.0
EXP_0034,1,1214.2857142857142,15,reducing_10H2_90N2,2036.7857142857142,0.49613052716974404,0.3472913690188208,True,0.9022583851746313,0.0977416148253687,0.5,False,35.193473641512796
EXP_0035,1,1214.2857142857142,15,reducing_5H2_95N2,2036.7857142857142,1.384409835990524,0.9690868851933667,True,0.8896456995970728,0.11035430040292715,0.5,False,30.0
EXP_0036,1,1214.2857142857142,15,inert_N2,2036.7857142857142,0.10168473693238636,0.06101084215943181,False,0.9680891410929268,0.031910858907073236,0.5,True,104.91576315338068
EXP_0037,1,1214.2857142857142,30,air,2051.785714285714,1.7022015469786194,1.1915410828850335,True,0.8706536518523967,0.12934634814760326,0.5100022667600298,False,30.0
EXP_0038,1,1214.2857142857142,30,reducing_10H2_90N2,2051.785714285714,0.1480013271727669,0.08880079630366014,False,0.9247734932571973,0.07522650674280273,0.5,True,92.59993364136166
EXP_0039,1,1214.2857142857142,30,reducing_5H2_95N2,2051.785714285714,1.741853518172513,1.2192974627207591,False,0.7756198340775415,0.22438016592245846,0.5,False,50.0
EXP_0040,1,1214.2857142857142,30,inert_N2,2051.785714285714,0.05081640439021739,0.030489842634130432,False,0.9460140528744486,0.05398594712555138,0.5,True,97.45917978048914
EXP_0041,1,1214.2857142857142,60,air,2081.785714285714,0.2111298810827945,0.14779091675795614,True,0.8424149944437129,0.15758500555628707,0.5562132579872684,False,29.443505945860267
EXP_0042,1,1214.2857142857142,60,reducing_10H2_90N2,2081.785714285714,0.5773311904344058,0.4041318333040841,True,0.8171094136131902,0.18289058638680977,0.5,False,11.13344047827971
EXP_0043,1,1214.2857142857142,60,reducing_5H2_95N2,2081.785714285714,0.26977577255973606,0.18884304079181524,True,0.9026103426005196,0.09738965739948036,0.5,False,46.51121137201319
EXP_0044,1,1214.2857142857142,60,inert_N2,2081.785714285714,0.5759757205240149,0.4031830043668104,True,0.8930812848745177,0.10691871512548234,0.5514724852729257,False,31.201213973799256
EXP_0045,1,1214.2857142857142,120,air,2141.785714285714,1.9849770054668336,1.3894839038267834,False,0.8676602271357584,0.1323397728642416,0.6167160463751132,False,70.0
EXP_0046,1,1214.2857142857142,120,reducing_10H2_90N2,2141.785714285714,0.012822188662312956,0.007693313197387773,False,0.9279033092919914,0.07209669070800862,0.5055252956744453,True,99.35889056688436
EXP_0047,1,1214.2857142857142,120,reducing_5H2_95N2,2141.785714285714,1.2438813072714616,0.8707169150900231,True,0.7829713751426397,0.2170286248573603,0.6491505881306139,False,10.0
EXP_0048,1,1214.2857142857142,120,inert_N2,2141.785714285714,1.0689556009094274,0.7482689206365991,False,0.7931885415316897,0.20681145846831028,0.5940606749086228,False,50.0
EXP_0049,1,1214.2857142857142,240,air,2261.785714285714,0.06439522475087954,0.03863713485052772,False,0.9258430346927667,0.07415696530723326,0.5697141173737376,True,96.78023876245602
EXP_0050,1,1214.2857142857142,240,reducing_10H2_90N2,2261.785714285714,0.8507933410963586,0.595555338767451,False,0.779730677330392,0.22026932266960797,0.6995611107624469,False,50.0
EXP_0051,1,1214.2857142857142,240,reducing_5H2_95N2,2261.785714285714,1.956865521544013,1.369805865080809,False,0.7520596899568662,0.24794031004313377,0.6021758849361695,False,50.0
EXP_0052,1,1214.2857142857142,240,inert_N2,2261.785714285714,0.0432974661232165,0.0259784796739299,False,0.9555533126366443,0.044446687363355664,0.5988154643751765,True,107.83512669383917
EXP_0053,1,1214.2857142857142,480,air,2501.785714285714,1.8616321450146658,1.303142501510266,True,0.8308056048198145,0.16919439518018553,0.7074193016564271,False,10.0
EXP_0054,1,1214.2857142857142,480,reducing_10H2_90N2,2501.785714285714,0.2467532943144969,0.17272730602014782,False,0.8930050172233073,0.10699498277669273,0.8265454560459548,False,87.66233528427516
EXP_0055,1,1214.2857142857142,480,reducing_5H2_95N2,2501.785714285714,1.1875253644217452,0.8312677550952215,False,0.8808633884763257,0.11913661152367427,0.6887677989391598,False,70.0
EXP_0056,1,1214.2857142857142,480,inert_N2,2501.785714285714,1.3408441349397733,0.9385908944578413,False,0.8794366501014778,0.12056334989852224,0.7713881313169838,False,70.0
EXP_0057,1,1228.5714285714287,0,air,2046.0714285714287,0.5387327872009847,0.37711295104068926,False,0.8606640050987999,0.13933599490120008,0.5,False,73.06336063995076
EXP_0058,1,1228.5714285714287,0,reducing_10H2_90N2,2046.0714285714287,1.1909601527233546,0.8336721069063482,True,0.908402632621407,0.09159736737859303,0.5,False,30.0
EXP_0059,1,1228.5714285714287,0,reducing_5H2_95N2,2046.0714285714287,0.13052632387650692,0.07831579432590415,False,0.9650668071294476,0.03493319287055241,0.5,True,103.47368380617465
EXP_0060,1,1228.5714285714287,0,inert_N2,2046.0714285714287,1.5626157057614756,1.0938309940330329,False,0.854075294864419,0.14592470513558098,0.5325779279496367,False,70.0
EXP_0061,1,1228.5714285714287,15,air,2061.0714285714284,1.000195591043242,0.7001369137302694,False,0.7863158217664714,0.2136841782335286,0.5735470969459006,False,50.0
EXP_0062,1,1228.5714285714287,15,reducing_10H2_90N2,2061.0714285714284,0.09018311324847915,0.05410986794908749,False,0.9786189128768721,0.021381087123127918,0.5847021098933481,True,105.49084433757605
EXP_0063,1,1228.5714285714287,15,reducing_5H2_95N2,2061.0714285714284,0.04408499215136704,0.026450995290820224,False,0.9409317585341154,0.05906824146588463,0.5,True,97.79575039243164
EXP_0064,1,1228.5714285714287,15,inert_N2,2061.0714285714284,0.11783366333484441,0.07070019800090664,False,0.9780367491960589,0.021963250803941126,0.5,True,104.10831683325777
EXP_0065,1,1228.5714285714287,30,air,2076.0714285714284,0.05712928147008738,0.034277568882052425,False,0.9430678163282014,0.05693218367179864,0.5359381453857349,True,97.14353592649563
EXP_0066,1,1228.5714285714287,30,reducing_10H2_90N2,2076.0714285714284,0.061326258143528496,0.036795754886117096,False,0.9637531949996913,0.036246805000308746,0.5,True,106.93368709282358
EXP_0067,1,1228.5714285714287,30,reducing_5H2_95N2,2076.0714285714284,0.9887521843912099,0.6921265290738469,False,0.8226850208811363,0.17731497911886374,0.5955557107132615,False,50.0
EXP_0068,1,1228.5714285714287,30,inert_N2,2076.0714285714284,0.1333407330442787,0.08000443982656723,False,0.9792494307751386,0.020750569224861404,0.6132324641629974,True,103.33296334778606
EXP_0069,1,1228.5714285714287,60,air,2106.0714285714284,0.930141549627234,0.6510990847390637,False,0.872287252986959,0.12771274701304103,0.5,False,70.0
EXP_0070,1,1228.5714285714287,60,reducing_10H2_90N2,2106.0714285714284,0.48488709121881357,0.3394209638531695,True,0.7602205717039762,0.23977942829602383,0.5,False,15.755645439059322
EXP_0071,1,1228.5714285714287,60,reducing_5H2_95N2,2106.0714285714284,1.7924327105494087,1.254702897384586,False,0.90739123980756,0.09260876019244002,0.5,False,70.0
EXP_0072,1,1228.5714285714287,60,inert_N2,2106.0714285714284,1.3711221278149197,0.9597854894704437,False,0.8762143097095293,0.1237856902904707,0.6363301383026961,False,70.0
EXP_0073,1,1228.5714285714287,120,air,2166.0714285714284,0.056447834717643065,0.03386870083058584,False,0.9412651448747901,0.05873485512520993,0.5151203792159897,True,97.17760826411785
EXP_0074,1,1228.5714285714287,120,reducing_10H2_90N2,2166.0714285714284,0.017718893033839368,0.01063133582030362,False,0.9701936154794307,0.029806384520569273,0.5432980643843703,True,109.11405534830803
EXP_0075,1,1228.5714285714287,120,reducing_5H2_95N2,2166.0714285714284,0.04165574619246541,0.024993447715479247,False,0.9437115749725704,0.05628842502742959,0.5965808935056386,True,97.91721269037673
EXP_0076,1,1228.5714285714287,120,inert_N2,2166.0714285714284,0.7054305814167245,0.49380140699170716,True,0.8593411781759448,0.1406588218240552,0.5416986188154722,False,30.0
EXP_0077,1,1228.5714285714287,240,air,2286.0714285714284,0.1346561720571988,0.08079370323431927,False,0.9574014638441157,0.04259853615588427,0.6963800933482358,True,103.26719139714007
EXP_0078,1,1228.5714285714287,240,reducing_10H2_90N2,2286.0714285714284,0.1182312577980549,0.07093875467883294,False,0.9751529038157289,0.024847096184271056,0.8146334372942664,True,104.08843711009726
EXP_0079,1,1228.5714285714287,240,reducing_5H2_95N2,2286.0714285714284,0.10634353344180196,0.06380612006508117,False,0.9562007260565497,0.04379927394345029,0.8829056846677708,True,104.6828233279099
EXP_0080,1,1228.5714285714287,240,inert_N2,2286.0714285714284,1.0002723039533292,0.7001906127673304,False,0.8435759166010637,0.15642408339893632,0.7004129973198004,False,50.0
EXP_0081,1,1228.5714285714287,480,air,2526.0714285714284,1.3582475885853071,0.9507733120097149,False,0.7743106525263825,0.22568934747361746,0.9368474285756709,False,50.0
EXP_0082,1,1228.5714285714287,480,reducing_10H2_90N2,2526.0714285714284,0.03677089632406472,0.02206253779443883,False,0.9731978272117953,0.026802172788204737,0.8307566453318285,True,108.16145518379676
EXP_0083,1,1228.5714285714287,480,reducing_5H2_95N2,2526.0714285714284,0.048274646505388846,0.028964787903233306,False,0.954923847460908,0.04507615253909203,0.8391551997753571,True,107.58626767473056
EXP_0084,1,1228.5714285714287,480,inert_N2,2526.0714285714284,1.8016207979880994,1.2611345585916696,True,0.8615574928031766,0.13844250719682338,0.939315571959446,False,30.0
EXP_0085,1,1242.857142857143,0,air,2070.357142857143,0.9107386460973268,0.6375170522681287,False,0.8723272889531445,0.1276727110468555,0.5,False,70.0
EXP_0086,1,1242.857142857143,0,reducing_10H2_90N2,2070.357142857143,1.9996268302151077,1.3997387811505753,False,0.8262300227542723,0.17376997724572774,0.5740913860248318,False,50.0
EXP_0087,1,1242.857142857143,0,reducing_5H2_95N2,2070.357142857143,0.8930808936913543,0.625156625583948,True,0.8627530584258902,0.13724694157410977,0.6296838474658711,False,30.0
EXP_0088,1,1242.857142857143,0,inert_N2,2070.357142857143,0.06991591637486601,0.0419495498249196,False,0.9275583840398096,0.07244161596019039,0.5654174964403795,True,96.5042041812567
EXP_0089,1,1242.857142857143,15,air,2085.357142857143,1.370634309400714,0.9594440165804998,False,0.7671994177692246,0.23280058223077538,0.5563342788821951,False,50.0
EXP_0090,1,1242.857142857143,15,reducing_10H2_90N2,2085.357142857143,0.023483434566539875,0.014090060739923924,False,0.9212698582402605,0.07873014175973947,0.5152055445337548,True,98.825828271673
EXP_0091,1,1242.857142857143,15,reducing_5H2_95N2,2085.357142857143,1.6317425051906314,1.142219753633442,True,0.8001883508288915,0.1998116491711085,0.527436270812032,False,10.0
EXP_0092,1,1242.857142857143,15,inert_N2,2085.357142857143,1.4578042578605361,1.0204629805023753,False,0.8912347857896914,0.1087652142103086,0.5581908122321221,False,70.0
EXP_0093,1,1242.857142857143,30,air,2100.357142857143,0.6383287713366732,0.4468301399356712,True,0.8473366833803272,0.1526633166196728,0.6596931136872243,False,10.0
EXP_0094,1,1242.857142857143,30,reducing_10H2_90N2,2100.357142857143,0.08712727397855793,0.05227636438713476,False,0.9658230458545837,0.03417695414541633,0.527459171141298,True,105.6436363010721
EXP_0095,1,1242.857142857143,30,reducing_5H2_95N2,2100.357142857143,0.10988693217831073,0.06593215930698644,False,0.9201027915941213,0.07989720840587866,0.681402375099489,True,94.50565339108446
EXP_0096,1,1242.857142857143,30,inert_N2,2100.357142857143,1.2236340024319066,0.8565438017023346,False,0.908366154518295,0.09163384548170495,0.5582215796059952,False,70.0
EXP_0097,1,1242.857142857143,60,air,2130.357142857143,1.682167120188018,1.1775169841316124,False,0.7501982003176074,0.24980179968239258,0.7817531895024241,False,50.0
EXP_0098,1,1242.857142857143,60,reducing_10H2_90N2,2130.357142857143,0.09161059823474131,0.054966358940844784,False,0.9783824753209098,0.021617524679090172,0.6805675855171459,True,105.41947008826294
EXP_0099,1,1242.857142857143,60,reducing_5H2_95N2,2130.357142857143,0.018463506942919893,0.011078104165751935,False,0.9222395558665557,0.0777604441334443,0.6653452056386603,True,99.076824652854
EXP_0100,1,1242.857142857143,60,inert_N2,2130.357142857143,0.6095040690354313,0.4266528483248019,False,0.8667485991208917,0.13325140087910825,0.7390314418690829,False,70.0
EXP_0101,1,1242.857142857143,120,air,2190.357142857143,0.581918912423699,0.4073432386965893,False,0.7845044117403757,0.21549558825962434,0.686413905471066,False,50.90405437881505
EXP_0102,1,1242.857142857143,120,reducing_10H2_90N2,2190.357142857143,0.07557005195843818,0.04534203117506291,False,0.9781872029955553,0.021812797004444717,0.8387569030290264,True,106.22149740207809
EXP_0103,1,1242.857142857143,120,reducing_5H2_95N2,2190.357142857143,1.457473977926528,1.0202317845485696,True,0.7531746527419689,0.24682534725803107,0.713149246365398,False,10.0
EXP_0104,1,1242.857142857143,120,inert_N2,2190.357142857143,0.07567295910969479,0.04540377546581687,False,0.9656291755805483,0.03437082441945172,0.857877019762105,True,106.21635204451526
EXP_0105,1,1242.857142857143,240,air,2310.357142857143,0.10073115790642981,0.06043869474385788,False,0.9457807367908488,0.05421926320915116,0.9930985738848181,True,94.9634421046785
EXP_0106,1,1242.857142857143,240,reducing_10H2_90N2,2310.357142857143,0.06761042360544554,0.040566254163267326,False,0.9286077081076817,0.07139229189231833,0.9752022964509587,True,96.61947881972772
EXP_0107,1,1242.857142857143,240,reducing_5H2_95N2,2310.357142857143,0.06711280365105496,0.040267682190632974,False,0.9762921620537511,0.023707837946248866,1.0171604816236932,True,106.64435981744725
EXP_0108,1,1242.857142857143,240,inert_N2,2310.357142857143,1.797608397622683,1.2583258783358782,False,0.7835288000967284,0.21647119990327157,0.7297807048515941,False,50.0
EXP_0109,1,1242.857142857143,480,air,2550.357142857143,1.0364894792971933,0.7255426355080352,False,0.7935580012940293,0.2064419987059707,0.9146253508131398,False,50.0
EXP_0110,1,1242.857142857143,480,reducing_10H2_90N2,2550.357142857143,1.483294712829728,1.0383062989808096,False,0.8834774307769969,0.11652256922300308,0.8641170333432283,False,70.0
EXP_0111,1,1242.857142857143,480,reducing_5H2_95N2,2550.357142857143,0.14295958740693487,0.08577575244416093,False,0.9530145587157528,0.0469854412842472,0.8731008043372398,True,102.85202062965325
EXP_0112,1,1242.857142857143,480,inert_N2,2550.357142857143,0.058313773301831885,0.03498826398109913,False,0.9718845757588974,0.028115424241102582,0.827174941963486,True,107.0843113349084
EXP_0113,1,1257.142857142857,0,air,2094.642857142857,0.0509390773034589,0.03056344638207534,False,0.9299551119481941,0.07004488805180586,0.5,True,97.45304613482705
EXP_0114,1,1257.142857142857,0,reducing_10H2_90N2,2094.642857142857,0.14968181514879186,0.08980908908927511,False,0.9659468973197055,0.03405310268029449,0.5933698003621165,True,102.51590924256041
EXP_0115,1,1257.142857142857,0,reducing_5H2_95N2,2094.642857142857,0.07597416726250703,0.045584500357504214,False,0.9498713428869965,0.050128657113003516,0.6864133909976455,True,96.20129163687464
EXP_0116,1,1257.142857142857,0,inert_N2,2094.642857142857,0.14243052948134002,0.085458317688804,False,0.933019772304477,0.06698022769552303,0.6138099653127818,True,92.878473525933
EXP_0117,1,1257.142857142857,15,air,2109.642857142857,0.13073861398014547,0.07844316838808728,False,0.9460374258727182,0.05396257412728178,0.5764344970439541,True,93.46306930099273
EXP_0118,1,1257.142857142857,15,reducing_10H2_90N2,2109.642857142857,0.12038951972571485,0.07223371183542891,False,0.9272951087339898,0.07270489126601021,0.5509957625141421,True,93.98052401371426
EXP_0119,1,1257.142857142857,15,reducing_5H2_95N2,2109.642857142857,0.0380623923842513,0.02283743543055078,False,0.9654891410456983,0.034510858954301726,0.6433362437252175,True,108.09688038078744
EXP_0120,1,1257.142857142857,15,inert_N2,2109.642857142857,0.13442681240278195,0.08065608744166917,False,0.9560564164533851,0.04394358354661487,0.6654516257961761,True,103.2786593798609
EXP_0121,1,1257.142857142857,30,air,2124.642857142857,0.05385393827664664,0.03231236296598798,False,0.9658836647222536,0.03411633527774638,0.6426060336159505,True,107.30730308616766
EXP_0122,1,1257.142857142857,30,reducing_10H2_90N2,2124.642857142857,0.059069602864766584,0.035441761718859946,False,0.9348738981932608,0.06512610180673917,0.7013189603302883,True,97.04651985676168
EXP_0123,1,1257.142857142857,30,reducing_5H2_95N2,2124.642857142857,0.05332390020012338,0.03199434012007402,False,0.9722610550528579,0.02773894494714213,0.6900278159142539,True,107.33380498999384
EXP_0124,1,1257.142857142857,30,inert_N2,2124.642857142857,0.09542342407392113,0.05725405444435267,False,0.97435769498005,0.025642305019950018,0.5868269140609229,True,105.22882879630394
EXP_0125,1,1257.142857142857,60,air,2154.642857142857,0.14294038930354694,0.08576423358212816,False,0.9419022086328174,0.05809779136718263,0.7649783484815686,True,92.85298053482265
EXP_0126,1,1257.142857142857,60,reducing_10H2_90N2,2154.642857142857,0.2987734080542468,0.20914138563797274,True,0.8033562759036722,0.1966437240963278,0.79039128369893,False,25.061329597287653
EXP_0127,1,1257.142857142857,60,reducing_5H2_95N2,2154.642857142857,0.08642564647123842,0.05185538788274305,False,0.969187195333599,0.030812804666401017,0.8834389892911658,True,105.67871767643808
EXP_0128,1,1257.142857142857,60,inert_N2,2154.642857142857,0.10614636572159435,0.06368781943295661,False,0.9488723245636508,0.05112767543634922,0.788381207248543,True,94.69268171392028
EXP_0129,1,1257.142857142857,120,air,2214.642857142857,0.08075396905847264,0.04845238143508358,False,0.9640351535371141,0.03596484646288589,1.0016004375197032,True,105.96230154707636
EXP_0130,1,1257.142857142857,120,reducing_10H2_90N2,2214.642857142857,0.04534607236705009,0.027207643420230056,False,0.9562122560574197,0.04378774394258034,0.8557531033546405,True,107.7326963816475
EXP_0131,1,1257.142857142857,120,reducing_5H2_95N2,2214.642857142857,0.11710458505633584,0.0702627510338015,False,0.976948440524679,0.023051559475321004,0.9030696074561549,True,104.1447707471832
EXP_0132,1,1257.142857142857,120,inert_N2,2214.642857142857,0.04256601024912409,0.025539606149474453,False,0.9365900951404706,0.06340990485952935,0.88513970101685,True,97.8716994875438
EXP_0133,1,1257.142857142857,240,air,2334.642857142857,1.8120117026773588,1.268408191874151,False,0.9073897303256366,0.09261026967436337,0.9535840592422339,False,70.0
EXP_0134,1,1257.142857142857,240,reducing_10H2_90N2,2334.642857142857,0.08223931199214142,0.04934358719528485,False,0.9555267064369207,0.044473293563079275,0.9508684405513774,True,105.88803440039293
EXP_0135,1,1257.142857142857,240,reducing_5H2_95N2,2334.642857142857,0.09302188053596264,0.05581312832157758,False,0.9569079422816901,0.04309205771830993,0.8468641551214405,True,105.34890597320187
EXP_0136,1,1257.142857142857,240,inert_N2,2334.642857142857,0.07416025424080994,0.04449615254448596,False,0.9677705986610086,0.03222940133899144,0.89029402968976,True,106.2919872879595
EXP_0137,1,1257.142857142857,480,air,2574.642857142857,0.1138282877111958,0.06829697262671748,False,0.9462832177754108,0.0537167822245892,1.3331595032683152,True,94.3085856144402
EXP_0138,1,1257.142857142857,480,reducing_10H2_90N2,2574.642857142857,0.12888883651654245,0.07733330190992548,False,0.9725470304190158,0.0274529695809842,1.091228989289631,True,103.55555817417287
EXP_0139,1,1257.142857142857,480,reducing_5H2_95N2,2574.642857142857,1.071270991539137,0.7498896940773958,False,0.7950295097053994,0.20497049029460057,1.307620403403594,False,50.0
EXP_0140,1,1257.142857142857,480,inert_N2,2574.642857142857,0.07386754685978973,0.044320528115873836,False,0.936768680561614,0.063231319438386,1.219583078196973,True,96.30662265701051
EXP_0141,1,1271.4285714285713,0,air,2118.928571428571,0.1047963513149445,0.06287781078896669,False,0.9587381776412455,0.04126182235875453,0.7067491143802123,True,104.76018243425277
EXP_0142,1,1271.4285714285713,0,reducing_10H2_90N2,2118.928571428571,1.9883301751348166,1.3918311225943716,True,0.8062474544461965,0.1937525455538035,0.7384519348008127,False,10.0
EXP_0143,1,1271.4285714285713,0,reducing_5H2_95N2,2118.928571428571,0.011048133393615994,0.006628880036169596,False,0.9381337808071182,0.06186621919288182,0.6653113811906882,True,99.4475933303192
EXP_0144,1,1271.4285714285713,0,inert_N2,2118.928571428571,1.316147025097623,0.921302917568336,True,0.8937248110325743,0.10627518896742572,0.6334474568215,False,30.0
EXP_0145,1,1271.4285714285713,15,air,2133.928571428571,0.804611256999316,0.5632278798995212,False,0.8183428845052904,0.18165711549470964,0.782582752046517,False,50.0
EXP_0146,1,1271.4285714285713,15,reducing_10H2_90N2,2133.928571428571,0.7191108197547347,0.5033775738283143,False,0.8681223157815795,0.1318776842184205,0.7186407681327314,False,70.0
EXP_0147,1,1271.4285714285713,15,reducing_5H2_95N2,2133.928571428571,0.14564316469767338,0.08738589881860402,False,0.9516891685475006,0.04831083145249937,0.7246020201358018,True,102.71784176511633
EXP_0148,1,1271.4285714285713,15,inert_N2,2133.928571428571,0.24426298605763774,0.17098409024034641,True,0.878710277624672,0.12128972237532798,0.769019183601679,False,47.78685069711811
EXP_0149,1,1271.4285714285713,30,air,2148.928571428571,0.06988573330562739,0.04193143998337643,False,0.9797035745621158,0.020296425437884236,0.7419433684595491,True,106.50571333471864
EXP_0150,1,1271.4285714285713,30,reducing_10H2_90N2,2148.928571428571,0.08293194434357982,0.049759166606147896,False,0.9680084505667735,0.03199154943322646,0.814346364117245,True,105.85340278282101
EXP_0151,1,1271.4285714285713,30,reducing_5H2_95N2,2148.928571428571,0.10327982117003177,0.061967892702019065,False,0.9645997360705353,0.035400263929464715,0.7317087645194557,True,104.8360089414984
EXP_0152,1,1271.4285714285713,30,inert_N2,2148.928571428571,0.03760151026231764,0.022560906157390582,False,0.9537931853484461,0.04620681465155385,0.921226393324685,True,108.11992448688412
EXP_0153,1,1271.4285714285713,60,air,2178.928571428571,0.9815359982758858,0.68707519879312,False,0.8845631619338317,0.11543683806616833,0.9436586606877484,False,70.0
EXP_0154,1,1271.4285714285713,60,reducing_10H2_90N2,2178.928571428571,0.11846604400326491,0.07107962640195895,False,0.9434509985258974,0.05654900147410258,0.8317971156235654,True,94.07669779983675
EXP_0155,1,1271.4285714285713,60,reducing_5H2_95N2,2178.928571428571,0.32731549702766616,0.2291208479193663,False,0.7647002068293663,0.23529979317063365,0.7185474363002826,False,63.63422514861669
