timestamp_s,setpoint_zoneA_C,setpoint_zoneB_C,setpoint_zoneC_C,action_dZoneA_C,action_dZoneB_C,action_dZoneC_C
0.4166666666666667,590.0576171875,598.8980712890625,604.7064208984375,4.0,4.0,4.0
0.43333333333333335,594.0576171875,602.8980712890625,608.7064208984375,4.0,4.0,4.0
0.45,598.0576171875,606.8980712890625,612.7064208984375,4.0,4.0,4.0
0.4666666666666667,602.0576171875,610.8980712890625,616.7064208984375,4.0,4.0,4.0
0.48333333333333334,606.0576171875,614.8980712890625,620.7064208984375,4.0,4.0,4.0
0.5,610.0576171875,618.8980712890625,624.7064208984375,4.0,4.0,4.0
0.5166666666666667,614.0576171875,622.8980712890625,628.7064208984375,4.0,4.0,4.0
0.5333333333333333,618.0576171875,626.8980712890625,632.7064208984375,4.0,4.0,4.0
0.55,622.0576171875,630.8980712890625,636.7064208984375,4.0,4.0,4.0
0.5666666666666667,626.0576171875,634.8980712890625,640.7064208984375,4.0,4.0,4.0
0.5833333333333334,630.0576171875,638.8980712890625,644.7064208984375,4.0,4.0,4.0
0.6,634.0576171875,642.8980712890625,648.7064208984375,4.0,4.0,4.0
0.6166666666666667,638.0576171875,646.8980712890625,652.7064208984375,4.0,4.0,4.0
0.6333333333333333,642.0576171875,650.8980712890625,656.7064208984375,4.0,4.0,4.0
0.65,646.0576171875,654.8980712890625,660.7064208984375,4.0,4.0,4.0
0.6666666666666666,650.0576171875,658.8980712890625,664.7064208984375,4.0,4.0,4.0
0.6833333333333333,654.0576171875,662.8980712890625,668.7064208984375,4.0,4.0,4.0
0.7,658.0576171875,666.8980712890625,672.7064208984375,4.0,4.0,4.0
0.7166666666666667,662.0576171875,670.8980712890625,676.7064208984375,4.0,4.0,4.0
0.7333333333333333,666.0576171875,674.8980712890625,680.7064208984375,4.0,4.0,4.0
0.75,670.0576171875,678.8980712890625,684.7064208984375,4.0,4.0,4.0
0.7666666666666667,674.0576171875,682.8980712890625,688.7064208984375,4.0,4.0,4.0
0.7833333333333333,678.0576171875,686.8980712890625,692.7064208984375,4.0,4.0,4.0
0.8,682.0576171875,690.8980712890625,696.7064208984375,4.0,4.0,4.0
0.8166666666666667,686.0576171875,694.8980712890625,700.7064208984375,4.0,4.0,4.0
0.8333333333333334,690.0576171875,698.8980712890625,704.7064208984375,4.0,4.0,4.0
0.85,694.0576171875,702.8980712890625,708.7064208984375,4.0,4.0,4.0
0.8666666666666667,698.0576171875,706.8980712890625,712.7064208984375,4.0,4.0,4.0
0.8833333333333333,702.0576171875,710.8980712890625,716.7064208984375,4.0,4.0,4.0
0.9,706.0576171875,714.8980712890625,720.7064208984375,4.0,4.0,4.0
0.9166666666666666,710.0576171875,718.8980712890625,724.7064208984375,4.0,4.0,4.0
0.9333333333333333,714.0576171875,722.8980712890625,728.7064208984375,4.0,4.0,4.0
0.95,718.0576171875,726.8980712890625,732.7064208984375,4.0,4.0,4.0
0.9666666666666667,722.0576171875,730.8980712890625,736.7064208984375,4.0,4.0,4.0
0.9833333333333333,726.0576171875,734.8980712890625,740.7064208984375,4.0,4.0,4.0
1.0,730.0576171875,738.8980712890625,744.7064208984375,4.0,4.0,4.0
1.0166666666666666,734.0576171875,742.8980712890625,748.7064208984375,4.0,4.0,4.0
1.0333333333333334,738.0576171875,746.8980712890625,752.7064208984375,4.0,4.0,4.0
1.05,742.0576171875,750.8980712890625,756.7064208984375,4.0,4.0,4.0
1.0666666666666667,746.0576171875,754.8980712890625,760.7064208984375,4.0,4.0,4.0
1.0833333333333333,750.0576171875,758.8980712890625,764.7064208984375,4.0,4.0,4.0
1.1,754.0576171875,762.8980712890625,768.7064208984375,4.0,4.0,4.0
1.1166666666666667,758.0576171875,766.8980712890625,772.7064208984375,4.0,4.0,4.0
1.1333333333333333,762.0576171875,770.8980712890625,776.7064208984375,4.0,4.0,4.0
1.15,766.0576171875,774.8980712890625,780.7064208984375,4.0,4.0,4.0
1.1666666666666667,770.0576171875,778.8980712890625,784.7064208984375,4.0,4.0,4.0
1.1833333333333333,774.0576171875,782.8980712890625,788.7064208984375,4.0,4.0,4.0
1.2,778.0576171875,786.8980712890625,792.7064208984375,4.0,4.0,4.0
1.2166666666666666,782.0576171875,790.8980712890625,796.7064208984375,4.0,4.0,4.0
1.2333333333333334,786.0576171875,794.8980712890625,800.7064208984375,4.0,4.0,4.0
1.25,790.0576171875,798.8980712890625,804.7064208984375,4.0,4.0,4.0
1.2666666666666666,794.0576171875,802.8980712890625,808.7064208984375,4.0,4.0,4.0
1.2833333333333334,798.0576171875,806.8980712890625,812.7064208984375,4.0,4.0,4.0
1.3,802.0576171875,810.8980712890625,816.7064208984375,4.0,4.0,4.0
1.3166666666666667,806.0576171875,814.8980712890625,820.7064208984375,4.0,4.0,4.0
1.3333333333333333,810.0576171875,818.8980712890625,824.7064208984375,4.0,4.0,4.0
1.35,814.0576171875,822.8980712890625,828.7064208984375,4.0,4.0,4.0
1.3666666666666667,818.0576171875,826.8980712890625,832.7064208984375,4.0,4.0,4.0
1.3833333333333333,822.0576171875,830.8980712890625,836.7064208984375,4.0,4.0,4.0
1.4,826.0576171875,834.8980712890625,840.7064208984375,4.0,4.0,4.0
1.4166666666666667,830.0576171875,838.8980712890625,844.7064208984375,4.0,4.0,4.0
1.4333333333333333,834.0576171875,842.8980712890625,848.7064208984375,4.0,4.0,4.0
1.45,838.0576171875,846.8980712890625,852.7064208984375,4.0,4.0,4.0
1.4666666666666666,842.0576171875,850.8980712890625,856.7064208984375,4.0,4.0,4.0
1.4833333333333334,846.0576171875,854.8980712890625,860.7064208984375,4.0,4.0,4.0
1.5,850.0576171875,858.8980712890625,864.7064208984375,4.0,4.0,4.0
1.5166666666666666,854.0576171875,862.8980712890625,868.7064208984375,4.0,4.0,4.0
1.5333333333333334,858.0576171875,866.8980712890625,872.7064208984375,4.0,4.0,4.0
1.55,862.0576171875,870.8980712890625,876.7064208984375,4.0,4.0,4.0
1.5666666666666667,866.0576171875,874.8980712890625,880.7064208984375,4.0,4.0,4.0
1.5833333333333333,870.0576171875,878.8980712890625,884.7064208984375,4.0,4.0,4.0
1.6,874.0576171875,882.8980712890625,888.7064208984375,4.0,4.0,4.0
1.6166666666666667,878.0576171875,886.8980712890625,892.7064208984375,4.0,4.0,4.0
1.6333333333333333,882.0576171875,890.8980712890625,896.7064208984375,4.0,4.0,4.0
1.65,886.0576171875,894.8980712890625,900.7064208984375,4.0,4.0,4.0
1.6666666666666667,890.0576171875,898.8980712890625,904.7064208984375,4.0,4.0,4.0
1.6833333333333333,894.0576171875,902.8980712890625,908.7064208984375,4.0,4.0,4.0
1.7,898.0576171875,906.8980712890625,912.7064208984375,4.0,4.0,4.0
1.7166666666666666,902.0576171875,910.8980712890625,916.7064208984375,4.0,4.0,4.0
1.7333333333333334,906.0576171875,914.8980712890625,920.7064208984375,4.0,4.0,4.0
1.75,910.0576171875,918.8980712890625,924.7064208984375,4.0,4.0,4.0
1.7666666666666666,914.0576171875,922.8980712890625,928.7064208984375,4.0,4.0,4.0
1.7833333333333334,918.0576171875,926.8980712890625,932.7064208984375,4.0,4.0,4.0
1.8,922.0576171875,930.8980712890625,936.7064208984375,4.0,4.0,4.0
1.8166666666666667,926.0576171875,934.8980712890625,940.7064208984375,4.0,4.0,4.0
1.8333333333333333,930.0576171875,938.8980712890625,944.7064208984375,4.0,4.0,4.0
1.85,934.0576171875,942.8980712890625,948.7064208984375,4.0,4.0,4.0
1.8666666666666667,938.0576171875,946.8980712890625,952.7064208984375,4.0,4.0,4.0
1.8833333333333333,942.0576171875,950.8980712890625,956.7064208984375,4.0,4.0,4.0
1.9,946.0576171875,954.8980712890625,960.7064208984375,4.0,4.0,4.0
1.9166666666666667,950.0576171875,958.8980712890625,964.7064208984375,4.0,4.0,4.0
1.9333333333333333,954.0576171875,962.8980712890625,968.7064208984375,4.0,4.0,4.0
1.95,958.0576171875,966.8980712890625,972.7064208984375,4.0,4.0,4.0
1.9666666666666666,962.0576171875,970.8980712890625,976.7064208984375,4.0,4.0,4.0
1.9833333333333334,966.0576171875,974.8980712890625,980.7064208984375,4.0,4.0,4.0
2.0,970.0576171875,978.8980712890625,984.7064208984375,4.0,4.0,4.0
2.0166666666666666,974.0576171875,982.8980712890625,988.7064208984375,4.0,4.0,4.0
2.033333333333333,978.0576171875,986.8980712890625,992.7064208984375,4.0,4.0,4.0
2.05,982.0576171875,990.8980712890625,993.9678955078125,4.0,4.0,1.2614561319351196
2.066666666666667,986.0576171875,994.8980712890625,996.2376708984375,4.0,4.0,2.2697818279266357
2.0833333333333335,990.0576171875,998.8980712890625,998.6256713867188,4.0,4.0,2.388007402420044
2.1,994.0576171875,1001.2648315429688,1000.7955322265625,4.0,2.366730213165283,2.1698343753814697
2.1166666666666667,998.0576171875,1003.5647583007812,1002.9788208007812,4.0,2.299907922744751,2.1832737922668457
2.1333333333333333,1002.0576171875,1006.3309936523438,1004.947265625,4.0,2.7662272453308105,1.9684618711471558
2.15,1006.0576171875,1008.7199096679688,1006.9619750976562,4.0,2.3889431953430176,2.014735460281372
2.1666666666666665,1010.0576171875,1010.1067504882812,1008.9171752929688,4.0,1.3868600130081177,1.9551963806152344
2.183333333333333,1014.0576171875,1011.2431640625,1010.8624877929688,4.0,1.1364344358444214,1.9453142881393433
2.2,1015.8853149414062,1012.9573974609375,1011.696044921875,1.8277013301849365,1.7142382860183716,0.8335422277450562
2.216666666666667,1017.9497680664062,1014.3762817382812,1013.6028442382812,2.064481735229492,1.4188573360443115,1.906797170639038
2.2333333333333334,1020.0961303710938,1015.3466186523438,1015.08154296875,2.146383762359619,0.9703134298324585,1.47866952419281
2.25,1021.7693481445312,1016.7841186523438,1016.8827514648438,1.673190951347351,1.4375263452529907,1.8012301921844482
2.2666666666666666,1023.9390869140625,1018.236572265625,1018.0751953125,2.1697213649749756,1.4524434804916382,1.1924253702163696
2.283333333333333,1024.8988037109375,1020.880615234375,1019.9658203125,0.9596951603889465,2.6440675258636475,1.8906149864196777
2.3,1026.646728515625,1021.9867553710938,1021.1333618164062,1.747969388961792,1.1061469316482544,1.1675550937652588
2.316666666666667,1028.52197265625,1024.2957763671875,1022.5693359375,1.8752020597457886,2.3089752197265625,1.4359642267227173
2.3333333333333335,1030.22802734375,1027.0367431640625,1024.775146484375,1.7060116529464722,2.740964889526367,2.2058207988739014
2.35,1031.2939453125,1027.6005859375,1025.981201171875,1.0659712553024292,0.5638263821601868,1.2060149908065796
2.3666666666666667,1032.8448486328125,1030.0137939453125,1028.1363525390625,1.5509427785873413,2.413210391998291,2.155122995376587
2.3833333333333333,1034.047607421875,1032.3770751953125,1029.9027099609375,1.2027342319488525,2.363251209259033,1.7663135528564453
2.4,1036.150634765625,1033.88525390625,1031.93603515625,2.1030380725860596,1.5081335306167603,2.0333681106567383
2.4166666666666665,1037.4295654296875,1035.7960205078125,1033.484375,1.2789764404296875,1.9107954502105713,1.5482903718948364
2.433333333333333,1038.663330078125,1038.0203857421875,1035.0084228515625,1.2337945699691772,2.2243831157684326,1.5240297317504883
2.45,1040.312744140625,1040.042236328125,1036.9359130859375,1.6494115591049194,2.0218653678894043,1.9274331331253052
2.466666666666667,1041.1387939453125,1041.5037841796875,1038.356689453125,0.8260855674743652,1.461580753326416,1.4207186698913574
2.4833333333333334,1042.5379638671875,1042.9073486328125,1039.4681396484375,1.3991259336471558,1.4035922288894653,1.111489176750183
2.5,1044.6015625,1043.917724609375,1039.3055419921875,2.063633441925049,1.010381817817688,-0.16258198022842407
2.5166666666666666,1046.2674560546875,1046.022216796875,1040.9754638671875,1.6659038066864014,2.104515790939331,1.6699650287628174
2.533333333333333,1048.6898193359375,1048.52783203125,1042.5584716796875,2.422340154647827,2.505600690841675,1.5829721689224243
2.55,1050.713134765625,1050.5179443359375,1044.7652587890625,2.023364305496216,1.990157127380371,2.206839084625244
2.566666666666667,1051.3697509765625,1051.2711181640625,1045.936279296875,0.6566709876060486,0.7531296610832214,1.171034812927246
2.5833333333333335,1053.3292236328125,1053.1046142578125,1047.4564208984375,1.959487795829773,1.8335098028182983,1.5201432704925537
2.6,1054.6641845703125,1054.6695556640625,1049.453857421875,1.3350117206573486,1.5649162530899048,1.9973781108856201
2.6166666666666667,1056.0084228515625,1056.5010986328125,1052.3468017578125,1.3442790508270264,1.8314892053604126,2.8928980827331543
2.6333333333333333,1057.3790283203125,1057.2265625,1053.527587890625,1.370661735534668,0.725465714931488,1.1808278560638428
2.65,1058.9847412109375,1058.3370361328125,1055.5400390625,1.6056909561157227,1.1104249954223633,2.0124711990356445
2.6666666666666665,1060.1239013671875,1059.53125,1057.3192138671875,1.1391613483428955,1.1941629648208618,1.7791162729263306
2.683333333333333,1061.4093017578125,1060.5240478515625,1058.539794921875,1.2853643894195557,0.9927634000778198,1.2205238342285156
2.7,1062.5926513671875,1062.87109375,1060.2366943359375,1.1832979917526245,2.3470160961151123,1.6968967914581299
2.716666666666667,1064.1068115234375,1063.714599609375,1061.406982421875,1.514204740524292,0.8435666561126709,1.1703121662139893
2.7333333333333334,1065.544677734375,1065.0020751953125,1062.0697021484375,1.4378993511199951,1.2875169515609741,0.6627011299133301
2.75,1066.9222412109375,1065.862548828125,1063.3419189453125,1.377535343170166,0.8605027198791504,1.2721617221832275
2.7666666666666666,1067.385498046875,1066.2640380859375,1065.0673828125,0.46328920125961304,0.401496022939682,1.725453495979309
2.783333333333333,1069.585205078125,1066.8177490234375,1066.3641357421875,2.1996803283691406,0.5536542534828186,1.2967971563339233
2.8,1070.8272705078125,1068.144775390625,1067.1834716796875,1.2421220541000366,1.3269814252853394,0.8193027377128601
2.816666666666667,1071.9747314453125,1070.0233154296875,1068.5599365234375,1.1474769115447998,1.8785138130187988,1.376473307609558
2.8333333333333335,1073.62890625,1071.687744140625,1069.7685546875,1.6541715860366821,1.6643813848495483,1.2085742950439453
2.85,1074.3447265625,1072.909912109375,1072.658447265625,0.7158258557319641,1.222125768661499,2.889846086502075
2.8666666666666667,1075.2412109375,1073.9351806640625,1073.8289794921875,0.8965317010879517,1.0252081155776978,1.170488715171814
2.8833333333333333,1075.506103515625,1074.73193359375,1074.881591796875,0.26489096879959106,0.7967896461486816,1.052588939666748
2.9,1076.1380615234375,1074.85107421875,1076.0882568359375,0.6319127082824707,0.11914995312690735,1.2066600322723389
2.9166666666666665,1078.3408203125,1076.9896240234375,1077.5040283203125,2.2027859687805176,2.1385674476623535,1.4157993793487549
2.933333333333333,1078.99755859375,1078.39111328125,1078.3009033203125,0.6567364931106567,1.4014822244644165,0.7969146370887756
2.95,1080.0987548828125,1079.3861083984375,1079.9561767578125,1.1011686325073242,0.9950085878372192,1.6552389860153198
2.966666666666667,1080.7779541015625,1080.6717529296875,1080.6229248046875,0.6792600154876709,1.2856181859970093,0.6667909622192383
2.9833333333333334,1082.46728515625,1082.956298828125,1081.7919921875,1.689353346824646,2.2845468521118164,1.169071078300476
3.0,1083.4622802734375,1085.42041015625,1083.2762451171875,0.9950149059295654,2.4640843868255615,1.48426353931427
3.0166666666666666,1084.7694091796875,1085.7208251953125,1085.1309814453125,1.3070693016052246,0.3004550039768219,1.854775309562683
3.033333333333333,1086.119873046875,1086.5936279296875,1086.62060546875,1.3504759073257446,0.8727424144744873,1.4895718097686768
3.05,1086.8990478515625,1087.33984375,1088.417236328125,0.7791458368301392,0.746245265007019,1.796649694442749
3.066666666666667,1088.23583984375,1089.1656494140625,1088.561279296875,1.3368364572525024,1.8257594108581543,0.14402849972248077
3.0833333333333335,1089.875732421875,1089.670166015625,1089.5013427734375,1.6399216651916504,0.5045640468597412,0.9400323629379272
3.1,1091.081298828125,1090.99267578125,1091.1923828125,1.2056052684783936,1.3224823474884033,1.691097378730774
3.1166666666666667,1092.5858154296875,1093.1942138671875,1092.342041015625,1.5044631958007812,2.201535701751709,1.1496306657791138
3.1333333333333333,1093.25390625,1094.69921875,1093.965576171875,0.6680347323417664,1.5049651861190796,1.623572587966919
3.15,1094.2379150390625,1095.991455078125,1094.694580078125,0.9839552640914917,1.2922859191894531,0.7290028929710388
3.1666666666666665,1095.5540771484375,1097.1376953125,1096.212646484375,1.3161990642547607,1.1463005542755127,1.5180786848068237
3.183333333333333,1095.4798583984375,1097.6776123046875,1097.925537109375,-0.07418613880872726,0.539972186088562,1.7128700017929077
3.2,1096.750732421875,1099.0633544921875,1099.2447509765625,1.2709118127822876,1.3856937885284424,1.3192698955535889
3.216666666666667,1098.3333740234375,1099.9248046875,1099.689208984375,1.5826693773269653,0.8613899350166321,0.4444238841533661
3.2333333333333334,1099.655029296875,1100.043212890625,1100.7503662109375,1.3216434717178345,0.11838508397340775,1.061118721961975
3.25,1100.8018798828125,1102.0416259765625,1102.2220458984375,1.1469002962112427,1.9984159469604492,1.4716280698776245
3.2666666666666666,1101.2344970703125,1103.5263671875,1102.97509765625,0.4325973689556122,1.4847021102905273,0.753049910068512
3.283333333333333,1102.8511962890625,1104.697021484375,1104.776123046875,1.6166882514953613,1.1706068515777588,1.801084280014038
3.3,1103.5037841796875,1105.5975341796875,1105.05908203125,0.6526369452476501,0.9004852771759033,0.2829582691192627
3.316666666666667,1104.5474853515625,1106.4808349609375,1105.6043701171875,1.0437544584274292,0.8832622170448303,0.5453342795372009
3.3333333333333335,1105.35107421875,1106.76611328125,1106.66259765625,0.8036237955093384,0.28528013825416565,1.0582579374313354
3.35,1105.280517578125,1106.0654296875,1107.4771728515625,-0.07059451937675476,-0.7006999850273132,0.8146330118179321
3.3666666666666667,1106.0189208984375,1107.5340576171875,1107.208984375,0.7383655309677124,1.4686329364776611,-0.26823705434799194
3.3833333333333333,1107.3133544921875,1108.618896484375,1108.2889404296875,1.2944155931472778,1.0848605632781982,1.0799427032470703
3.4,1108.9471435546875,1109.68310546875,1109.036865234375,1.6337894201278687,1.0642309188842773,0.7479349970817566
3.4166666666666665,1109.5872802734375,1109.8369140625,1110.6083984375,0.6401365995407104,0.15380416810512543,1.5715075731277466
3.433333333333333,1109.38916015625,1110.359130859375,1112.779296875,-0.19810402393341064,0.5222747325897217,2.1708645820617676
3.45,1110.668212890625,1111.3406982421875,1113.4219970703125,1.2790634632110596,0.9815455079078674,0.6427308917045593
3.466666666666667,1111.3822021484375,1111.4727783203125,1113.947265625,0.7140437364578247,0.13204333186149597,0.5253013372421265
3.4833333333333334,1111.4005126953125,1111.997314453125,1114.20654296875,0.018257152289152145,0.5245368480682373,0.2593153715133667
3.5,1111.9512939453125,1111.799072265625,1116.2908935546875,0.550807535648346,-0.1982683688402176,2.0843234062194824
3.5166666666666666,1112.7259521484375,1111.6104736328125,1117.0635986328125,0.7746781706809998,-0.18865425884723663,0.7726561427116394
3.533333333333333,1114.243896484375,1112.8985595703125,1117.1595458984375,1.5179606676101685,1.2880278825759888,0.09590155631303787
3.55,1114.8582763671875,1113.94921875,1117.705810546875,0.6144030690193176,1.0506691932678223,0.546238362789154
3.566666666666667,1115.5693359375,1115.4002685546875,1119.757080078125,0.7110166549682617,1.451054573059082,2.0512800216674805
3.5833333333333335,1116.2457275390625,1117.70068359375,1120.3719482421875,0.6764189600944519,2.3003928661346436,0.6148161292076111
3.6,1117.224365234375,1119.08984375,1121.0220947265625,0.9786480665206909,1.3891080617904663,0.650161862373352
3.6166666666666667,1118.148681640625,1119.4844970703125,1122.0421142578125,0.9243178963661194,0.3946529030799866,1.0200659036636353
3.6333333333333333,1118.2242431640625,1119.6378173828125,1121.7574462890625,0.07561161369085312,0.15328624844551086,-0.28462424874305725
3.65,1119.06689453125,1120.113525390625,1121.5908203125,0.8426204919815063,0.47567689418792725,-0.16662323474884033
3.6666666666666665,1119.25390625,1121.1422119140625,1122.3209228515625,0.18705099821090698,1.0287134647369385,0.7301322221755981
3.683333333333333,1120.3670654296875,1121.3968505859375,1122.6236572265625,1.1130990982055664,0.254635751247406,0.30275028944015503
3.7,1121.8038330078125,1123.3372802734375,1123.5084228515625,1.4367557764053345,1.940421462059021,0.8847174644470215
3.716666666666667,1122.0634765625,1124.2530517578125,1124.2119140625,0.259704053401947,0.9157633781433105,0.703471839427948
3.7333333333333334,1122.2939453125,1124.68603515625,1124.7674560546875,0.23043787479400635,0.43299049139022827,0.555513322353363
3.75,1123.536376953125,1125.8729248046875,1124.5140380859375,1.2423914670944214,1.1869142055511475,-0.25342175364494324
3.7666666666666666,1123.9757080078125,1127.3531494140625,1125.7420654296875,0.43927791714668274,1.4802852869033813,1.2280241250991821
3.783333333333333,1124.9473876953125,1128.083740234375,1125.6600341796875,0.9716513156890869,0.7305769324302673,-0.08200934529304504
3.8,1124.687255859375,1129.1422119140625,1126.786376953125,-0.26014354825019836,1.058478593826294,1.1263954639434814
3.816666666666667,1125.21484375,1130.1488037109375,1127.31494140625,0.5276290774345398,1.0065761804580688,0.5285888314247131
3.8333333333333335,1126.26611328125,1130.9237060546875,1127.4073486328125,1.051223874092102,0.7749091386795044,0.09240258485078812
3.85,1127.089599609375,1131.971923828125,1127.1524658203125,0.8234663009643555,1.0481758117675781,-0.25486448407173157
3.8666666666666667,1127.7689208984375,1133.162353515625,1128.2020263671875,0.6793708205223083,1.190413236618042,1.0495755672454834
3.8833333333333333,1127.9058837890625,1133.200439453125,1129.240234375,0.13700179755687714,0.03807715326547623,1.0381674766540527
3.9,1128.5706787109375,1132.7054443359375,1129.68310546875,0.6647990345954895,-0.4950089156627655,0.44281890988349915
3.9166666666666665,1128.6104736328125,1133.2767333984375,1130.3101806640625,0.03979802504181862,0.5713390111923218,0.6271045207977295
3.933333333333333,1129.87646484375,1133.27001953125,1131.334228515625,1.2659955024719238,-0.006653042510151863,1.023991346359253
3.95,1130.078369140625,1133.796630859375,1131.9613037109375,0.2018897831439972,0.5266434550285339,0.6270995140075684
3.966666666666667,1130.928466796875,1134.364013671875,1133.5518798828125,0.8501304984092712,0.5673279166221619,1.5906182527542114
3.9833333333333334,1131.164794921875,1135.7567138671875,1134.988037109375,0.23629027605056763,1.3927221298217773,1.436109185218811
4.0,1131.87109375,1136.8819580078125,1136.0634765625,0.7063493728637695,1.125229001045227,1.0754469633102417
4.016666666666667,1132.766357421875,1137.04541015625,1136.7010498046875,0.8952997922897339,0.163511723279953,0.6375787854194641
4.033333333333333,1133.366455078125,1138.2537841796875,1137.832275390625,0.6000993251800537,1.2084031105041504,1.1311771869659424
4.05,1134.029296875,1138.2535400390625,1138.5115966796875,0.6628047823905945,-0.0002985124592669308,0.6793659925460815
4.066666666666666,1135.2591552734375,1138.3031005859375,1139.0513916015625,1.22990882396698,0.04950254037976265,0.5398372411727905
4.083333333333333,1135.92626953125,1139.3623046875,1139.8294677734375,0.6671100854873657,1.0592161417007446,0.7781325578689575
4.1,1135.9749755859375,1139.8929443359375,1140.7723388671875,0.04869041219353676,0.5306975841522217,0.9428783059120178
4.116666666666666,1136.67431640625,1140.159423828125,1140.9268798828125,0.6993287205696106,0.26646196842193604,0.1544850468635559
4.133333333333334,1137.381103515625,1141.67822265625,1141.1396484375,0.7067515254020691,1.5188076496124268,0.21280868351459503
4.15,1138.3905029296875,1141.4400634765625,1141.2080078125,1.009437084197998,-0.23819711804389954,0.06840947270393372
4.166666666666667,1139.78759765625,1142.167724609375,1141.4493408203125,1.397112488746643,0.7276507616043091,0.24135467410087585
4.183333333333334,1140.7984619140625,1143.0826416015625,1143.3349609375,1.0108040571212769,0.9148820638656616,1.8855873346328735
4.2,1141.2799072265625,1144.30126953125,1144.6741943359375,0.4814559817314148,1.2186732292175293,1.339208722114563
4.216666666666667,1141.8834228515625,1144.7564697265625,1144.8438720703125,0.6035653948783875,0.45513975620269775,0.16965873539447784
4.233333333333333,1143.1759033203125,1145.9180908203125,1145.8709716796875,1.29243803024292,1.1616089344024658,1.027143120765686
4.25,1144.0430908203125,1146.7744140625,1146.5347900390625,0.8672066330909729,0.8563345074653625,0.663838803768158
4.266666666666667,1144.84326171875,1147.0252685546875,1145.80517578125,0.8001172542572021,0.25086164474487305,-0.7295544743537903
4.283333333333333,1145.2569580078125,1147.9002685546875,1146.064453125,0.41367173194885254,0.8750187158584595,0.2592936158180237
4.3,1145.9437255859375,1148.01708984375,1146.6229248046875,0.6868235468864441,0.11685199290513992,0.5584424734115601
4.316666666666666,1146.44189453125,1148.9857177734375,1146.48095703125,0.49812328815460205,0.9686528444290161,-0.1419724076986313
4.333333333333333,1147.1463623046875,1148.7911376953125,1146.791748046875,0.7044911980628967,-0.19452573359012604,0.3108173906803131
4.35,1147.6539306640625,1149.3638916015625,1148.1697998046875,0.5075890421867371,0.5728129744529724,1.3780956268310547
4.366666666666666,1148.680908203125,1150.307373046875,1149.843017578125,1.0270336866378784,0.9435258507728577,1.6731983423233032
4.383333333333334,1149.7244873046875,1150.8511962890625,1149.6741943359375,1.043581485748291,0.5438184142112732,-0.16884499788284302
4.4,1149.5582275390625,1151.04541015625,1149.6781005859375,-0.16626997292041779,0.1942627876996994,0.0038913567550480366
4.416666666666667,1149.9259033203125,1151.7550048828125,1150.900146484375,0.3676832616329193,0.7095715999603271,1.2220141887664795
4.433333333333334,1150.715576171875,1151.1607666015625,1150.5185546875,0.7896260023117065,-0.5941951870918274,-0.3815503418445587
4.45,1151.05908203125,1151.2596435546875,1151.6712646484375,0.3435218930244446,0.09890197217464447,1.1527023315429688
4.466666666666667,1151.8095703125,1151.11669921875,1153.392333984375,0.7504399418830872,-0.14294461905956268,1.7211235761642456
4.483333333333333,1152.3642578125,1150.7540283203125,1153.9232177734375,0.5547277331352234,-0.3626805245876312,0.5309385657310486
