Anode_Material,Cathode_Material,Anode_Thickness_um,Cathode_Thickness_um,Surface_Finish,Welding_Technique,Power_W,Amplitude_um,Force_N,Pressure_MPa,Time_ms,Speed_mm_s,Pulse_Frequency_Hz,Pulse_Energy_J,Preheat_Temperature_C,Ambient_Humidity_%,Chamber_Atmosphere,Cooling_Rate_C_per_s,Electrode_Material,Gap_Distance_mm,Weld_Strength_MPa,Joint_Resistance_mOhm,Nugget_Diameter_mm,Penetration_Depth_um,HAZ_Width_mm,Porosity_%,Surface_Roughness_um,Microhardness_HV,Grain_Size_um,Visual_Quality_Score,Interfacial_Bonding_%,Initial_Crack_Density_per_mm2,Residual_Stress_MPa,Thermal_Cycles_to_Failure,Retained_Strength_%,Resistance_Increase_%,Final_Crack_Density_per_mm2,Fatigue_Life_Cycles,Max_Operating_Temp_C,Thermal_Shock_Score,IMC_Growth_Rate_um_per_1000cycles,Delamination_%,Oxidation_Resistance_Score,Energy_Efficiency_Loss_%,Overall_Performance_Score,Cost_per_Joint_USD,Pass_Quality_Threshold,Pass_Performance_Threshold,Optimal_Design
Al,Steel,429.89729493880304,289.66317835163187,Anodized,Laser,1415.6325149961854,0.0,0.0,0.0,457.0132672765794,64.13936557417355,64.56852526370788,7.935480776737638,86.13623762591845,52.07519768474556,Nitrogen,39.23013371754,Copper,0.16186072621960923,146.11228698723815,5.233116225272376,4.712655368215813,300.3432548766633,3.1299990741038886,7.508053666423427,5.190455673740245,232.93322013325056,30.410999663918563,6.894314087027626,75.73491188631067,0.7721314610719426,79.04331883732218,5905,73.40782126699112,88.84563172768941,2.4856822628530066,63313,275.3177438600591,6.159477206334349,2.318347264687491,23.102299002630765,6.685375760821861,19.165256508050124,64.98610693200617,0.11951692003588284,1,1,1
Cu,Al,216.95324416487725,190.31582086025165,Passivated,Laser,1758.070863465294,0.0,0.0,0.0,130.27921336786147,51.83057853437507,99.77623710957063,10.376506917379716,103.61098865123442,61.619694249933225,Argon,13.017587721027724,Molybdenum,0.45859057253216834,176.24992256259202,3.673676534939111,5.249717782838565,344.84068707484766,2.564667109029952,4.996279399834114,3.719560865744185,266.97309526915234,26.480734421878136,7.603490657463934,84.39287946566132,0.5259341345672314,70.28034293296153,8824,86.8621258603996,43.17805654941506,1.6224649861398794,86818,319.2299054476773,7.8827570196279195,1.5104367286525933,12.04333590482893,8.002821621029534,11.320801485431723,83.4297500466686,0.0951470827417436,1,1,1
Ni,Cu,277.56778180255117,346.64879126611004,Bare,Friction_Stir,0.0,0.0,3539.208268590314,0.0,16652.90490347422,16.46631797487867,0.0,0.0,71.25090569680913,38.57233048647326,Vacuum,31.41965097783668,Tungsten,0.3265588060028659,110.42140008344066,6.543789572571422,3.80460447710227,233.02972679631088,3.734802816347762,9.635277137763303,7.137774793405973,181.5818365697086,38.764084920097325,5.801867505548689,67.79899472546035,1.2237820995646544,109.77727429712145,4120,54.89026666063343,127.5521280070386,3.6422297421071317,39167,230.34161536243087,4.673278720863563,3.2619189606253376,32.43998545856253,5.246437993565044,27.293937094614765,48.504222461577676,0.06525591358817853,0,1,0
Cu,Al,108.76533151000358,116.13354085538079,Coated,Resistance_Spot,4365.745295325412,0.0,2416.0475679958236,30.200594599947795,530.4831777866947,0.0,0.0,0.0,80.86310917442603,43.761631544589115,Nitrogen,47.35152262417459,Copper,0.49009374492218527,175.23947477230692,3.5508258435488758,5.350959775925877,345.4322851086745,2.529365258587225,4.498729606992536,3.953434121847343,260.1037535881905,24.64221549104202,7.471518479173919,86.99258874548522,0.4844673932536228,74.69536607910425,9737,95.35776586750255,20.83952258275627,0.963681564969396,99482,353.54426120548,9.135936925121332,1.1017825873299607,5.359466457191165,8.604170050975064,7.61194398450476,94.35189235053716,0.10877668537759869,1,1,1
Al,Steel,220.41843113372522,230.4681016513014,Passivated,Laser,2655.2102146005786,0.0,0.0,0.0,489.0222358651004,90.40991188386386,27.473742695669415,3.4786570944764845,137.81455303449644,64.9831806554937,Argon,32.4852921412042,Tungsten,0.03338310541337941,91.81684410435203,7.659875020086381,3.218445778471504,182.3362446623911,4.020598158531308,10.807443218572205,7.77786920256517,166.2301452843236,40.84098269438939,4.643417694654154,56.14715321989535,1.424906364920042,125.41951994797556,622,30.119574937913065,202.24418828905445,5.207634447557448,11054,151.09956572716507,1.9017553867355488,4.981500418981397,50.00601492016366,2.761395379162205,38.47652901505667,18.5873536079246,0.10947398753203161,0,0,0
Cu,Al,301.0524970520522,287.42279783645387,Electroplated,Resistance_Spot,4604.971890951104,0.0,2786.4722944198934,34.83090368024867,1352.2893000117137,0.0,0.0,0.0,140.99151911502162,32.004281197598736,Argon,32.51013561288289,Molybdenum,0.1971750864554659,154.82989684563685,4.165567172561897,4.934760814370863,319.27351890240067,2.987866920241475,7.05085206473537,4.668980131219699,241.87633582525132,28.845367563686494,7.208174966265008,79.23768061348278,0.742159462208263,75.96764394433642,8968,93.73751051436786,34.67268623795144,1.5184477042234457,92281,334.22416665419644,8.763322298808978,1.5534941520440702,8.819178309312141,8.44320095848749,8.04825740499413,88.93594862353797,0.0679751969709079,1,1,1
Al,Al,122.4704309389756,159.18333364376235,Electroplated,Ultrasonic,2083.373648067457,45.856069466631986,1318.0442782004625,13.180442782004626,146.08571427129615,0.0,0.0,0.0,136.40382754871257,50.492612450266485,Nitrogen,38.1397838950971,Molybdenum,0.4175687810494053,146.19275740389196,4.592848079575462,4.742347088427606,318.50458754403894,3.119997745082905,6.906188108060992,5.526878422695596,238.44885088807425,29.385631101140113,6.805370480834285,79.54551910790794,0.7639247713284063,77.82943219540908,10002,93.56786249337252,21.904018775870526,0.9098701291425269,101494,346.8213658572954,8.852802698557717,0.8204111795148044,6.71092297548943,9.036817643877509,4.4343758948061796,95.0380966478515,0.09609764803131436,1,1,1
Ni,Cu,296.43829175326607,493.86179103633583,Electroplated,TIG,1618.254628029159,0.0,0.0,0.0,3590.836299160919,27.73994150011461,0.0,0.0,37.98821203577297,49.26821919376036,Argon,19.994190445663655,Molybdenum,0.2113428346060796,108.17611873067023,7.0860630798803,3.5423178386776986,216.36429068062233,3.8700351350494415,10.478483155947092,7.470342535279811,173.9765217652851,36.06729274098609,5.171202636041816,59.992180826950154,1.3575313255640598,105.99904281150235,2749,47.80298621641744,149.743139943653,3.9347009204332117,33482,204.49045037023615,3.6938062085419694,3.866585100496889,39.98712057537181,4.392731729465068,31.208253165089697,36.62816982259805,0.13986454839211188,0,0,0
Cu,Ni,470.84425154337094,183.6389458358457,Passivated,Friction_Stir,0.0,0.0,3507.919414926606,0.0,7576.836642166502,10.344415124126662,0.0,0.0,130.51092277298272,60.04920755632328,Nitrogen,36.521415559469325,Tungsten,0.1309390135216621,61.24905900194758,9.31945579707046,2.3794182270022453,123.65525728115458,4.762251303437104,13.813269613542426,9.583941668213733,120.86192323480081,46.817377091365046,3.598736238912694,44.57961973215611,1.9591452892152978,146.44168825625826,737,32.21375717836285,202.35788601954025,4.978789764319757,13461,146.16234127169247,2.080318902380308,4.985112050555752,47.00980977277831,2.9824607212953835,38.92910075289713,18.39616708046243,0.06140796135842796,0,0,0
Al,Cu,142.15728724312208,152.14125201730621,Coated,TIG,918.0705727117235,0.0,0.0,0.0,1782.6651825013696,12.14837113747801,0.0,0.0,143.28728503279245,41.2757508239733,Air,46.230522499094675,Tungsten,0.4989037721585536,83.88398949891783,8.186741628995849,3.0887807025438914,191.99753622925348,4.271667823912078,11.364695408200514,8.134579182959822,156.61251993924526,40.31100919833869,4.671481013615926,54.77420921654347,1.4875155542871017,126.32612737616877,1349,33.246386163651025,190.52064077950993,4.572166944221964,14027,167.93801054786286,2.2280434094648314,4.62924733184271,45.38336916463388,3.3052844189333275,36.168604517433,25.190453131849523,0.1475528528034008,0,0,0
Cu,Ni,405.77629123020176,181.41394955475857,Anodized,Friction_Stir,0.0,0.0,4918.932141260915,0.0,9039.056364578115,3.90915546967177,0.0,0.0,66.96246029456861,38.76267287438398,Nitrogen,5.490296286140435,Tungsten,0.4365624448511569,117.87213578241412,6.778861955389188,3.7812181992016405,233.51008712652617,3.6484753569989823,9.911708573213467,6.929285418711419,201.04726847881938,38.675499267357836,5.546057179477968,66.98283464037186,1.2172055256088652,102.9160873667755,4283,52.88473647236989,135.94308859385796,3.3968884517141897,49185,229.09827055720308,4.4767300382474,3.418154440134911,32.9386456071034,5.091740480141897,26.60071101526758,49.938923639563384,0.05082248767147695,0,1,0
Ni,Al,263.86842135039706,407.6244532638897,Bare,Ultrasonic,2181.17931547717,44.407143049465674,730.9611946157436,7.309611946157435,814.3456832066911,0.0,0.0,0.0,87.424017624817,67.04531355092935,Argon,44.15508684989894,Tungsten,0.27323683064972426,156.05922372532723,4.11087556612854,4.772790457274693,313.149688335329,2.997254385524406,7.338253475710751,5.257450963961057,238.24043299923483,28.006719774278643,7.2896084982844505,78.03412936571456,0.6999222374895291,77.41488565631313,7186,71.08091905853034,68.87024505206713,2.0471818795166623,68381,281.7705011171807,6.642594822857104,2.2195641705422093,21.398600015998078,7.138288004687163,17.285095048736164,68.93726226325572,0.11228148972654532,1,1,1
Al,Al,362.0694858097352,270.2022637087371,Anodized,TIG,1677.8043018692374,0.0,0.0,0.0,2154.6652107018417,15.679296689175098,0.0,0.0,121.28238325568947,52.86838607833859,Air,14.83782490664866,Tungsten,0.28085461812330376,122.67795960984598,7.025616125634078,3.5392082174609882,226.64094574539058,3.7145666837431066,10.470294789399627,7.427840285808793,179.7470224358771,37.69260867654503,5.508108818707377,61.96120934950303,1.2390583963217425,114.89365605721291,2654,41.78722460607025,165.93700553133908,4.2443451710902025,26175,183.52609666698194,3.5019590904179814,4.202656521643557,37.67319360111582,4.11486909396077,32.567325870214255,32.731685876963645,0.10615770811788197,0,0,0
Cu,Steel,204.09463919409174,326.1663759010152,Coated,Ultrasonic,2875.975730918994,53.02685783917912,1546.6955495937857,15.466955495937857,174.00989935954047,0.0,0.0,0.0,93.07015788353434,34.18758273134618,Vacuum,25.516547316516885,Molybdenum,0.0034314802938266165,59.135982567758695,9.274547891122749,2.2439961166188436,115.79334271217223,4.867584656351564,14.195234241989779,9.026030879665274,123.7443690397483,47.37858759221995,3.282149370964706,45.989637053327954,1.8516802195419213,145.3848386652654,570,31.472879495162992,202.23553689190916,5.088783595252884,9569,153.43887664169466,2.330810225059406,4.984373915184928,49.95596373734164,2.8313469275743035,40.977216431112836,20.012915719131737,0.05114037935360008,0,0,0
Cu,Ni,163.79690501654332,108.4036627945443,Anodized,Friction_Stir,0.0,0.0,3254.7922427077274,0.0,7811.169319756654,11.626735569459713,0.0,0.0,149.15285782181243,37.721446488572845,Vacuum,43.35565104286871,Molybdenum,0.49049729044155593,109.3209411081065,6.5896803244969355,3.6972021201736713,225.20894752472446,3.7826883550578496,9.880477264968231,6.92478457669219,186.03070744068177,38.30220748005012,5.3144976816351095,65.7383428446854,1.3178072347716576,114.3300949406231,3305,52.018750015746434,144.2563292167599,3.4454357350588536,41011,222.116571928449,4.4107517979597315,3.5917683853222133,35.121359855544604,5.3789961608658015,27.533486891971155,48.022853854400786,0.1120368415991109,0,1,0
Cu,Steel,164.18504570849058,113.77252342932582,Passivated,Laser,1620.5664552705614,0.0,0.0,0.0,428.2023117374625,64.09232897398209,39.46390121038593,15.837951560059256,79.24273747038768,69.95304238056994,Vacuum,42.076045735548306,Molybdenum,0.4031475809537458,144.12912515934252,4.6761465403347175,4.81014717620994,323.70056169371134,2.980045793776675,6.980702281794853,4.839977850522812,234.77558246855895,29.627470141299177,6.834894009255445,76.23249978925192,0.6847438875974867,83.31709981096407,6037,68.99680213136192,89.69783178310266,2.4893788741998915,62918,268.507515244602,6.027386049870518,2.4866311430319854,23.366551457558995,6.5399882851253395,18.84683633993321,62.63774193478019,0.12968064539752058,1,1,1
Cu,Al,128.19677825725785,278.3302199308065,Electroplated,TIG,985.4142041511061,0.0,0.0,0.0,1414.30626441206,42.739571952160574,0.0,0.0,112.8125524569591,37.824359850087696,Argon,45.13673651567252,Copper,0.01836467977231443,111.68611239539052,6.616524919209367,3.7325461585156012,226.02026335914684,3.8008874653888283,10.673634458916236,7.144661383870928,190.6563090282453,37.46200998250263,5.523111504195369,64.36679931124067,1.2366567337756873,109.54756073063207,3133,52.857422263809454,142.42083162371551,3.6771969011276453,42562,208.71910837387904,4.367635872960877,3.5992646673732684,34.357696322611964,5.003832344283456,28.27392971610358,44.43446838803307,0.05584576658484756,0,1,0
Cu,Ni,174.2586819604972,426.6620972806494,Coated,Ultrasonic,2675.4581972453125,26.110017266704663,624.3907287645891,6.243907287645891,677.5978639969101,0.0,0.0,0.0,123.03684822555074,54.419020454147145,Air,47.31875566846367,Molybdenum,0.08816509607957823,42.04707636961409,9.73106637740786,2.026666145032685,111.9493904041899,5.06140373516449,14.880329195213072,10.132378239272294,100.91175558397752,48.680712545630705,2.8495192326856182,38.75670694112954,1.948685396430901,140.73159576360453,195,29.978383193093368,198.21284328886532,5.0100586183774105,14943,151.43393429277202,2.088263928843876,4.817000941453702,48.796524541142354,2.9151501530071937,40.22987591294915,21.42786589519976,0.10017528077972397,0,0,0
Al,Cu,365.6877539955873,454.0955514830261,Coated,TIG,1207.9060486329415,0.0,0.0,0.0,2452.756784363397,45.855077018577475,0.0,0.0,84.23305404859713,46.805123159824724,Nitrogen,25.122063054729136,Tungsten,0.4105156151487124,132.58165989724827,6.279350823456147,4.030595303799857,256.1967123919663,3.510173839843328,9.217498115878282,6.748038427997751,199.46027200676397,34.72833084267545,5.920546692754176,69.39730701890703,1.095302131397772,98.78170695829122,6293,66.73937738454897,85.4221607934164,2.789600242876322,63750,276.5332781629303,6.0927726246932385,2.669455898561494,21.391686024763253,6.650688089562971,20.748947250628156,66.85999935733892,0.12300771720992049,0,1,0
Al,Al,452.67624473740324,134.6826270382561,Anodized,TIG,930.728395156443,0.0,0.0,0.0,2823.784743074645,27.533070776488927,0.0,0.0,131.40789474247885,65.42396379399341,Vacuum,34.53637148604531,Molybdenum,0.043432774135980345,96.15742778179191,7.718108886411858,3.1606987701903426,181.2327515653718,4.2830184939091875,12.228031097301196,7.26088759831786,158.36505433535729,39.45958385455083,5.127252507574424,53.83910946282046,1.4668758790461207,130.90272702876882,1943,42.95260690513265,167.67571905288992,4.190159852601105,30621,194.28922795641415,3.377848492227694,4.41907342249022,42.9000076595519,4.091367063010511,34.34959262630636,31.201831313099323,0.12930056564393322,0,0,0
Cu,Al,425.6502742364647,315.34524084040913,Passivated,TIG,1016.6420693257824,0.0,0.0,0.0,4038.2473356556334,36.21835844142478,0.0,0.0,91.00009685693554,60.20674369181311,Vacuum,22.5715298236748,Copper,0.47089286375478356,112.94113600969305,6.449516300289884,3.935817367848751,242.82399941428616,3.6422993411331195,10.19628458735832,6.556069188845999,198.33938836089817,36.36495711241408,5.472666165593901,67.25569605346676,1.1136978110987492,100.09978984509631,2687,39.75235829399625,151.7922794022025,4.0462393940910175,32299,199.70895199353708,3.574340139284477,4.070448202520293,40.138334111548595,4.141713527293608,33.30188438691141,36.361146210575065,0.13228027942988996,0,0,0
Al,Cu,374.05372394979366,465.2918745117082,Anodized,Resistance_Spot,4558.95190709041,0.0,2945.7132094206854,36.82141511775857,546.6530497722558,0.0,0.0,0.0,73.51460358421208,53.878055850472634,Air,20.78225228714746,Copper,0.4999455310753126,154.04869290107646,4.0555775590898335,4.872840858832462,315.569029405384,2.7601157502271976,6.15277765660135,4.088314292512765,249.35754435000996,26.56960798762857,7.028319750938703,79.73593008616656,0.6714021257187043,76.73305684199092,6985,76.88600810999866,74.95644452360871,2.2635186894812933,67025,290.3089731925929,6.725582238644608,1.9320346600379783,20.771022010544026,7.3686238143618645,15.35104165689483,72.11913864616183,0.05815795261148449,1,1,1
Al,Al,144.17274536444108,255.18910175915454,Anodized,Ultrasonic,2432.186964979923,35.77032941982981,1515.6229579266621,15.156229579266622,528.3835213142984,0.0,0.0,0.0,34.01707760075311,30.4295592719193,Air,24.421793476895125,Copper,0.4432164047901461,171.70636146167269,3.529374019680316,5.4793712880694,358.8232069155744,2.3703087122297215,5.313893387716856,4.7124844255919776,266.61022757401236,26.853294312033725,8.370354848286189,88.60828577473903,0.44456295894736153,73.11115161924776,9374,87.05145671120967,30.22248253119697,1.3866005025688828,95899,340.2320811188818,8.520432973468905,1.1387713792149428,8.49800761829781,8.413089436392447,6.056894694754324,88.96750093449695,0.11635059489308337,1,1,1
Cu,Ni,215.67497851837993,431.82633257134745,Coated,Ultrasonic,2987.546205535863,49.15608543163,1928.7369506514867,19.287369506514867,851.4725945330672,0.0,0.0,0.0,71.14376492555515,65.19180829973838,Air,38.43842606522042,Copper,0.3694519946787584,59.73716602569715,10.28416236815252,2.024251333949677,92.9114330841585,4.998908112419704,14.885626868239552,10.038105177353735,109.39895989081398,47.03360226767891,3.1185655316910097,43.62653185405881,1.853919524608034,153.93603550234414,414,27.750931572821408,196.88008579680223,5.181508977793304,5000,147.61559200366554,2.116485296849544,4.918200246397072,48.92299971451891,3.0793002868981594,39.11491907141041,20.83715122393544,0.1220644973477528,0,0,0
Cu,Steel,223.9227501289876,153.47826175977448,Anodized,TIG,1854.3515167450566,0.0,0.0,0.0,2836.636521503646,41.64886387466037,0.0,0.0,115.41173911532694,47.786698833548655,Argon,27.56483362136988,Copper,0.24364117558438658,116.23185157207975,6.582304238428987,3.9583951433680564,245.38876522314425,3.544118172350027,9.481320730259814,6.450374855768132,194.23044812710276,38.72501545232834,6.051937851145935,67.8094978340056,1.130645749404071,98.45003892726884,4058,52.82428935963442,135.96093631857687,3.4376798784408913,45105,230.41015661547468,4.6978547205330266,3.6265880112412767,32.27695374080526,4.949107345309286,27.47122241662486,49.69463222452229,0.07747537918673153,1,1,1
Ni,Al,199.98277855904848,474.1577958671195,Electroplated,Laser,1129.471133367211,0.0,0.0,0.0,277.27601012168395,43.328815790547,11.82126093759554,10.955870181828676,139.76723351841395,67.26310612074306,Air,41.63268535017539,Tungsten,0.04121478817368679,110.38443138045288,6.526252982591032,3.6891429957080826,237.86048941396552,3.767867839056641,9.954694488418642,7.084045843852761,188.28142714580392,38.01058299323653,5.3903477038861025,62.5589385317607,1.2231596038324108,103.5842540216805,3672,50.134886318260875,131.6629949863861,3.765395547888721,42120,219.34086986915048,4.215425391149262,3.559978531012632,36.415601331763355,5.131734243787584,27.318739219154267,46.024156719921926,0.14751963976444155,0,1,0
Cu,Ni,306.0022638838892,400.56932701252106,Anodized,TIG,1287.8756972457322,0.0,0.0,0.0,4645.816013819357,48.831405123742876,0.0,0.0,52.71832250184034,49.82156051416805,Nitrogen,38.53483147382701,Molybdenum,0.36522311592110096,132.85177466532102,6.742803394801513,3.825419566614184,238.6038277011511,3.524826625196496,9.820522872057861,6.664780536409523,192.60633473732472,35.26976308923397,6.0090155887326695,64.35575726124037,1.1234836958558685,109.67530735854238,4221,52.869239874869834,123.29402607274824,3.283374003786028,48500,236.121254961789,4.9579227957734915,3.581406724434549,34.05137381185408,5.63980452913143,27.884821136503938,50.35102432469834,0.12183147265637599,1,1,1
Ni,Al,314.221525951869,476.53375711476065,Electroplated,Resistance_Spot,2485.138334990324,0.0,1737.7650431117784,21.72206303889723,751.1430333022405,0.0,0.0,0.0,66.18061725296533,57.76897956730902,Nitrogen,5.92153075059797,Tungsten,0.19843257701394323,124.09345654742474,6.171943094929584,3.841275291042522,245.2971498534183,3.609248058323352,10.076107162470453,7.280793294065883,190.83064535023743,36.63009280351968,5.8107600132767185,66.3133043965151,1.1119385627558278,106.01718774481527,3480,49.93561320681045,153.35853496800777,3.5685127263246708,33930,209.38640942784397,4.223332676987144,3.4938329108748536,37.344846047300095,4.616981509949142,29.76045437781793,40.92662829023612,0.14170697255114068,0,1,0
