firm_id,state,geo_political_zone,location_type,industry_sector,firm_age_years,num_employees,annual_turnover_million_naira,legal_structure,owner_age,owner_gender,owner_education_level,owner_field_of_study,prior_entrepreneurial_experience_years,digital_literacy_score,digital_tools_computers,digital_tools_accounting_software,digital_tools_crm,digital_tools_ecommerce,digital_tools_cloud_computing,digital_tools_social_media,advanced_tech_ai_ml,advanced_tech_iot,advanced_tech_blockchain,advanced_tech_robotics,digitization_level_composite,process_new_production_methods,process_supply_chain_software,process_support_techniques,product_new_goods_services_3years,product_launch_frequency,business_model_revenue_changes,business_model_value_proposition,driver_competitive_pressure,driver_customer_demand,driver_management_attitude,constraint_access_to_credit,constraint_innovation_cost,constraint_internal_capital,constraint_finding_skilled_employees,constraint_training_cost,constraint_management_capability,constraint_electricity_reliability,constraint_internet_quality_cost,constraint_logistics_transportation,constraint_regulations_taxes,constraint_corruption_informal_charges,constraint_government_support_effectiveness,constraint_competition_intensity,constraint_demand_uncertainty,constraint_international_market_access,performance_profitability_growth,performance_sales_growth,performance_market_share_growth,performance_roi,performance_overall_satisfaction,objective_turnover_growth_percent,objective_profit_margin_percent,objective_employee_growth_percent,objective_new_branches,objective_new_clients,growth_product_lines_increase,growth_quality_improvement,growth_customer_satisfaction,growth_customer_retention_rate,innovation_technology_score,innovation_process_score,innovation_product_score,innovation_business_model_score,innovation_overall_score,constraint_financial_score,constraint_human_capital_score,constraint_infrastructure_score,constraint_regulatory_score,constraint_market_score,constraint_overall_score,performance_subjective_score,survey_date,survey_response_time_minutes,data_quality_score
SME_00011,Ogun,South-West,Urban,Information and Communication,3,36,116.16,Partnership,36,Male,Bachelor,Economics,0,10.0,3.1,2.3,1.3,3.5,2.4,3.4,1.0,1.0,1.0,1.0,3.11,2.5,3.1,3.4,2.6,3.0,2.0,2.6,3.8,3.5,3.1,3.1,2.5,1.8,4.1,2.3,2.7,3.2,2.3,1.7,4.9,3.0,2.2,3.4,3.5,3.7,3.1,2.6,3.1,3.7,4.3,3.4,13.0,3.4,0,22,2.9,3.7,4.0,72.7,2.0,3.0,2.83,2.3,2.53,2.4,3.03,2.4,3.37,3.53,2.95,2.93,2024-02-05,49,0.71
SME_00012,Ekiti,South-West,Urban,Information and Communication,6,12,53.37,Limited Liability,36,Male,Secondary,N/A,5,8.4,3.8,3.0,2.1,2.7,2.5,4.4,1.0,1.0,1.0,1.0,3.37,2.7,2.1,2.8,3.1,2.9,2.8,2.4,3.9,4.1,2.9,3.4,3.8,2.3,2.6,2.9,3.0,3.1,2.8,2.9,4.1,3.7,2.6,5.0,3.6,3.8,3.5,3.0,3.0,3.6,4.0,-1.8,16.8,8.8,0,28,2.7,3.7,3.9,76.0,2.25,2.53,2.9,2.6,2.57,3.04,2.83,2.93,3.47,4.13,3.28,3.17,2024-04-10,43,0.89
SME_00013,Anambra,South-East,Rural,Agriculture,7,24,69.31,Sole Proprietorship,41,Male,Primary,N/A,9,3.6,2.2,1.0,1.0,1.0,1.0,1.2,1.0,1.0,1.0,1.0,1.07,1.4,1.7,1.7,1.0,1.0,1.0,1.0,3.3,4.1,2.1,2.5,3.4,2.7,4.0,3.9,3.9,4.2,3.6,4.0,2.8,2.7,2.3,3.8,4.1,4.8,2.3,1.9,1.7,2.8,1.8,-12.0,12.4,-0.4,0,8,1.0,1.9,3.0,47.1,1.14,1.6,1.0,1.0,1.18,3.22,3.93,3.93,2.6,4.23,3.58,1.97,2024-04-03,45,0.87
SME_00014,Osun,South-West,Rural,Agriculture,3,34,146.96,Limited Liability,38,Female,Postgraduate,Accounting,10,7.1,3.3,2.8,2.7,2.8,2.8,3.0,1.0,1.0,1.0,1.0,2.87,3.2,2.9,2.5,3.2,2.0,2.8,2.1,3.9,3.9,3.7,2.4,2.4,1.9,3.3,4.6,3.9,3.4,2.4,2.6,2.9,4.8,2.3,3.6,3.6,4.4,3.0,3.9,2.6,3.8,3.1,2.0,23.1,8.9,1,24,2.1,3.4,2.8,76.7,2.14,2.87,2.43,2.45,2.47,2.74,3.93,2.8,3.33,3.87,3.33,3.17,2024-03-05,49,0.51
SME_00015,Cross River,South-South,Urban,Transportation and Storage,19,20,53.16,Limited Liability,42,Female,Primary,N/A,0,3.9,2.0,1.4,1.0,1.0,1.0,2.1,1.0,1.0,1.0,1.0,1.47,1.0,1.1,1.0,1.1,1.0,1.0,1.0,2.2,3.2,1.5,3.3,3.9,2.2,2.1,3.3,2.4,3.7,2.4,1.7,3.7,3.9,1.3,3.8,2.8,3.3,2.2,2.1,2.4,2.6,2.6,0.3,14.1,0.9,0,8,2.2,2.4,2.8,62.0,1.25,1.03,1.43,1.0,1.18,3.02,2.6,2.6,2.97,3.3,2.9,2.23,2024-03-25,33,0.94
SME_00016,Ogun,South-West,Urban,Information and Communication,1,5,25.09,Sole Proprietorship,35,Female,Bachelor,Marketing,9,8.2,2.7,2.3,1.6,1.5,2.2,2.7,1.0,1.0,1.0,1.0,2.12,2.5,2.8,1.9,2.3,2.7,2.2,2.2,3.8,3.5,2.5,3.9,3.7,2.9,2.3,2.9,2.4,3.1,2.3,2.5,3.9,3.7,2.1,2.3,4.6,3.8,3.4,3.1,3.0,3.0,3.9,4.3,17.9,7.3,0,23,3.7,3.5,3.2,74.4,1.7,2.4,2.9,2.2,2.3,3.14,2.53,2.63,3.23,3.57,3.02,3.17,2024-03-25,44,0.88
SME_00017,Akwa Ibom,South-South,Urban,Accommodation and Food Service,2,17,38.85,Limited Liability,35,Female,Bachelor,Marketing,8,7.9,2.2,2.0,1.2,1.6,2.6,3.5,1.0,1.0,1.0,1.0,2.42,1.0,1.7,2.1,1.2,2.1,1.7,2.8,3.0,3.5,2.7,3.3,3.5,3.2,2.5,3.7,2.4,2.4,2.7,2.8,3.6,3.7,2.2,4.1,2.8,3.9,2.1,2.5,1.6,1.3,3.5,2.1,15.1,-1.8,0,17,1.9,2.1,3.0,68.8,1.71,1.6,1.73,2.25,1.82,3.28,2.87,2.63,3.17,3.6,3.11,2.07,2024-01-31,53,0.31
SME_00018,Imo,South-East,Urban,Health and Social Work,1,9,19.43,Sole Proprietorship,39,Female,Bachelor,Medicine,0,7.4,3.3,2.7,1.0,1.7,1.8,2.1,1.0,1.1,1.0,1.0,2.0,1.4,1.9,2.0,1.9,1.6,2.9,2.6,3.9,3.7,2.5,2.8,3.0,3.4,3.9,2.9,2.2,3.2,3.1,3.8,4.1,3.0,2.5,4.6,2.9,4.0,3.1,2.4,2.8,2.5,3.4,-10.2,16.4,6.4,0,20,2.7,3.0,2.8,43.5,1.67,1.77,2.07,2.75,2.06,3.04,3.0,3.37,3.2,3.83,3.29,2.77,2024-02-26,49,0.88
SME_00019,Zamfara,North-West,Rural,Manufacturing,4,37,163.63,Partnership,44,Male,Secondary,N/A,0,5.6,1.4,1.0,1.0,2.0,1.0,1.6,1.0,1.0,1.0,1.0,1.54,1.7,1.4,1.8,2.1,1.1,1.8,1.6,3.3,3.9,2.2,1.0,2.2,1.6,4.8,3.9,2.7,4.5,4.3,5.0,4.0,3.8,2.2,4.8,4.3,4.1,2.8,2.4,1.8,2.6,2.3,0.6,14.9,-2.4,0,7,2.1,2.8,3.5,49.7,1.2,1.63,1.77,1.7,1.58,2.6,3.8,4.6,3.33,4.4,3.75,2.33,2024-02-02,53,0.69
SME_00020,Delta,South-South,Urban,Information and Communication,9,33,266.23,Partnership,45,Male,Bachelor,Economics,0,8.5,4.0,4.2,3.5,4.6,3.9,4.6,2.0,2.2,1.7,2.3,4.41,3.8,3.7,4.2,3.3,3.4,2.8,3.1,5.0,3.3,4.1,1.0,1.7,1.0,2.6,2.7,3.1,2.5,2.2,2.6,4.0,2.3,3.3,3.9,4.6,4.0,4.7,4.5,4.5,3.7,5.0,19.0,23.9,17.7,2,27,4.1,4.3,4.6,90.1,3.3,3.9,3.6,2.95,3.44,1.72,2.8,2.43,3.2,4.17,2.86,4.57,2024-02-29,50,0.69
SME_00021,Yobe,North-East,Urban,Information and Communication,1,6,37.3,Sole Proprietorship,34,Male,Postgraduate,Accounting,8,8.7,3.2,2.9,1.5,2.1,2.3,3.1,1.0,1.0,1.0,1.0,2.5,1.8,1.6,2.5,1.7,2.5,2.4,2.7,3.3,4.1,2.5,3.3,3.2,2.2,2.1,3.8,2.7,4.7,4.1,3.4,3.9,3.6,2.9,3.8,3.4,3.7,2.7,3.5,3.1,3.9,3.2,8.2,16.3,0.2,0,21,3.0,3.0,4.0,78.7,1.91,1.97,2.4,2.55,2.21,3.32,2.87,4.07,3.47,3.63,3.47,3.1,2024-02-26,41,0.66
SME_00022,Ondo,South-West,Urban,Education,7,20,56.72,Partnership,42,Female,Bachelor,Law,10,6.0,1.4,1.0,1.0,1.0,1.3,1.6,1.0,1.1,1.0,1.0,1.2,1.3,1.0,1.3,1.0,1.0,1.0,1.3,3.7,3.3,1.0,3.3,3.5,3.4,2.6,3.6,3.3,3.0,1.8,2.8,3.8,3.7,2.4,4.2,4.5,3.6,2.7,2.4,2.7,2.4,2.6,-3.1,15.4,-4.8,0,7,1.4,3.1,2.8,47.2,1.14,1.2,1.13,1.15,1.15,3.12,3.17,2.53,3.3,4.1,3.24,2.6,2024-02-29,52,0.78
SME_00023,Kogi,North-Central,Urban,Wholesale and Retail Trade,4,30,100.69,Limited Liability,46,Male,Bachelor,Computer Science,0,7.8,2.4,2.2,2.4,1.7,1.5,2.4,1.0,1.0,1.0,1.0,2.03,1.8,2.7,3.3,2.4,2.2,2.6,3.2,4.7,3.6,2.8,2.4,3.2,2.4,2.7,3.6,2.8,3.0,3.0,2.7,3.6,2.8,2.2,3.4,3.4,4.4,2.8,3.0,3.4,2.8,3.3,7.7,15.8,-0.1,0,24,2.9,2.5,3.0,67.6,1.66,2.6,2.5,2.9,2.42,2.92,3.03,2.9,2.87,3.73,3.09,3.07,2024-02-14,48,0.73
SME_00024,Imo,South-East,Urban,Wholesale and Retail Trade,1,13,55.86,Sole Proprietorship,39,Male,Secondary,N/A,0,5.9,2.5,1.0,1.5,1.5,1.6,1.8,1.0,1.0,1.0,1.0,1.71,1.3,1.0,1.0,1.4,1.0,1.3,1.7,4.4,3.3,1.2,3.2,3.4,2.4,2.2,4.0,3.0,3.6,2.1,3.3,2.3,3.6,2.4,4.0,4.2,3.3,2.8,1.8,2.4,2.6,3.2,1.7,10.0,1.6,0,14,2.2,2.5,3.3,52.5,1.39,1.1,1.53,1.5,1.38,3.02,3.07,3.0,2.77,3.83,3.14,2.33,2024-01-20,36,0.75
SME_00025,Anambra,South-East,Rural,Agriculture,1,32,100.84,Limited Liability,33,Male,Postgraduate,Engineering,0,6.6,2.7,1.8,1.2,1.9,1.2,1.7,1.0,1.0,1.0,1.0,1.76,2.5,2.5,2.1,1.7,1.7,2.5,1.6,4.6,3.5,2.0,2.2,2.7,1.6,3.9,4.5,3.2,3.7,4.0,3.8,2.6,3.3,1.4,3.4,3.7,3.3,3.1,3.0,2.6,2.6,2.5,-3.5,17.8,-5.6,0,20,2.2,2.9,3.2,68.1,1.45,2.37,1.87,2.05,1.94,3.0,3.87,3.83,2.43,3.47,3.32,2.9,2024-01-25,65,0.64
SME_00026,Cross River,South-South,Rural,Agriculture,5,22,82.07,Limited Liability,39,Female,Primary,N/A,0,6.2,2.9,1.9,2.0,1.8,1.9,3.1,1.0,1.0,1.0,1.0,2.38,2.0,2.9,2.8,2.2,1.9,2.3,1.7,2.6,2.8,2.4,2.9,3.9,2.5,3.2,4.0,4.1,3.6,2.7,2.9,3.2,2.6,2.8,3.0,3.8,4.6,3.1,2.7,2.6,2.7,2.7,4.8,17.8,1.3,0,16,2.2,2.3,2.9,54.6,1.76,2.57,2.1,2.0,2.11,3.2,3.77,3.07,2.87,3.8,3.34,2.8,2024-02-24,33,0.85
SME_00027,Bauchi,North-East,Urban,Agriculture,3,10,30.0,Sole Proprietorship,37,Male,Bachelor,Natural Sciences,9,9.6,2.0,1.3,1.0,1.6,1.2,2.5,1.0,1.0,1.0,1.0,1.96,1.6,1.7,2.5,2.4,2.9,2.4,2.4,2.7,3.7,3.4,3.3,3.5,2.9,3.5,3.6,2.7,4.3,2.7,4.2,2.8,2.5,2.5,4.0,3.5,4.4,2.1,2.7,2.3,1.8,2.6,-0.7,16.6,-1.2,0,16,2.0,2.2,2.6,52.6,1.36,1.93,2.43,2.4,2.03,3.2,3.27,3.73,2.6,3.97,3.35,2.37,2024-01-30,52,0.93
SME_00028,Osun,South-West,Rural,Information and Communication,3,31,175.67,Partnership,38,Female,Bachelor,Business Administration,10,10.0,2.2,2.2,1.1,2.2,1.5,2.5,1.0,1.0,1.0,1.0,2.16,2.7,2.2,2.0,3.0,2.0,2.2,2.7,2.4,3.8,2.5,2.3,2.2,1.1,3.3,4.1,3.7,3.7,4.5,2.8,3.9,2.2,2.7,3.4,2.9,3.8,2.9,3.1,2.5,2.8,3.1,13.9,17.7,4.7,0,25,3.2,2.4,3.3,78.3,1.57,2.3,2.73,2.45,2.26,2.84,3.7,3.67,2.93,3.37,3.3,2.83,2024-03-18,46,0.95
SME_00029,Ogun,South-West,Urban,Transportation and Storage,4,14,50.02,Sole Proprietorship,40,Female,Secondary,N/A,11,5.9,1.4,1.4,1.0,2.1,1.0,2.3,1.0,1.2,1.0,1.0,1.8,1.0,1.4,1.0,2.1,2.2,2.1,1.6,4.1,4.2,2.2,3.1,3.6,2.7,2.5,4.1,2.8,2.7,1.8,2.2,2.7,3.3,2.8,3.7,3.7,4.3,2.4,2.7,3.0,2.5,3.1,1.4,17.5,1.6,0,12,2.3,2.9,3.1,62.7,1.34,1.13,2.2,1.85,1.63,3.06,3.13,2.23,2.93,3.9,3.05,2.7,2024-03-21,49,0.91
SME_00030,Ondo,South-West,Urban,Agriculture,3,10,35.02,Limited Liability,39,Male,Postgraduate,Arts and Humanities,0,6.8,2.4,2.1,1.2,1.5,1.5,2.4,1.0,1.0,1.0,1.0,1.92,2.4,2.0,2.2,2.1,1.7,2.5,1.6,3.7,4.7,2.5,4.3,3.4,3.4,3.6,3.2,2.9,2.5,2.2,3.1,2.8,3.1,2.2,4.2,3.1,3.5,2.6,2.6,2.4,2.4,2.7,-3.0,12.6,-0.4,0,11,2.5,2.2,2.9,61.5,1.51,2.2,2.1,2.05,1.96,3.3,3.23,2.6,2.7,3.6,3.09,2.53,2024-02-12,53,0.69
SME_00031,Edo,South-South,Urban,Information and Communication,7,16,111.68,Sole Proprietorship,41,Female,Bachelor,Marketing,9,7.6,3.1,2.5,2.6,2.6,3.5,3.3,1.0,1.0,1.0,1.0,2.95,2.6,2.6,3.1,3.3,4.0,2.8,3.2,3.6,4.1,3.7,2.7,2.4,1.5,3.2,3.8,3.7,2.8,2.7,2.3,3.7,3.9,1.7,4.1,3.0,4.0,3.2,3.8,2.8,3.8,3.4,6.4,19.9,3.7,0,22,3.2,3.3,3.4,83.0,2.16,2.77,3.5,3.0,2.86,2.62,3.57,2.6,3.1,3.7,3.12,3.27,2024-03-01,51,0.79
SME_00032,Kebbi,North-West,Urban,Professional Services,15,15,105.7,Partnership,46,Male,Bachelor,Engineering,6,7.3,3.3,1.9,2.9,1.9,1.8,2.4,1.0,1.0,1.0,1.0,2.25,3.4,2.3,2.7,3.4,2.9,2.2,2.0,3.6,3.6,3.4,1.5,2.9,2.0,3.0,2.8,2.6,4.7,4.5,4.1,2.8,4.5,1.9,3.4,2.9,4.0,3.0,3.8,3.3,3.3,3.8,7.7,21.8,6.1,0,25,3.5,3.4,4.1,56.3,1.82,2.8,3.27,2.1,2.5,2.74,2.8,4.43,3.07,3.43,3.29,3.37,2024-04-10,60,0.9
SME_00033,Nasarawa,North-Central,Rural,Professional Services,7,8,39.65,Sole Proprietorship,33,Male,Postgraduate,Marketing,0,9.8,2.3,2.2,2.1,3.8,2.0,3.2,1.0,1.0,1.0,1.0,3.06,1.9,1.7,2.4,1.2,1.5,1.7,2.2,3.8,4.1,2.6,3.4,3.0,2.6,3.5,4.1,3.2,4.3,3.6,3.5,3.1,2.8,2.4,4.1,3.7,4.3,2.7,3.0,3.1,2.6,3.1,14.5,19.0,5.7,0,20,2.7,3.0,3.1,71.7,1.96,2.0,1.8,1.95,1.93,3.34,3.6,3.8,2.77,4.03,3.51,2.93,2024-03-31,45,0.61
SME_00034,Ondo,South-West,Urban,Information and Communication,18,76,483.43,Limited Liability,44,Male,Bachelor,Natural Sciences,0,7.9,2.4,1.7,1.8,1.8,2.1,2.7,1.0,1.0,1.0,1.0,2.2,3.4,2.3,3.3,3.0,2.8,3.3,2.3,2.2,4.1,3.7,1.0,1.0,1.0,3.4,2.9,2.8,3.3,3.4,4.2,3.8,3.3,2.5,4.1,4.2,4.6,3.6,3.0,3.2,2.7,3.3,13.7,22.3,7.8,1,22,2.7,4.1,4.1,66.2,1.65,3.0,2.83,2.8,2.57,1.86,3.03,3.63,3.2,4.3,3.2,3.27,2024-04-11,49,0.98
SME_00035,Oyo,South-West,Urban,Agriculture,2,15,36.95,Sole Proprietorship,39,Male,Secondary,N/A,0,5.1,1.5,1.0,1.3,1.0,1.0,1.6,1.0,1.1,1.0,1.0,1.2,2.4,1.4,2.0,1.6,1.5,1.3,2.0,3.8,3.4,2.8,2.4,3.2,2.6,2.6,2.9,2.5,3.8,2.8,2.7,4.8,4.5,2.5,3.8,4.2,4.3,2.0,1.5,2.1,2.4,2.0,-5.0,15.3,-1.7,0,11,2.9,2.2,2.8,60.3,1.15,1.93,2.0,1.65,1.68,2.78,2.67,3.1,3.93,4.1,3.32,1.87,2024-03-14,37,0.98
SME_00036,Kebbi,North-West,Rural,Agriculture,1,8,35.14,Sole Proprietorship,36,Male,Bachelor,Engineering,10,9.8,4.4,3.9,3.0,3.3,3.1,3.8,1.5,2.3,1.3,1.4,3.62,3.7,3.6,3.8,3.1,3.5,3.7,4.5,3.8,4.2,4.1,2.8,2.6,2.6,4.3,3.4,4.0,5.0,4.8,3.9,3.5,2.7,2.4,3.3,3.4,2.4,3.8,3.1,3.6,3.0,3.3,4.2,21.2,4.0,0,22,3.1,3.8,3.5,73.3,2.8,3.7,3.23,4.1,3.46,3.24,3.9,4.57,2.87,3.03,3.52,3.5,2024-03-21,41,0.69
SME_00037,Taraba,North-East,Rural,Wholesale and Retail Trade,9,16,28.82,Sole Proprietorship,40,Female,Bachelor,Marketing,6,6.6,1.5,1.1,1.0,1.3,1.6,1.9,1.0,1.0,1.0,1.0,1.56,1.5,1.9,1.5,1.0,1.4,2.3,1.8,3.2,3.6,2.3,4.5,3.2,3.4,4.5,3.0,4.1,4.1,4.8,4.5,3.7,2.8,2.5,4.0,3.8,4.1,2.4,1.8,1.8,2.2,2.6,-0.8,11.4,-2.2,0,7,2.3,1.6,2.9,57.7,1.24,1.63,1.57,2.05,1.62,3.78,3.87,4.47,3.0,3.97,3.82,2.0,2024-03-01,40,0.68
SME_00038,Edo,South-South,Urban,Accommodation and Food Service,3,12,23.24,Sole Proprietorship,31,Female,Bachelor,Medicine,0,7.4,2.2,2.2,1.1,1.4,2.2,2.1,1.0,1.0,1.0,1.0,1.71,1.4,2.0,2.3,3.0,2.5,2.3,2.6,3.1,3.2,2.9,3.8,3.6,2.7,2.5,2.8,3.4,3.6,2.5,2.0,3.4,3.0,2.4,4.0,3.6,3.7,2.8,3.0,2.1,2.6,2.5,6.2,12.8,-0.4,0,6,2.4,2.6,3.3,61.8,1.52,1.9,2.63,2.45,2.12,3.08,2.9,2.7,2.93,3.77,3.08,2.63,2024-02-19,47,0.79
