year,month,date,total_installed_capacity_mw,total_available_capacity_mw,gas_capacity_mw,gas_capacity_factor,residential_tariff_naira_per_kwh,proven_gas_reserves_tcf,daily_gas_production_mmscf,daily_gas_flaring_mmscf,flaring_percentage,avg_petrol_price_naira_per_liter,avg_diesel_price_naira_per_liter,sofc_gas_availability_mmscf_per_day,sofc_power_potential_mw,sofc_economic_viability_index
2021,8,2021-08-01,12415.0,8752.0,8200.0,0.6097560975609756,14.04,202.0,3050.0,322.65,10.578688524590163,166.4038963963964,185.953536036036,1220.0,610.0,5.369021717229729
2021,9,2021-09-01,12415.0,8752.0,8200.0,0.6097560975609756,14.04,202.0,3050.0,322.65,10.578688524590163,166.4038963963964,185.953536036036,1220.0,610.0,5.369021717229729
2021,10,2021-10-01,12415.0,8752.0,8200.0,0.6097560975609756,14.04,202.0,3050.0,322.65,10.578688524590163,166.4038963963964,185.953536036036,1220.0,610.0,5.369021717229729
2021,11,2021-11-01,12415.0,8752.0,8200.0,0.6097560975609756,14.04,202.0,3050.0,322.65,10.578688524590163,166.4038963963964,185.953536036036,1220.0,610.0,5.369021717229729
2021,12,2021-12-01,12415.0,8752.0,8200.0,0.6097560975609756,14.04,202.0,3050.0,322.65,10.578688524590163,166.4038963963964,185.953536036036,1220.0,610.0,5.369021717229729
2022,1,2022-01-01,12770.0,9051.0,8500.0,0.611764705882353,15.08,204.0,3100.0,315.80999999999995,10.187419354838708,182.88569819819818,204.94756756756757,1240.0,620.0,5.775713234797295
2022,2,2022-02-01,12770.0,9051.0,8500.0,0.611764705882353,15.08,204.0,3100.0,315.80999999999995,10.187419354838708,182.88569819819818,204.94756756756757,1240.0,620.0,5.775713234797295
2022,3,2022-03-01,12770.0,9051.0,8500.0,0.611764705882353,15.08,204.0,3100.0,315.80999999999995,10.187419354838708,182.88569819819818,204.94756756756757,1240.0,620.0,5.775713234797295
2022,4,2022-04-01,12770.0,9051.0,8500.0,0.611764705882353,15.08,204.0,3100.0,315.80999999999995,10.187419354838708,182.88569819819818,204.94756756756757,1240.0,620.0,5.775713234797295
2022,5,2022-05-01,12770.0,9051.0,8500.0,0.611764705882353,15.08,204.0,3100.0,315.80999999999995,10.187419354838708,182.88569819819818,204.94756756756757,1240.0,620.0,5.775713234797295
2022,6,2022-06-01,12770.0,9051.0,8500.0,0.611764705882353,15.08,204.0,3100.0,315.80999999999995,10.187419354838708,182.88569819819818,204.94756756756757,1240.0,620.0,5.775713234797295
2022,7,2022-07-01,12770.0,9051.0,8500.0,0.611764705882353,15.08,204.0,3100.0,315.80999999999995,10.187419354838708,182.88569819819818,204.94756756756757,1240.0,620.0,5.775713234797295
2022,8,2022-08-01,12770.0,9051.0,8500.0,0.611764705882353,15.08,204.0,3100.0,315.80999999999995,10.187419354838708,182.88569819819818,204.94756756756757,1240.0,620.0,5.775713234797295
2022,9,2022-09-01,12770.0,9051.0,8500.0,0.611764705882353,15.08,204.0,3100.0,315.80999999999995,10.187419354838708,182.88569819819818,204.94756756756757,1240.0,620.0,5.775713234797295
2022,10,2022-10-01,12770.0,9051.0,8500.0,0.611764705882353,15.08,204.0,3100.0,315.80999999999995,10.187419354838708,182.88569819819818,204.94756756756757,1240.0,620.0,5.775713234797295
2022,11,2022-11-01,12770.0,9051.0,8500.0,0.611764705882353,15.08,204.0,3100.0,315.80999999999995,10.187419354838708,182.88569819819818,204.94756756756757,1240.0,620.0,5.775713234797295
2022,12,2022-12-01,12770.0,9051.0,8500.0,0.611764705882353,15.08,204.0,3100.0,315.80999999999995,10.187419354838708,182.88569819819818,204.94756756756757,1240.0,620.0,5.775713234797295
2023,1,2023-01-01,13125.0,9350.0,8800.0,0.6136363636363636,16.12,206.0,3150.0,261.37,8.297460317460317,199.2445045045045,225.09254504504503,1260.0,630.0,5.207653614234235
2023,2,2023-02-01,13125.0,9350.0,8800.0,0.6136363636363636,16.12,206.0,3150.0,261.37,8.297460317460317,199.2445045045045,225.09254504504503,1260.0,630.0,5.207653614234235
2023,3,2023-03-01,13125.0,9350.0,8800.0,0.6136363636363636,16.12,206.0,3150.0,261.37,8.297460317460317,199.2445045045045,225.09254504504503,1260.0,630.0,5.207653614234235
2023,4,2023-04-01,13125.0,9350.0,8800.0,0.6136363636363636,16.12,206.0,3150.0,261.37,8.297460317460317,199.2445045045045,225.09254504504503,1260.0,630.0,5.207653614234235
2023,5,2023-05-01,13125.0,9350.0,8800.0,0.6136363636363636,16.12,206.0,3150.0,261.37,8.297460317460317,199.2445045045045,225.09254504504503,1260.0,630.0,5.207653614234235
2023,6,2023-06-01,13125.0,9350.0,8800.0,0.6136363636363636,16.12,206.0,3150.0,261.37,8.297460317460317,199.2445045045045,225.09254504504503,1260.0,630.0,5.207653614234235
2023,7,2023-07-01,13125.0,9350.0,8800.0,0.6136363636363636,16.12,206.0,3150.0,261.37,8.297460317460317,199.2445045045045,225.09254504504503,1260.0,630.0,5.207653614234235
2023,8,2023-08-01,13125.0,9350.0,8800.0,0.6136363636363636,16.12,206.0,3150.0,261.37,8.297460317460317,199.2445045045045,225.09254504504503,1260.0,630.0,5.207653614234235
2023,9,2023-09-01,13125.0,9350.0,8800.0,0.6136363636363636,16.12,206.0,3150.0,261.37,8.297460317460317,199.2445045045045,225.09254504504503,1260.0,630.0,5.207653614234235
2023,10,2023-10-01,13125.0,9350.0,8800.0,0.6136363636363636,16.12,206.0,3150.0,261.37,8.297460317460317,199.2445045045045,225.09254504504503,1260.0,630.0,5.207653614234235
2023,11,2023-11-01,13125.0,9350.0,8800.0,0.6136363636363636,16.12,206.0,3150.0,261.37,8.297460317460317,199.2445045045045,225.09254504504503,1260.0,630.0,5.207653614234235
2023,12,2023-12-01,13125.0,9350.0,8800.0,0.6136363636363636,16.12,206.0,3150.0,261.37,8.297460317460317,199.2445045045045,225.09254504504503,1260.0,630.0,5.207653614234235
2024,1,2024-01-01,13630.0,9694.0,9200.0,0.6086956521739131,17.16,208.0,3200.0,189.67000000000004,5.927187500000001,216.0124774774775,242.73396396396393,1280.0,640.0,4.097108660315317
2024,2,2024-02-01,13630.0,9694.0,9200.0,0.6086956521739131,17.16,208.0,3200.0,189.67000000000004,5.927187500000001,216.0124774774775,242.73396396396393,1280.0,640.0,4.097108660315317
2024,3,2024-03-01,13630.0,9694.0,9200.0,0.6086956521739131,17.16,208.0,3200.0,189.67000000000004,5.927187500000001,216.0124774774775,242.73396396396393,1280.0,640.0,4.097108660315317
2024,4,2024-04-01,13630.0,9694.0,9200.0,0.6086956521739131,17.16,208.0,3200.0,189.67000000000004,5.927187500000001,216.0124774774775,242.73396396396393,1280.0,640.0,4.097108660315317
2024,5,2024-05-01,13630.0,9694.0,9200.0,0.6086956521739131,17.16,208.0,3200.0,189.67000000000004,5.927187500000001,216.0124774774775,242.73396396396393,1280.0,640.0,4.097108660315317
2024,6,2024-06-01,13630.0,9694.0,9200.0,0.6086956521739131,17.16,208.0,3200.0,189.67000000000004,5.927187500000001,216.0124774774775,242.73396396396393,1280.0,640.0,4.097108660315317
2024,7,2024-07-01,13630.0,9694.0,9200.0,0.6086956521739131,17.16,208.0,3200.0,189.67000000000004,5.927187500000001,216.0124774774775,242.73396396396393,1280.0,640.0,4.097108660315317
2024,8,2024-08-01,13630.0,9694.0,9200.0,0.6086956521739131,17.16,208.0,3200.0,189.67000000000004,5.927187500000001,216.0124774774775,242.73396396396393,1280.0,640.0,4.097108660315317
2024,9,2024-09-01,13630.0,9694.0,9200.0,0.6086956521739131,17.16,208.0,3200.0,189.67000000000004,5.927187500000001,216.0124774774775,242.73396396396393,1280.0,640.0,4.097108660315317
2024,10,2024-10-01,13630.0,9694.0,9200.0,0.6086956521739131,17.16,208.0,3200.0,189.67000000000004,5.927187500000001,216.0124774774775,242.73396396396393,1280.0,640.0,4.097108660315317
2024,11,2024-11-01,13630.0,9694.0,9200.0,0.6086956521739131,17.16,208.0,3200.0,189.67000000000004,5.927187500000001,216.0124774774775,242.73396396396393,1280.0,640.0,4.097108660315317
2024,12,2024-12-01,13630.0,9694.0,9200.0,0.6086956521739131,17.16,208.0,3200.0,189.67000000000004,5.927187500000001,216.0124774774775,242.73396396396393,1280.0,640.0,4.097108660315317
