Temperature_C,Relative_Density,Hold_Time_min,Sintering_Stress_MPa,Bulk_Viscosity_Pa_s,Shear_Viscosity_Pa_s,Densification_Rate_per_s,Grain_Growth_Rate_um_per_s,Material,Composition
1200.0,0.47631578947368425,2.6826957952797255,2.3241447166560717e-08,2.656918797168297e+32,1.780135594102759e+32,1.1477910977904095e-08,1.8606077963488194e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.47631578947368425,4.39397056076079,2.1044832245217197e-08,2.922603544473235e+32,1.9581443747970675e+32,8.424877904101084e-09,2.9589743627474913e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.47631578947368425,7.196856730011519,2.3288515697649507e-08,2.047060414260036e+32,1.3715304775542242e+32,1.708428715132019e-08,1.7464143659354503e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.47631578947368425,11.787686347935873,2.175965148436127e-08,2.0317057555211673e+32,1.3612428561991821e+32,6.186195963726851e-09,2.0715327264172295e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.47631578947368425,19.306977288832496,2.241674054734278e-08,2.1596216800017345e+32,1.4469465256011622e+32,9.182371487408832e-09,1.1257695844876383e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.47631578947368425,31.622776601683793,2.0659347684506656e-08,2.657051733665966e+32,1.7802246615561975e+32,1.3138697113745254e-08,1.6247821885535857e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.47631578947368425,51.7947467923121,2.4376372745306076e-08,3.0111532373496667e+32,2.017472669024277e+32,9.752371090312578e-09,2.999527418502202e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.47631578947368425,84.83428982440716,2.453304580539749e-08,1.937525808934164e+32,1.29814229198589e+32,8.263640222715787e-09,2.856791378792888e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.47631578947368425,138.94954943731375,3.236432638959385e-08,2.024475207377739e+32,1.3563983889430853e+32,1.5453879871700987e-08,2.0664967496856855e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.47631578947368425,227.58459260747887,2.3087210612205802e-08,2.2281185829304346e+32,1.4928394505633914e+32,1.0518844401359187e-08,2.912299516645265e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.47631578947368425,372.7593720314938,2.6076049769027612e-08,2.7975184183474082e+32,1.8743373402927635e+32,1.2071216421669884e-08,1.32859249476728e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.47631578947368425,610.5402296585327,2.487261461993716e-08,2.3379828397588187e+32,1.5664485026384087e+32,1.1680775097832757e-08,2.271061236267266e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.47631578947368425,1000.0,2.7995610074682342e-08,3.065371868539477e+32,2.0537991519214496e+32,9.087703892796737e-09,2.4908208693448466e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5026315789473684,1.0,2.3025796454499667e-08,4.769675175287588e+32,3.195682367442684e+32,6.644906514789351e-09,1.367321837542469e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5026315789473684,1.637893706954064,2.325352100230644e-08,2.133607085667953e+32,1.4295167473975287e+32,8.630707678624506e-09,3.3689143656909643e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5026315789473684,2.6826957952797255,2.153246537739904e-08,3.1280010190172634e+32,2.0957606827415666e+32,8.183074974059252e-09,1.4288835517629014e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5026315789473684,4.39397056076079,1.8436548868717043e-08,2.2605763563525437e+32,1.5145861587562044e+32,8.630141654531097e-09,1.7655609449689148e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5026315789473684,7.196856730011519,2.1811972494352742e-08,3.181846854929091e+32,2.131837392802491e+32,7.0807645829407664e-09,2.643066298256607e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5026315789473684,11.787686347935873,1.958904908413994e-08,2.992214215407694e+32,2.004783524323155e+32,6.018293488962265e-09,2.586541183655604e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5026315789473684,19.306977288832496,2.927050005926533e-08,2.2366666206491463e+32,1.4985666358349281e+32,7.63078177169376e-09,2.8379839609204785e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5026315789473684,31.622776601683793,2.321167553160444e-08,3.356701963896563e+32,2.248990315810697e+32,6.549586022170319e-09,3.82591011297674e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5026315789473684,51.7947467923121,2.192936776189238e-08,3.3681484139626115e+32,2.25665943735495e+32,9.894038122040014e-09,3.0859105594885113e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5026315789473684,84.83428982440716,2.3266266965753333e-08,2.2805134144553317e+32,1.5279439876850724e+32,1.675341601207119e-08,2.411705803488705e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5026315789473684,138.94954943731375,2.1879789328206834e-08,3.2359208763521227e+32,2.1680669871559222e+32,7.990072350348878e-09,1.7857957978351032e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5026315789473684,227.58459260747887,1.7754141550540492e-08,2.761016149818462e+32,1.8498808203783698e+32,1.5671022851839484e-08,3.028279985460686e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5026315789473684,372.7593720314938,2.4448319926615895e-08,1.9854034747126066e+32,1.3302203280574465e+32,1.170088389796459e-08,1.754188826370003e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5026315789473684,610.5402296585327,2.3000647996493322e-08,3.27393289447913e+32,2.193535039301017e+32,9.990883836097941e-09,1.5824433316591668e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5026315789473684,1000.0,2.1637906511003017e-08,3.1500669151434116e+32,2.110544833146086e+32,1.0945249645326887e-08,2.096663165367525e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5289473684210526,1.0,1.9913427617594242e-08,3.2908498396244455e+32,2.2048693925483785e+32,8.201888829195425e-09,3.0362063219969044e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5289473684210526,1.637893706954064,2.2144420371777184e-08,3.2263682503903367e+32,2.1616667277615258e+32,9.842332626675198e-09,3.7258839198498816e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5289473684210526,2.6826957952797255,1.7419437262970364e-08,3.1223835207428106e+32,2.0919969588976833e+32,6.700919892848459e-09,3.729951055959945e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5289473684210526,4.39397056076079,1.7201974987576663e-08,3.595518147648735e+32,2.4089971589246523e+32,8.422999352932283e-09,3.1991400626208596e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5289473684210526,7.196856730011519,1.664306216643834e-08,4.176503724476774e+32,2.7982574953994384e+32,8.671376490620552e-09,3.0628811157836442e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5289473684210526,11.787686347935873,1.5349693657693952e-08,4.636429282266125e+32,3.1064076191183037e+32,1.1310598708096729e-08,2.1323394428389906e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5289473684210526,19.306977288832496,1.868758527329656e-08,3.152570750994291e+32,2.112222403166175e+32,7.717234104317946e-09,2.231325513291629e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5289473684210526,31.622776601683793,2.1905489262643195e-08,3.3092447146915375e+32,2.21719395884333e+32,1.0388512206211666e-08,2.4827943074052386e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5289473684210526,51.7947467923121,1.8424944834123e-08,4.403353488253008e+32,2.9502468371295152e+32,1.2070018998873538e-08,2.357301010689474e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5289473684210526,84.83428982440716,1.8500149449045396e-08,3.272542752440625e+32,2.192603644135219e+32,8.11610681538145e-09,1.6627946742991603e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5289473684210526,138.94954943731375,1.625512952002506e-08,2.586381515623629e+32,1.7328756154678315e+32,1.0049769413568813e-08,1.7606189184778824e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5289473684210526,227.58459260747887,1.6967764372379428e-08,4.991682890225033e+32,3.3444275364507725e+32,9.975107806554648e-09,9.418446533416284e-17,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5289473684210526,372.7593720314938,2.424876456211427e-08,4.479531161520831e+32,3.001285878218957e+32,1.3442571316428775e-08,2.896774838973025e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5289473684210526,610.5402296585327,1.6109780153933914e-08,3.776682570986548e+32,2.530377322560987e+32,7.043665264965773e-09,2.381089125331644e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5289473684210526,1000.0,1.3933440805818137e-08,4.844620128823202e+32,3.245895486311546e+32,7.834562084928867e-09,2.7878528653700885e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5552631578947369,1.0,1.7325495125460783e-08,2.710893752232598e+32,1.816298813995841e+32,7.226771886233625e-09,2.390783504163486e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5552631578947369,1.637893706954064,1.9660775781902676e-08,3.134772718900201e+32,2.100297721663135e+32,7.006050493693625e-09,1.517922557479014e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5552631578947369,2.6826957952797255,1.4393746910985612e-08,3.3768465937508065e+32,2.2624872178130405e+32,8.332881145781521e-09,2.0326794196226626e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5552631578947369,4.39397056076079,1.3998227625534699e-08,3.03286765765388e+32,2.0320213306280996e+32,1.0836216079552275e-08,2.534257869293934e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5552631578947369,7.196856730011519,1.4253443345762779e-08,5.332000828520754e+32,3.5724405551089056e+32,1.2558183564784516e-08,1.849134389090588e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5552631578947369,11.787686347935873,1.833329319484187e-08,5.5166641299580065e+32,3.696164967071864e+32,8.14653531547622e-09,2.6789799756804304e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5552631578947369,19.306977288832496,1.6646864931553968e-08,6.169040162247005e+32,4.1332569087054936e+32,1.1921815918948023e-08,2.6874921897314e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5552631578947369,31.622776601683793,1.559716798166204e-08,4.457751501928139e+32,2.986693506291853e+32,6.789262108392643e-09,2.426155347372989e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5552631578947369,51.7947467923121,2.0890933598088356e-08,5.0064868912119275e+32,3.3543462171119915e+32,8.324208628604866e-09,2.218735910135801e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5552631578947369,84.83428982440716,2.0342074737989262e-08,3.676373318596078e+32,2.463170123459372e+32,1.1820526233919975e-08,3.171847274937223e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5552631578947369,138.94954943731375,1.5273201165096964e-08,4.473132255076756e+32,2.9969986109014265e+32,9.716816650304228e-09,3.1687140377473227e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5552631578947369,227.58459260747887,1.652656372831432e-08,4.8965376329113145e+32,3.2806802140505806e+32,1.1432725029696223e-08,2.8227897270564846e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5552631578947369,372.7593720314938,1.503720537588237e-08,3.661133790701815e+32,2.452959639770216e+32,1.063949538197298e-08,2.0421591140497425e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5552631578947369,610.5402296585327,1.566097234700391e-08,4.1059283075679325e+32,2.7509719660705147e+32,1.497991972521356e-08,4.0214725744991097e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5552631578947369,1000.0,1.502226121828071e-08,4.620969293793844e+32,3.0960494268418757e+32,6.324245487759511e-09,3.5335722345948673e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5815789473684211,1.0,1.2728973570528843e-08,5.467002451105755e+32,3.6628916422408564e+32,1.1071472540551848e-08,5.718399932092478e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5815789473684211,1.637893706954064,1.8566926574812635e-08,6.004446244588367e+32,4.022978983874206e+32,1.255427110403653e-08,4.417453607441541e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5815789473684211,2.6826957952797255,1.5967853230791792e-08,5.4790818560868146e+32,3.670984843578166e+32,8.385258275527e-09,2.85512736817292e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5815789473684211,4.39397056076079,1.3916274114781428e-08,5.755090803456387e+32,3.855910838315779e+32,9.235042448891746e-09,5.252027519599323e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5815789473684211,7.196856730011519,2.249444248906729e-08,6.958028683649628e+32,4.661879218045251e+32,1.041721189846124e-08,1.84493418412579e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5815789473684211,11.787686347935873,1.7065853031853172e-08,5.861669636478487e+32,3.927318656440587e+32,7.905387393216313e-09,5.042158892895124e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5815789473684211,19.306977288832496,1.4565456036564764e-08,5.211114176539169e+32,3.4914464982812435e+32,9.68166511692902e-09,2.3065593271734555e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5815789473684211,31.622776601683793,1.3341430604575533e-08,4.681038339746314e+32,3.1362956876300305e+32,7.538907001167515e-09,2.177207323128044e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5815789473684211,51.7947467923121,1.33211942408025e-08,5.603829193691136e+32,3.754565559773062e+32,1.0261081372643797e-08,3.040842157387106e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5815789473684211,84.83428982440716,1.2684390452858168e-08,4.6695315354616424e+32,3.1285861287593005e+32,7.863730546146397e-09,4.241821235792904e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5815789473684211,138.94954943731375,1.5177007934956697e-08,6.3724300864641316e+32,4.2695281579309684e+32,8.539608303354237e-09,4.617494001820439e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5815789473684211,227.58459260747887,1.5398620337476716e-08,4.366993810290666e+32,2.925885852894746e+32,8.473772262125326e-09,2.913683579527764e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5815789473684211,372.7593720314938,1.6893108693457462e-08,8.463649700182078e+32,5.6706452991219925e+32,8.343973686840782e-09,2.0727623489393598e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5815789473684211,610.5402296585327,1.4717818086101207e-08,4.689469756467118e+32,3.1419447368329694e+32,7.2548659037356524e-09,2.2031720235602476e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.5815789473684211,1000.0,1.307959352639021e-08,6.494214811869384e+32,4.3511239239524876e+32,1.1572223739588541e-08,1.3115407076701124e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.6078947368421053,1.0,1.3580920144214061e-08,6.110964578700397e+32,4.0943462677292665e+32,9.473087383707359e-09,3.18024728029147e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.6078947368421053,1.637893706954064,1.885789061218059e-08,6.737770195400058e+32,4.5143060309180395e+32,1.1919582022257426e-08,3.0447110864080074e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.6078947368421053,2.6826957952797255,1.1356739217281125e-08,5.253085568591375e+32,3.5195673309562215e+32,1.1050322025925741e-08,3.42652328384365e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.6078947368421053,4.39397056076079,1.3771411512001493e-08,6.651496933800295e+32,4.456502945646198e+32,1.0077621025676751e-08,4.1072791513992253e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.6078947368421053,7.196856730011519,1.9342416189516206e-08,7.947272685314069e+32,5.3246726991604264e+32,1.8330030723974656e-08,3.085917543690802e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.6078947368421053,11.787686347935873,1.1920980243268776e-08,7.871751970473085e+32,5.274073820216967e+32,1.3256073324394445e-08,2.0339874723300072e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.6078947368421053,19.306977288832496,9.443787278923302e-09,7.369429406382025e+32,4.937517702275957e+32,6.710012717242238e-09,3.3484390165151923e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.6078947368421053,31.622776601683793,1.1296709865525475e-08,8.172654389604609e+32,5.475678441035088e+32,8.067858533125622e-09,3.004648844340903e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.6078947368421053,51.7947467923121,1.515068355503164e-08,5.630341472289425e+32,3.772328786433915e+32,7.917498033782543e-09,2.7068317099109646e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.6078947368421053,84.83428982440716,1.0186939164305002e-08,6.789804327458143e+32,4.549168899396956e+32,8.047440061589581e-09,4.896934267809711e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.6078947368421053,138.94954943731375,1.2845661182687078e-08,7.462566472731932e+32,4.999919536730395e+32,9.212627116078823e-09,2.716967678174862e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.6078947368421053,227.58459260747887,1.253396325048909e-08,6.630425450612211e+32,4.4423850519101815e+32,8.370297848858285e-09,3.6108039226244575e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.6078947368421053,372.7593720314938,1.7375571888790452e-08,6.859421400130684e+32,4.5958123380875584e+32,1.2803611497338259e-08,1.892550827543076e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.6078947368421053,610.5402296585327,1.1880266490856769e-08,7.731110635890966e+32,5.1798441260469476e+32,7.879458031233415e-09,2.2229199527854175e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.6078947368421053,1000.0,1.3613705387395729e-08,6.306642612916618e+32,4.2254505506541345e+32,1.2949600138124306e-08,4.60890708393036e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.6342105263157894,1.0,9.79150433608287e-09,1.060862485492425e+33,7.107778652799247e+32,1.031731443067623e-08,3.2464777956360803e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.6342105263157894,1.637893706954064,7.58167332048378e-09,7.162794724120635e+32,4.799072465160825e+32,9.411276611042493e-09,4.0946265020696655e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.6342105263157894,2.6826957952797255,8.290047833441053e-09,8.152787237745434e+32,5.4623674492894405e+32,9.235227067107829e-09,3.4412945011270656e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.6342105263157894,4.39397056076079,1.5301725309173847e-08,9.474122647646748e+32,6.3476621739233214e+32,1.0290931671782016e-08,4.438008248210895e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.6342105263157894,7.196856730011519,1.1948403510094085e-08,1.0716648561642158e+33,7.180154536300246e+32,1.5983319782158976e-08,3.347916252240083e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.6342105263157894,11.787686347935873,1.4865465574116942e-08,1.2100919161810349e+33,8.107615838412934e+32,1.3555199465862088e-08,3.108781654813494e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.6342105263157894,19.306977288832496,8.432029411908367e-09,8.438526899249869e+32,5.653813022497412e+32,1.009662181810169e-08,2.890054075520964e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.6342105263157894,31.622776601683793,9.694625990748618e-09,1.0641526743650968e+33,7.129822918246149e+32,7.576760921923619e-09,3.418692864139345e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.6342105263157894,51.7947467923121,1.1768556882174215e-08,8.292981578013964e+32,5.556297657269356e+32,1.2738337974809844e-08,5.66737890158731e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.6342105263157894,84.83428982440716,1.120573199851081e-08,1.0666144377108821e+33,7.14631673266291e+32,7.880772807572114e-09,3.1333819431984655e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.6342105263157894,138.94954943731375,1.2360469769596725e-08,8.667330379119656e+32,5.80711135401017e+32,9.37509438530212e-09,2.284628063846459e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.6342105263157894,227.58459260747887,1.439288844010407e-08,8.04005127269643e+32,5.386834352706608e+32,1.3485929340392471e-08,4.2905806043225216e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.6342105263157894,372.7593720314938,1.1962830409118407e-08,8.985632224021469e+32,6.0203735900943846e+32,7.923171951114489e-09,4.700678357277152e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.6342105263157894,610.5402296585327,1.3576148536928373e-08,1.1214055987881821e+33,7.51341751188082e+32,8.343545123941058e-09,2.1691569525033026e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.6342105263157894,1000.0,1.4886573082406427e-08,1.0834396283142993e+33,7.259045509705806e+32,1.0442869422771615e-08,2.9829002578567737e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.6605263157894736,1.0,1.4261677372444594e-08,1.6335653521753626e+33,1.094488785957493e+33,1.2532585631680929e-08,3.1763197110737443e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.6605263157894736,1.637893706954064,8.371952019412845e-09,1.07610425144571e+33,7.209898484686257e+32,7.148209101809504e-09,3.650123602648299e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.6605263157894736,2.6826957952797255,8.329827124404125e-09,1.4601782091708853e+33,9.783194001444933e+32,1.4153689217419842e-08,2.5099355628725846e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.6605263157894736,4.39397056076079,9.66275388855971e-09,8.108308759783999e+32,5.43256686905528e+32,7.3850180347150245e-09,8.455889717079462e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.6605263157894736,7.196856730011519,1.1407631192494317e-08,7.57249223797454e+32,5.073569799442942e+32,1.1259833046185956e-08,3.8173504338461084e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.6605263157894736,11.787686347935873,9.808838735937446e-09,1.3360899170174243e+33,8.951802444016744e+32,1.1128567794311526e-08,5.612669841078912e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.6605263157894736,19.306977288832496,1.1174347288681249e-08,8.637718771172656e+32,5.78727157668568e+32,1.0086393991578775e-08,4.916629718408337e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.6605263157894736,31.622776601683793,1.023825728192774e-08,1.29729450440125e+33,8.691873179488376e+32,1.138629950369244e-08,4.136974549180751e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.6605263157894736,51.7947467923121,1.0139162248592193e-08,1.1363069325766482e+33,7.613256448263544e+32,1.1837491265518976e-08,3.25412784632577e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.6605263157894736,84.83428982440716,1.2592296454888924e-08,8.946963493935016e+32,5.994465540936461e+32,1.309429439252159e-08,6.42460767920807e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.6605263157894736,138.94954943731375,9.254970028954477e-09,1.1630742033788255e+33,7.792597162638131e+32,8.468395980546491e-09,5.016143944250631e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.6605263157894736,227.58459260747887,1.1176367820828558e-08,1.577237882898893e+33,1.0567493815422585e+33,1.0030751159468538e-08,4.0626162954185687e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.6605263157894736,372.7593720314938,1.1062365826315544e-08,1.1195338231315025e+33,7.500876614981067e+32,5.69173939214169e-09,4.498063472134093e-16,functional_layer,NiO-YSZ (40-60 vol%)
1200.0,0.6605263157894736,610.5402296585327,1.199997474734478e-08,1.1863322309967687e+33,7.94842594767835e+32,1.1867034417968643e-08,4.620629201446091e-16,functional_layer,NiO-YSZ (40-60 vol%)
