Material,Temperature_C,Theta_K_s,Relative_Density,Densification_Rate_per_s
anode,1200.0,88389.0,0.7394736842105263,8.66301545353945e-09
anode,1200.0,144771.78686396277,0.7394736842105263,1.3961659851348028e-08
anode,1200.0,237120.79864897966,0.7394736842105263,8.930782874647056e-09
anode,1200.0,388378.6638950855,0.7394736842105263,8.61896896130975e-09
anode,1200.0,636122.9695089882,0.7394736842105263,1.0067233755343785e-08
anode,1200.0,1041901.8086077039,0.7394736842105263,1.2074256543451434e-08
anode,1200.0,1706524.4155826154,0.7394736842105263,9.562411187426246e-09
anode,1200.0,2795105.601046229,0.7394736842105263,8.15337999358496e-09
anode,1200.0,4578085.874225674,0.7394736842105263,1.1901403173383513e-08
anode,1200.0,7498418.043289525,0.7394736842105263,9.023943561718487e-09
anode,1200.0,12281611.725214725,0.7394736842105263,8.73041334938483e-09
anode,1200.0,20115974.555982452,0.7394736842105263,8.504173475508638e-09
anode,1200.0,32947828.134491708,0.7394736842105263,6.202251933265618e-09
anode,1200.0,53965040.359288044,0.7394736842105263,1.0999809139062027e-08
anode,1200.0,88389000.0,0.7394736842105263,1.1576067496348539e-08
anode,1200.0,88389.0,0.7657894736842106,7.62503964947481e-09
anode,1200.0,144771.78686396277,0.7657894736842106,1.0248776436268964e-08
anode,1200.0,237120.79864897966,0.7657894736842106,9.327015450182212e-09
anode,1200.0,388378.6638950855,0.7657894736842106,8.937046317913853e-09
anode,1200.0,636122.9695089882,0.7657894736842106,1.2243206128702999e-08
anode,1200.0,1041901.8086077039,0.7657894736842106,1.1571408195437256e-08
anode,1200.0,1706524.4155826154,0.7657894736842106,9.93556615853929e-09
anode,1200.0,2795105.601046229,0.7657894736842106,1.0327574337070225e-08
anode,1200.0,4578085.874225674,0.7657894736842106,1.4315927899806583e-08
anode,1200.0,7498418.043289525,0.7657894736842106,1.345357551811218e-08
anode,1200.0,12281611.725214725,0.7657894736842106,9.458409222331528e-09
anode,1200.0,20115974.555982452,0.7657894736842106,1.0689576318628836e-08
anode,1200.0,32947828.134491708,0.7657894736842106,9.915272396139822e-09
anode,1200.0,53965040.359288044,0.7657894736842106,1.1525776712454238e-08
anode,1200.0,88389000.0,0.7657894736842106,9.82949007451176e-09
anode,1200.0,88389.0,0.7921052631578946,1.0812925087510175e-08
anode,1200.0,144771.78686396277,0.7921052631578946,1.0884090757473636e-08
anode,1200.0,237120.79864897966,0.7921052631578946,7.381837256519952e-09
anode,1200.0,388378.6638950855,0.7921052631578946,1.0898447571408854e-08
anode,1200.0,636122.9695089882,0.7921052631578946,9.062414100716843e-09
anode,1200.0,1041901.8086077039,0.7921052631578946,1.0829726696750402e-08
anode,1200.0,1706524.4155826154,0.7921052631578946,1.2055895531930292e-08
anode,1200.0,2795105.601046229,0.7921052631578946,8.839421523031642e-09
anode,1200.0,4578085.874225674,0.7921052631578946,1.214153673996854e-08
anode,1200.0,7498418.043289525,0.7921052631578946,8.093005194225695e-09
anode,1200.0,12281611.725214725,0.7921052631578946,8.251187683716335e-09
anode,1200.0,20115974.555982452,0.7921052631578946,1.0888520333248566e-08
anode,1200.0,32947828.134491708,0.7921052631578946,7.810448786571574e-09
anode,1200.0,53965040.359288044,0.7921052631578946,1.3065339665136937e-08
anode,1200.0,88389000.0,0.7921052631578946,6.434150501455479e-09
anode,1200.0,88389.0,0.8184210526315789,1.2820430553069251e-08
anode,1200.0,144771.78686396277,0.8184210526315789,1.0245201003470504e-08
anode,1200.0,237120.79864897966,0.8184210526315789,8.03695820053792e-09
anode,1200.0,388378.6638950855,0.8184210526315789,1.261973524099424e-08
anode,1200.0,636122.9695089882,0.8184210526315789,8.854569040596733e-09
anode,1200.0,1041901.8086077039,0.8184210526315789,9.29765071135421e-09
anode,1200.0,1706524.4155826154,0.8184210526315789,7.33903075160302e-09
anode,1200.0,2795105.601046229,0.8184210526315789,9.468723065165699e-09
anode,1200.0,4578085.874225674,0.8184210526315789,7.405697846265099e-09
anode,1200.0,7498418.043289525,0.8184210526315789,1.2861993399576837e-08
anode,1200.0,12281611.725214725,0.8184210526315789,1.070522969737704e-08
anode,1200.0,20115974.555982452,0.8184210526315789,1.0182894205446455e-08
anode,1200.0,32947828.134491708,0.8184210526315789,7.694325435294027e-09
anode,1200.0,53965040.359288044,0.8184210526315789,1.0694876029430758e-08
anode,1200.0,88389000.0,0.8184210526315789,7.2464688455171564e-09
anode,1200.0,88389.0,0.8447368421052632,1.1921247746533352e-08
anode,1200.0,144771.78686396277,0.8447368421052632,1.263020735074809e-08
anode,1200.0,237120.79864897966,0.8447368421052632,1.2960024732631509e-08
anode,1200.0,388378.6638950855,0.8447368421052632,1.1102034573185778e-08
anode,1200.0,636122.9695089882,0.8447368421052632,9.00184520199068e-09
anode,1200.0,1041901.8086077039,0.8447368421052632,1.4411450819565512e-08
anode,1200.0,1706524.4155826154,0.8447368421052632,8.1166448939997e-09
anode,1200.0,2795105.601046229,0.8447368421052632,1.3556887924350013e-08
anode,1200.0,4578085.874225674,0.8447368421052632,1.1088202795561688e-08
anode,1200.0,7498418.043289525,0.8447368421052632,1.1896886321419604e-08
anode,1200.0,12281611.725214725,0.8447368421052632,6.489152233137065e-09
anode,1200.0,20115974.555982452,0.8447368421052632,9.663672882763864e-09
anode,1200.0,32947828.134491708,0.8447368421052632,8.197388789574856e-09
anode,1200.0,53965040.359288044,0.8447368421052632,1.1684387439295754e-08
anode,1200.0,88389000.0,0.8447368421052632,1.0182632519464969e-08
anode,1200.0,88389.0,0.8710526315789473,6.956129856532425e-09
anode,1200.0,144771.78686396277,0.8710526315789473,9.629082192228644e-09
anode,1200.0,237120.79864897966,0.8710526315789473,9.70336456947603e-09
anode,1200.0,388378.6638950855,0.8710526315789473,7.427129990213181e-09
anode,1200.0,636122.9695089882,0.8710526315789473,8.273964409974697e-09
anode,1200.0,1041901.8086077039,0.8710526315789473,1.2214399077064324e-08
anode,1200.0,1706524.4155826154,0.8710526315789473,7.174446917534508e-09
anode,1200.0,2795105.601046229,0.8710526315789473,1.3553847558689543e-08
anode,1200.0,4578085.874225674,0.8710526315789473,8.429725985888129e-09
anode,1200.0,7498418.043289525,0.8710526315789473,1.1929431959554054e-08
anode,1200.0,12281611.725214725,0.8710526315789473,1.6955223100651092e-08
anode,1200.0,20115974.555982452,0.8710526315789473,1.0170656483613016e-08
anode,1200.0,32947828.134491708,0.8710526315789473,1.108247638900653e-08
anode,1200.0,53965040.359288044,0.8710526315789473,1.0859105390253717e-08
anode,1200.0,88389000.0,0.8710526315789473,9.512624761379526e-09
anode,1200.0,88389.0,0.8973684210526316,8.868303113498952e-09
anode,1200.0,144771.78686396277,0.8973684210526316,6.28039937499476e-09
anode,1200.0,237120.79864897966,0.8973684210526316,6.313420281017978e-09
anode,1200.0,388378.6638950855,0.8973684210526316,7.70080376315643e-09
anode,1200.0,636122.9695089882,0.8973684210526316,8.860279511456803e-09
anode,1200.0,1041901.8086077039,0.8973684210526316,1.0836991122732955e-08
anode,1200.0,1706524.4155826154,0.8973684210526316,1.0136597156522119e-08
anode,1200.0,2795105.601046229,0.8973684210526316,1.0509300520482454e-08
anode,1200.0,4578085.874225674,0.8973684210526316,9.502687839796118e-09
anode,1200.0,7498418.043289525,0.8973684210526316,1.0094280394204092e-08
anode,1200.0,12281611.725214725,0.8973684210526316,1.0226271646977128e-08
anode,1200.0,20115974.555982452,0.8973684210526316,8.242757775074099e-09
anode,1200.0,32947828.134491708,0.8973684210526316,1.1002956296938338e-08
anode,1200.0,53965040.359288044,0.8973684210526316,7.400762098197783e-09
anode,1200.0,88389000.0,0.8973684210526316,1.0743147528338456e-08
anode,1200.0,88389.0,0.9236842105263158,6.948299180162487e-09
anode,1200.0,144771.78686396277,0.9236842105263158,9.841897241345344e-09
anode,1200.0,237120.79864897966,0.9236842105263158,1.0916502885074515e-08
anode,1200.0,388378.6638950855,0.9236842105263158,1.1386027350070123e-08
anode,1200.0,636122.9695089882,0.9236842105263158,6.543114156666323e-09
anode,1200.0,1041901.8086077039,0.9236842105263158,6.373565149920582e-09
anode,1200.0,1706524.4155826154,0.9236842105263158,1.1999571856348543e-08
anode,1200.0,2795105.601046229,0.9236842105263158,1.0300116196982943e-08
anode,1200.0,4578085.874225674,0.9236842105263158,1.0945325669134923e-08
anode,1200.0,7498418.043289525,0.9236842105263158,1.4210428518965247e-08
anode,1200.0,12281611.725214725,0.9236842105263158,9.391373411924905e-09
anode,1200.0,20115974.555982452,0.9236842105263158,7.826328642402981e-09
anode,1200.0,32947828.134491708,0.9236842105263158,1.1629249449170072e-08
anode,1200.0,53965040.359288044,0.9236842105263158,5.66361405782275e-09
anode,1200.0,88389000.0,0.9236842105263158,9.748405434253815e-09
anode,1208.3333333333333,88888.99999999999,0.5026315789473684,1.8013954309435506e-08
anode,1208.3333333333333,145590.73371743978,0.5026315789473684,1.460188430361613e-08
anode,1208.3333333333333,238462.14654661948,0.5026315789473684,7.570781227016965e-09
anode,1208.3333333333333,390575.6491754658,0.5026315789473684,1.3892902768201999e-08
anode,1208.3333333333333,639721.3978739938,0.5026315789473684,7.86290524081144e-09
anode,1208.3333333333333,1047795.6517816716,0.5026315789473684,1.0134696112516618e-08
anode,1208.3333333333333,1716177.9042270316,0.5026315789473684,9.613357399234742e-09
anode,1208.3333333333333,2810916.98934707,0.5026315789473684,5.740063729564623e-09
anode,1208.3333333333333,4603983.247621829,0.5026315789473684,1.1256189273648515e-08
anode,1208.3333333333333,7540835.188201727,0.5026315789473684,1.0285705773621287e-08
anode,1208.3333333333333,12351086.49993338,0.5026315789473684,1.3213307445652127e-08
anode,1208.3333333333333,20229766.85228619,0.5026315789473684,7.101475842521479e-09
anode,1208.3333333333333,33134207.82050745,0.5026315789473684,8.593081538409805e-09
anode,1208.3333333333333,54270310.4741173,0.5026315789473684,8.84249658343912e-09
anode,1208.3333333333333,88888999.99999999,0.5026315789473684,9.214371920825126e-09
anode,1208.3333333333333,88888.99999999999,0.5289473684210526,8.235111662833676e-09
anode,1208.3333333333333,145590.73371743978,0.5289473684210526,1.160653000273471e-08
anode,1208.3333333333333,238462.14654661948,0.5289473684210526,7.684240935226885e-09
anode,1208.3333333333333,390575.6491754658,0.5289473684210526,9.190336269554328e-09
anode,1208.3333333333333,639721.3978739938,0.5289473684210526,1.1351845199624144e-08
anode,1208.3333333333333,1047795.6517816716,0.5289473684210526,1.7839213798623463e-08
anode,1208.3333333333333,1716177.9042270316,0.5289473684210526,9.763909544884661e-09
anode,1208.3333333333333,2810916.98934707,0.5289473684210526,7.897114816919772e-09
anode,1208.3333333333333,4603983.247621829,0.5289473684210526,1.0934723097339024e-08
anode,1208.3333333333333,7540835.188201727,0.5289473684210526,7.561175691166932e-09
anode,1208.3333333333333,12351086.49993338,0.5289473684210526,1.2735280901986927e-08
anode,1208.3333333333333,20229766.85228619,0.5289473684210526,1.0370123033775171e-08
anode,1208.3333333333333,33134207.82050745,0.5289473684210526,7.89007270792379e-09
anode,1208.3333333333333,54270310.4741173,0.5289473684210526,1.0460493554734792e-08
anode,1208.3333333333333,88888999.99999999,0.5289473684210526,1.3407650365365747e-08
anode,1208.3333333333333,88888.99999999999,0.5552631578947369,1.3573131924200396e-08
anode,1208.3333333333333,145590.73371743978,0.5552631578947369,9.414680005966648e-09
anode,1208.3333333333333,238462.14654661948,0.5552631578947369,1.4933102261628282e-08
anode,1208.3333333333333,390575.6491754658,0.5552631578947369,1.4857527724894862e-08
anode,1208.3333333333333,639721.3978739938,0.5552631578947369,9.968724395536019e-09
anode,1208.3333333333333,1047795.6517816716,0.5552631578947369,8.816606164489676e-09
anode,1208.3333333333333,1716177.9042270316,0.5552631578947369,9.065311665605096e-09
anode,1208.3333333333333,2810916.98934707,0.5552631578947369,1.028906586943903e-08
anode,1208.3333333333333,4603983.247621829,0.5552631578947369,9.579442856009403e-09
anode,1208.3333333333333,7540835.188201727,0.5552631578947369,1.3832530258196487e-08
anode,1208.3333333333333,12351086.49993338,0.5552631578947369,9.398133529512458e-09
anode,1208.3333333333333,20229766.85228619,0.5552631578947369,1.021021823184891e-08
anode,1208.3333333333333,33134207.82050745,0.5552631578947369,1.7245725192557028e-08
anode,1208.3333333333333,54270310.4741173,0.5552631578947369,1.412104543703614e-08
anode,1208.3333333333333,88888999.99999999,0.5552631578947369,8.747774136639724e-09
anode,1208.3333333333333,88888.99999999999,0.5815789473684211,1.0063751787287778e-08
anode,1208.3333333333333,145590.73371743978,0.5815789473684211,1.167542941484567e-08
anode,1208.3333333333333,238462.14654661948,0.5815789473684211,6.603433089895126e-09
anode,1208.3333333333333,390575.6491754658,0.5815789473684211,6.051820458996957e-09
anode,1208.3333333333333,639721.3978739938,0.5815789473684211,1.237052318245436e-08
anode,1208.3333333333333,1047795.6517816716,0.5815789473684211,1.4638280957271417e-08
anode,1208.3333333333333,1716177.9042270316,0.5815789473684211,1.1904861054450196e-08
anode,1208.3333333333333,2810916.98934707,0.5815789473684211,1.0011869901596926e-08
anode,1208.3333333333333,4603983.247621829,0.5815789473684211,1.5357249352969634e-08
anode,1208.3333333333333,7540835.188201727,0.5815789473684211,1.1614197300392991e-08
anode,1208.3333333333333,12351086.49993338,0.5815789473684211,1.2799737180101008e-08
anode,1208.3333333333333,20229766.85228619,0.5815789473684211,7.923108524673424e-09
anode,1208.3333333333333,33134207.82050745,0.5815789473684211,7.985884397749454e-09
anode,1208.3333333333333,54270310.4741173,0.5815789473684211,1.0437252557832326e-08
anode,1208.3333333333333,88888999.99999999,0.5815789473684211,1.4886314764099014e-08
anode,1208.3333333333333,88888.99999999999,0.6078947368421053,9.88629925056689e-09
anode,1208.3333333333333,145590.73371743978,0.6078947368421053,1.4310923878214897e-08
anode,1208.3333333333333,238462.14654661948,0.6078947368421053,7.861977705839275e-09
anode,1208.3333333333333,390575.6491754658,0.6078947368421053,1.1076394375787663e-08
anode,1208.3333333333333,639721.3978739938,0.6078947368421053,1.1046896144658869e-08
anode,1208.3333333333333,1047795.6517816716,0.6078947368421053,1.2505456745825004e-08
anode,1208.3333333333333,1716177.9042270316,0.6078947368421053,1.1851413977571186e-08
anode,1208.3333333333333,2810916.98934707,0.6078947368421053,7.408988063550459e-09
anode,1208.3333333333333,4603983.247621829,0.6078947368421053,6.207295217677231e-09
anode,1208.3333333333333,7540835.188201727,0.6078947368421053,1.2660970289844143e-08
anode,1208.3333333333333,12351086.49993338,0.6078947368421053,1.021186853816106e-08
anode,1208.3333333333333,20229766.85228619,0.6078947368421053,6.673830774492213e-09
anode,1208.3333333333333,33134207.82050745,0.6078947368421053,1.5132943313027655e-08
anode,1208.3333333333333,54270310.4741173,0.6078947368421053,1.1085928878938671e-08
anode,1208.3333333333333,88888999.99999999,0.6078947368421053,7.368486898063531e-09
anode,1208.3333333333333,88888.99999999999,0.6342105263157894,7.790865098044524e-09
anode,1208.3333333333333,145590.73371743978,0.6342105263157894,6.255185947014108e-09
anode,1208.3333333333333,238462.14654661948,0.6342105263157894,1.1680796970384304e-08
anode,1208.3333333333333,390575.6491754658,0.6342105263157894,8.28712730588053e-09
anode,1208.3333333333333,639721.3978739938,0.6342105263157894,9.170018659016944e-09
anode,1208.3333333333333,1047795.6517816716,0.6342105263157894,8.504230261857337e-09
anode,1208.3333333333333,1716177.9042270316,0.6342105263157894,1.0780521803933559e-08
anode,1208.3333333333333,2810916.98934707,0.6342105263157894,7.909165664738582e-09
anode,1208.3333333333333,4603983.247621829,0.6342105263157894,7.80907761004514e-09
anode,1208.3333333333333,7540835.188201727,0.6342105263157894,1.2815428161063648e-08
anode,1208.3333333333333,12351086.49993338,0.6342105263157894,8.47022970729629e-09
anode,1208.3333333333333,20229766.85228619,0.6342105263157894,9.821043221293564e-09
anode,1208.3333333333333,33134207.82050745,0.6342105263157894,8.717320313332572e-09
anode,1208.3333333333333,54270310.4741173,0.6342105263157894,7.810658380670753e-09
anode,1208.3333333333333,88888999.99999999,0.6342105263157894,1.0512488082221646e-08
anode,1208.3333333333333,88888.99999999999,0.6605263157894736,6.16028320480157e-09
anode,1208.3333333333333,145590.73371743978,0.6605263157894736,1.103337925892798e-08
anode,1208.3333333333333,238462.14654661948,0.6605263157894736,1.0295276902336439e-08
anode,1208.3333333333333,390575.6491754658,0.6605263157894736,1.3056201416516214e-08
anode,1208.3333333333333,639721.3978739938,0.6605263157894736,1.1725793041971775e-08
anode,1208.3333333333333,1047795.6517816716,0.6605263157894736,9.888094687346067e-09
anode,1208.3333333333333,1716177.9042270316,0.6605263157894736,1.3566137941628815e-08
anode,1208.3333333333333,2810916.98934707,0.6605263157894736,1.1392035755648045e-08
anode,1208.3333333333333,4603983.247621829,0.6605263157894736,1.639884542408614e-08
anode,1208.3333333333333,7540835.188201727,0.6605263157894736,1.7034457948881462e-08
anode,1208.3333333333333,12351086.49993338,0.6605263157894736,1.6367077752001745e-08
anode,1208.3333333333333,20229766.85228619,0.6605263157894736,6.886756789376273e-09
anode,1208.3333333333333,33134207.82050745,0.6605263157894736,1.3525764985307296e-08
anode,1208.3333333333333,54270310.4741173,0.6605263157894736,1.1448485227748852e-08
anode,1208.3333333333333,88888999.99999999,0.6605263157894736,9.474574768418038e-09
anode,1208.3333333333333,88888.99999999999,0.6868421052631579,1.6972351179360673e-08
anode,1208.3333333333333,145590.73371743978,0.6868421052631579,9.440712941085728e-09
anode,1208.3333333333333,238462.14654661948,0.6868421052631579,5.247843337189078e-09
anode,1208.3333333333333,390575.6491754658,0.6868421052631579,1.0147741935449554e-08
anode,1208.3333333333333,639721.3978739938,0.6868421052631579,9.939215026410513e-09
anode,1208.3333333333333,1047795.6517816716,0.6868421052631579,1.0866850793453786e-08
anode,1208.3333333333333,1716177.9042270316,0.6868421052631579,1.2559596273442576e-08
anode,1208.3333333333333,2810916.98934707,0.6868421052631579,1.0707641395550591e-08
anode,1208.3333333333333,4603983.247621829,0.6868421052631579,1.1316066641713363e-08
anode,1208.3333333333333,7540835.188201727,0.6868421052631579,8.036212034099649e-09
